Tree	R-F_Cluster	R-F_Cluster_toYuleAvg	R-F_Cluster_toUnifAvg
98	3.5000	0.7450	0.7475
99	4.5000	0.9579	0.9611
100	4.5000	0.9579	0.9611
101	4.5000	0.9579	0.9611
102	3.5000	0.7450	0.7475
103	3.5000	0.7450	0.7475
104	3.5000	0.7450	0.7475
105	4.5000	0.9579	0.9611
106	2.5000	0.5321	0.5340
107	4.5000	0.9579	0.9611
108	4.5000	0.9579	0.9611
109	4.5000	0.9579	0.9611
110	4.5000	0.9579	0.9611
111	3.5000	0.7450	0.7475
112	2.5000	0.5321	0.5340
113	4.5000	0.9579	0.9611
114	3.5000	0.7450	0.7475
115	4.5000	0.9579	0.9611
116	4.5000	0.9579	0.9611
117	4.5000	0.9579	0.9611
118	3.5000	0.7450	0.7475
119	2.5000	0.5321	0.5340
120	3.5000	0.7450	0.7475
121	1.5000	0.3193	0.3204
122	3.5000	0.7450	0.7475
123	3.5000	0.7450	0.7475
124	3.5000	0.7450	0.7475
125	4.5000	0.9579	0.9611
126	4.5000	0.9579	0.9611
127	4.5000	0.9579	0.9611
128	4.5000	0.9579	0.9611
129	4.5000	0.9579	0.9611
130	4.5000	0.9579	0.9611
131	4.5000	0.9579	0.9611
132	2.5000	0.5321	0.5340
133	3.5000	0.7450	0.7475
134	4.5000	0.9579	0.9611
135	4.5000	0.9579	0.9611
136	3.5000	0.7450	0.7475
137	3.5000	0.7450	0.7475
138	3.5000	0.7450	0.7475
139	4.5000	0.9579	0.9611
140	3.5000	0.7450	0.7475
141	3.5000	0.7450	0.7475
142	4.5000	0.9579	0.9611
143	4.5000	0.9579	0.9611
144	3.5000	0.7450	0.7475
145	4.5000	0.9579	0.9611
146	4.5000	0.9579	0.9611
147	4.5000	0.9579	0.9611
148	4.5000	0.9579	0.9611
149	3.5000	0.7450	0.7475
150	4.5000	0.9579	0.9611
151	3.5000	0.7450	0.7475
152	4.5000	0.9579	0.9611
153	3.5000	0.7450	0.7475
154	4.5000	0.9579	0.9611
155	4.5000	0.9579	0.9611
156	4.5000	0.9579	0.9611
157	4.5000	0.9579	0.9611
158	4.5000	0.9579	0.9611
159	3.5000	0.7450	0.7475
160	4.5000	0.9579	0.9611
161	3.5000	0.7450	0.7475
162	4.5000	0.9579	0.9611
163	4.5000	0.9579	0.9611
164	4.5000	0.9579	0.9611
165	3.5000	0.7450	0.7475
166	3.5000	0.7450	0.7475
167	4.5000	0.9579	0.9611
168	4.5000	0.9579	0.9611
169	4.5000	0.9579	0.9611
170	4.5000	0.9579	0.9611
171	4.5000	0.9579	0.9611
172	4.5000	0.9579	0.9611
173	2.5000	0.5321	0.5340
174	4.5000	0.9579	0.9611
175	4.5000	0.9579	0.9611
176	4.5000	0.9579	0.9611
177	4.5000	0.9579	0.9611
178	4.5000	0.9579	0.9611
179	3.5000	0.7450	0.7475
180	4.5000	0.9579	0.9611
181	4.5000	0.9579	0.9611
182	4.5000	0.9579	0.9611
183	4.5000	0.9579	0.9611
184	4.5000	0.9579	0.9611
185	4.5000	0.9579	0.9611
186	4.5000	0.9579	0.9611
187	4.5000	0.9579	0.9611
188	4.5000	0.9579	0.9611
189	3.5000	0.7450	0.7475
190	4.5000	0.9579	0.9611
191	4.5000	0.9579	0.9611
192	4.5000	0.9579	0.9611
193	4.5000	0.9579	0.9611
194	4.5000	0.9579	0.9611
195	4.5000	0.9579	0.9611
196	3.5000	0.7450	0.7475
197	2.5000	0.5321	0.5340
198	4.5000	0.9579	0.9611
199	3.5000	0.7450	0.7475
200	3.5000	0.7450	0.7475
201	4.5000	0.9579	0.9611
202	2.5000	0.5321	0.5340
203	3.5000	0.7450	0.7475
204	4.5000	0.9579	0.9611
205	4.5000	0.9579	0.9611
206	4.5000	0.9579	0.9611
207	4.5000	0.9579	0.9611
208	4.5000	0.9579	0.9611
209	4.5000	0.9579	0.9611
210	4.5000	0.9579	0.9611
211	4.5000	0.9579	0.9611
212	4.5000	0.9579	0.9611
213	4.5000	0.9579	0.9611
214	4.5000	0.9579	0.9611
215	4.5000	0.9579	0.9611
216	4.5000	0.9579	0.9611
217	4.5000	0.9579	0.9611
218	4.5000	0.9579	0.9611
219	4.5000	0.9579	0.9611
220	4.5000	0.9579	0.9611
221	4.5000	0.9579	0.9611
222	3.5000	0.7450	0.7475
223	4.5000	0.9579	0.9611
224	4.5000	0.9579	0.9611
225	2.5000	0.5321	0.5340
226	4.5000	0.9579	0.9611
227	4.5000	0.9579	0.9611
228	0.5000	0.1064	0.1068
229	4.5000	0.9579	0.9611
230	4.5000	0.9579	0.9611
231	4.5000	0.9579	0.9611
232	4.5000	0.9579	0.9611
233	4.5000	0.9579	0.9611
234	4.5000	0.9579	0.9611
235	4.5000	0.9579	0.9611
236	4.5000	0.9579	0.9611
237	4.5000	0.9579	0.9611
238	4.5000	0.9579	0.9611
239	4.5000	0.9579	0.9611
240	4.5000	0.9579	0.9611
241	4.5000	0.9579	0.9611
242	3.5000	0.7450	0.7475
243	4.5000	0.9579	0.9611
244	4.5000	0.9579	0.9611
245	3.5000	0.7450	0.7475
246	4.5000	0.9579	0.9611
247	4.5000	0.9579	0.9611
248	4.5000	0.9579	0.9611
249	4.5000	0.9579	0.9611
250	2.5000	0.5321	0.5340
251	3.5000	0.7450	0.7475
252	3.5000	0.7450	0.7475
253	4.5000	0.9579	0.9611
254	4.5000	0.9579	0.9611
255	3.5000	0.7450	0.7475
256	2.5000	0.5321	0.5340
257	3.5000	0.7450	0.7475
258	4.5000	0.9579	0.9611
259	3.5000	0.7450	0.7475
260	4.5000	0.9579	0.9611
261	4.5000	0.9579	0.9611
262	4.5000	0.9579	0.9611
263	4.5000	0.9579	0.9611
264	4.5000	0.9579	0.9611
265	3.5000	0.7450	0.7475
266	3.5000	0.7450	0.7475
267	4.5000	0.9579	0.9611
268	4.5000	0.9579	0.9611
269	4.5000	0.9579	0.9611
270	4.5000	0.9579	0.9611
271	4.5000	0.9579	0.9611
272	4.5000	0.9579	0.9611
273	4.5000	0.9579	0.9611
274	3.5000	0.7450	0.7475
275	4.5000	0.9579	0.9611
276	4.5000	0.9579	0.9611
277	4.5000	0.9579	0.9611
278	2.5000	0.5321	0.5340
279	3.5000	0.7450	0.7475
280	4.5000	0.9579	0.9611
281	3.5000	0.7450	0.7475
282	4.5000	0.9579	0.9611
283	4.5000	0.9579	0.9611
284	3.5000	0.7450	0.7475
285	4.5000	0.9579	0.9611
286	4.5000	0.9579	0.9611
287	4.5000	0.9579	0.9611
288	4.5000	0.9579	0.9611
289	4.5000	0.9579	0.9611
290	4.5000	0.9579	0.9611
291	2.5000	0.5321	0.5340
292	4.5000	0.9579	0.9611
293	2.5000	0.5321	0.5340
294	4.5000	0.9579	0.9611
295	3.5000	0.7450	0.7475
296	4.5000	0.9579	0.9611
297	4.5000	0.9579	0.9611
298	4.5000	0.9579	0.9611
299	3.5000	0.7450	0.7475
300	3.5000	0.7450	0.7475
301	4.5000	0.9579	0.9611
302	4.5000	0.9579	0.9611
303	3.5000	0.7450	0.7475
304	3.5000	0.7450	0.7475
305	4.5000	0.9579	0.9611
306	4.5000	0.9579	0.9611
307	4.5000	0.9579	0.9611
308	4.5000	0.9579	0.9611
309	4.5000	0.9579	0.9611
310	4.5000	0.9579	0.9611
311	4.5000	0.9579	0.9611
312	3.5000	0.7450	0.7475
313	4.5000	0.9579	0.9611
314	4.5000	0.9579	0.9611
315	3.5000	0.7450	0.7475
316	4.5000	0.9579	0.9611
317	4.5000	0.9579	0.9611
318	4.5000	0.9579	0.9611
319	4.5000	0.9579	0.9611
320	3.5000	0.7450	0.7475
321	4.5000	0.9579	0.9611
322	3.5000	0.7450	0.7475
323	4.5000	0.9579	0.9611
324	4.5000	0.9579	0.9611
325	4.5000	0.9579	0.9611
326	4.5000	0.9579	0.9611
327	4.5000	0.9579	0.9611
328	4.5000	0.9579	0.9611
329	4.5000	0.9579	0.9611
330	3.5000	0.7450	0.7475
331	4.5000	0.9579	0.9611
332	2.5000	0.5321	0.5340
333	4.5000	0.9579	0.9611
334	4.5000	0.9579	0.9611
335	3.5000	0.7450	0.7475
336	4.5000	0.9579	0.9611
337	4.5000	0.9579	0.9611
338	3.5000	0.7450	0.7475
339	4.5000	0.9579	0.9611
340	3.5000	0.7450	0.7475
341	3.5000	0.7450	0.7475
342	1.5000	0.3193	0.3204
343	4.5000	0.9579	0.9611
344	4.5000	0.9579	0.9611
345	4.5000	0.9579	0.9611
346	3.5000	0.7450	0.7475
347	4.5000	0.9579	0.9611
348	4.5000	0.9579	0.9611
349	4.5000	0.9579	0.9611
350	4.5000	0.9579	0.9611
351	4.5000	0.9579	0.9611
352	4.5000	0.9579	0.9611
353	4.5000	0.9579	0.9611
354	3.5000	0.7450	0.7475
355	4.5000	0.9579	0.9611
356	4.5000	0.9579	0.9611
357	4.5000	0.9579	0.9611
358	4.5000	0.9579	0.9611
359	4.5000	0.9579	0.9611
360	4.5000	0.9579	0.9611
361	3.5000	0.7450	0.7475
362	4.5000	0.9579	0.9611
363	0.5000	0.1064	0.1068
364	4.5000	0.9579	0.9611
365	4.5000	0.9579	0.9611
366	4.5000	0.9579	0.9611
367	4.5000	0.9579	0.9611
368	3.5000	0.7450	0.7475
369	3.5000	0.7450	0.7475
370	4.5000	0.9579	0.9611
371	3.5000	0.7450	0.7475
372	3.5000	0.7450	0.7475
373	0.5000	0.1064	0.1068
374	4.5000	0.9579	0.9611
375	4.5000	0.9579	0.9611
376	4.5000	0.9579	0.9611
377	4.5000	0.9579	0.9611
378	4.5000	0.9579	0.9611
379	4.5000	0.9579	0.9611
380	4.5000	0.9579	0.9611
381	3.5000	0.7450	0.7475
382	4.5000	0.9579	0.9611
383	4.5000	0.9579	0.9611
384	4.5000	0.9579	0.9611
385	3.5000	0.7450	0.7475
386	4.5000	0.9579	0.9611
387	4.5000	0.9579	0.9611
388	4.5000	0.9579	0.9611
389	4.5000	0.9579	0.9611
390	4.5000	0.9579	0.9611
391	4.5000	0.9579	0.9611
392	4.5000	0.9579	0.9611
393	4.5000	0.9579	0.9611
394	4.5000	0.9579	0.9611
395	4.5000	0.9579	0.9611
396	3.5000	0.7450	0.7475
397	4.5000	0.9579	0.9611
398	4.5000	0.9579	0.9611
399	4.5000	0.9579	0.9611
400	3.5000	0.7450	0.7475
401	4.5000	0.9579	0.9611
402	3.5000	0.7450	0.7475
403	4.5000	0.9579	0.9611
404	3.5000	0.7450	0.7475
405	4.5000	0.9579	0.9611
406	3.5000	0.7450	0.7475
407	4.5000	0.9579	0.9611
408	3.5000	0.7450	0.7475
409	4.5000	0.9579	0.9611
410	4.5000	0.9579	0.9611
411	3.5000	0.7450	0.7475
412	3.5000	0.7450	0.7475
413	4.5000	0.9579	0.9611
414	4.5000	0.9579	0.9611
415	4.5000	0.9579	0.9611
416	3.5000	0.7450	0.7475
417	4.5000	0.9579	0.9611
418	3.5000	0.7450	0.7475
419	4.5000	0.9579	0.9611
420	4.5000	0.9579	0.9611
421	4.5000	0.9579	0.9611
422	4.5000	0.9579	0.9611
423	4.5000	0.9579	0.9611
424	3.5000	0.7450	0.7475
425	2.5000	0.5321	0.5340
426	4.5000	0.9579	0.9611
427	4.5000	0.9579	0.9611
428	4.5000	0.9579	0.9611
429	4.5000	0.9579	0.9611
430	4.5000	0.9579	0.9611
431	3.5000	0.7450	0.7475
432	3.5000	0.7450	0.7475
433	4.5000	0.9579	0.9611
434	4.5000	0.9579	0.9611
435	4.5000	0.9579	0.9611
436	4.5000	0.9579	0.9611
437	3.5000	0.7450	0.7475
438	2.5000	0.5321	0.5340
439	4.5000	0.9579	0.9611
440	4.5000	0.9579	0.9611
441	4.5000	0.9579	0.9611
442	3.5000	0.7450	0.7475
443	4.5000	0.9579	0.9611
444	4.5000	0.9579	0.9611
445	4.5000	0.9579	0.9611
446	4.5000	0.9579	0.9611
447	3.5000	0.7450	0.7475
448	3.5000	0.7450	0.7475
449	4.5000	0.9579	0.9611
450	4.5000	0.9579	0.9611
451	4.5000	0.9579	0.9611
452	3.5000	0.7450	0.7475
453	3.5000	0.7450	0.7475
454	3.5000	0.7450	0.7475
455	4.5000	0.9579	0.9611
456	2.5000	0.5321	0.5340
457	4.5000	0.9579	0.9611
458	4.5000	0.9579	0.9611
459	3.5000	0.7450	0.7475
460	4.5000	0.9579	0.9611
461	4.5000	0.9579	0.9611
462	2.5000	0.5321	0.5340
463	3.5000	0.7450	0.7475
464	2.5000	0.5321	0.5340
465	4.5000	0.9579	0.9611
466	2.5000	0.5321	0.5340
467	2.5000	0.5321	0.5340
468	4.5000	0.9579	0.9611
469	4.5000	0.9579	0.9611
470	4.5000	0.9579	0.9611
471	4.5000	0.9579	0.9611
472	3.5000	0.7450	0.7475
473	4.5000	0.9579	0.9611
474	1.5000	0.3193	0.3204
475	3.5000	0.7450	0.7475
476	4.5000	0.9579	0.9611
477	4.5000	0.9579	0.9611
478	4.5000	0.9579	0.9611
479	4.5000	0.9579	0.9611
480	3.5000	0.7450	0.7475
481	2.5000	0.5321	0.5340
482	4.5000	0.9579	0.9611
483	4.5000	0.9579	0.9611
484	4.5000	0.9579	0.9611
485	4.5000	0.9579	0.9611
486	3.5000	0.7450	0.7475
487	4.5000	0.9579	0.9611
488	3.5000	0.7450	0.7475
489	4.5000	0.9579	0.9611
490	4.5000	0.9579	0.9611
491	4.5000	0.9579	0.9611
492	4.5000	0.9579	0.9611
493	3.5000	0.7450	0.7475
494	4.5000	0.9579	0.9611
495	4.5000	0.9579	0.9611
496	4.5000	0.9579	0.9611
497	4.5000	0.9579	0.9611
498	4.5000	0.9579	0.9611
499	4.5000	0.9579	0.9611
500	4.5000	0.9579	0.9611
501	3.5000	0.7450	0.7475
502	4.5000	0.9579	0.9611
503	4.5000	0.9579	0.9611
504	4.5000	0.9579	0.9611
505	4.5000	0.9579	0.9611
506	4.5000	0.9579	0.9611
507	3.5000	0.7450	0.7475
508	4.5000	0.9579	0.9611
509	4.5000	0.9579	0.9611
510	3.5000	0.7450	0.7475
511	4.5000	0.9579	0.9611
512	4.5000	0.9579	0.9611
513	4.5000	0.9579	0.9611
514	4.5000	0.9579	0.9611
515	4.5000	0.9579	0.9611
516	4.5000	0.9579	0.9611
517	4.5000	0.9579	0.9611
518	4.5000	0.9579	0.9611
519	4.5000	0.9579	0.9611
520	3.5000	0.7450	0.7475
521	4.5000	0.9579	0.9611
522	4.5000	0.9579	0.9611
523	3.5000	0.7450	0.7475
524	3.5000	0.7450	0.7475
525	4.5000	0.9579	0.9611
526	4.5000	0.9579	0.9611
527	4.5000	0.9579	0.9611
528	3.5000	0.7450	0.7475
529	4.5000	0.9579	0.9611
530	3.5000	0.7450	0.7475
531	4.5000	0.9579	0.9611
532	4.5000	0.9579	0.9611
533	2.5000	0.5321	0.5340
534	4.5000	0.9579	0.9611
535	1.5000	0.3193	0.3204
536	4.5000	0.9579	0.9611
537	4.5000	0.9579	0.9611
538	4.5000	0.9579	0.9611
539	4.5000	0.9579	0.9611
540	4.5000	0.9579	0.9611
541	4.5000	0.9579	0.9611
542	4.5000	0.9579	0.9611
543	4.5000	0.9579	0.9611
544	4.5000	0.9579	0.9611
545	4.5000	0.9579	0.9611
546	4.5000	0.9579	0.9611
547	3.5000	0.7450	0.7475
548	4.5000	0.9579	0.9611
549	4.5000	0.9579	0.9611
550	4.5000	0.9579	0.9611
551	4.5000	0.9579	0.9611
552	3.5000	0.7450	0.7475
553	3.5000	0.7450	0.7475
554	4.5000	0.9579	0.9611
555	4.5000	0.9579	0.9611
556	4.5000	0.9579	0.9611
557	4.5000	0.9579	0.9611
558	3.5000	0.7450	0.7475
559	4.5000	0.9579	0.9611
560	4.5000	0.9579	0.9611
561	4.5000	0.9579	0.9611
562	3.5000	0.7450	0.7475
563	4.5000	0.9579	0.9611
564	4.5000	0.9579	0.9611
565	4.5000	0.9579	0.9611
566	4.5000	0.9579	0.9611
567	4.5000	0.9579	0.9611
568	3.5000	0.7450	0.7475
569	4.5000	0.9579	0.9611
570	3.5000	0.7450	0.7475
571	3.5000	0.7450	0.7475
572	4.5000	0.9579	0.9611
573	4.5000	0.9579	0.9611
574	3.5000	0.7450	0.7475
575	3.5000	0.7450	0.7475
576	4.5000	0.9579	0.9611
577	4.5000	0.9579	0.9611
578	4.5000	0.9579	0.9611
579	4.5000	0.9579	0.9611
580	4.5000	0.9579	0.9611
581	4.5000	0.9579	0.9611
582	4.5000	0.9579	0.9611
583	4.5000	0.9579	0.9611
584	4.5000	0.9579	0.9611
585	4.5000	0.9579	0.9611
586	3.5000	0.7450	0.7475
587	3.5000	0.7450	0.7475
588	3.5000	0.7450	0.7475
589	4.5000	0.9579	0.9611
590	4.5000	0.9579	0.9611
591	4.5000	0.9579	0.9611
592	4.5000	0.9579	0.9611
593	4.5000	0.9579	0.9611
594	3.5000	0.7450	0.7475
595	4.5000	0.9579	0.9611
596	3.5000	0.7450	0.7475
597	4.5000	0.9579	0.9611
598	4.5000	0.9579	0.9611
599	3.5000	0.7450	0.7475
600	3.5000	0.7450	0.7475
601	3.5000	0.7450	0.7475
602	4.5000	0.9579	0.9611
603	4.5000	0.9579	0.9611
604	4.5000	0.9579	0.9611
605	2.5000	0.5321	0.5340
606	3.5000	0.7450	0.7475
607	4.5000	0.9579	0.9611
608	2.5000	0.5321	0.5340
609	3.5000	0.7450	0.7475
610	2.5000	0.5321	0.5340
611	3.5000	0.7450	0.7475
612	4.5000	0.9579	0.9611
613	3.5000	0.7450	0.7475
614	4.5000	0.9579	0.9611
615	4.5000	0.9579	0.9611
616	4.5000	0.9579	0.9611
617	4.5000	0.9579	0.9611
618	4.5000	0.9579	0.9611
619	3.5000	0.7450	0.7475
620	4.5000	0.9579	0.9611
621	4.5000	0.9579	0.9611
622	4.5000	0.9579	0.9611
623	4.5000	0.9579	0.9611
624	4.5000	0.9579	0.9611
625	3.5000	0.7450	0.7475
626	4.5000	0.9579	0.9611
627	4.5000	0.9579	0.9611
628	3.5000	0.7450	0.7475
629	3.5000	0.7450	0.7475
630	3.5000	0.7450	0.7475
631	4.5000	0.9579	0.9611
632	3.5000	0.7450	0.7475
633	4.5000	0.9579	0.9611
634	4.5000	0.9579	0.9611
635	4.5000	0.9579	0.9611
636	4.5000	0.9579	0.9611
637	4.5000	0.9579	0.9611
638	4.5000	0.9579	0.9611
639	3.5000	0.7450	0.7475
640	4.5000	0.9579	0.9611
641	4.5000	0.9579	0.9611
642	3.5000	0.7450	0.7475
643	3.5000	0.7450	0.7475
644	4.5000	0.9579	0.9611
645	4.5000	0.9579	0.9611
646	4.5000	0.9579	0.9611
647	3.5000	0.7450	0.7475
648	4.5000	0.9579	0.9611
649	4.5000	0.9579	0.9611
650	4.5000	0.9579	0.9611
651	3.5000	0.7450	0.7475
652	3.5000	0.7450	0.7475
653	3.5000	0.7450	0.7475
654	3.5000	0.7450	0.7475
655	4.5000	0.9579	0.9611
656	4.5000	0.9579	0.9611
657	2.5000	0.5321	0.5340
658	4.5000	0.9579	0.9611
659	4.5000	0.9579	0.9611
660	4.5000	0.9579	0.9611
661	3.5000	0.7450	0.7475
662	4.5000	0.9579	0.9611
663	3.5000	0.7450	0.7475
664	3.5000	0.7450	0.7475
665	4.5000	0.9579	0.9611
666	4.5000	0.9579	0.9611
667	4.5000	0.9579	0.9611
668	2.5000	0.5321	0.5340
669	3.5000	0.7450	0.7475
670	4.5000	0.9579	0.9611
671	4.5000	0.9579	0.9611
672	4.5000	0.9579	0.9611
673	3.5000	0.7450	0.7475
674	3.5000	0.7450	0.7475
675	4.5000	0.9579	0.9611
676	4.5000	0.9579	0.9611
677	3.5000	0.7450	0.7475
678	4.5000	0.9579	0.9611
679	3.5000	0.7450	0.7475
680	2.5000	0.5321	0.5340
681	4.5000	0.9579	0.9611
682	4.5000	0.9579	0.9611
683	3.5000	0.7450	0.7475
684	4.5000	0.9579	0.9611
685	3.5000	0.7450	0.7475
686	4.5000	0.9579	0.9611
687	3.5000	0.7450	0.7475
688	3.5000	0.7450	0.7475
689	3.5000	0.7450	0.7475
690	4.5000	0.9579	0.9611
691	3.5000	0.7450	0.7475
692	4.5000	0.9579	0.9611
693	4.5000	0.9579	0.9611
694	3.5000	0.7450	0.7475
695	4.5000	0.9579	0.9611
696	3.5000	0.7450	0.7475
697	2.5000	0.5321	0.5340
698	3.5000	0.7450	0.7475
699	4.5000	0.9579	0.9611
700	4.5000	0.9579	0.9611
701	4.5000	0.9579	0.9611
702	3.5000	0.7450	0.7475
703	3.5000	0.7450	0.7475
704	4.5000	0.9579	0.9611
705	4.5000	0.9579	0.9611
706	2.5000	0.5321	0.5340
707	4.5000	0.9579	0.9611
708	2.5000	0.5321	0.5340
709	4.5000	0.9579	0.9611
710	4.5000	0.9579	0.9611
711	4.5000	0.9579	0.9611
712	2.5000	0.5321	0.5340
713	4.5000	0.9579	0.9611
714	4.5000	0.9579	0.9611
715	3.5000	0.7450	0.7475
716	4.5000	0.9579	0.9611
717	4.5000	0.9579	0.9611
718	4.5000	0.9579	0.9611
719	4.5000	0.9579	0.9611
720	4.5000	0.9579	0.9611
721	3.5000	0.7450	0.7475
722	3.5000	0.7450	0.7475
723	3.5000	0.7450	0.7475
724	2.5000	0.5321	0.5340
725	3.5000	0.7450	0.7475
726	3.5000	0.7450	0.7475
727	4.5000	0.9579	0.9611
728	4.5000	0.9579	0.9611
729	3.5000	0.7450	0.7475
730	4.5000	0.9579	0.9611
731	3.5000	0.7450	0.7475
732	3.5000	0.7450	0.7475
733	4.5000	0.9579	0.9611
734	4.5000	0.9579	0.9611
735	4.5000	0.9579	0.9611
736	4.5000	0.9579	0.9611
737	3.5000	0.7450	0.7475
738	4.5000	0.9579	0.9611
739	4.5000	0.9579	0.9611
740	3.5000	0.7450	0.7475
741	4.5000	0.9579	0.9611
742	4.5000	0.9579	0.9611
743	4.5000	0.9579	0.9611
744	4.5000	0.9579	0.9611
745	3.5000	0.7450	0.7475
746	4.5000	0.9579	0.9611
747	4.5000	0.9579	0.9611
748	4.5000	0.9579	0.9611
749	4.5000	0.9579	0.9611
750	3.5000	0.7450	0.7475
751	4.5000	0.9579	0.9611
752	4.5000	0.9579	0.9611
753	4.5000	0.9579	0.9611
754	4.5000	0.9579	0.9611
755	4.5000	0.9579	0.9611
756	4.5000	0.9579	0.9611
757	4.5000	0.9579	0.9611
758	4.5000	0.9579	0.9611
759	4.5000	0.9579	0.9611
760	4.5000	0.9579	0.9611
761	4.5000	0.9579	0.9611
762	4.5000	0.9579	0.9611
763	4.5000	0.9579	0.9611
764	4.5000	0.9579	0.9611
765	4.5000	0.9579	0.9611
766	4.5000	0.9579	0.9611
767	4.5000	0.9579	0.9611
768	3.5000	0.7450	0.7475
769	4.5000	0.9579	0.9611
770	4.5000	0.9579	0.9611
771	3.5000	0.7450	0.7475
772	3.5000	0.7450	0.7475
773	4.5000	0.9579	0.9611
774	4.5000	0.9579	0.9611
775	4.5000	0.9579	0.9611
776	4.5000	0.9579	0.9611
777	4.5000	0.9579	0.9611
778	4.5000	0.9579	0.9611
779	4.5000	0.9579	0.9611
780	4.5000	0.9579	0.9611
781	4.5000	0.9579	0.9611
782	3.5000	0.7450	0.7475
783	4.5000	0.9579	0.9611
784	4.5000	0.9579	0.9611
785	4.5000	0.9579	0.9611
786	4.5000	0.9579	0.9611
787	3.5000	0.7450	0.7475
788	4.5000	0.9579	0.9611
789	4.5000	0.9579	0.9611
790	4.5000	0.9579	0.9611
791	3.5000	0.7450	0.7475
792	4.5000	0.9579	0.9611
793	4.5000	0.9579	0.9611
794	4.5000	0.9579	0.9611
795	3.5000	0.7450	0.7475
796	4.5000	0.9579	0.9611
797	4.5000	0.9579	0.9611
798	4.5000	0.9579	0.9611
799	4.5000	0.9579	0.9611
800	4.5000	0.9579	0.9611
801	4.5000	0.9579	0.9611
802	4.5000	0.9579	0.9611
803	4.5000	0.9579	0.9611
804	3.5000	0.7450	0.7475
805	4.5000	0.9579	0.9611
806	4.5000	0.9579	0.9611
807	4.5000	0.9579	0.9611
808	4.5000	0.9579	0.9611
809	4.5000	0.9579	0.9611
810	4.5000	0.9579	0.9611
811	4.5000	0.9579	0.9611
812	3.5000	0.7450	0.7475
813	3.5000	0.7450	0.7475
814	4.5000	0.9579	0.9611
815	4.5000	0.9579	0.9611
816	4.5000	0.9579	0.9611
817	4.5000	0.9579	0.9611
818	4.5000	0.9579	0.9611
