Tree	MatchingSplit	MatchingSplit_toYuleAvg	MatchingSplit_toUnifAvg
301	6.0000	0.8141	0.8009
302	4.0000	0.5427	0.5339
303	6.0000	0.8141	0.8009
304	7.0000	0.9498	0.9343
305	6.0000	0.8141	0.8009
306	7.0000	0.9498	0.9343
307	9.0000	1.2212	1.2013
308	10.0000	1.3569	1.3348
309	6.0000	0.8141	0.8009
310	6.0000	0.8141	0.8009
311	9.0000	1.2212	1.2013
312	5.0000	0.6784	0.6674
313	8.0000	1.0855	1.0678
314	7.0000	0.9498	0.9343
315	9.0000	1.2212	1.2013
316	9.0000	1.2212	1.2013
317	8.0000	1.0855	1.0678
318	7.0000	0.9498	0.9343
319	10.0000	1.3569	1.3348
320	4.0000	0.5427	0.5339
321	7.0000	0.9498	0.9343
322	6.0000	0.8141	0.8009
323	6.0000	0.8141	0.8009
324	10.0000	1.3569	1.3348
325	7.0000	0.9498	0.9343
326	9.0000	1.2212	1.2013
327	6.0000	0.8141	0.8009
328	9.0000	1.2212	1.2013
329	7.0000	0.9498	0.9343
330	5.0000	0.6784	0.6674
331	10.0000	1.3569	1.3348
332	3.0000	0.4071	0.4004
333	8.0000	1.0855	1.0678
334	9.0000	1.2212	1.2013
335	8.0000	1.0855	1.0678
336	7.0000	0.9498	0.9343
337	9.0000	1.2212	1.2013
338	7.0000	0.9498	0.9343
339	8.0000	1.0855	1.0678
340	7.0000	0.9498	0.9343
341	7.0000	0.9498	0.9343
342	7.0000	0.9498	0.9343
343	7.0000	0.9498	0.9343
344	4.0000	0.5427	0.5339
345	7.0000	0.9498	0.9343
346	8.0000	1.0855	1.0678
347	9.0000	1.2212	1.2013
348	9.0000	1.2212	1.2013
349	8.0000	1.0855	1.0678
350	6.0000	0.8141	0.8009
351	8.0000	1.0855	1.0678
352	9.0000	1.2212	1.2013
353	9.0000	1.2212	1.2013
354	9.0000	1.2212	1.2013
355	7.0000	0.9498	0.9343
356	9.0000	1.2212	1.2013
357	8.0000	1.0855	1.0678
358	6.0000	0.8141	0.8009
359	6.0000	0.8141	0.8009
360	9.0000	1.2212	1.2013
361	8.0000	1.0855	1.0678
362	4.0000	0.5427	0.5339
363	4.0000	0.5427	0.5339
364	9.0000	1.2212	1.2013
365	9.0000	1.2212	1.2013
366	7.0000	0.9498	0.9343
367	6.0000	0.8141	0.8009
368	6.0000	0.8141	0.8009
369	7.0000	0.9498	0.9343
370	7.0000	0.9498	0.9343
371	7.0000	0.9498	0.9343
372	8.0000	1.0855	1.0678
373	4.0000	0.5427	0.5339
374	8.0000	1.0855	1.0678
375	9.0000	1.2212	1.2013
376	9.0000	1.2212	1.2013
377	8.0000	1.0855	1.0678
378	6.0000	0.8141	0.8009
379	8.0000	1.0855	1.0678
380	8.0000	1.0855	1.0678
381	4.0000	0.5427	0.5339
382	9.0000	1.2212	1.2013
383	8.0000	1.0855	1.0678
384	6.0000	0.8141	0.8009
385	6.0000	0.8141	0.8009
386	8.0000	1.0855	1.0678
387	8.0000	1.0855	1.0678
388	7.0000	0.9498	0.9343
389	10.0000	1.3569	1.3348
390	7.0000	0.9498	0.9343
391	6.0000	0.8141	0.8009
392	8.0000	1.0855	1.0678
393	8.0000	1.0855	1.0678
394	6.0000	0.8141	0.8009
395	8.0000	1.0855	1.0678
396	6.0000	0.8141	0.8009
397	7.0000	0.9498	0.9343
398	7.0000	0.9498	0.9343
399	9.0000	1.2212	1.2013
400	6.0000	0.8141	0.8009
401	9.0000	1.2212	1.2013
402	8.0000	1.0855	1.0678
403	8.0000	1.0855	1.0678
404	8.0000	1.0855	1.0678
405	10.0000	1.3569	1.3348
406	6.0000	0.8141	0.8009
407	6.0000	0.8141	0.8009
408	7.0000	0.9498	0.9343
409	8.0000	1.0855	1.0678
410	8.0000	1.0855	1.0678
411	8.0000	1.0855	1.0678
412	3.0000	0.4071	0.4004
413	6.0000	0.8141	0.8009
414	6.0000	0.8141	0.8009
415	4.0000	0.5427	0.5339
416	7.0000	0.9498	0.9343
417	6.0000	0.8141	0.8009
418	8.0000	1.0855	1.0678
419	7.0000	0.9498	0.9343
420	8.0000	1.0855	1.0678
421	6.0000	0.8141	0.8009
422	8.0000	1.0855	1.0678
423	5.0000	0.6784	0.6674
424	8.0000	1.0855	1.0678
425	7.0000	0.9498	0.9343
426	8.0000	1.0855	1.0678
427	10.0000	1.3569	1.3348
428	9.0000	1.2212	1.2013
429	7.0000	0.9498	0.9343
430	9.0000	1.2212	1.2013
431	6.0000	0.8141	0.8009
432	6.0000	0.8141	0.8009
433	7.0000	0.9498	0.9343
434	7.0000	0.9498	0.9343
435	7.0000	0.9498	0.9343
436	9.0000	1.2212	1.2013
437	9.0000	1.2212	1.2013
438	10.0000	1.3569	1.3348
439	9.0000	1.2212	1.2013
440	9.0000	1.2212	1.2013
441	8.0000	1.0855	1.0678
442	6.0000	0.8141	0.8009
443	6.0000	0.8141	0.8009
444	9.0000	1.2212	1.2013
445	8.0000	1.0855	1.0678
446	9.0000	1.2212	1.2013
447	8.0000	1.0855	1.0678
448	8.0000	1.0855	1.0678
449	2.0000	0.2714	0.2670
450	8.0000	1.0855	1.0678
451	9.0000	1.2212	1.2013
452	6.0000	0.8141	0.8009
453	9.0000	1.2212	1.2013
454	6.0000	0.8141	0.8009
455	8.0000	1.0855	1.0678
456	6.0000	0.8141	0.8009
457	7.0000	0.9498	0.9343
458	7.0000	0.9498	0.9343
459	6.0000	0.8141	0.8009
460	8.0000	1.0855	1.0678
461	7.0000	0.9498	0.9343
462	7.0000	0.9498	0.9343
463	4.0000	0.5427	0.5339
464	7.0000	0.9498	0.9343
465	8.0000	1.0855	1.0678
466	8.0000	1.0855	1.0678
467	6.0000	0.8141	0.8009
468	7.0000	0.9498	0.9343
469	5.0000	0.6784	0.6674
470	10.0000	1.3569	1.3348
471	8.0000	1.0855	1.0678
472	4.0000	0.5427	0.5339
473	6.0000	0.8141	0.8009
474	4.0000	0.5427	0.5339
475	7.0000	0.9498	0.9343
476	9.0000	1.2212	1.2013
477	9.0000	1.2212	1.2013
478	7.0000	0.9498	0.9343
479	4.0000	0.5427	0.5339
480	9.0000	1.2212	1.2013
481	5.0000	0.6784	0.6674
482	6.0000	0.8141	0.8009
483	9.0000	1.2212	1.2013
484	7.0000	0.9498	0.9343
485	9.0000	1.2212	1.2013
486	8.0000	1.0855	1.0678
487	8.0000	1.0855	1.0678
488	5.0000	0.6784	0.6674
489	9.0000	1.2212	1.2013
490	9.0000	1.2212	1.2013
491	8.0000	1.0855	1.0678
492	7.0000	0.9498	0.9343
493	6.0000	0.8141	0.8009
494	7.0000	0.9498	0.9343
495	7.0000	0.9498	0.9343
496	9.0000	1.2212	1.2013
497	7.0000	0.9498	0.9343
498	9.0000	1.2212	1.2013
499	6.0000	0.8141	0.8009
500	9.0000	1.2212	1.2013
501	9.0000	1.2212	1.2013
502	7.0000	0.9498	0.9343
503	7.0000	0.9498	0.9343
504	6.0000	0.8141	0.8009
505	9.0000	1.2212	1.2013
506	6.0000	0.8141	0.8009
507	10.0000	1.3569	1.3348
508	7.0000	0.9498	0.9343
509	6.0000	0.8141	0.8009
510	7.0000	0.9498	0.9343
511	7.0000	0.9498	0.9343
512	6.0000	0.8141	0.8009
513	9.0000	1.2212	1.2013
514	6.0000	0.8141	0.8009
515	9.0000	1.2212	1.2013
516	6.0000	0.8141	0.8009
517	7.0000	0.9498	0.9343
518	9.0000	1.2212	1.2013
519	7.0000	0.9498	0.9343
520	6.0000	0.8141	0.8009
521	6.0000	0.8141	0.8009
522	8.0000	1.0855	1.0678
523	8.0000	1.0855	1.0678
524	6.0000	0.8141	0.8009
525	7.0000	0.9498	0.9343
526	9.0000	1.2212	1.2013
527	7.0000	0.9498	0.9343
528	7.0000	0.9498	0.9343
529	8.0000	1.0855	1.0678
530	9.0000	1.2212	1.2013
531	6.0000	0.8141	0.8009
532	9.0000	1.2212	1.2013
533	5.0000	0.6784	0.6674
534	7.0000	0.9498	0.9343
535	7.0000	0.9498	0.9343
536	8.0000	1.0855	1.0678
537	7.0000	0.9498	0.9343
538	8.0000	1.0855	1.0678
539	7.0000	0.9498	0.9343
540	6.0000	0.8141	0.8009
541	7.0000	0.9498	0.9343
542	8.0000	1.0855	1.0678
543	6.0000	0.8141	0.8009
544	8.0000	1.0855	1.0678
545	9.0000	1.2212	1.2013
546	9.0000	1.2212	1.2013
547	7.0000	0.9498	0.9343
548	9.0000	1.2212	1.2013
549	7.0000	0.9498	0.9343
550	4.0000	0.5427	0.5339
551	9.0000	1.2212	1.2013
552	7.0000	0.9498	0.9343
553	6.0000	0.8141	0.8009
554	8.0000	1.0855	1.0678
555	9.0000	1.2212	1.2013
556	4.0000	0.5427	0.5339
557	9.0000	1.2212	1.2013
558	9.0000	1.2212	1.2013
559	9.0000	1.2212	1.2013
560	9.0000	1.2212	1.2013
561	6.0000	0.8141	0.8009
562	9.0000	1.2212	1.2013
563	7.0000	0.9498	0.9343
564	7.0000	0.9498	0.9343
565	9.0000	1.2212	1.2013
566	8.0000	1.0855	1.0678
567	8.0000	1.0855	1.0678
568	8.0000	1.0855	1.0678
569	7.0000	0.9498	0.9343
570	6.0000	0.8141	0.8009
571	7.0000	0.9498	0.9343
572	10.0000	1.3569	1.3348
573	7.0000	0.9498	0.9343
574	6.0000	0.8141	0.8009
575	7.0000	0.9498	0.9343
576	8.0000	1.0855	1.0678
577	4.0000	0.5427	0.5339
578	8.0000	1.0855	1.0678
579	9.0000	1.2212	1.2013
580	9.0000	1.2212	1.2013
581	8.0000	1.0855	1.0678
582	9.0000	1.2212	1.2013
583	8.0000	1.0855	1.0678
584	8.0000	1.0855	1.0678
585	9.0000	1.2212	1.2013
586	9.0000	1.2212	1.2013
587	7.0000	0.9498	0.9343
588	7.0000	0.9498	0.9343
589	7.0000	0.9498	0.9343
590	8.0000	1.0855	1.0678
591	9.0000	1.2212	1.2013
592	8.0000	1.0855	1.0678
593	9.0000	1.2212	1.2013
594	4.0000	0.5427	0.5339
595	9.0000	1.2212	1.2013
596	7.0000	0.9498	0.9343
597	4.0000	0.5427	0.5339
598	9.0000	1.2212	1.2013
599	4.0000	0.5427	0.5339
600	6.0000	0.8141	0.8009
601	8.0000	1.0855	1.0678
602	6.0000	0.8141	0.8009
603	6.0000	0.8141	0.8009
604	9.0000	1.2212	1.2013
605	5.0000	0.6784	0.6674
606	4.0000	0.5427	0.5339
607	7.0000	0.9498	0.9343
608	7.0000	0.9498	0.9343
609	9.0000	1.2212	1.2013
610	6.0000	0.8141	0.8009
611	7.0000	0.9498	0.9343
612	6.0000	0.8141	0.8009
613	6.0000	0.8141	0.8009
614	9.0000	1.2212	1.2013
615	7.0000	0.9498	0.9343
616	8.0000	1.0855	1.0678
617	6.0000	0.8141	0.8009
618	6.0000	0.8141	0.8009
619	10.0000	1.3569	1.3348
620	6.0000	0.8141	0.8009
621	6.0000	0.8141	0.8009
622	6.0000	0.8141	0.8009
623	7.0000	0.9498	0.9343
624	7.0000	0.9498	0.9343
625	6.0000	0.8141	0.8009
626	7.0000	0.9498	0.9343
627	9.0000	1.2212	1.2013
628	6.0000	0.8141	0.8009
629	7.0000	0.9498	0.9343
630	8.0000	1.0855	1.0678
631	4.0000	0.5427	0.5339
632	8.0000	1.0855	1.0678
633	9.0000	1.2212	1.2013
634	8.0000	1.0855	1.0678
635	8.0000	1.0855	1.0678
636	6.0000	0.8141	0.8009
637	9.0000	1.2212	1.2013
638	9.0000	1.2212	1.2013
639	7.0000	0.9498	0.9343
640	10.0000	1.3569	1.3348
641	9.0000	1.2212	1.2013
642	5.0000	0.6784	0.6674
643	8.0000	1.0855	1.0678
644	8.0000	1.0855	1.0678
645	6.0000	0.8141	0.8009
646	10.0000	1.3569	1.3348
647	7.0000	0.9498	0.9343
648	9.0000	1.2212	1.2013
649	6.0000	0.8141	0.8009
650	9.0000	1.2212	1.2013
651	6.0000	0.8141	0.8009
652	3.0000	0.4071	0.4004
653	6.0000	0.8141	0.8009
654	9.0000	1.2212	1.2013
655	7.0000	0.9498	0.9343
656	7.0000	0.9498	0.9343
657	3.0000	0.4071	0.4004
658	7.0000	0.9498	0.9343
659	7.0000	0.9498	0.9343
660	9.0000	1.2212	1.2013
661	9.0000	1.2212	1.2013
662	8.0000	1.0855	1.0678
663	6.0000	0.8141	0.8009
664	5.0000	0.6784	0.6674
665	4.0000	0.5427	0.5339
666	9.0000	1.2212	1.2013
667	7.0000	0.9498	0.9343
668	8.0000	1.0855	1.0678
669	4.0000	0.5427	0.5339
670	7.0000	0.9498	0.9343
671	9.0000	1.2212	1.2013
672	9.0000	1.2212	1.2013
673	8.0000	1.0855	1.0678
674	7.0000	0.9498	0.9343
675	7.0000	0.9498	0.9343
676	5.0000	0.6784	0.6674
677	7.0000	0.9498	0.9343
678	6.0000	0.8141	0.8009
679	7.0000	0.9498	0.9343
680	5.0000	0.6784	0.6674
681	8.0000	1.0855	1.0678
682	6.0000	0.8141	0.8009
683	4.0000	0.5427	0.5339
684	9.0000	1.2212	1.2013
685	8.0000	1.0855	1.0678
686	7.0000	0.9498	0.9343
687	7.0000	0.9498	0.9343
688	6.0000	0.8141	0.8009
689	8.0000	1.0855	1.0678
690	7.0000	0.9498	0.9343
691	5.0000	0.6784	0.6674
692	6.0000	0.8141	0.8009
693	7.0000	0.9498	0.9343
694	5.0000	0.6784	0.6674
695	8.0000	1.0855	1.0678
696	6.0000	0.8141	0.8009
697	6.0000	0.8141	0.8009
698	9.0000	1.2212	1.2013
699	4.0000	0.5427	0.5339
700	6.0000	0.8141	0.8009
701	9.0000	1.2212	1.2013
702	6.0000	0.8141	0.8009
703	8.0000	1.0855	1.0678
704	6.0000	0.8141	0.8009
705	9.0000	1.2212	1.2013
706	5.0000	0.6784	0.6674
707	5.0000	0.6784	0.6674
708	7.0000	0.9498	0.9343
709	8.0000	1.0855	1.0678
710	9.0000	1.2212	1.2013
711	6.0000	0.8141	0.8009
712	6.0000	0.8141	0.8009
713	7.0000	0.9498	0.9343
714	8.0000	1.0855	1.0678
715	7.0000	0.9498	0.9343
716	9.0000	1.2212	1.2013
717	9.0000	1.2212	1.2013
718	7.0000	0.9498	0.9343
719	9.0000	1.2212	1.2013
720	9.0000	1.2212	1.2013
721	7.0000	0.9498	0.9343
722	4.0000	0.5427	0.5339
723	6.0000	0.8141	0.8009
724	5.0000	0.6784	0.6674
725	9.0000	1.2212	1.2013
726	7.0000	0.9498	0.9343
727	6.0000	0.8141	0.8009
728	5.0000	0.6784	0.6674
729	8.0000	1.0855	1.0678
730	8.0000	1.0855	1.0678
731	9.0000	1.2212	1.2013
732	4.0000	0.5427	0.5339
733	6.0000	0.8141	0.8009
734	6.0000	0.8141	0.8009
735	4.0000	0.5427	0.5339
736	5.0000	0.6784	0.6674
737	4.0000	0.5427	0.5339
738	7.0000	0.9498	0.9343
739	7.0000	0.9498	0.9343
740	2.0000	0.2714	0.2670
741	9.0000	1.2212	1.2013
742	8.0000	1.0855	1.0678
743	9.0000	1.2212	1.2013
744	8.0000	1.0855	1.0678
745	9.0000	1.2212	1.2013
746	9.0000	1.2212	1.2013
747	7.0000	0.9498	0.9343
748	2.0000	0.2714	0.2670
749	7.0000	0.9498	0.9343
750	6.0000	0.8141	0.8009
751	9.0000	1.2212	1.2013
752	7.0000	0.9498	0.9343
753	6.0000	0.8141	0.8009
754	8.0000	1.0855	1.0678
755	6.0000	0.8141	0.8009
756	7.0000	0.9498	0.9343
757	7.0000	0.9498	0.9343
758	5.0000	0.6784	0.6674
759	8.0000	1.0855	1.0678
760	6.0000	0.8141	0.8009
761	4.0000	0.5427	0.5339
762	6.0000	0.8141	0.8009
763	9.0000	1.2212	1.2013
764	7.0000	0.9498	0.9343
765	8.0000	1.0855	1.0678
766	9.0000	1.2212	1.2013
767	9.0000	1.2212	1.2013
768	7.0000	0.9498	0.9343
769	10.0000	1.3569	1.3348
770	7.0000	0.9498	0.9343
771	8.0000	1.0855	1.0678
772	8.0000	1.0855	1.0678
773	7.0000	0.9498	0.9343
774	7.0000	0.9498	0.9343
775	9.0000	1.2212	1.2013
776	9.0000	1.2212	1.2013
777	4.0000	0.5427	0.5339
778	6.0000	0.8141	0.8009
779	8.0000	1.0855	1.0678
780	4.0000	0.5427	0.5339
781	9.0000	1.2212	1.2013
782	7.0000	0.9498	0.9343
783	6.0000	0.8141	0.8009
784	9.0000	1.2212	1.2013
785	8.0000	1.0855	1.0678
786	4.0000	0.5427	0.5339
787	7.0000	0.9498	0.9343
788	9.0000	1.2212	1.2013
789	8.0000	1.0855	1.0678
790	9.0000	1.2212	1.2013
791	8.0000	1.0855	1.0678
792	10.0000	1.3569	1.3348
793	9.0000	1.2212	1.2013
794	8.0000	1.0855	1.0678
795	8.0000	1.0855	1.0678
796	9.0000	1.2212	1.2013
797	7.0000	0.9498	0.9343
798	4.0000	0.5427	0.5339
799	8.0000	1.0855	1.0678
800	7.0000	0.9498	0.9343
801	9.0000	1.2212	1.2013
802	7.0000	0.9498	0.9343
803	6.0000	0.8141	0.8009
804	8.0000	1.0855	1.0678
805	6.0000	0.8141	0.8009
806	4.0000	0.5427	0.5339
807	9.0000	1.2212	1.2013
808	9.0000	1.2212	1.2013
809	6.0000	0.8141	0.8009
810	7.0000	0.9498	0.9343
811	10.0000	1.3569	1.3348
812	9.0000	1.2212	1.2013
813	8.0000	1.0855	1.0678
814	8.0000	1.0855	1.0678
815	4.0000	0.5427	0.5339
816	6.0000	0.8141	0.8009
817	9.0000	1.2212	1.2013
818	9.0000	1.2212	1.2013
