Tree	R-F_Cluster	R-F_Cluster_toYuleAvg	R-F_Cluster_toUnifAvg
79	4.5000	0.9579	0.9611
80	4.5000	0.9579	0.9611
81	4.5000	0.9579	0.9611
82	4.5000	0.9579	0.9611
83	3.5000	0.7450	0.7475
84	4.5000	0.9579	0.9611
85	4.5000	0.9579	0.9611
86	4.5000	0.9579	0.9611
87	4.5000	0.9579	0.9611
88	3.5000	0.7450	0.7475
89	4.5000	0.9579	0.9611
90	4.5000	0.9579	0.9611
91	2.5000	0.5321	0.5340
92	4.5000	0.9579	0.9611
93	3.5000	0.7450	0.7475
94	4.5000	0.9579	0.9611
95	4.5000	0.9579	0.9611
96	4.5000	0.9579	0.9611
97	4.5000	0.9579	0.9611
98	4.5000	0.9579	0.9611
99	4.5000	0.9579	0.9611
100	4.5000	0.9579	0.9611
101	4.5000	0.9579	0.9611
102	3.5000	0.7450	0.7475
103	3.5000	0.7450	0.7475
104	4.5000	0.9579	0.9611
105	4.5000	0.9579	0.9611
106	3.5000	0.7450	0.7475
107	4.5000	0.9579	0.9611
108	4.5000	0.9579	0.9611
109	4.5000	0.9579	0.9611
110	4.5000	0.9579	0.9611
111	4.5000	0.9579	0.9611
112	4.5000	0.9579	0.9611
113	4.5000	0.9579	0.9611
114	3.5000	0.7450	0.7475
115	4.5000	0.9579	0.9611
116	3.5000	0.7450	0.7475
117	3.5000	0.7450	0.7475
118	4.5000	0.9579	0.9611
119	4.5000	0.9579	0.9611
120	4.5000	0.9579	0.9611
121	4.5000	0.9579	0.9611
122	4.5000	0.9579	0.9611
123	1.5000	0.3193	0.3204
124	3.5000	0.7450	0.7475
125	3.5000	0.7450	0.7475
126	3.5000	0.7450	0.7475
127	4.5000	0.9579	0.9611
128	2.5000	0.5321	0.5340
129	4.5000	0.9579	0.9611
130	4.5000	0.9579	0.9611
131	3.5000	0.7450	0.7475
132	4.5000	0.9579	0.9611
133	2.5000	0.5321	0.5340
134	3.5000	0.7450	0.7475
135	4.5000	0.9579	0.9611
136	4.5000	0.9579	0.9611
137	4.5000	0.9579	0.9611
138	4.5000	0.9579	0.9611
139	3.5000	0.7450	0.7475
140	2.5000	0.5321	0.5340
141	4.5000	0.9579	0.9611
142	4.5000	0.9579	0.9611
143	3.5000	0.7450	0.7475
144	4.5000	0.9579	0.9611
145	4.5000	0.9579	0.9611
146	4.5000	0.9579	0.9611
147	4.5000	0.9579	0.9611
148	4.5000	0.9579	0.9611
149	3.5000	0.7450	0.7475
150	4.5000	0.9579	0.9611
151	4.5000	0.9579	0.9611
152	4.5000	0.9579	0.9611
153	4.5000	0.9579	0.9611
154	3.5000	0.7450	0.7475
155	1.5000	0.3193	0.3204
156	3.5000	0.7450	0.7475
157	3.5000	0.7450	0.7475
158	4.5000	0.9579	0.9611
159	4.5000	0.9579	0.9611
160	4.5000	0.9579	0.9611
161	4.5000	0.9579	0.9611
162	4.5000	0.9579	0.9611
163	4.5000	0.9579	0.9611
164	3.5000	0.7450	0.7475
165	4.5000	0.9579	0.9611
166	4.5000	0.9579	0.9611
167	3.5000	0.7450	0.7475
168	4.5000	0.9579	0.9611
169	3.5000	0.7450	0.7475
170	2.5000	0.5321	0.5340
171	3.5000	0.7450	0.7475
172	3.5000	0.7450	0.7475
173	4.5000	0.9579	0.9611
174	3.5000	0.7450	0.7475
175	4.5000	0.9579	0.9611
176	3.5000	0.7450	0.7475
177	4.5000	0.9579	0.9611
178	3.5000	0.7450	0.7475
179	3.5000	0.7450	0.7475
180	3.5000	0.7450	0.7475
181	4.5000	0.9579	0.9611
182	4.5000	0.9579	0.9611
183	3.5000	0.7450	0.7475
184	4.5000	0.9579	0.9611
185	3.5000	0.7450	0.7475
186	4.5000	0.9579	0.9611
187	4.5000	0.9579	0.9611
188	4.5000	0.9579	0.9611
189	4.5000	0.9579	0.9611
190	4.5000	0.9579	0.9611
191	3.5000	0.7450	0.7475
192	4.5000	0.9579	0.9611
193	4.5000	0.9579	0.9611
194	4.5000	0.9579	0.9611
195	3.5000	0.7450	0.7475
196	4.5000	0.9579	0.9611
197	4.5000	0.9579	0.9611
198	4.5000	0.9579	0.9611
199	4.5000	0.9579	0.9611
200	4.5000	0.9579	0.9611
201	4.5000	0.9579	0.9611
202	4.5000	0.9579	0.9611
203	3.5000	0.7450	0.7475
204	4.5000	0.9579	0.9611
205	3.5000	0.7450	0.7475
206	4.5000	0.9579	0.9611
207	3.5000	0.7450	0.7475
208	4.5000	0.9579	0.9611
209	4.5000	0.9579	0.9611
210	4.5000	0.9579	0.9611
211	3.5000	0.7450	0.7475
212	4.5000	0.9579	0.9611
213	3.5000	0.7450	0.7475
214	3.5000	0.7450	0.7475
215	4.5000	0.9579	0.9611
216	4.5000	0.9579	0.9611
217	4.5000	0.9579	0.9611
218	4.5000	0.9579	0.9611
219	3.5000	0.7450	0.7475
220	4.5000	0.9579	0.9611
221	4.5000	0.9579	0.9611
222	3.5000	0.7450	0.7475
223	3.5000	0.7450	0.7475
224	2.5000	0.5321	0.5340
225	4.5000	0.9579	0.9611
226	4.5000	0.9579	0.9611
227	3.5000	0.7450	0.7475
228	4.5000	0.9579	0.9611
229	3.5000	0.7450	0.7475
230	4.5000	0.9579	0.9611
231	3.5000	0.7450	0.7475
232	4.5000	0.9579	0.9611
233	4.5000	0.9579	0.9611
234	4.5000	0.9579	0.9611
235	3.5000	0.7450	0.7475
236	3.5000	0.7450	0.7475
237	4.5000	0.9579	0.9611
238	4.5000	0.9579	0.9611
239	3.5000	0.7450	0.7475
240	4.5000	0.9579	0.9611
241	3.5000	0.7450	0.7475
242	3.5000	0.7450	0.7475
243	4.5000	0.9579	0.9611
244	4.5000	0.9579	0.9611
245	4.5000	0.9579	0.9611
246	4.5000	0.9579	0.9611
247	4.5000	0.9579	0.9611
248	4.5000	0.9579	0.9611
249	4.5000	0.9579	0.9611
250	4.5000	0.9579	0.9611
251	4.5000	0.9579	0.9611
252	2.5000	0.5321	0.5340
253	4.5000	0.9579	0.9611
254	3.5000	0.7450	0.7475
255	4.5000	0.9579	0.9611
256	4.5000	0.9579	0.9611
257	3.5000	0.7450	0.7475
258	4.5000	0.9579	0.9611
259	2.5000	0.5321	0.5340
260	4.5000	0.9579	0.9611
261	4.5000	0.9579	0.9611
262	3.5000	0.7450	0.7475
263	4.5000	0.9579	0.9611
264	4.5000	0.9579	0.9611
265	4.5000	0.9579	0.9611
266	4.5000	0.9579	0.9611
267	4.5000	0.9579	0.9611
268	4.5000	0.9579	0.9611
269	4.5000	0.9579	0.9611
270	4.5000	0.9579	0.9611
271	4.5000	0.9579	0.9611
272	4.5000	0.9579	0.9611
273	4.5000	0.9579	0.9611
274	3.5000	0.7450	0.7475
275	4.5000	0.9579	0.9611
276	4.5000	0.9579	0.9611
277	4.5000	0.9579	0.9611
278	4.5000	0.9579	0.9611
279	4.5000	0.9579	0.9611
280	4.5000	0.9579	0.9611
281	3.5000	0.7450	0.7475
282	3.5000	0.7450	0.7475
283	4.5000	0.9579	0.9611
284	4.5000	0.9579	0.9611
285	3.5000	0.7450	0.7475
286	4.5000	0.9579	0.9611
287	4.5000	0.9579	0.9611
288	3.5000	0.7450	0.7475
289	4.5000	0.9579	0.9611
290	3.5000	0.7450	0.7475
291	4.5000	0.9579	0.9611
292	3.5000	0.7450	0.7475
293	4.5000	0.9579	0.9611
294	4.5000	0.9579	0.9611
295	3.5000	0.7450	0.7475
296	4.5000	0.9579	0.9611
297	4.5000	0.9579	0.9611
298	1.5000	0.3193	0.3204
299	4.5000	0.9579	0.9611
300	4.5000	0.9579	0.9611
301	3.5000	0.7450	0.7475
302	4.5000	0.9579	0.9611
303	4.5000	0.9579	0.9611
304	4.5000	0.9579	0.9611
305	4.5000	0.9579	0.9611
306	4.5000	0.9579	0.9611
307	3.5000	0.7450	0.7475
308	4.5000	0.9579	0.9611
309	4.5000	0.9579	0.9611
310	3.5000	0.7450	0.7475
311	4.5000	0.9579	0.9611
312	4.5000	0.9579	0.9611
313	4.5000	0.9579	0.9611
314	4.5000	0.9579	0.9611
315	4.5000	0.9579	0.9611
316	4.5000	0.9579	0.9611
317	4.5000	0.9579	0.9611
318	4.5000	0.9579	0.9611
319	4.5000	0.9579	0.9611
320	4.5000	0.9579	0.9611
321	3.5000	0.7450	0.7475
322	4.5000	0.9579	0.9611
323	4.5000	0.9579	0.9611
324	3.5000	0.7450	0.7475
325	3.5000	0.7450	0.7475
326	3.5000	0.7450	0.7475
327	4.5000	0.9579	0.9611
328	4.5000	0.9579	0.9611
329	3.5000	0.7450	0.7475
330	3.5000	0.7450	0.7475
331	3.5000	0.7450	0.7475
332	4.5000	0.9579	0.9611
333	2.5000	0.5321	0.5340
334	4.5000	0.9579	0.9611
335	4.5000	0.9579	0.9611
336	4.5000	0.9579	0.9611
337	4.5000	0.9579	0.9611
338	2.5000	0.5321	0.5340
339	2.5000	0.5321	0.5340
340	3.5000	0.7450	0.7475
341	3.5000	0.7450	0.7475
342	4.5000	0.9579	0.9611
343	4.5000	0.9579	0.9611
344	3.5000	0.7450	0.7475
345	4.5000	0.9579	0.9611
346	4.5000	0.9579	0.9611
347	4.5000	0.9579	0.9611
348	4.5000	0.9579	0.9611
349	4.5000	0.9579	0.9611
350	4.5000	0.9579	0.9611
351	3.5000	0.7450	0.7475
352	4.5000	0.9579	0.9611
353	4.5000	0.9579	0.9611
354	4.5000	0.9579	0.9611
355	4.5000	0.9579	0.9611
356	4.5000	0.9579	0.9611
357	4.5000	0.9579	0.9611
358	2.5000	0.5321	0.5340
359	4.5000	0.9579	0.9611
360	3.5000	0.7450	0.7475
361	4.5000	0.9579	0.9611
362	2.5000	0.5321	0.5340
363	4.5000	0.9579	0.9611
364	4.5000	0.9579	0.9611
365	4.5000	0.9579	0.9611
366	4.5000	0.9579	0.9611
367	3.5000	0.7450	0.7475
368	3.5000	0.7450	0.7475
369	4.5000	0.9579	0.9611
370	4.5000	0.9579	0.9611
371	4.5000	0.9579	0.9611
372	4.5000	0.9579	0.9611
373	4.5000	0.9579	0.9611
374	4.5000	0.9579	0.9611
375	4.5000	0.9579	0.9611
376	3.5000	0.7450	0.7475
377	4.5000	0.9579	0.9611
378	4.5000	0.9579	0.9611
379	4.5000	0.9579	0.9611
380	4.5000	0.9579	0.9611
381	4.5000	0.9579	0.9611
382	4.5000	0.9579	0.9611
383	4.5000	0.9579	0.9611
384	4.5000	0.9579	0.9611
385	1.5000	0.3193	0.3204
386	3.5000	0.7450	0.7475
387	4.5000	0.9579	0.9611
388	4.5000	0.9579	0.9611
389	4.5000	0.9579	0.9611
390	4.5000	0.9579	0.9611
391	4.5000	0.9579	0.9611
392	4.5000	0.9579	0.9611
393	2.5000	0.5321	0.5340
394	3.5000	0.7450	0.7475
395	3.5000	0.7450	0.7475
396	3.5000	0.7450	0.7475
397	4.5000	0.9579	0.9611
398	4.5000	0.9579	0.9611
399	4.5000	0.9579	0.9611
400	3.5000	0.7450	0.7475
401	4.5000	0.9579	0.9611
402	4.5000	0.9579	0.9611
403	3.5000	0.7450	0.7475
404	4.5000	0.9579	0.9611
405	4.5000	0.9579	0.9611
406	4.5000	0.9579	0.9611
407	4.5000	0.9579	0.9611
408	4.5000	0.9579	0.9611
409	4.5000	0.9579	0.9611
410	3.5000	0.7450	0.7475
411	4.5000	0.9579	0.9611
412	4.5000	0.9579	0.9611
413	4.5000	0.9579	0.9611
414	4.5000	0.9579	0.9611
415	4.5000	0.9579	0.9611
416	3.5000	0.7450	0.7475
417	3.5000	0.7450	0.7475
418	4.5000	0.9579	0.9611
419	4.5000	0.9579	0.9611
420	3.5000	0.7450	0.7475
421	4.5000	0.9579	0.9611
422	2.5000	0.5321	0.5340
423	3.5000	0.7450	0.7475
424	4.5000	0.9579	0.9611
425	4.5000	0.9579	0.9611
426	4.5000	0.9579	0.9611
427	4.5000	0.9579	0.9611
428	3.5000	0.7450	0.7475
429	4.5000	0.9579	0.9611
430	3.5000	0.7450	0.7475
431	4.5000	0.9579	0.9611
432	4.5000	0.9579	0.9611
433	3.5000	0.7450	0.7475
434	3.5000	0.7450	0.7475
435	4.5000	0.9579	0.9611
436	4.5000	0.9579	0.9611
437	4.5000	0.9579	0.9611
438	4.5000	0.9579	0.9611
439	4.5000	0.9579	0.9611
440	4.5000	0.9579	0.9611
441	4.5000	0.9579	0.9611
442	4.5000	0.9579	0.9611
443	4.5000	0.9579	0.9611
444	4.5000	0.9579	0.9611
445	2.5000	0.5321	0.5340
446	4.5000	0.9579	0.9611
447	4.5000	0.9579	0.9611
448	3.5000	0.7450	0.7475
449	3.5000	0.7450	0.7475
450	4.5000	0.9579	0.9611
451	4.5000	0.9579	0.9611
452	2.5000	0.5321	0.5340
453	4.5000	0.9579	0.9611
454	3.5000	0.7450	0.7475
455	3.5000	0.7450	0.7475
456	4.5000	0.9579	0.9611
457	4.5000	0.9579	0.9611
458	4.5000	0.9579	0.9611
459	3.5000	0.7450	0.7475
460	4.5000	0.9579	0.9611
461	4.5000	0.9579	0.9611
462	4.5000	0.9579	0.9611
463	4.5000	0.9579	0.9611
464	4.5000	0.9579	0.9611
465	3.5000	0.7450	0.7475
466	4.5000	0.9579	0.9611
467	4.5000	0.9579	0.9611
468	4.5000	0.9579	0.9611
469	4.5000	0.9579	0.9611
470	4.5000	0.9579	0.9611
471	4.5000	0.9579	0.9611
472	4.5000	0.9579	0.9611
473	4.5000	0.9579	0.9611
474	4.5000	0.9579	0.9611
475	4.5000	0.9579	0.9611
476	4.5000	0.9579	0.9611
477	3.5000	0.7450	0.7475
478	4.5000	0.9579	0.9611
479	4.5000	0.9579	0.9611
480	4.5000	0.9579	0.9611
481	4.5000	0.9579	0.9611
482	3.5000	0.7450	0.7475
483	4.5000	0.9579	0.9611
484	3.5000	0.7450	0.7475
485	4.5000	0.9579	0.9611
486	4.5000	0.9579	0.9611
487	2.5000	0.5321	0.5340
488	4.5000	0.9579	0.9611
489	4.5000	0.9579	0.9611
490	4.5000	0.9579	0.9611
491	4.5000	0.9579	0.9611
492	3.5000	0.7450	0.7475
493	4.5000	0.9579	0.9611
494	4.5000	0.9579	0.9611
495	3.5000	0.7450	0.7475
496	4.5000	0.9579	0.9611
497	4.5000	0.9579	0.9611
498	4.5000	0.9579	0.9611
499	4.5000	0.9579	0.9611
500	4.5000	0.9579	0.9611
501	4.5000	0.9579	0.9611
502	4.5000	0.9579	0.9611
503	4.5000	0.9579	0.9611
504	4.5000	0.9579	0.9611
505	4.5000	0.9579	0.9611
506	3.5000	0.7450	0.7475
507	4.5000	0.9579	0.9611
508	3.5000	0.7450	0.7475
509	4.5000	0.9579	0.9611
510	3.5000	0.7450	0.7475
511	4.5000	0.9579	0.9611
512	4.5000	0.9579	0.9611
513	3.5000	0.7450	0.7475
514	4.5000	0.9579	0.9611
515	3.5000	0.7450	0.7475
516	3.5000	0.7450	0.7475
517	1.5000	0.3193	0.3204
518	4.5000	0.9579	0.9611
519	4.5000	0.9579	0.9611
520	4.5000	0.9579	0.9611
521	4.5000	0.9579	0.9611
522	4.5000	0.9579	0.9611
523	4.5000	0.9579	0.9611
524	4.5000	0.9579	0.9611
525	4.5000	0.9579	0.9611
526	3.5000	0.7450	0.7475
527	3.5000	0.7450	0.7475
528	3.5000	0.7450	0.7475
529	3.5000	0.7450	0.7475
530	4.5000	0.9579	0.9611
531	4.5000	0.9579	0.9611
532	4.5000	0.9579	0.9611
533	4.5000	0.9579	0.9611
534	4.5000	0.9579	0.9611
535	4.5000	0.9579	0.9611
536	3.5000	0.7450	0.7475
537	2.5000	0.5321	0.5340
538	2.5000	0.5321	0.5340
539	4.5000	0.9579	0.9611
540	4.5000	0.9579	0.9611
541	4.5000	0.9579	0.9611
542	3.5000	0.7450	0.7475
543	3.5000	0.7450	0.7475
544	3.5000	0.7450	0.7475
545	4.5000	0.9579	0.9611
546	4.5000	0.9579	0.9611
547	3.5000	0.7450	0.7475
548	4.5000	0.9579	0.9611
549	3.5000	0.7450	0.7475
550	4.5000	0.9579	0.9611
551	4.5000	0.9579	0.9611
552	4.5000	0.9579	0.9611
553	3.5000	0.7450	0.7475
554	4.5000	0.9579	0.9611
555	4.5000	0.9579	0.9611
556	3.5000	0.7450	0.7475
557	4.5000	0.9579	0.9611
558	4.5000	0.9579	0.9611
559	4.5000	0.9579	0.9611
560	3.5000	0.7450	0.7475
561	4.5000	0.9579	0.9611
562	4.5000	0.9579	0.9611
563	3.5000	0.7450	0.7475
564	4.5000	0.9579	0.9611
565	4.5000	0.9579	0.9611
566	3.5000	0.7450	0.7475
567	4.5000	0.9579	0.9611
568	4.5000	0.9579	0.9611
569	4.5000	0.9579	0.9611
570	4.5000	0.9579	0.9611
571	4.5000	0.9579	0.9611
572	4.5000	0.9579	0.9611
573	4.5000	0.9579	0.9611
574	3.5000	0.7450	0.7475
575	3.5000	0.7450	0.7475
576	4.5000	0.9579	0.9611
577	3.5000	0.7450	0.7475
578	4.5000	0.9579	0.9611
579	4.5000	0.9579	0.9611
580	4.5000	0.9579	0.9611
581	4.5000	0.9579	0.9611
582	4.5000	0.9579	0.9611
583	3.5000	0.7450	0.7475
584	3.5000	0.7450	0.7475
585	4.5000	0.9579	0.9611
586	4.5000	0.9579	0.9611
587	4.5000	0.9579	0.9611
588	3.5000	0.7450	0.7475
589	3.5000	0.7450	0.7475
590	2.5000	0.5321	0.5340
591	4.5000	0.9579	0.9611
592	3.5000	0.7450	0.7475
593	4.5000	0.9579	0.9611
594	4.5000	0.9579	0.9611
595	3.5000	0.7450	0.7475
596	4.5000	0.9579	0.9611
597	2.5000	0.5321	0.5340
598	4.5000	0.9579	0.9611
599	4.5000	0.9579	0.9611
600	4.5000	0.9579	0.9611
601	4.5000	0.9579	0.9611
602	4.5000	0.9579	0.9611
603	3.5000	0.7450	0.7475
604	4.5000	0.9579	0.9611
605	4.5000	0.9579	0.9611
606	4.5000	0.9579	0.9611
607	3.5000	0.7450	0.7475
608	4.5000	0.9579	0.9611
609	4.5000	0.9579	0.9611
610	4.5000	0.9579	0.9611
611	3.5000	0.7450	0.7475
612	4.5000	0.9579	0.9611
613	3.5000	0.7450	0.7475
614	3.5000	0.7450	0.7475
615	4.5000	0.9579	0.9611
616	2.5000	0.5321	0.5340
617	2.5000	0.5321	0.5340
618	4.5000	0.9579	0.9611
619	3.5000	0.7450	0.7475
620	3.5000	0.7450	0.7475
621	3.5000	0.7450	0.7475
622	4.5000	0.9579	0.9611
623	3.5000	0.7450	0.7475
624	4.5000	0.9579	0.9611
625	4.5000	0.9579	0.9611
626	3.5000	0.7450	0.7475
627	4.5000	0.9579	0.9611
628	4.5000	0.9579	0.9611
629	4.5000	0.9579	0.9611
630	4.5000	0.9579	0.9611
631	4.5000	0.9579	0.9611
632	4.5000	0.9579	0.9611
633	4.5000	0.9579	0.9611
634	4.5000	0.9579	0.9611
635	4.5000	0.9579	0.9611
636	4.5000	0.9579	0.9611
637	3.5000	0.7450	0.7475
638	4.5000	0.9579	0.9611
639	3.5000	0.7450	0.7475
640	4.5000	0.9579	0.9611
641	4.5000	0.9579	0.9611
642	3.5000	0.7450	0.7475
643	4.5000	0.9579	0.9611
644	4.5000	0.9579	0.9611
645	4.5000	0.9579	0.9611
646	3.5000	0.7450	0.7475
647	3.5000	0.7450	0.7475
648	3.5000	0.7450	0.7475
649	4.5000	0.9579	0.9611
650	4.5000	0.9579	0.9611
651	4.5000	0.9579	0.9611
652	3.5000	0.7450	0.7475
653	4.5000	0.9579	0.9611
654	4.5000	0.9579	0.9611
655	4.5000	0.9579	0.9611
656	4.5000	0.9579	0.9611
657	4.5000	0.9579	0.9611
658	4.5000	0.9579	0.9611
659	3.5000	0.7450	0.7475
660	4.5000	0.9579	0.9611
661	4.5000	0.9579	0.9611
662	3.5000	0.7450	0.7475
663	4.5000	0.9579	0.9611
664	4.5000	0.9579	0.9611
665	3.5000	0.7450	0.7475
666	4.5000	0.9579	0.9611
667	3.5000	0.7450	0.7475
668	4.5000	0.9579	0.9611
669	4.5000	0.9579	0.9611
670	3.5000	0.7450	0.7475
671	4.5000	0.9579	0.9611
672	4.5000	0.9579	0.9611
673	4.5000	0.9579	0.9611
674	4.5000	0.9579	0.9611
675	4.5000	0.9579	0.9611
676	4.5000	0.9579	0.9611
677	4.5000	0.9579	0.9611
678	4.5000	0.9579	0.9611
679	3.5000	0.7450	0.7475
680	4.5000	0.9579	0.9611
681	4.5000	0.9579	0.9611
682	4.5000	0.9579	0.9611
683	4.5000	0.9579	0.9611
684	3.5000	0.7450	0.7475
685	4.5000	0.9579	0.9611
686	4.5000	0.9579	0.9611
687	4.5000	0.9579	0.9611
688	4.5000	0.9579	0.9611
689	4.5000	0.9579	0.9611
690	4.5000	0.9579	0.9611
691	4.5000	0.9579	0.9611
692	4.5000	0.9579	0.9611
693	4.5000	0.9579	0.9611
694	4.5000	0.9579	0.9611
695	4.5000	0.9579	0.9611
696	3.5000	0.7450	0.7475
697	4.5000	0.9579	0.9611
698	4.5000	0.9579	0.9611
699	4.5000	0.9579	0.9611
700	4.5000	0.9579	0.9611
701	4.5000	0.9579	0.9611
702	3.5000	0.7450	0.7475
703	3.5000	0.7450	0.7475
704	2.5000	0.5321	0.5340
705	4.5000	0.9579	0.9611
706	3.5000	0.7450	0.7475
707	2.5000	0.5321	0.5340
708	4.5000	0.9579	0.9611
709	3.5000	0.7450	0.7475
710	3.5000	0.7450	0.7475
711	3.5000	0.7450	0.7475
712	4.5000	0.9579	0.9611
713	4.5000	0.9579	0.9611
714	3.5000	0.7450	0.7475
715	4.5000	0.9579	0.9611
716	4.5000	0.9579	0.9611
717	3.5000	0.7450	0.7475
718	4.5000	0.9579	0.9611
719	4.5000	0.9579	0.9611
720	4.5000	0.9579	0.9611
721	4.5000	0.9579	0.9611
722	3.5000	0.7450	0.7475
723	4.5000	0.9579	0.9611
724	4.5000	0.9579	0.9611
725	4.5000	0.9579	0.9611
726	4.5000	0.9579	0.9611
727	0.5000	0.1064	0.1068
728	4.5000	0.9579	0.9611
729	3.5000	0.7450	0.7475
730	3.5000	0.7450	0.7475
731	3.5000	0.7450	0.7475
732	4.5000	0.9579	0.9611
733	4.5000	0.9579	0.9611
734	4.5000	0.9579	0.9611
735	4.5000	0.9579	0.9611
736	4.5000	0.9579	0.9611
737	4.5000	0.9579	0.9611
738	4.5000	0.9579	0.9611
739	4.5000	0.9579	0.9611
740	4.5000	0.9579	0.9611
741	4.5000	0.9579	0.9611
742	4.5000	0.9579	0.9611
743	4.5000	0.9579	0.9611
744	3.5000	0.7450	0.7475
745	4.5000	0.9579	0.9611
746	4.5000	0.9579	0.9611
747	4.5000	0.9579	0.9611
748	4.5000	0.9579	0.9611
749	4.5000	0.9579	0.9611
750	3.5000	0.7450	0.7475
751	4.5000	0.9579	0.9611
752	4.5000	0.9579	0.9611
753	4.5000	0.9579	0.9611
754	4.5000	0.9579	0.9611
755	3.5000	0.7450	0.7475
756	2.5000	0.5321	0.5340
757	4.5000	0.9579	0.9611
758	3.5000	0.7450	0.7475
759	4.5000	0.9579	0.9611
760	4.5000	0.9579	0.9611
761	4.5000	0.9579	0.9611
762	4.5000	0.9579	0.9611
763	4.5000	0.9579	0.9611
764	4.5000	0.9579	0.9611
765	4.5000	0.9579	0.9611
766	3.5000	0.7450	0.7475
767	4.5000	0.9579	0.9611
768	3.5000	0.7450	0.7475
769	4.5000	0.9579	0.9611
770	4.5000	0.9579	0.9611
771	4.5000	0.9579	0.9611
772	3.5000	0.7450	0.7475
773	2.5000	0.5321	0.5340
774	4.5000	0.9579	0.9611
775	4.5000	0.9579	0.9611
776	4.5000	0.9579	0.9611
777	4.5000	0.9579	0.9611
778	4.5000	0.9579	0.9611
779	2.5000	0.5321	0.5340
780	4.5000	0.9579	0.9611
781	4.5000	0.9579	0.9611
782	4.5000	0.9579	0.9611
783	4.5000	0.9579	0.9611
784	3.5000	0.7450	0.7475
785	4.5000	0.9579	0.9611
786	3.5000	0.7450	0.7475
787	3.5000	0.7450	0.7475
788	3.5000	0.7450	0.7475
789	2.5000	0.5321	0.5340
790	4.5000	0.9579	0.9611
791	3.5000	0.7450	0.7475
792	4.5000	0.9579	0.9611
793	3.5000	0.7450	0.7475
794	3.5000	0.7450	0.7475
795	4.5000	0.9579	0.9611
796	4.5000	0.9579	0.9611
797	4.5000	0.9579	0.9611
798	4.5000	0.9579	0.9611
799	3.5000	0.7450	0.7475
800	4.5000	0.9579	0.9611
801	3.5000	0.7450	0.7475
802	4.5000	0.9579	0.9611
803	3.5000	0.7450	0.7475
804	4.5000	0.9579	0.9611
805	4.5000	0.9579	0.9611
806	2.5000	0.5321	0.5340
807	4.5000	0.9579	0.9611
808	4.5000	0.9579	0.9611
809	3.5000	0.7450	0.7475
810	4.5000	0.9579	0.9611
811	4.5000	0.9579	0.9611
812	4.5000	0.9579	0.9611
813	4.5000	0.9579	0.9611
814	3.5000	0.7450	0.7475
815	3.5000	0.7450	0.7475
816	4.5000	0.9579	0.9611
817	4.5000	0.9579	0.9611
818	3.5000	0.7450	0.7475
