Tree	MatchingSplit	MatchingSplit_toYuleAvg	MatchingSplit_toUnifAvg
148	8.0000	1.0855	1.0678
149	6.0000	0.8141	0.8009
150	9.0000	1.2212	1.2013
151	8.0000	1.0855	1.0678
152	9.0000	1.2212	1.2013
153	10.0000	1.3569	1.3348
154	7.0000	0.9498	0.9343
155	2.0000	0.2714	0.2670
156	6.0000	0.8141	0.8009
157	6.0000	0.8141	0.8009
158	7.0000	0.9498	0.9343
159	8.0000	1.0855	1.0678
160	8.0000	1.0855	1.0678
161	7.0000	0.9498	0.9343
162	8.0000	1.0855	1.0678
163	8.0000	1.0855	1.0678
164	5.0000	0.6784	0.6674
165	9.0000	1.2212	1.2013
166	8.0000	1.0855	1.0678
167	6.0000	0.8141	0.8009
168	9.0000	1.2212	1.2013
169	7.0000	0.9498	0.9343
170	3.0000	0.4071	0.4004
171	6.0000	0.8141	0.8009
172	7.0000	0.9498	0.9343
173	8.0000	1.0855	1.0678
174	4.0000	0.5427	0.5339
175	9.0000	1.2212	1.2013
176	7.0000	0.9498	0.9343
177	7.0000	0.9498	0.9343
178	4.0000	0.5427	0.5339
179	6.0000	0.8141	0.8009
180	6.0000	0.8141	0.8009
181	9.0000	1.2212	1.2013
182	9.0000	1.2212	1.2013
183	6.0000	0.8141	0.8009
184	7.0000	0.9498	0.9343
185	7.0000	0.9498	0.9343
186	9.0000	1.2212	1.2013
187	9.0000	1.2212	1.2013
188	7.0000	0.9498	0.9343
189	9.0000	1.2212	1.2013
190	8.0000	1.0855	1.0678
191	6.0000	0.8141	0.8009
192	7.0000	0.9498	0.9343
193	8.0000	1.0855	1.0678
194	9.0000	1.2212	1.2013
195	7.0000	0.9498	0.9343
196	8.0000	1.0855	1.0678
197	6.0000	0.8141	0.8009
198	9.0000	1.2212	1.2013
199	8.0000	1.0855	1.0678
200	8.0000	1.0855	1.0678
201	8.0000	1.0855	1.0678
202	8.0000	1.0855	1.0678
203	7.0000	0.9498	0.9343
204	10.0000	1.3569	1.3348
205	7.0000	0.9498	0.9343
206	6.0000	0.8141	0.8009
207	6.0000	0.8141	0.8009
208	8.0000	1.0855	1.0678
209	8.0000	1.0855	1.0678
210	8.0000	1.0855	1.0678
211	6.0000	0.8141	0.8009
212	8.0000	1.0855	1.0678
213	6.0000	0.8141	0.8009
214	5.0000	0.6784	0.6674
215	7.0000	0.9498	0.9343
216	7.0000	0.9498	0.9343
217	8.0000	1.0855	1.0678
218	8.0000	1.0855	1.0678
219	7.0000	0.9498	0.9343
220	8.0000	1.0855	1.0678
221	8.0000	1.0855	1.0678
222	7.0000	0.9498	0.9343
223	5.0000	0.6784	0.6674
224	4.0000	0.5427	0.5339
225	8.0000	1.0855	1.0678
226	7.0000	0.9498	0.9343
227	7.0000	0.9498	0.9343
228	6.0000	0.8141	0.8009
229	7.0000	0.9498	0.9343
230	8.0000	1.0855	1.0678
231	7.0000	0.9498	0.9343
232	8.0000	1.0855	1.0678
233	9.0000	1.2212	1.2013
234	7.0000	0.9498	0.9343
235	7.0000	0.9498	0.9343
236	7.0000	0.9498	0.9343
237	9.0000	1.2212	1.2013
238	7.0000	0.9498	0.9343
239	6.0000	0.8141	0.8009
240	9.0000	1.2212	1.2013
241	6.0000	0.8141	0.8009
242	6.0000	0.8141	0.8009
243	9.0000	1.2212	1.2013
244	9.0000	1.2212	1.2013
245	7.0000	0.9498	0.9343
246	8.0000	1.0855	1.0678
247	7.0000	0.9498	0.9343
248	8.0000	1.0855	1.0678
249	9.0000	1.2212	1.2013
250	7.0000	0.9498	0.9343
251	8.0000	1.0855	1.0678
252	2.0000	0.2714	0.2670
253	9.0000	1.2212	1.2013
254	6.0000	0.8141	0.8009
255	9.0000	1.2212	1.2013
256	7.0000	0.9498	0.9343
257	6.0000	0.8141	0.8009
258	7.0000	0.9498	0.9343
259	4.0000	0.5427	0.5339
260	6.0000	0.8141	0.8009
261	8.0000	1.0855	1.0678
262	6.0000	0.8141	0.8009
263	9.0000	1.2212	1.2013
264	8.0000	1.0855	1.0678
265	6.0000	0.8141	0.8009
266	8.0000	1.0855	1.0678
267	10.0000	1.3569	1.3348
268	8.0000	1.0855	1.0678
269	8.0000	1.0855	1.0678
270	9.0000	1.2212	1.2013
271	9.0000	1.2212	1.2013
272	7.0000	0.9498	0.9343
273	6.0000	0.8141	0.8009
274	7.0000	0.9498	0.9343
275	7.0000	0.9498	0.9343
276	8.0000	1.0855	1.0678
277	8.0000	1.0855	1.0678
278	8.0000	1.0855	1.0678
279	9.0000	1.2212	1.2013
280	7.0000	0.9498	0.9343
281	7.0000	0.9498	0.9343
282	6.0000	0.8141	0.8009
283	7.0000	0.9498	0.9343
284	8.0000	1.0855	1.0678
285	4.0000	0.5427	0.5339
286	9.0000	1.2212	1.2013
287	7.0000	0.9498	0.9343
288	7.0000	0.9498	0.9343
289	9.0000	1.2212	1.2013
290	5.0000	0.6784	0.6674
291	7.0000	0.9498	0.9343
292	6.0000	0.8141	0.8009
293	8.0000	1.0855	1.0678
294	9.0000	1.2212	1.2013
295	6.0000	0.8141	0.8009
296	7.0000	0.9498	0.9343
297	7.0000	0.9498	0.9343
298	3.0000	0.4071	0.4004
299	9.0000	1.2212	1.2013
300	8.0000	1.0855	1.0678
301	7.0000	0.9498	0.9343
302	8.0000	1.0855	1.0678
303	7.0000	0.9498	0.9343
304	9.0000	1.2212	1.2013
305	8.0000	1.0855	1.0678
306	7.0000	0.9498	0.9343
307	6.0000	0.8141	0.8009
308	9.0000	1.2212	1.2013
309	8.0000	1.0855	1.0678
310	6.0000	0.8141	0.8009
311	7.0000	0.9498	0.9343
312	5.0000	0.6784	0.6674
313	8.0000	1.0855	1.0678
314	8.0000	1.0855	1.0678
315	10.0000	1.3569	1.3348
316	10.0000	1.3569	1.3348
317	9.0000	1.2212	1.2013
318	9.0000	1.2212	1.2013
319	9.0000	1.2212	1.2013
320	9.0000	1.2212	1.2013
321	6.0000	0.8141	0.8009
322	9.0000	1.2212	1.2013
323	6.0000	0.8141	0.8009
324	7.0000	0.9498	0.9343
325	7.0000	0.9498	0.9343
326	6.0000	0.8141	0.8009
327	8.0000	1.0855	1.0678
328	9.0000	1.2212	1.2013
329	7.0000	0.9498	0.9343
330	7.0000	0.9498	0.9343
331	6.0000	0.8141	0.8009
332	5.0000	0.6784	0.6674
333	5.0000	0.6784	0.6674
334	10.0000	1.3569	1.3348
335	8.0000	1.0855	1.0678
336	9.0000	1.2212	1.2013
337	7.0000	0.9498	0.9343
338	4.0000	0.5427	0.5339
339	4.0000	0.5427	0.5339
340	7.0000	0.9498	0.9343
341	6.0000	0.8141	0.8009
342	7.0000	0.9498	0.9343
343	10.0000	1.3569	1.3348
344	6.0000	0.8141	0.8009
345	9.0000	1.2212	1.2013
346	10.0000	1.3569	1.3348
347	6.0000	0.8141	0.8009
348	9.0000	1.2212	1.2013
349	9.0000	1.2212	1.2013
350	8.0000	1.0855	1.0678
351	7.0000	0.9498	0.9343
352	8.0000	1.0855	1.0678
353	7.0000	0.9498	0.9343
354	8.0000	1.0855	1.0678
355	9.0000	1.2212	1.2013
356	9.0000	1.2212	1.2013
357	9.0000	1.2212	1.2013
358	5.0000	0.6784	0.6674
359	9.0000	1.2212	1.2013
360	6.0000	0.8141	0.8009
361	6.0000	0.8141	0.8009
362	4.0000	0.5427	0.5339
363	6.0000	0.8141	0.8009
364	8.0000	1.0855	1.0678
365	10.0000	1.3569	1.3348
366	9.0000	1.2212	1.2013
367	7.0000	0.9498	0.9343
368	7.0000	0.9498	0.9343
369	8.0000	1.0855	1.0678
370	9.0000	1.2212	1.2013
371	8.0000	1.0855	1.0678
372	8.0000	1.0855	1.0678
373	6.0000	0.8141	0.8009
374	8.0000	1.0855	1.0678
375	9.0000	1.2212	1.2013
376	6.0000	0.8141	0.8009
377	9.0000	1.2212	1.2013
378	9.0000	1.2212	1.2013
379	8.0000	1.0855	1.0678
380	9.0000	1.2212	1.2013
381	8.0000	1.0855	1.0678
382	9.0000	1.2212	1.2013
383	8.0000	1.0855	1.0678
384	9.0000	1.2212	1.2013
385	2.0000	0.2714	0.2670
386	6.0000	0.8141	0.8009
387	8.0000	1.0855	1.0678
388	10.0000	1.3569	1.3348
389	9.0000	1.2212	1.2013
390	9.0000	1.2212	1.2013
391	9.0000	1.2212	1.2013
392	6.0000	0.8141	0.8009
393	4.0000	0.5427	0.5339
394	5.0000	0.6784	0.6674
395	6.0000	0.8141	0.8009
396	5.0000	0.6784	0.6674
397	7.0000	0.9498	0.9343
398	7.0000	0.9498	0.9343
399	8.0000	1.0855	1.0678
400	5.0000	0.6784	0.6674
401	7.0000	0.9498	0.9343
402	9.0000	1.2212	1.2013
403	3.0000	0.4071	0.4004
404	6.0000	0.8141	0.8009
405	7.0000	0.9498	0.9343
406	7.0000	0.9498	0.9343
407	7.0000	0.9498	0.9343
408	9.0000	1.2212	1.2013
409	9.0000	1.2212	1.2013
410	6.0000	0.8141	0.8009
411	9.0000	1.2212	1.2013
412	8.0000	1.0855	1.0678
413	5.0000	0.6784	0.6674
414	7.0000	0.9498	0.9343
415	9.0000	1.2212	1.2013
416	6.0000	0.8141	0.8009
417	5.0000	0.6784	0.6674
418	8.0000	1.0855	1.0678
419	9.0000	1.2212	1.2013
420	6.0000	0.8141	0.8009
421	7.0000	0.9498	0.9343
422	4.0000	0.5427	0.5339
423	5.0000	0.6784	0.6674
424	9.0000	1.2212	1.2013
425	7.0000	0.9498	0.9343
426	8.0000	1.0855	1.0678
427	7.0000	0.9498	0.9343
428	6.0000	0.8141	0.8009
429	9.0000	1.2212	1.2013
430	6.0000	0.8141	0.8009
431	7.0000	0.9498	0.9343
432	9.0000	1.2212	1.2013
433	7.0000	0.9498	0.9343
434	6.0000	0.8141	0.8009
435	9.0000	1.2212	1.2013
436	10.0000	1.3569	1.3348
437	8.0000	1.0855	1.0678
438	8.0000	1.0855	1.0678
439	9.0000	1.2212	1.2013
440	7.0000	0.9498	0.9343
441	9.0000	1.2212	1.2013
442	9.0000	1.2212	1.2013
443	6.0000	0.8141	0.8009
444	8.0000	1.0855	1.0678
445	4.0000	0.5427	0.5339
446	7.0000	0.9498	0.9343
447	7.0000	0.9498	0.9343
448	5.0000	0.6784	0.6674
449	5.0000	0.6784	0.6674
450	6.0000	0.8141	0.8009
451	9.0000	1.2212	1.2013
452	3.0000	0.4071	0.4004
453	7.0000	0.9498	0.9343
454	6.0000	0.8141	0.8009
455	6.0000	0.8141	0.8009
456	9.0000	1.2212	1.2013
457	9.0000	1.2212	1.2013
458	10.0000	1.3569	1.3348
459	6.0000	0.8141	0.8009
460	9.0000	1.2212	1.2013
461	8.0000	1.0855	1.0678
462	8.0000	1.0855	1.0678
463	8.0000	1.0855	1.0678
464	8.0000	1.0855	1.0678
465	6.0000	0.8141	0.8009
466	8.0000	1.0855	1.0678
467	8.0000	1.0855	1.0678
468	7.0000	0.9498	0.9343
469	7.0000	0.9498	0.9343
470	6.0000	0.8141	0.8009
471	9.0000	1.2212	1.2013
472	6.0000	0.8141	0.8009
473	9.0000	1.2212	1.2013
474	6.0000	0.8141	0.8009
475	7.0000	0.9498	0.9343
476	7.0000	0.9498	0.9343
477	7.0000	0.9498	0.9343
478	7.0000	0.9498	0.9343
479	8.0000	1.0855	1.0678
480	7.0000	0.9498	0.9343
481	7.0000	0.9498	0.9343
482	7.0000	0.9498	0.9343
483	8.0000	1.0855	1.0678
484	6.0000	0.8141	0.8009
485	7.0000	0.9498	0.9343
486	8.0000	1.0855	1.0678
487	3.0000	0.4071	0.4004
488	8.0000	1.0855	1.0678
489	7.0000	0.9498	0.9343
490	7.0000	0.9498	0.9343
491	9.0000	1.2212	1.2013
492	6.0000	0.8141	0.8009
493	9.0000	1.2212	1.2013
494	9.0000	1.2212	1.2013
495	7.0000	0.9498	0.9343
496	8.0000	1.0855	1.0678
497	9.0000	1.2212	1.2013
498	8.0000	1.0855	1.0678
499	8.0000	1.0855	1.0678
500	10.0000	1.3569	1.3348
501	9.0000	1.2212	1.2013
502	9.0000	1.2212	1.2013
503	7.0000	0.9498	0.9343
504	7.0000	0.9498	0.9343
505	8.0000	1.0855	1.0678
506	5.0000	0.6784	0.6674
507	7.0000	0.9498	0.9343
508	7.0000	0.9498	0.9343
509	7.0000	0.9498	0.9343
510	7.0000	0.9498	0.9343
511	7.0000	0.9498	0.9343
512	9.0000	1.2212	1.2013
513	6.0000	0.8141	0.8009
514	9.0000	1.2212	1.2013
515	7.0000	0.9498	0.9343
516	5.0000	0.6784	0.6674
517	3.0000	0.4071	0.4004
518	6.0000	0.8141	0.8009
519	9.0000	1.2212	1.2013
520	9.0000	1.2212	1.2013
521	7.0000	0.9498	0.9343
522	9.0000	1.2212	1.2013
523	6.0000	0.8141	0.8009
524	5.0000	0.6784	0.6674
525	7.0000	0.9498	0.9343
526	6.0000	0.8141	0.8009
527	5.0000	0.6784	0.6674
528	7.0000	0.9498	0.9343
529	5.0000	0.6784	0.6674
530	8.0000	1.0855	1.0678
531	8.0000	1.0855	1.0678
532	8.0000	1.0855	1.0678
533	8.0000	1.0855	1.0678
534	9.0000	1.2212	1.2013
535	8.0000	1.0855	1.0678
536	6.0000	0.8141	0.8009
537	3.0000	0.4071	0.4004
538	4.0000	0.5427	0.5339
539	7.0000	0.9498	0.9343
540	8.0000	1.0855	1.0678
541	9.0000	1.2212	1.2013
542	6.0000	0.8141	0.8009
543	4.0000	0.5427	0.5339
544	6.0000	0.8141	0.8009
545	8.0000	1.0855	1.0678
546	8.0000	1.0855	1.0678
547	5.0000	0.6784	0.6674
548	7.0000	0.9498	0.9343
549	6.0000	0.8141	0.8009
550	8.0000	1.0855	1.0678
551	9.0000	1.2212	1.2013
552	7.0000	0.9498	0.9343
553	6.0000	0.8141	0.8009
554	9.0000	1.2212	1.2013
555	9.0000	1.2212	1.2013
556	5.0000	0.6784	0.6674
557	6.0000	0.8141	0.8009
558	10.0000	1.3569	1.3348
559	9.0000	1.2212	1.2013
560	6.0000	0.8141	0.8009
561	7.0000	0.9498	0.9343
562	8.0000	1.0855	1.0678
563	5.0000	0.6784	0.6674
564	9.0000	1.2212	1.2013
565	9.0000	1.2212	1.2013
566	7.0000	0.9498	0.9343
567	9.0000	1.2212	1.2013
568	6.0000	0.8141	0.8009
569	7.0000	0.9498	0.9343
570	8.0000	1.0855	1.0678
571	9.0000	1.2212	1.2013
572	9.0000	1.2212	1.2013
573	9.0000	1.2212	1.2013
574	6.0000	0.8141	0.8009
575	6.0000	0.8141	0.8009
576	9.0000	1.2212	1.2013
577	6.0000	0.8141	0.8009
578	9.0000	1.2212	1.2013
579	8.0000	1.0855	1.0678
580	7.0000	0.9498	0.9343
581	9.0000	1.2212	1.2013
582	8.0000	1.0855	1.0678
583	6.0000	0.8141	0.8009
584	6.0000	0.8141	0.8009
585	8.0000	1.0855	1.0678
586	7.0000	0.9498	0.9343
587	9.0000	1.2212	1.2013
588	7.0000	0.9498	0.9343
589	6.0000	0.8141	0.8009
590	4.0000	0.5427	0.5339
591	9.0000	1.2212	1.2013
592	4.0000	0.5427	0.5339
593	7.0000	0.9498	0.9343
594	8.0000	1.0855	1.0678
595	7.0000	0.9498	0.9343
596	8.0000	1.0855	1.0678
597	4.0000	0.5427	0.5339
598	8.0000	1.0855	1.0678
599	6.0000	0.8141	0.8009
600	8.0000	1.0855	1.0678
601	9.0000	1.2212	1.2013
602	6.0000	0.8141	0.8009
603	7.0000	0.9498	0.9343
604	8.0000	1.0855	1.0678
605	6.0000	0.8141	0.8009
606	8.0000	1.0855	1.0678
607	5.0000	0.6784	0.6674
608	8.0000	1.0855	1.0678
609	10.0000	1.3569	1.3348
610	9.0000	1.2212	1.2013
611	7.0000	0.9498	0.9343
612	7.0000	0.9498	0.9343
613	5.0000	0.6784	0.6674
614	5.0000	0.6784	0.6674
615	8.0000	1.0855	1.0678
616	4.0000	0.5427	0.5339
617	4.0000	0.5427	0.5339
618	9.0000	1.2212	1.2013
619	6.0000	0.8141	0.8009
620	4.0000	0.5427	0.5339
621	7.0000	0.9498	0.9343
622	9.0000	1.2212	1.2013
623	6.0000	0.8141	0.8009
624	6.0000	0.8141	0.8009
625	9.0000	1.2212	1.2013
626	7.0000	0.9498	0.9343
627	8.0000	1.0855	1.0678
628	8.0000	1.0855	1.0678
629	8.0000	1.0855	1.0678
630	7.0000	0.9498	0.9343
631	8.0000	1.0855	1.0678
632	7.0000	0.9498	0.9343
633	9.0000	1.2212	1.2013
634	9.0000	1.2212	1.2013
635	9.0000	1.2212	1.2013
636	9.0000	1.2212	1.2013
637	6.0000	0.8141	0.8009
638	7.0000	0.9498	0.9343
639	6.0000	0.8141	0.8009
640	8.0000	1.0855	1.0678
641	9.0000	1.2212	1.2013
642	6.0000	0.8141	0.8009
643	8.0000	1.0855	1.0678
644	8.0000	1.0855	1.0678
645	8.0000	1.0855	1.0678
646	6.0000	0.8141	0.8009
647	6.0000	0.8141	0.8009
648	6.0000	0.8141	0.8009
649	8.0000	1.0855	1.0678
650	10.0000	1.3569	1.3348
651	9.0000	1.2212	1.2013
652	5.0000	0.6784	0.6674
653	9.0000	1.2212	1.2013
654	8.0000	1.0855	1.0678
655	7.0000	0.9498	0.9343
656	9.0000	1.2212	1.2013
657	7.0000	0.9498	0.9343
658	9.0000	1.2212	1.2013
659	7.0000	0.9498	0.9343
660	9.0000	1.2212	1.2013
661	7.0000	0.9498	0.9343
662	7.0000	0.9498	0.9343
663	8.0000	1.0855	1.0678
664	9.0000	1.2212	1.2013
665	6.0000	0.8141	0.8009
666	8.0000	1.0855	1.0678
667	6.0000	0.8141	0.8009
668	7.0000	0.9498	0.9343
669	8.0000	1.0855	1.0678
670	5.0000	0.6784	0.6674
671	10.0000	1.3569	1.3348
672	7.0000	0.9498	0.9343
673	8.0000	1.0855	1.0678
674	8.0000	1.0855	1.0678
675	8.0000	1.0855	1.0678
676	7.0000	0.9498	0.9343
677	9.0000	1.2212	1.2013
678	8.0000	1.0855	1.0678
679	5.0000	0.6784	0.6674
680	8.0000	1.0855	1.0678
681	8.0000	1.0855	1.0678
682	9.0000	1.2212	1.2013
683	8.0000	1.0855	1.0678
684	6.0000	0.8141	0.8009
685	6.0000	0.8141	0.8009
686	8.0000	1.0855	1.0678
687	8.0000	1.0855	1.0678
688	6.0000	0.8141	0.8009
689	7.0000	0.9498	0.9343
690	9.0000	1.2212	1.2013
691	8.0000	1.0855	1.0678
692	9.0000	1.2212	1.2013
693	9.0000	1.2212	1.2013
694	7.0000	0.9498	0.9343
695	8.0000	1.0855	1.0678
696	7.0000	0.9498	0.9343
697	6.0000	0.8141	0.8009
698	9.0000	1.2212	1.2013
699	9.0000	1.2212	1.2013
700	6.0000	0.8141	0.8009
701	7.0000	0.9498	0.9343
702	7.0000	0.9498	0.9343
703	6.0000	0.8141	0.8009
704	3.0000	0.4071	0.4004
705	6.0000	0.8141	0.8009
706	6.0000	0.8141	0.8009
707	4.0000	0.5427	0.5339
708	8.0000	1.0855	1.0678
709	5.0000	0.6784	0.6674
710	4.0000	0.5427	0.5339
711	7.0000	0.9498	0.9343
712	8.0000	1.0855	1.0678
713	7.0000	0.9498	0.9343
714	7.0000	0.9498	0.9343
715	9.0000	1.2212	1.2013
716	8.0000	1.0855	1.0678
717	7.0000	0.9498	0.9343
718	8.0000	1.0855	1.0678
719	9.0000	1.2212	1.2013
720	7.0000	0.9498	0.9343
721	9.0000	1.2212	1.2013
722	5.0000	0.6784	0.6674
723	9.0000	1.2212	1.2013
724	7.0000	0.9498	0.9343
725	9.0000	1.2212	1.2013
726	9.0000	1.2212	1.2013
727	0.0000	0.0000	0.0000
728	7.0000	0.9498	0.9343
729	6.0000	0.8141	0.8009
730	5.0000	0.6784	0.6674
731	6.0000	0.8141	0.8009
732	5.0000	0.6784	0.6674
733	7.0000	0.9498	0.9343
734	9.0000	1.2212	1.2013
735	5.0000	0.6784	0.6674
736	6.0000	0.8141	0.8009
737	8.0000	1.0855	1.0678
738	9.0000	1.2212	1.2013
739	9.0000	1.2212	1.2013
740	6.0000	0.8141	0.8009
741	7.0000	0.9498	0.9343
742	9.0000	1.2212	1.2013
743	8.0000	1.0855	1.0678
744	6.0000	0.8141	0.8009
745	7.0000	0.9498	0.9343
746	9.0000	1.2212	1.2013
747	7.0000	0.9498	0.9343
748	6.0000	0.8141	0.8009
749	7.0000	0.9498	0.9343
750	5.0000	0.6784	0.6674
751	9.0000	1.2212	1.2013
752	7.0000	0.9498	0.9343
753	7.0000	0.9498	0.9343
754	10.0000	1.3569	1.3348
755	6.0000	0.8141	0.8009
756	3.0000	0.4071	0.4004
757	9.0000	1.2212	1.2013
758	6.0000	0.8141	0.8009
759	8.0000	1.0855	1.0678
760	7.0000	0.9498	0.9343
761	7.0000	0.9498	0.9343
762	8.0000	1.0855	1.0678
763	7.0000	0.9498	0.9343
764	9.0000	1.2212	1.2013
765	9.0000	1.2212	1.2013
766	6.0000	0.8141	0.8009
767	8.0000	1.0855	1.0678
768	7.0000	0.9498	0.9343
769	7.0000	0.9498	0.9343
770	9.0000	1.2212	1.2013
771	8.0000	1.0855	1.0678
772	4.0000	0.5427	0.5339
773	3.0000	0.4071	0.4004
774	7.0000	0.9498	0.9343
775	9.0000	1.2212	1.2013
776	9.0000	1.2212	1.2013
777	8.0000	1.0855	1.0678
778	6.0000	0.8141	0.8009
779	5.0000	0.6784	0.6674
780	7.0000	0.9498	0.9343
781	7.0000	0.9498	0.9343
782	8.0000	1.0855	1.0678
783	8.0000	1.0855	1.0678
784	6.0000	0.8141	0.8009
785	10.0000	1.3569	1.3348
786	6.0000	0.8141	0.8009
787	7.0000	0.9498	0.9343
788	6.0000	0.8141	0.8009
789	4.0000	0.5427	0.5339
790	9.0000	1.2212	1.2013
791	6.0000	0.8141	0.8009
792	9.0000	1.2212	1.2013
793	6.0000	0.8141	0.8009
794	6.0000	0.8141	0.8009
795	8.0000	1.0855	1.0678
796	8.0000	1.0855	1.0678
797	9.0000	1.2212	1.2013
798	7.0000	0.9498	0.9343
799	6.0000	0.8141	0.8009
800	9.0000	1.2212	1.2013
801	6.0000	0.8141	0.8009
802	9.0000	1.2212	1.2013
803	6.0000	0.8141	0.8009
804	8.0000	1.0855	1.0678
805	8.0000	1.0855	1.0678
806	4.0000	0.5427	0.5339
807	9.0000	1.2212	1.2013
808	8.0000	1.0855	1.0678
809	5.0000	0.6784	0.6674
810	7.0000	0.9498	0.9343
811	8.0000	1.0855	1.0678
812	9.0000	1.2212	1.2013
813	8.0000	1.0855	1.0678
814	6.0000	0.8141	0.8009
815	4.0000	0.5427	0.5339
816	8.0000	1.0855	1.0678
817	8.0000	1.0855	1.0678
818	6.0000	0.8141	0.8009
