Tree	R-F	R-F_toYuleAvg	R-F_toUnifAvg
266	4.0000	1.1093	1.0998
267	4.0000	1.1093	1.0998
268	4.0000	1.1093	1.0998
269	4.0000	1.1093	1.0998
270	4.0000	1.1093	1.0998
271	4.0000	1.1093	1.0998
272	4.0000	1.1093	1.0998
273	4.0000	1.1093	1.0998
274	3.0000	0.8319	0.8249
275	4.0000	1.1093	1.0998
276	4.0000	1.1093	1.0998
277	4.0000	1.1093	1.0998
278	4.0000	1.1093	1.0998
279	4.0000	1.1093	1.0998
280	4.0000	1.1093	1.0998
281	3.0000	0.8319	0.8249
282	3.0000	0.8319	0.8249
283	4.0000	1.1093	1.0998
284	4.0000	1.1093	1.0998
285	3.0000	0.8319	0.8249
286	4.0000	1.1093	1.0998
287	4.0000	1.1093	1.0998
288	3.0000	0.8319	0.8249
289	4.0000	1.1093	1.0998
290	3.0000	0.8319	0.8249
291	4.0000	1.1093	1.0998
292	3.0000	0.8319	0.8249
293	4.0000	1.1093	1.0998
294	4.0000	1.1093	1.0998
295	3.0000	0.8319	0.8249
296	4.0000	1.1093	1.0998
297	4.0000	1.1093	1.0998
298	1.0000	0.2773	0.2750
299	4.0000	1.1093	1.0998
300	4.0000	1.1093	1.0998
301	3.0000	0.8319	0.8249
302	4.0000	1.1093	1.0998
303	4.0000	1.1093	1.0998
304	4.0000	1.1093	1.0998
305	4.0000	1.1093	1.0998
306	4.0000	1.1093	1.0998
307	3.0000	0.8319	0.8249
308	4.0000	1.1093	1.0998
309	4.0000	1.1093	1.0998
310	3.0000	0.8319	0.8249
311	4.0000	1.1093	1.0998
312	3.0000	0.8319	0.8249
313	4.0000	1.1093	1.0998
314	4.0000	1.1093	1.0998
315	4.0000	1.1093	1.0998
316	4.0000	1.1093	1.0998
317	4.0000	1.1093	1.0998
318	4.0000	1.1093	1.0998
319	4.0000	1.1093	1.0998
320	4.0000	1.1093	1.0998
321	2.0000	0.5546	0.5499
322	4.0000	1.1093	1.0998
323	4.0000	1.1093	1.0998
324	3.0000	0.8319	0.8249
325	3.0000	0.8319	0.8249
326	3.0000	0.8319	0.8249
327	4.0000	1.1093	1.0998
328	4.0000	1.1093	1.0998
329	3.0000	0.8319	0.8249
330	3.0000	0.8319	0.8249
331	3.0000	0.8319	0.8249
332	3.0000	0.8319	0.8249
333	2.0000	0.5546	0.5499
334	4.0000	1.1093	1.0998
335	4.0000	1.1093	1.0998
336	4.0000	1.1093	1.0998
337	4.0000	1.1093	1.0998
338	2.0000	0.5546	0.5499
339	2.0000	0.5546	0.5499
340	3.0000	0.8319	0.8249
341	3.0000	0.8319	0.8249
342	4.0000	1.1093	1.0998
343	4.0000	1.1093	1.0998
344	3.0000	0.8319	0.8249
345	4.0000	1.1093	1.0998
346	4.0000	1.1093	1.0998
347	4.0000	1.1093	1.0998
348	4.0000	1.1093	1.0998
349	4.0000	1.1093	1.0998
350	4.0000	1.1093	1.0998
351	3.0000	0.8319	0.8249
352	4.0000	1.1093	1.0998
353	4.0000	1.1093	1.0998
354	4.0000	1.1093	1.0998
355	4.0000	1.1093	1.0998
356	4.0000	1.1093	1.0998
357	4.0000	1.1093	1.0998
358	2.0000	0.5546	0.5499
359	4.0000	1.1093	1.0998
360	3.0000	0.8319	0.8249
361	4.0000	1.1093	1.0998
362	2.0000	0.5546	0.5499
363	4.0000	1.1093	1.0998
364	4.0000	1.1093	1.0998
365	4.0000	1.1093	1.0998
366	4.0000	1.1093	1.0998
367	3.0000	0.8319	0.8249
368	3.0000	0.8319	0.8249
369	4.0000	1.1093	1.0998
370	4.0000	1.1093	1.0998
371	4.0000	1.1093	1.0998
372	4.0000	1.1093	1.0998
373	4.0000	1.1093	1.0998
374	4.0000	1.1093	1.0998
375	4.0000	1.1093	1.0998
376	3.0000	0.8319	0.8249
377	4.0000	1.1093	1.0998
378	4.0000	1.1093	1.0998
379	4.0000	1.1093	1.0998
380	4.0000	1.1093	1.0998
381	4.0000	1.1093	1.0998
382	4.0000	1.1093	1.0998
383	4.0000	1.1093	1.0998
384	4.0000	1.1093	1.0998
385	1.0000	0.2773	0.2750
386	3.0000	0.8319	0.8249
387	4.0000	1.1093	1.0998
388	4.0000	1.1093	1.0998
389	4.0000	1.1093	1.0998
390	4.0000	1.1093	1.0998
391	4.0000	1.1093	1.0998
392	4.0000	1.1093	1.0998
393	2.0000	0.5546	0.5499
394	3.0000	0.8319	0.8249
395	3.0000	0.8319	0.8249
396	2.0000	0.5546	0.5499
397	4.0000	1.1093	1.0998
398	4.0000	1.1093	1.0998
399	4.0000	1.1093	1.0998
400	3.0000	0.8319	0.8249
401	4.0000	1.1093	1.0998
402	4.0000	1.1093	1.0998
403	2.0000	0.5546	0.5499
404	3.0000	0.8319	0.8249
405	4.0000	1.1093	1.0998
406	4.0000	1.1093	1.0998
407	4.0000	1.1093	1.0998
408	4.0000	1.1093	1.0998
409	4.0000	1.1093	1.0998
410	3.0000	0.8319	0.8249
411	4.0000	1.1093	1.0998
412	4.0000	1.1093	1.0998
413	3.0000	0.8319	0.8249
414	4.0000	1.1093	1.0998
415	4.0000	1.1093	1.0998
416	3.0000	0.8319	0.8249
417	3.0000	0.8319	0.8249
418	4.0000	1.1093	1.0998
419	4.0000	1.1093	1.0998
420	3.0000	0.8319	0.8249
421	4.0000	1.1093	1.0998
422	2.0000	0.5546	0.5499
423	3.0000	0.8319	0.8249
424	4.0000	1.1093	1.0998
425	4.0000	1.1093	1.0998
426	4.0000	1.1093	1.0998
427	4.0000	1.1093	1.0998
428	3.0000	0.8319	0.8249
429	4.0000	1.1093	1.0998
430	3.0000	0.8319	0.8249
431	4.0000	1.1093	1.0998
432	4.0000	1.1093	1.0998
433	3.0000	0.8319	0.8249
434	3.0000	0.8319	0.8249
435	4.0000	1.1093	1.0998
436	4.0000	1.1093	1.0998
437	4.0000	1.1093	1.0998
438	4.0000	1.1093	1.0998
439	4.0000	1.1093	1.0998
440	4.0000	1.1093	1.0998
441	4.0000	1.1093	1.0998
442	4.0000	1.1093	1.0998
443	4.0000	1.1093	1.0998
444	4.0000	1.1093	1.0998
445	2.0000	0.5546	0.5499
446	4.0000	1.1093	1.0998
447	4.0000	1.1093	1.0998
448	3.0000	0.8319	0.8249
449	3.0000	0.8319	0.8249
450	3.0000	0.8319	0.8249
451	4.0000	1.1093	1.0998
452	2.0000	0.5546	0.5499
453	4.0000	1.1093	1.0998
454	3.0000	0.8319	0.8249
455	3.0000	0.8319	0.8249
456	4.0000	1.1093	1.0998
457	4.0000	1.1093	1.0998
458	4.0000	1.1093	1.0998
459	3.0000	0.8319	0.8249
460	4.0000	1.1093	1.0998
461	4.0000	1.1093	1.0998
462	4.0000	1.1093	1.0998
463	4.0000	1.1093	1.0998
464	4.0000	1.1093	1.0998
465	3.0000	0.8319	0.8249
466	4.0000	1.1093	1.0998
467	4.0000	1.1093	1.0998
468	4.0000	1.1093	1.0998
469	4.0000	1.1093	1.0998
470	3.0000	0.8319	0.8249
471	4.0000	1.1093	1.0998
472	4.0000	1.1093	1.0998
473	4.0000	1.1093	1.0998
474	4.0000	1.1093	1.0998
475	4.0000	1.1093	1.0998
476	4.0000	1.1093	1.0998
477	3.0000	0.8319	0.8249
478	4.0000	1.1093	1.0998
479	4.0000	1.1093	1.0998
480	4.0000	1.1093	1.0998
481	4.0000	1.1093	1.0998
482	3.0000	0.8319	0.8249
483	4.0000	1.1093	1.0998
484	3.0000	0.8319	0.8249
485	4.0000	1.1093	1.0998
486	4.0000	1.1093	1.0998
487	2.0000	0.5546	0.5499
488	4.0000	1.1093	1.0998
489	4.0000	1.1093	1.0998
490	4.0000	1.1093	1.0998
491	4.0000	1.1093	1.0998
492	3.0000	0.8319	0.8249
493	4.0000	1.1093	1.0998
494	4.0000	1.1093	1.0998
495	3.0000	0.8319	0.8249
496	4.0000	1.1093	1.0998
497	4.0000	1.1093	1.0998
498	4.0000	1.1093	1.0998
499	4.0000	1.1093	1.0998
500	4.0000	1.1093	1.0998
501	4.0000	1.1093	1.0998
502	4.0000	1.1093	1.0998
503	4.0000	1.1093	1.0998
504	4.0000	1.1093	1.0998
505	4.0000	1.1093	1.0998
506	3.0000	0.8319	0.8249
507	4.0000	1.1093	1.0998
508	3.0000	0.8319	0.8249
509	4.0000	1.1093	1.0998
510	3.0000	0.8319	0.8249
511	4.0000	1.1093	1.0998
512	4.0000	1.1093	1.0998
513	3.0000	0.8319	0.8249
514	4.0000	1.1093	1.0998
515	3.0000	0.8319	0.8249
516	2.0000	0.5546	0.5499
517	1.0000	0.2773	0.2750
518	4.0000	1.1093	1.0998
519	4.0000	1.1093	1.0998
520	4.0000	1.1093	1.0998
521	4.0000	1.1093	1.0998
522	4.0000	1.1093	1.0998
523	4.0000	1.1093	1.0998
524	3.0000	0.8319	0.8249
525	4.0000	1.1093	1.0998
526	3.0000	0.8319	0.8249
527	3.0000	0.8319	0.8249
528	3.0000	0.8319	0.8249
529	3.0000	0.8319	0.8249
530	4.0000	1.1093	1.0998
531	4.0000	1.1093	1.0998
532	4.0000	1.1093	1.0998
533	4.0000	1.1093	1.0998
534	4.0000	1.1093	1.0998
535	4.0000	1.1093	1.0998
536	3.0000	0.8319	0.8249
537	2.0000	0.5546	0.5499
538	2.0000	0.5546	0.5499
539	4.0000	1.1093	1.0998
540	4.0000	1.1093	1.0998
541	4.0000	1.1093	1.0998
542	3.0000	0.8319	0.8249
543	3.0000	0.8319	0.8249
544	3.0000	0.8319	0.8249
545	4.0000	1.1093	1.0998
546	4.0000	1.1093	1.0998
547	3.0000	0.8319	0.8249
548	4.0000	1.1093	1.0998
549	3.0000	0.8319	0.8249
550	4.0000	1.1093	1.0998
551	4.0000	1.1093	1.0998
552	4.0000	1.1093	1.0998
553	3.0000	0.8319	0.8249
554	4.0000	1.1093	1.0998
555	4.0000	1.1093	1.0998
556	3.0000	0.8319	0.8249
557	4.0000	1.1093	1.0998
558	4.0000	1.1093	1.0998
559	4.0000	1.1093	1.0998
560	3.0000	0.8319	0.8249
561	4.0000	1.1093	1.0998
562	4.0000	1.1093	1.0998
563	2.0000	0.5546	0.5499
564	4.0000	1.1093	1.0998
565	4.0000	1.1093	1.0998
566	3.0000	0.8319	0.8249
567	4.0000	1.1093	1.0998
568	4.0000	1.1093	1.0998
569	4.0000	1.1093	1.0998
570	4.0000	1.1093	1.0998
571	4.0000	1.1093	1.0998
572	4.0000	1.1093	1.0998
573	4.0000	1.1093	1.0998
574	3.0000	0.8319	0.8249
575	3.0000	0.8319	0.8249
576	4.0000	1.1093	1.0998
577	3.0000	0.8319	0.8249
578	4.0000	1.1093	1.0998
579	4.0000	1.1093	1.0998
580	4.0000	1.1093	1.0998
581	4.0000	1.1093	1.0998
582	4.0000	1.1093	1.0998
583	3.0000	0.8319	0.8249
584	3.0000	0.8319	0.8249
585	4.0000	1.1093	1.0998
586	4.0000	1.1093	1.0998
587	4.0000	1.1093	1.0998
588	3.0000	0.8319	0.8249
589	3.0000	0.8319	0.8249
590	2.0000	0.5546	0.5499
591	4.0000	1.1093	1.0998
592	3.0000	0.8319	0.8249
593	4.0000	1.1093	1.0998
594	4.0000	1.1093	1.0998
595	3.0000	0.8319	0.8249
596	4.0000	1.1093	1.0998
597	2.0000	0.5546	0.5499
598	4.0000	1.1093	1.0998
599	4.0000	1.1093	1.0998
600	4.0000	1.1093	1.0998
601	4.0000	1.1093	1.0998
602	4.0000	1.1093	1.0998
603	3.0000	0.8319	0.8249
604	4.0000	1.1093	1.0998
605	4.0000	1.1093	1.0998
606	4.0000	1.1093	1.0998
607	3.0000	0.8319	0.8249
608	4.0000	1.1093	1.0998
609	4.0000	1.1093	1.0998
610	4.0000	1.1093	1.0998
611	3.0000	0.8319	0.8249
612	4.0000	1.1093	1.0998
613	3.0000	0.8319	0.8249
614	3.0000	0.8319	0.8249
615	4.0000	1.1093	1.0998
616	2.0000	0.5546	0.5499
617	2.0000	0.5546	0.5499
618	4.0000	1.1093	1.0998
619	3.0000	0.8319	0.8249
620	3.0000	0.8319	0.8249
621	3.0000	0.8319	0.8249
622	4.0000	1.1093	1.0998
623	3.0000	0.8319	0.8249
624	3.0000	0.8319	0.8249
625	4.0000	1.1093	1.0998
626	3.0000	0.8319	0.8249
627	4.0000	1.1093	1.0998
628	4.0000	1.1093	1.0998
629	4.0000	1.1093	1.0998
630	4.0000	1.1093	1.0998
631	4.0000	1.1093	1.0998
632	4.0000	1.1093	1.0998
633	4.0000	1.1093	1.0998
634	4.0000	1.1093	1.0998
635	4.0000	1.1093	1.0998
636	4.0000	1.1093	1.0998
637	3.0000	0.8319	0.8249
638	4.0000	1.1093	1.0998
639	3.0000	0.8319	0.8249
640	4.0000	1.1093	1.0998
641	4.0000	1.1093	1.0998
642	3.0000	0.8319	0.8249
643	4.0000	1.1093	1.0998
644	4.0000	1.1093	1.0998
645	4.0000	1.1093	1.0998
646	3.0000	0.8319	0.8249
647	3.0000	0.8319	0.8249
648	3.0000	0.8319	0.8249
649	4.0000	1.1093	1.0998
650	4.0000	1.1093	1.0998
651	4.0000	1.1093	1.0998
652	3.0000	0.8319	0.8249
653	4.0000	1.1093	1.0998
654	4.0000	1.1093	1.0998
655	4.0000	1.1093	1.0998
656	4.0000	1.1093	1.0998
657	4.0000	1.1093	1.0998
658	4.0000	1.1093	1.0998
659	3.0000	0.8319	0.8249
660	4.0000	1.1093	1.0998
661	4.0000	1.1093	1.0998
662	3.0000	0.8319	0.8249
663	4.0000	1.1093	1.0998
664	4.0000	1.1093	1.0998
665	3.0000	0.8319	0.8249
666	4.0000	1.1093	1.0998
667	3.0000	0.8319	0.8249
668	4.0000	1.1093	1.0998
669	4.0000	1.1093	1.0998
670	3.0000	0.8319	0.8249
671	4.0000	1.1093	1.0998
672	4.0000	1.1093	1.0998
673	4.0000	1.1093	1.0998
674	4.0000	1.1093	1.0998
675	4.0000	1.1093	1.0998
676	4.0000	1.1093	1.0998
677	4.0000	1.1093	1.0998
678	4.0000	1.1093	1.0998
679	2.0000	0.5546	0.5499
680	4.0000	1.1093	1.0998
681	4.0000	1.1093	1.0998
682	4.0000	1.1093	1.0998
683	4.0000	1.1093	1.0998
684	3.0000	0.8319	0.8249
685	4.0000	1.1093	1.0998
686	4.0000	1.1093	1.0998
687	4.0000	1.1093	1.0998
688	3.0000	0.8319	0.8249
689	4.0000	1.1093	1.0998
690	4.0000	1.1093	1.0998
691	4.0000	1.1093	1.0998
692	4.0000	1.1093	1.0998
693	4.0000	1.1093	1.0998
694	4.0000	1.1093	1.0998
695	4.0000	1.1093	1.0998
696	3.0000	0.8319	0.8249
697	4.0000	1.1093	1.0998
698	4.0000	1.1093	1.0998
699	4.0000	1.1093	1.0998
700	4.0000	1.1093	1.0998
701	4.0000	1.1093	1.0998
702	3.0000	0.8319	0.8249
703	3.0000	0.8319	0.8249
704	2.0000	0.5546	0.5499
705	4.0000	1.1093	1.0998
706	3.0000	0.8319	0.8249
707	2.0000	0.5546	0.5499
708	4.0000	1.1093	1.0998
709	3.0000	0.8319	0.8249
710	3.0000	0.8319	0.8249
711	3.0000	0.8319	0.8249
712	4.0000	1.1093	1.0998
713	4.0000	1.1093	1.0998
714	3.0000	0.8319	0.8249
715	4.0000	1.1093	1.0998
716	4.0000	1.1093	1.0998
717	3.0000	0.8319	0.8249
718	4.0000	1.1093	1.0998
719	4.0000	1.1093	1.0998
720	4.0000	1.1093	1.0998
721	4.0000	1.1093	1.0998
722	3.0000	0.8319	0.8249
723	4.0000	1.1093	1.0998
724	4.0000	1.1093	1.0998
725	4.0000	1.1093	1.0998
726	4.0000	1.1093	1.0998
727	0.0000	0.0000	0.0000
728	4.0000	1.1093	1.0998
729	3.0000	0.8319	0.8249
730	3.0000	0.8319	0.8249
731	3.0000	0.8319	0.8249
732	3.0000	0.8319	0.8249
733	4.0000	1.1093	1.0998
734	4.0000	1.1093	1.0998
735	3.0000	0.8319	0.8249
736	3.0000	0.8319	0.8249
737	4.0000	1.1093	1.0998
738	4.0000	1.1093	1.0998
739	4.0000	1.1093	1.0998
740	4.0000	1.1093	1.0998
741	4.0000	1.1093	1.0998
742	4.0000	1.1093	1.0998
743	4.0000	1.1093	1.0998
744	3.0000	0.8319	0.8249
745	4.0000	1.1093	1.0998
746	4.0000	1.1093	1.0998
747	4.0000	1.1093	1.0998
748	4.0000	1.1093	1.0998
749	4.0000	1.1093	1.0998
750	3.0000	0.8319	0.8249
751	4.0000	1.1093	1.0998
752	4.0000	1.1093	1.0998
753	4.0000	1.1093	1.0998
754	4.0000	1.1093	1.0998
755	3.0000	0.8319	0.8249
756	1.0000	0.2773	0.2750
757	4.0000	1.1093	1.0998
758	3.0000	0.8319	0.8249
759	4.0000	1.1093	1.0998
760	4.0000	1.1093	1.0998
761	4.0000	1.1093	1.0998
762	4.0000	1.1093	1.0998
763	4.0000	1.1093	1.0998
764	4.0000	1.1093	1.0998
765	4.0000	1.1093	1.0998
766	3.0000	0.8319	0.8249
767	4.0000	1.1093	1.0998
768	3.0000	0.8319	0.8249
769	4.0000	1.1093	1.0998
770	4.0000	1.1093	1.0998
771	4.0000	1.1093	1.0998
772	3.0000	0.8319	0.8249
773	2.0000	0.5546	0.5499
774	4.0000	1.1093	1.0998
775	4.0000	1.1093	1.0998
776	4.0000	1.1093	1.0998
777	4.0000	1.1093	1.0998
778	4.0000	1.1093	1.0998
779	2.0000	0.5546	0.5499
780	4.0000	1.1093	1.0998
781	4.0000	1.1093	1.0998
782	4.0000	1.1093	1.0998
783	4.0000	1.1093	1.0998
784	3.0000	0.8319	0.8249
785	4.0000	1.1093	1.0998
786	3.0000	0.8319	0.8249
787	3.0000	0.8319	0.8249
788	3.0000	0.8319	0.8249
789	2.0000	0.5546	0.5499
790	4.0000	1.1093	1.0998
791	3.0000	0.8319	0.8249
792	4.0000	1.1093	1.0998
793	3.0000	0.8319	0.8249
794	3.0000	0.8319	0.8249
795	4.0000	1.1093	1.0998
796	4.0000	1.1093	1.0998
797	4.0000	1.1093	1.0998
798	4.0000	1.1093	1.0998
799	3.0000	0.8319	0.8249
800	4.0000	1.1093	1.0998
801	3.0000	0.8319	0.8249
802	4.0000	1.1093	1.0998
803	3.0000	0.8319	0.8249
804	4.0000	1.1093	1.0998
805	4.0000	1.1093	1.0998
806	2.0000	0.5546	0.5499
807	4.0000	1.1093	1.0998
808	4.0000	1.1093	1.0998
809	3.0000	0.8319	0.8249
810	4.0000	1.1093	1.0998
811	4.0000	1.1093	1.0998
812	4.0000	1.1093	1.0998
813	4.0000	1.1093	1.0998
814	3.0000	0.8319	0.8249
815	3.0000	0.8319	0.8249
816	4.0000	1.1093	1.0998
817	4.0000	1.1093	1.0998
818	3.0000	0.8319	0.8249
819	4.0000	1.1093	1.0998
