Tree	R-F_Cluster	R-F_Cluster_toYuleAvg	R-F_Cluster_toUnifAvg
440	4.5000	0.9579	0.9611
441	2.5000	0.5321	0.5340
442	3.5000	0.7450	0.7475
443	4.5000	0.9579	0.9611
444	4.5000	0.9579	0.9611
445	4.5000	0.9579	0.9611
446	4.5000	0.9579	0.9611
447	3.5000	0.7450	0.7475
448	4.5000	0.9579	0.9611
449	4.5000	0.9579	0.9611
450	4.5000	0.9579	0.9611
451	4.5000	0.9579	0.9611
452	4.5000	0.9579	0.9611
453	3.5000	0.7450	0.7475
454	4.5000	0.9579	0.9611
455	3.5000	0.7450	0.7475
456	4.5000	0.9579	0.9611
457	3.5000	0.7450	0.7475
458	3.5000	0.7450	0.7475
459	3.5000	0.7450	0.7475
460	4.5000	0.9579	0.9611
461	3.5000	0.7450	0.7475
462	3.5000	0.7450	0.7475
463	4.5000	0.9579	0.9611
464	4.5000	0.9579	0.9611
465	3.5000	0.7450	0.7475
466	4.5000	0.9579	0.9611
467	3.5000	0.7450	0.7475
468	4.5000	0.9579	0.9611
469	4.5000	0.9579	0.9611
470	4.5000	0.9579	0.9611
471	4.5000	0.9579	0.9611
472	4.5000	0.9579	0.9611
473	4.5000	0.9579	0.9611
474	4.5000	0.9579	0.9611
475	4.5000	0.9579	0.9611
476	3.5000	0.7450	0.7475
477	3.5000	0.7450	0.7475
478	3.5000	0.7450	0.7475
479	4.5000	0.9579	0.9611
480	2.5000	0.5321	0.5340
481	4.5000	0.9579	0.9611
482	3.5000	0.7450	0.7475
483	3.5000	0.7450	0.7475
484	4.5000	0.9579	0.9611
485	4.5000	0.9579	0.9611
486	4.5000	0.9579	0.9611
487	4.5000	0.9579	0.9611
488	4.5000	0.9579	0.9611
489	4.5000	0.9579	0.9611
490	4.5000	0.9579	0.9611
491	3.5000	0.7450	0.7475
492	3.5000	0.7450	0.7475
493	4.5000	0.9579	0.9611
494	4.5000	0.9579	0.9611
495	3.5000	0.7450	0.7475
496	4.5000	0.9579	0.9611
497	3.5000	0.7450	0.7475
498	4.5000	0.9579	0.9611
499	4.5000	0.9579	0.9611
500	4.5000	0.9579	0.9611
501	4.5000	0.9579	0.9611
502	4.5000	0.9579	0.9611
503	4.5000	0.9579	0.9611
504	4.5000	0.9579	0.9611
505	3.5000	0.7450	0.7475
506	4.5000	0.9579	0.9611
507	4.5000	0.9579	0.9611
508	4.5000	0.9579	0.9611
509	4.5000	0.9579	0.9611
510	4.5000	0.9579	0.9611
511	2.5000	0.5321	0.5340
512	3.5000	0.7450	0.7475
513	3.5000	0.7450	0.7475
514	4.5000	0.9579	0.9611
515	4.5000	0.9579	0.9611
516	4.5000	0.9579	0.9611
517	4.5000	0.9579	0.9611
518	2.5000	0.5321	0.5340
519	4.5000	0.9579	0.9611
520	4.5000	0.9579	0.9611
521	4.5000	0.9579	0.9611
522	3.5000	0.7450	0.7475
523	3.5000	0.7450	0.7475
524	4.5000	0.9579	0.9611
525	3.5000	0.7450	0.7475
526	4.5000	0.9579	0.9611
527	4.5000	0.9579	0.9611
528	4.5000	0.9579	0.9611
529	4.5000	0.9579	0.9611
530	4.5000	0.9579	0.9611
531	4.5000	0.9579	0.9611
532	3.5000	0.7450	0.7475
533	4.5000	0.9579	0.9611
534	3.5000	0.7450	0.7475
535	4.5000	0.9579	0.9611
536	4.5000	0.9579	0.9611
537	4.5000	0.9579	0.9611
538	4.5000	0.9579	0.9611
539	3.5000	0.7450	0.7475
540	3.5000	0.7450	0.7475
541	4.5000	0.9579	0.9611
542	4.5000	0.9579	0.9611
543	4.5000	0.9579	0.9611
544	4.5000	0.9579	0.9611
545	4.5000	0.9579	0.9611
546	1.5000	0.3193	0.3204
547	4.5000	0.9579	0.9611
548	3.5000	0.7450	0.7475
549	4.5000	0.9579	0.9611
550	4.5000	0.9579	0.9611
551	4.5000	0.9579	0.9611
552	4.5000	0.9579	0.9611
553	4.5000	0.9579	0.9611
554	3.5000	0.7450	0.7475
555	4.5000	0.9579	0.9611
556	4.5000	0.9579	0.9611
557	3.5000	0.7450	0.7475
558	4.5000	0.9579	0.9611
559	4.5000	0.9579	0.9611
560	3.5000	0.7450	0.7475
561	4.5000	0.9579	0.9611
562	3.5000	0.7450	0.7475
563	4.5000	0.9579	0.9611
564	4.5000	0.9579	0.9611
565	3.5000	0.7450	0.7475
566	4.5000	0.9579	0.9611
567	3.5000	0.7450	0.7475
568	2.5000	0.5321	0.5340
569	3.5000	0.7450	0.7475
570	3.5000	0.7450	0.7475
571	3.5000	0.7450	0.7475
572	4.5000	0.9579	0.9611
573	3.5000	0.7450	0.7475
574	4.5000	0.9579	0.9611
575	4.5000	0.9579	0.9611
576	3.5000	0.7450	0.7475
577	3.5000	0.7450	0.7475
578	2.5000	0.5321	0.5340
579	4.5000	0.9579	0.9611
580	4.5000	0.9579	0.9611
581	3.5000	0.7450	0.7475
582	3.5000	0.7450	0.7475
583	3.5000	0.7450	0.7475
584	4.5000	0.9579	0.9611
585	3.5000	0.7450	0.7475
586	3.5000	0.7450	0.7475
587	4.5000	0.9579	0.9611
588	4.5000	0.9579	0.9611
589	4.5000	0.9579	0.9611
590	4.5000	0.9579	0.9611
591	4.5000	0.9579	0.9611
592	4.5000	0.9579	0.9611
593	3.5000	0.7450	0.7475
594	4.5000	0.9579	0.9611
595	4.5000	0.9579	0.9611
596	3.5000	0.7450	0.7475
597	4.5000	0.9579	0.9611
598	3.5000	0.7450	0.7475
599	4.5000	0.9579	0.9611
600	3.5000	0.7450	0.7475
601	4.5000	0.9579	0.9611
602	4.5000	0.9579	0.9611
603	3.5000	0.7450	0.7475
604	4.5000	0.9579	0.9611
605	4.5000	0.9579	0.9611
606	4.5000	0.9579	0.9611
607	4.5000	0.9579	0.9611
608	3.5000	0.7450	0.7475
609	4.5000	0.9579	0.9611
610	4.5000	0.9579	0.9611
611	4.5000	0.9579	0.9611
612	4.5000	0.9579	0.9611
613	4.5000	0.9579	0.9611
614	3.5000	0.7450	0.7475
615	3.5000	0.7450	0.7475
616	4.5000	0.9579	0.9611
617	4.5000	0.9579	0.9611
618	4.5000	0.9579	0.9611
619	4.5000	0.9579	0.9611
620	3.5000	0.7450	0.7475
621	4.5000	0.9579	0.9611
622	4.5000	0.9579	0.9611
623	3.5000	0.7450	0.7475
624	4.5000	0.9579	0.9611
625	4.5000	0.9579	0.9611
626	4.5000	0.9579	0.9611
627	3.5000	0.7450	0.7475
628	4.5000	0.9579	0.9611
629	4.5000	0.9579	0.9611
630	3.5000	0.7450	0.7475
631	4.5000	0.9579	0.9611
632	3.5000	0.7450	0.7475
633	4.5000	0.9579	0.9611
634	3.5000	0.7450	0.7475
635	3.5000	0.7450	0.7475
636	4.5000	0.9579	0.9611
637	3.5000	0.7450	0.7475
638	4.5000	0.9579	0.9611
639	4.5000	0.9579	0.9611
640	4.5000	0.9579	0.9611
641	4.5000	0.9579	0.9611
642	4.5000	0.9579	0.9611
643	4.5000	0.9579	0.9611
644	3.5000	0.7450	0.7475
645	3.5000	0.7450	0.7475
646	4.5000	0.9579	0.9611
647	4.5000	0.9579	0.9611
648	4.5000	0.9579	0.9611
649	4.5000	0.9579	0.9611
650	4.5000	0.9579	0.9611
651	4.5000	0.9579	0.9611
652	4.5000	0.9579	0.9611
653	4.5000	0.9579	0.9611
654	3.5000	0.7450	0.7475
655	4.5000	0.9579	0.9611
656	4.5000	0.9579	0.9611
657	4.5000	0.9579	0.9611
658	4.5000	0.9579	0.9611
659	4.5000	0.9579	0.9611
660	4.5000	0.9579	0.9611
661	3.5000	0.7450	0.7475
662	4.5000	0.9579	0.9611
663	3.5000	0.7450	0.7475
664	4.5000	0.9579	0.9611
665	4.5000	0.9579	0.9611
666	4.5000	0.9579	0.9611
667	4.5000	0.9579	0.9611
668	4.5000	0.9579	0.9611
669	3.5000	0.7450	0.7475
670	4.5000	0.9579	0.9611
671	4.5000	0.9579	0.9611
672	4.5000	0.9579	0.9611
673	4.5000	0.9579	0.9611
674	4.5000	0.9579	0.9611
675	4.5000	0.9579	0.9611
676	4.5000	0.9579	0.9611
677	4.5000	0.9579	0.9611
678	4.5000	0.9579	0.9611
679	4.5000	0.9579	0.9611
680	4.5000	0.9579	0.9611
681	4.5000	0.9579	0.9611
682	4.5000	0.9579	0.9611
683	4.5000	0.9579	0.9611
684	3.5000	0.7450	0.7475
685	3.5000	0.7450	0.7475
686	3.5000	0.7450	0.7475
687	2.5000	0.5321	0.5340
688	4.5000	0.9579	0.9611
689	3.5000	0.7450	0.7475
690	4.5000	0.9579	0.9611
691	4.5000	0.9579	0.9611
692	4.5000	0.9579	0.9611
693	4.5000	0.9579	0.9611
694	4.5000	0.9579	0.9611
695	3.5000	0.7450	0.7475
696	3.5000	0.7450	0.7475
697	4.5000	0.9579	0.9611
698	4.5000	0.9579	0.9611
699	4.5000	0.9579	0.9611
700	4.5000	0.9579	0.9611
701	3.5000	0.7450	0.7475
702	3.5000	0.7450	0.7475
703	4.5000	0.9579	0.9611
704	4.5000	0.9579	0.9611
705	3.5000	0.7450	0.7475
706	4.5000	0.9579	0.9611
707	4.5000	0.9579	0.9611
708	4.5000	0.9579	0.9611
709	3.5000	0.7450	0.7475
710	4.5000	0.9579	0.9611
711	4.5000	0.9579	0.9611
712	4.5000	0.9579	0.9611
713	3.5000	0.7450	0.7475
714	4.5000	0.9579	0.9611
715	3.5000	0.7450	0.7475
716	3.5000	0.7450	0.7475
717	4.5000	0.9579	0.9611
718	4.5000	0.9579	0.9611
719	4.5000	0.9579	0.9611
720	4.5000	0.9579	0.9611
721	4.5000	0.9579	0.9611
722	4.5000	0.9579	0.9611
723	3.5000	0.7450	0.7475
724	4.5000	0.9579	0.9611
725	4.5000	0.9579	0.9611
726	4.5000	0.9579	0.9611
727	4.5000	0.9579	0.9611
728	4.5000	0.9579	0.9611
729	4.5000	0.9579	0.9611
730	4.5000	0.9579	0.9611
731	4.5000	0.9579	0.9611
732	4.5000	0.9579	0.9611
733	3.5000	0.7450	0.7475
734	4.5000	0.9579	0.9611
735	4.5000	0.9579	0.9611
736	4.5000	0.9579	0.9611
737	4.5000	0.9579	0.9611
738	3.5000	0.7450	0.7475
739	4.5000	0.9579	0.9611
740	4.5000	0.9579	0.9611
741	4.5000	0.9579	0.9611
742	4.5000	0.9579	0.9611
743	0.5000	0.1064	0.1068
744	4.5000	0.9579	0.9611
745	4.5000	0.9579	0.9611
746	3.5000	0.7450	0.7475
747	3.5000	0.7450	0.7475
748	4.5000	0.9579	0.9611
749	4.5000	0.9579	0.9611
750	4.5000	0.9579	0.9611
751	3.5000	0.7450	0.7475
752	4.5000	0.9579	0.9611
753	4.5000	0.9579	0.9611
754	4.5000	0.9579	0.9611
755	4.5000	0.9579	0.9611
756	4.5000	0.9579	0.9611
757	3.5000	0.7450	0.7475
758	4.5000	0.9579	0.9611
759	2.5000	0.5321	0.5340
760	4.5000	0.9579	0.9611
761	4.5000	0.9579	0.9611
762	3.5000	0.7450	0.7475
763	3.5000	0.7450	0.7475
764	4.5000	0.9579	0.9611
765	4.5000	0.9579	0.9611
766	2.5000	0.5321	0.5340
767	3.5000	0.7450	0.7475
768	3.5000	0.7450	0.7475
769	4.5000	0.9579	0.9611
770	4.5000	0.9579	0.9611
771	3.5000	0.7450	0.7475
772	4.5000	0.9579	0.9611
773	4.5000	0.9579	0.9611
774	3.5000	0.7450	0.7475
775	3.5000	0.7450	0.7475
776	4.5000	0.9579	0.9611
777	4.5000	0.9579	0.9611
778	4.5000	0.9579	0.9611
779	4.5000	0.9579	0.9611
780	4.5000	0.9579	0.9611
781	3.5000	0.7450	0.7475
782	2.5000	0.5321	0.5340
783	4.5000	0.9579	0.9611
784	3.5000	0.7450	0.7475
785	4.5000	0.9579	0.9611
786	4.5000	0.9579	0.9611
787	4.5000	0.9579	0.9611
788	3.5000	0.7450	0.7475
789	4.5000	0.9579	0.9611
790	3.5000	0.7450	0.7475
791	4.5000	0.9579	0.9611
792	4.5000	0.9579	0.9611
793	3.5000	0.7450	0.7475
794	3.5000	0.7450	0.7475
795	4.5000	0.9579	0.9611
796	3.5000	0.7450	0.7475
797	3.5000	0.7450	0.7475
798	4.5000	0.9579	0.9611
799	4.5000	0.9579	0.9611
800	3.5000	0.7450	0.7475
801	4.5000	0.9579	0.9611
802	3.5000	0.7450	0.7475
803	4.5000	0.9579	0.9611
804	3.5000	0.7450	0.7475
805	4.5000	0.9579	0.9611
806	4.5000	0.9579	0.9611
807	4.5000	0.9579	0.9611
808	0.5000	0.1064	0.1068
809	4.5000	0.9579	0.9611
810	3.5000	0.7450	0.7475
811	2.5000	0.5321	0.5340
812	4.5000	0.9579	0.9611
813	4.5000	0.9579	0.9611
814	4.5000	0.9579	0.9611
815	4.5000	0.9579	0.9611
816	3.5000	0.7450	0.7475
817	4.5000	0.9579	0.9611
818	4.5000	0.9579	0.9611
