Tree	MatchingCluster	MatchingCluster_toYuleAvg	MatchingCluster_toUnifAvg
93	12.0000	0.9510	0.9472
94	14.0000	1.1095	1.1051
95	10.0000	0.7925	0.7893
96	14.0000	1.1095	1.1051
97	14.0000	1.1095	1.1051
98	12.0000	0.9510	0.9472
99	14.0000	1.1095	1.1051
100	10.0000	0.7925	0.7893
101	11.0000	0.8718	0.8683
102	12.0000	0.9510	0.9472
103	10.0000	0.7925	0.7893
104	12.0000	0.9510	0.9472
105	10.0000	0.7925	0.7893
106	9.0000	0.7133	0.7104
107	16.0000	1.2680	1.2629
108	14.0000	1.1095	1.1051
109	12.0000	0.9510	0.9472
110	16.0000	1.2680	1.2629
111	10.0000	0.7925	0.7893
112	10.0000	0.7925	0.7893
113	13.0000	1.0303	1.0261
114	9.0000	0.7133	0.7104
115	12.0000	0.9510	0.9472
116	11.0000	0.8718	0.8683
117	8.0000	0.6340	0.6315
118	14.0000	1.1095	1.1051
119	10.0000	0.7925	0.7893
120	14.0000	1.1095	1.1051
121	14.0000	1.1095	1.1051
122	14.0000	1.1095	1.1051
123	3.0000	0.2378	0.2368
124	14.0000	1.1095	1.1051
125	10.0000	0.7925	0.7893
126	10.0000	0.7925	0.7893
127	13.0000	1.0303	1.0261
128	9.0000	0.7133	0.7104
129	12.0000	0.9510	0.9472
130	11.0000	0.8718	0.8683
131	10.0000	0.7925	0.7893
132	12.0000	0.9510	0.9472
133	6.0000	0.4755	0.4736
134	10.0000	0.7925	0.7893
135	12.0000	0.9510	0.9472
136	14.0000	1.1095	1.1051
137	12.0000	0.9510	0.9472
138	12.0000	0.9510	0.9472
139	10.0000	0.7925	0.7893
140	6.0000	0.4755	0.4736
141	12.0000	0.9510	0.9472
142	14.0000	1.1095	1.1051
143	10.0000	0.7925	0.7893
144	16.0000	1.2680	1.2629
145	12.0000	0.9510	0.9472
146	10.0000	0.7925	0.7893
147	14.0000	1.1095	1.1051
148	13.0000	1.0303	1.0261
149	8.0000	0.6340	0.6315
150	14.0000	1.1095	1.1051
151	14.0000	1.1095	1.1051
152	13.0000	1.0303	1.0261
153	14.0000	1.1095	1.1051
154	14.0000	1.1095	1.1051
155	3.0000	0.2378	0.2368
156	16.0000	1.2680	1.2629
157	12.0000	0.9510	0.9472
158	12.0000	0.9510	0.9472
159	12.0000	0.9510	0.9472
160	11.0000	0.8718	0.8683
161	14.0000	1.1095	1.1051
162	13.0000	1.0303	1.0261
163	14.0000	1.1095	1.1051
164	10.0000	0.7925	0.7893
165	14.0000	1.1095	1.1051
166	14.0000	1.1095	1.1051
167	10.0000	0.7925	0.7893
168	13.0000	1.0303	1.0261
169	10.0000	0.7925	0.7893
170	6.0000	0.4755	0.4736
171	10.0000	0.7925	0.7893
172	11.0000	0.8718	0.8683
173	14.0000	1.1095	1.1051
174	10.0000	0.7925	0.7893
175	14.0000	1.1095	1.1051
176	10.0000	0.7925	0.7893
177	12.0000	0.9510	0.9472
178	14.0000	1.1095	1.1051
179	9.0000	0.7133	0.7104
180	10.0000	0.7925	0.7893
181	12.0000	0.9510	0.9472
182	12.0000	0.9510	0.9472
183	10.0000	0.7925	0.7893
184	9.0000	0.7133	0.7104
185	10.0000	0.7925	0.7893
186	12.0000	0.9510	0.9472
187	14.0000	1.1095	1.1051
188	12.0000	0.9510	0.9472
189	14.0000	1.1095	1.1051
190	12.0000	0.9510	0.9472
191	8.0000	0.6340	0.6315
192	12.0000	0.9510	0.9472
193	11.0000	0.8718	0.8683
194	12.0000	0.9510	0.9472
195	12.0000	0.9510	0.9472
196	10.0000	0.7925	0.7893
197	9.0000	0.7133	0.7104
198	12.0000	0.9510	0.9472
199	12.0000	0.9510	0.9472
200	10.0000	0.7925	0.7893
201	10.0000	0.7925	0.7893
202	13.0000	1.0303	1.0261
203	11.0000	0.8718	0.8683
204	14.0000	1.1095	1.1051
205	12.0000	0.9510	0.9472
206	14.0000	1.1095	1.1051
207	12.0000	0.9510	0.9472
208	10.0000	0.7925	0.7893
209	12.0000	0.9510	0.9472
210	12.0000	0.9510	0.9472
211	9.0000	0.7133	0.7104
212	10.0000	0.7925	0.7893
213	10.0000	0.7925	0.7893
214	8.0000	0.6340	0.6315
215	10.0000	0.7925	0.7893
216	10.0000	0.7925	0.7893
217	10.0000	0.7925	0.7893
218	12.0000	0.9510	0.9472
219	10.0000	0.7925	0.7893
220	12.0000	0.9510	0.9472
221	12.0000	0.9510	0.9472
222	12.0000	0.9510	0.9472
223	16.0000	1.2680	1.2629
224	8.0000	0.6340	0.6315
225	12.0000	0.9510	0.9472
226	12.0000	0.9510	0.9472
227	12.0000	0.9510	0.9472
228	9.0000	0.7133	0.7104
229	8.0000	0.6340	0.6315
230	12.0000	0.9510	0.9472
231	10.0000	0.7925	0.7893
232	12.0000	0.9510	0.9472
233	12.0000	0.9510	0.9472
234	10.0000	0.7925	0.7893
235	9.0000	0.7133	0.7104
236	10.0000	0.7925	0.7893
237	14.0000	1.1095	1.1051
238	9.0000	0.7133	0.7104
239	10.0000	0.7925	0.7893
240	12.0000	0.9510	0.9472
241	9.0000	0.7133	0.7104
242	10.0000	0.7925	0.7893
243	12.0000	0.9510	0.9472
244	14.0000	1.1095	1.1051
245	10.0000	0.7925	0.7893
246	10.0000	0.7925	0.7893
247	10.0000	0.7925	0.7893
248	10.0000	0.7925	0.7893
249	12.0000	0.9510	0.9472
250	12.0000	0.9510	0.9472
251	11.0000	0.8718	0.8683
252	8.0000	0.6340	0.6315
253	14.0000	1.1095	1.1051
254	8.0000	0.6340	0.6315
255	14.0000	1.1095	1.1051
256	12.0000	0.9510	0.9472
257	10.0000	0.7925	0.7893
258	10.0000	0.7925	0.7893
259	7.0000	0.5548	0.5525
260	8.0000	0.6340	0.6315
261	14.0000	1.1095	1.1051
262	8.0000	0.6340	0.6315
263	12.0000	0.9510	0.9472
264	12.0000	0.9510	0.9472
265	14.0000	1.1095	1.1051
266	12.0000	0.9510	0.9472
267	14.0000	1.1095	1.1051
268	10.0000	0.7925	0.7893
269	12.0000	0.9510	0.9472
270	12.0000	0.9510	0.9472
271	12.0000	0.9510	0.9472
272	11.0000	0.8718	0.8683
273	9.0000	0.7133	0.7104
274	11.0000	0.8718	0.8683
275	9.0000	0.7133	0.7104
276	10.0000	0.7925	0.7893
277	12.0000	0.9510	0.9472
278	13.0000	1.0303	1.0261
279	14.0000	1.1095	1.1051
280	14.0000	1.1095	1.1051
281	10.0000	0.7925	0.7893
282	8.0000	0.6340	0.6315
283	10.0000	0.7925	0.7893
284	13.0000	1.0303	1.0261
285	9.0000	0.7133	0.7104
286	12.0000	0.9510	0.9472
287	14.0000	1.1095	1.1051
288	10.0000	0.7925	0.7893
289	12.0000	0.9510	0.9472
290	10.0000	0.7925	0.7893
291	10.0000	0.7925	0.7893
292	10.0000	0.7925	0.7893
293	14.0000	1.1095	1.1051
294	12.0000	0.9510	0.9472
295	8.0000	0.6340	0.6315
296	10.0000	0.7925	0.7893
297	12.0000	0.9510	0.9472
298	6.0000	0.4755	0.4736
299	14.0000	1.1095	1.1051
300	10.0000	0.7925	0.7893
301	8.0000	0.6340	0.6315
302	12.0000	0.9510	0.9472
303	12.0000	0.9510	0.9472
304	14.0000	1.1095	1.1051
305	12.0000	0.9510	0.9472
306	10.0000	0.7925	0.7893
307	8.0000	0.6340	0.6315
308	10.0000	0.7925	0.7893
309	10.0000	0.7925	0.7893
310	12.0000	0.9510	0.9472
311	10.0000	0.7925	0.7893
312	14.0000	1.1095	1.1051
313	12.0000	0.9510	0.9472
314	12.0000	0.9510	0.9472
315	14.0000	1.1095	1.1051
316	14.0000	1.1095	1.1051
317	12.0000	0.9510	0.9472
318	14.0000	1.1095	1.1051
319	14.0000	1.1095	1.1051
320	14.0000	1.1095	1.1051
321	16.0000	1.2680	1.2629
322	14.0000	1.1095	1.1051
323	10.0000	0.7925	0.7893
324	14.0000	1.1095	1.1051
325	9.0000	0.7133	0.7104
326	10.0000	0.7925	0.7893
327	11.0000	0.8718	0.8683
328	12.0000	0.9510	0.9472
329	10.0000	0.7925	0.7893
330	8.0000	0.6340	0.6315
331	12.0000	0.9510	0.9472
332	14.0000	1.1095	1.1051
333	8.0000	0.6340	0.6315
334	14.0000	1.1095	1.1051
335	14.0000	1.1095	1.1051
336	13.0000	1.0303	1.0261
337	14.0000	1.1095	1.1051
338	9.0000	0.7133	0.7104
339	4.0000	0.3170	0.3157
340	9.0000	0.7133	0.7104
341	10.0000	0.7925	0.7893
342	11.0000	0.8718	0.8683
343	14.0000	1.1095	1.1051
344	9.0000	0.7133	0.7104
345	12.0000	0.9510	0.9472
346	14.0000	1.1095	1.1051
347	14.0000	1.1095	1.1051
348	13.0000	1.0303	1.0261
349	12.0000	0.9510	0.9472
350	13.0000	1.0303	1.0261
351	8.0000	0.6340	0.6315
352	12.0000	0.9510	0.9472
353	9.0000	0.7133	0.7104
354	12.0000	0.9510	0.9472
355	14.0000	1.1095	1.1051
356	12.0000	0.9510	0.9472
357	14.0000	1.1095	1.1051
358	6.0000	0.4755	0.4736
359	12.0000	0.9510	0.9472
360	10.0000	0.7925	0.7893
361	10.0000	0.7925	0.7893
362	6.0000	0.4755	0.4736
363	9.0000	0.7133	0.7104
364	12.0000	0.9510	0.9472
365	14.0000	1.1095	1.1051
366	13.0000	1.0303	1.0261
367	9.0000	0.7133	0.7104
368	8.0000	0.6340	0.6315
369	14.0000	1.1095	1.1051
370	13.0000	1.0303	1.0261
371	10.0000	0.7925	0.7893
372	10.0000	0.7925	0.7893
373	9.0000	0.7133	0.7104
374	12.0000	0.9510	0.9472
375	13.0000	1.0303	1.0261
376	10.0000	0.7925	0.7893
377	12.0000	0.9510	0.9472
378	12.0000	0.9510	0.9472
379	12.0000	0.9510	0.9472
380	12.0000	0.9510	0.9472
381	12.0000	0.9510	0.9472
382	12.0000	0.9510	0.9472
383	12.0000	0.9510	0.9472
384	12.0000	0.9510	0.9472
385	3.0000	0.2378	0.2368
386	10.0000	0.7925	0.7893
387	10.0000	0.7925	0.7893
388	14.0000	1.1095	1.1051
389	12.0000	0.9510	0.9472
390	12.0000	0.9510	0.9472
391	12.0000	0.9510	0.9472
392	8.0000	0.6340	0.6315
393	7.0000	0.5548	0.5525
394	8.0000	0.6340	0.6315
395	12.0000	0.9510	0.9472
396	12.0000	0.9510	0.9472
397	16.0000	1.2680	1.2629
398	12.0000	0.9510	0.9472
399	10.0000	0.7925	0.7893
400	8.0000	0.6340	0.6315
401	12.0000	0.9510	0.9472
402	12.0000	0.9510	0.9472
403	10.0000	0.7925	0.7893
404	16.0000	1.2680	1.2629
405	10.0000	0.7925	0.7893
406	12.0000	0.9510	0.9472
407	12.0000	0.9510	0.9472
408	14.0000	1.1095	1.1051
409	13.0000	1.0303	1.0261
410	9.0000	0.7133	0.7104
411	11.0000	0.8718	0.8683
412	10.0000	0.7925	0.7893
413	10.0000	0.7925	0.7893
414	12.0000	0.9510	0.9472
415	12.0000	0.9510	0.9472
416	10.0000	0.7925	0.7893
417	8.0000	0.6340	0.6315
418	13.0000	1.0303	1.0261
419	13.0000	1.0303	1.0261
420	12.0000	0.9510	0.9472
421	12.0000	0.9510	0.9472
422	7.0000	0.5548	0.5525
423	8.0000	0.6340	0.6315
424	12.0000	0.9510	0.9472
425	10.0000	0.7925	0.7893
426	10.0000	0.7925	0.7893
427	12.0000	0.9510	0.9472
428	10.0000	0.7925	0.7893
429	16.0000	1.2680	1.2629
430	9.0000	0.7133	0.7104
431	14.0000	1.1095	1.1051
432	12.0000	0.9510	0.9472
433	11.0000	0.8718	0.8683
434	9.0000	0.7133	0.7104
435	12.0000	0.9510	0.9472
436	14.0000	1.1095	1.1051
437	14.0000	1.1095	1.1051
438	14.0000	1.1095	1.1051
439	14.0000	1.1095	1.1051
440	10.0000	0.7925	0.7893
441	13.0000	1.0303	1.0261
442	14.0000	1.1095	1.1051
443	9.0000	0.7133	0.7104
444	12.0000	0.9510	0.9472
445	7.0000	0.5548	0.5525
446	10.0000	0.7925	0.7893
447	12.0000	0.9510	0.9472
448	7.0000	0.5548	0.5525
449	8.0000	0.6340	0.6315
450	16.0000	1.2680	1.2629
451	13.0000	1.0303	1.0261
452	7.0000	0.5548	0.5525
453	12.0000	0.9510	0.9472
454	7.0000	0.5548	0.5525
455	10.0000	0.7925	0.7893
456	13.0000	1.0303	1.0261
457	13.0000	1.0303	1.0261
458	14.0000	1.1095	1.1051
459	12.0000	0.9510	0.9472
460	12.0000	0.9510	0.9472
461	14.0000	1.1095	1.1051
462	13.0000	1.0303	1.0261
463	12.0000	0.9510	0.9472
464	13.0000	1.0303	1.0261
465	10.0000	0.7925	0.7893
466	10.0000	0.7925	0.7893
467	10.0000	0.7925	0.7893
468	12.0000	0.9510	0.9472
469	10.0000	0.7925	0.7893
470	16.0000	1.2680	1.2629
471	14.0000	1.1095	1.1051
472	8.0000	0.6340	0.6315
473	12.0000	0.9510	0.9472
474	10.0000	0.7925	0.7893
475	12.0000	0.9510	0.9472
476	12.0000	0.9510	0.9472
477	10.0000	0.7925	0.7893
478	10.0000	0.7925	0.7893
479	11.0000	0.8718	0.8683
480	12.0000	0.9510	0.9472
481	12.0000	0.9510	0.9472
482	9.0000	0.7133	0.7104
483	12.0000	0.9510	0.9472
484	12.0000	0.9510	0.9472
485	9.0000	0.7133	0.7104
486	13.0000	1.0303	1.0261
487	6.0000	0.4755	0.4736
488	12.0000	0.9510	0.9472
489	12.0000	0.9510	0.9472
490	10.0000	0.7925	0.7893
491	12.0000	0.9510	0.9472
492	10.0000	0.7925	0.7893
493	12.0000	0.9510	0.9472
494	12.0000	0.9510	0.9472
495	10.0000	0.7925	0.7893
496	11.0000	0.8718	0.8683
497	12.0000	0.9510	0.9472
498	12.0000	0.9510	0.9472
499	10.0000	0.7925	0.7893
500	12.0000	0.9510	0.9472
501	12.0000	0.9510	0.9472
502	12.0000	0.9510	0.9472
503	12.0000	0.9510	0.9472
504	10.0000	0.7925	0.7893
505	12.0000	0.9510	0.9472
506	7.0000	0.5548	0.5525
507	12.0000	0.9510	0.9472
508	8.0000	0.6340	0.6315
509	12.0000	0.9510	0.9472
510	9.0000	0.7133	0.7104
511	10.0000	0.7925	0.7893
512	12.0000	0.9510	0.9472
513	9.0000	0.7133	0.7104
514	12.0000	0.9510	0.9472
515	12.0000	0.9510	0.9472
516	12.0000	0.9510	0.9472
517	8.0000	0.6340	0.6315
518	8.0000	0.6340	0.6315
519	13.0000	1.0303	1.0261
520	12.0000	0.9510	0.9472
521	12.0000	0.9510	0.9472
522	13.0000	1.0303	1.0261
523	10.0000	0.7925	0.7893
524	14.0000	1.1095	1.1051
525	10.0000	0.7925	0.7893
526	10.0000	0.7925	0.7893
527	9.0000	0.7133	0.7104
528	12.0000	0.9510	0.9472
529	8.0000	0.6340	0.6315
530	14.0000	1.1095	1.1051
531	14.0000	1.1095	1.1051
532	12.0000	0.9510	0.9472
533	11.0000	0.8718	0.8683
534	14.0000	1.1095	1.1051
535	13.0000	1.0303	1.0261
536	9.0000	0.7133	0.7104
537	7.0000	0.5548	0.5525
538	10.0000	0.7925	0.7893
539	12.0000	0.9510	0.9472
540	11.0000	0.8718	0.8683
541	12.0000	0.9510	0.9472
542	14.0000	1.1095	1.1051
543	10.0000	0.7925	0.7893
544	10.0000	0.7925	0.7893
545	12.0000	0.9510	0.9472
546	11.0000	0.8718	0.8683
547	10.0000	0.7925	0.7893
548	10.0000	0.7925	0.7893
549	9.0000	0.7133	0.7104
550	12.0000	0.9510	0.9472
551	11.0000	0.8718	0.8683
552	12.0000	0.9510	0.9472
553	12.0000	0.9510	0.9472
554	12.0000	0.9510	0.9472
555	12.0000	0.9510	0.9472
556	8.0000	0.6340	0.6315
557	12.0000	0.9510	0.9472
558	14.0000	1.1095	1.1051
559	16.0000	1.2680	1.2629
560	9.0000	0.7133	0.7104
561	10.0000	0.7925	0.7893
562	11.0000	0.8718	0.8683
563	16.0000	1.2680	1.2629
564	12.0000	0.9510	0.9472
565	12.0000	0.9510	0.9472
566	12.0000	0.9510	0.9472
567	12.0000	0.9510	0.9472
568	8.0000	0.6340	0.6315
569	10.0000	0.7925	0.7893
570	12.0000	0.9510	0.9472
571	14.0000	1.1095	1.1051
572	12.0000	0.9510	0.9472
573	12.0000	0.9510	0.9472
574	7.0000	0.5548	0.5525
575	9.0000	0.7133	0.7104
576	13.0000	1.0303	1.0261
577	12.0000	0.9510	0.9472
578	12.0000	0.9510	0.9472
579	14.0000	1.1095	1.1051
580	10.0000	0.7925	0.7893
581	12.0000	0.9510	0.9472
582	12.0000	0.9510	0.9472
583	10.0000	0.7925	0.7893
584	9.0000	0.7133	0.7104
585	10.0000	0.7925	0.7893
586	11.0000	0.8718	0.8683
587	12.0000	0.9510	0.9472
588	11.0000	0.8718	0.8683
589	8.0000	0.6340	0.6315
590	7.0000	0.5548	0.5525
591	12.0000	0.9510	0.9472
592	8.0000	0.6340	0.6315
593	9.0000	0.7133	0.7104
594	11.0000	0.8718	0.8683
595	10.0000	0.7925	0.7893
596	14.0000	1.1095	1.1051
597	8.0000	0.6340	0.6315
598	12.0000	0.9510	0.9472
599	10.0000	0.7925	0.7893
600	11.0000	0.8718	0.8683
601	12.0000	0.9510	0.9472
602	10.0000	0.7925	0.7893
603	9.0000	0.7133	0.7104
604	12.0000	0.9510	0.9472
605	14.0000	1.1095	1.1051
606	13.0000	1.0303	1.0261
607	9.0000	0.7133	0.7104
608	12.0000	0.9510	0.9472
609	14.0000	1.1095	1.1051
610	13.0000	1.0303	1.0261
611	9.0000	0.7133	0.7104
612	12.0000	0.9510	0.9472
613	9.0000	0.7133	0.7104
614	8.0000	0.6340	0.6315
615	10.0000	0.7925	0.7893
616	8.0000	0.6340	0.6315
617	9.0000	0.7133	0.7104
618	12.0000	0.9510	0.9472
619	10.0000	0.7925	0.7893
620	6.0000	0.4755	0.4736
621	12.0000	0.9510	0.9472
622	12.0000	0.9510	0.9472
623	9.0000	0.7133	0.7104
624	16.0000	1.2680	1.2629
625	14.0000	1.1095	1.1051
626	10.0000	0.7925	0.7893
627	12.0000	0.9510	0.9472
628	14.0000	1.1095	1.1051
629	16.0000	1.2680	1.2629
630	11.0000	0.8718	0.8683
631	12.0000	0.9510	0.9472
632	10.0000	0.7925	0.7893
633	11.0000	0.8718	0.8683
634	12.0000	0.9510	0.9472
635	13.0000	1.0303	1.0261
636	14.0000	1.1095	1.1051
637	8.0000	0.6340	0.6315
638	10.0000	0.7925	0.7893
639	10.0000	0.7925	0.7893
640	10.0000	0.7925	0.7893
641	14.0000	1.1095	1.1051
642	12.0000	0.9510	0.9472
643	12.0000	0.9510	0.9472
644	12.0000	0.9510	0.9472
645	10.0000	0.7925	0.7893
646	10.0000	0.7925	0.7893
647	12.0000	0.9510	0.9472
648	12.0000	0.9510	0.9472
649	11.0000	0.8718	0.8683
650	12.0000	0.9510	0.9472
651	12.0000	0.9510	0.9472
652	16.0000	1.2680	1.2629
653	12.0000	0.9510	0.9472
654	10.0000	0.7925	0.7893
655	12.0000	0.9510	0.9472
656	12.0000	0.9510	0.9472
657	10.0000	0.7925	0.7893
658	14.0000	1.1095	1.1051
659	9.0000	0.7133	0.7104
660	16.0000	1.2680	1.2629
661	12.0000	0.9510	0.9472
662	10.0000	0.7925	0.7893
663	11.0000	0.8718	0.8683
664	14.0000	1.1095	1.1051
665	10.0000	0.7925	0.7893
666	14.0000	1.1095	1.1051
667	8.0000	0.6340	0.6315
668	12.0000	0.9510	0.9472
669	12.0000	0.9510	0.9472
670	6.0000	0.4755	0.4736
671	12.0000	0.9510	0.9472
672	12.0000	0.9510	0.9472
673	13.0000	1.0303	1.0261
674	12.0000	0.9510	0.9472
675	11.0000	0.8718	0.8683
676	10.0000	0.7925	0.7893
677	14.0000	1.1095	1.1051
678	10.0000	0.7925	0.7893
679	8.0000	0.6340	0.6315
680	10.0000	0.7925	0.7893
681	10.0000	0.7925	0.7893
682	12.0000	0.9510	0.9472
683	11.0000	0.8718	0.8683
684	10.0000	0.7925	0.7893
685	9.0000	0.7133	0.7104
686	14.0000	1.1095	1.1051
687	12.0000	0.9510	0.9472
688	12.0000	0.9510	0.9472
689	12.0000	0.9510	0.9472
690	12.0000	0.9510	0.9472
691	11.0000	0.8718	0.8683
692	12.0000	0.9510	0.9472
693	12.0000	0.9510	0.9472
694	10.0000	0.7925	0.7893
695	12.0000	0.9510	0.9472
696	8.0000	0.6340	0.6315
697	9.0000	0.7133	0.7104
698	12.0000	0.9510	0.9472
699	12.0000	0.9510	0.9472
700	10.0000	0.7925	0.7893
701	10.0000	0.7925	0.7893
702	8.0000	0.6340	0.6315
703	10.0000	0.7925	0.7893
704	6.0000	0.4755	0.4736
705	12.0000	0.9510	0.9472
706	12.0000	0.9510	0.9472
707	8.0000	0.6340	0.6315
708	12.0000	0.9510	0.9472
709	9.0000	0.7133	0.7104
710	8.0000	0.6340	0.6315
711	12.0000	0.9510	0.9472
712	11.0000	0.8718	0.8683
713	10.0000	0.7925	0.7893
714	8.0000	0.6340	0.6315
715	14.0000	1.1095	1.1051
716	12.0000	0.9510	0.9472
717	8.0000	0.6340	0.6315
718	12.0000	0.9510	0.9472
719	13.0000	1.0303	1.0261
720	12.0000	0.9510	0.9472
721	13.0000	1.0303	1.0261
722	8.0000	0.6340	0.6315
723	12.0000	0.9510	0.9472
724	14.0000	1.1095	1.1051
725	12.0000	0.9510	0.9472
726	11.0000	0.8718	0.8683
727	3.0000	0.2378	0.2368
728	10.0000	0.7925	0.7893
729	10.0000	0.7925	0.7893
730	8.0000	0.6340	0.6315
731	12.0000	0.9510	0.9472
732	14.0000	1.1095	1.1051
733	10.0000	0.7925	0.7893
734	12.0000	0.9510	0.9472
735	10.0000	0.7925	0.7893
736	12.0000	0.9510	0.9472
737	11.0000	0.8718	0.8683
738	12.0000	0.9510	0.9472
739	13.0000	1.0303	1.0261
740	9.0000	0.7133	0.7104
741	12.0000	0.9510	0.9472
742	12.0000	0.9510	0.9472
743	11.0000	0.8718	0.8683
744	12.0000	0.9510	0.9472
745	12.0000	0.9510	0.9472
746	16.0000	1.2680	1.2629
747	10.0000	0.7925	0.7893
748	10.0000	0.7925	0.7893
749	11.0000	0.8718	0.8683
750	9.0000	0.7133	0.7104
751	12.0000	0.9510	0.9472
752	11.0000	0.8718	0.8683
753	12.0000	0.9510	0.9472
754	14.0000	1.1095	1.1051
755	10.0000	0.7925	0.7893
756	8.0000	0.6340	0.6315
757	14.0000	1.1095	1.1051
758	10.0000	0.7925	0.7893
759	11.0000	0.8718	0.8683
760	10.0000	0.7925	0.7893
761	11.0000	0.8718	0.8683
762	10.0000	0.7925	0.7893
763	12.0000	0.9510	0.9472
764	14.0000	1.1095	1.1051
765	14.0000	1.1095	1.1051
766	9.0000	0.7133	0.7104
767	12.0000	0.9510	0.9472
768	11.0000	0.8718	0.8683
769	10.0000	0.7925	0.7893
770	12.0000	0.9510	0.9472
771	11.0000	0.8718	0.8683
772	10.0000	0.7925	0.7893
773	8.0000	0.6340	0.6315
774	10.0000	0.7925	0.7893
775	12.0000	0.9510	0.9472
776	14.0000	1.1095	1.1051
777	13.0000	1.0303	1.0261
778	8.0000	0.6340	0.6315
779	10.0000	0.7925	0.7893
780	12.0000	0.9510	0.9472
781	10.0000	0.7925	0.7893
782	10.0000	0.7925	0.7893
783	10.0000	0.7925	0.7893
784	10.0000	0.7925	0.7893
785	14.0000	1.1095	1.1051
786	12.0000	0.9510	0.9472
787	9.0000	0.7133	0.7104
788	12.0000	0.9510	0.9472
789	7.0000	0.5548	0.5525
790	16.0000	1.2680	1.2629
791	10.0000	0.7925	0.7893
792	12.0000	0.9510	0.9472
793	12.0000	0.9510	0.9472
794	8.0000	0.6340	0.6315
795	13.0000	1.0303	1.0261
796	11.0000	0.8718	0.8683
797	14.0000	1.1095	1.1051
798	12.0000	0.9510	0.9472
799	12.0000	0.9510	0.9472
800	12.0000	0.9510	0.9472
801	10.0000	0.7925	0.7893
802	12.0000	0.9510	0.9472
803	8.0000	0.6340	0.6315
804	12.0000	0.9510	0.9472
805	11.0000	0.8718	0.8683
806	8.0000	0.6340	0.6315
807	12.0000	0.9510	0.9472
808	11.0000	0.8718	0.8683
809	7.0000	0.5548	0.5525
810	11.0000	0.8718	0.8683
811	12.0000	0.9510	0.9472
812	12.0000	0.9510	0.9472
813	12.0000	0.9510	0.9472
814	9.0000	0.7133	0.7104
815	10.0000	0.7925	0.7893
816	14.0000	1.1095	1.1051
817	12.0000	0.9510	0.9472
818	12.0000	0.9510	0.9472
