Tree	R-F	R-F_toYuleAvg	R-F_toUnifAvg
82	4.0000	1.1093	1.0998
83	4.0000	1.1093	1.0998
84	4.0000	1.1093	1.0998
85	4.0000	1.1093	1.0998
86	2.0000	0.5546	0.5499
87	2.0000	0.5546	0.5499
88	4.0000	1.1093	1.0998
89	3.0000	0.8319	0.8249
90	4.0000	1.1093	1.0998
91	4.0000	1.1093	1.0998
92	4.0000	1.1093	1.0998
93	3.0000	0.8319	0.8249
94	4.0000	1.1093	1.0998
95	4.0000	1.1093	1.0998
96	3.0000	0.8319	0.8249
97	3.0000	0.8319	0.8249
98	2.0000	0.5546	0.5499
99	2.0000	0.5546	0.5499
100	4.0000	1.1093	1.0998
101	0.0000	0.0000	0.0000
102	4.0000	1.1093	1.0998
103	4.0000	1.1093	1.0998
104	4.0000	1.1093	1.0998
105	4.0000	1.1093	1.0998
106	4.0000	1.1093	1.0998
107	4.0000	1.1093	1.0998
108	4.0000	1.1093	1.0998
109	3.0000	0.8319	0.8249
110	4.0000	1.1093	1.0998
111	4.0000	1.1093	1.0998
112	4.0000	1.1093	1.0998
113	4.0000	1.1093	1.0998
114	4.0000	1.1093	1.0998
115	3.0000	0.8319	0.8249
116	4.0000	1.1093	1.0998
117	4.0000	1.1093	1.0998
118	4.0000	1.1093	1.0998
119	4.0000	1.1093	1.0998
120	4.0000	1.1093	1.0998
121	4.0000	1.1093	1.0998
122	4.0000	1.1093	1.0998
123	4.0000	1.1093	1.0998
124	4.0000	1.1093	1.0998
125	4.0000	1.1093	1.0998
126	4.0000	1.1093	1.0998
127	3.0000	0.8319	0.8249
128	4.0000	1.1093	1.0998
129	3.0000	0.8319	0.8249
130	1.0000	0.2773	0.2750
131	3.0000	0.8319	0.8249
132	4.0000	1.1093	1.0998
133	4.0000	1.1093	1.0998
134	3.0000	0.8319	0.8249
135	4.0000	1.1093	1.0998
136	4.0000	1.1093	1.0998
137	4.0000	1.1093	1.0998
138	4.0000	1.1093	1.0998
139	4.0000	1.1093	1.0998
140	4.0000	1.1093	1.0998
141	4.0000	1.1093	1.0998
142	4.0000	1.1093	1.0998
143	4.0000	1.1093	1.0998
144	4.0000	1.1093	1.0998
145	4.0000	1.1093	1.0998
146	4.0000	1.1093	1.0998
147	4.0000	1.1093	1.0998
148	4.0000	1.1093	1.0998
149	4.0000	1.1093	1.0998
150	3.0000	0.8319	0.8249
151	4.0000	1.1093	1.0998
152	2.0000	0.5546	0.5499
153	4.0000	1.1093	1.0998
154	4.0000	1.1093	1.0998
155	4.0000	1.1093	1.0998
156	4.0000	1.1093	1.0998
157	3.0000	0.8319	0.8249
158	3.0000	0.8319	0.8249
159	4.0000	1.1093	1.0998
160	3.0000	0.8319	0.8249
161	4.0000	1.1093	1.0998
162	2.0000	0.5546	0.5499
163	4.0000	1.1093	1.0998
164	3.0000	0.8319	0.8249
165	4.0000	1.1093	1.0998
166	4.0000	1.1093	1.0998
167	3.0000	0.8319	0.8249
168	3.0000	0.8319	0.8249
169	4.0000	1.1093	1.0998
170	3.0000	0.8319	0.8249
171	4.0000	1.1093	1.0998
172	4.0000	1.1093	1.0998
173	4.0000	1.1093	1.0998
174	4.0000	1.1093	1.0998
175	4.0000	1.1093	1.0998
176	3.0000	0.8319	0.8249
177	4.0000	1.1093	1.0998
178	4.0000	1.1093	1.0998
179	3.0000	0.8319	0.8249
180	3.0000	0.8319	0.8249
181	4.0000	1.1093	1.0998
182	3.0000	0.8319	0.8249
183	4.0000	1.1093	1.0998
184	4.0000	1.1093	1.0998
185	4.0000	1.1093	1.0998
186	3.0000	0.8319	0.8249
187	3.0000	0.8319	0.8249
188	4.0000	1.1093	1.0998
189	4.0000	1.1093	1.0998
190	4.0000	1.1093	1.0998
191	4.0000	1.1093	1.0998
192	4.0000	1.1093	1.0998
193	3.0000	0.8319	0.8249
194	3.0000	0.8319	0.8249
195	3.0000	0.8319	0.8249
196	4.0000	1.1093	1.0998
197	4.0000	1.1093	1.0998
198	4.0000	1.1093	1.0998
199	4.0000	1.1093	1.0998
200	4.0000	1.1093	1.0998
201	4.0000	1.1093	1.0998
202	3.0000	0.8319	0.8249
203	3.0000	0.8319	0.8249
204	3.0000	0.8319	0.8249
205	4.0000	1.1093	1.0998
206	3.0000	0.8319	0.8249
207	3.0000	0.8319	0.8249
208	2.0000	0.5546	0.5499
209	4.0000	1.1093	1.0998
210	4.0000	1.1093	1.0998
211	4.0000	1.1093	1.0998
212	4.0000	1.1093	1.0998
213	3.0000	0.8319	0.8249
214	4.0000	1.1093	1.0998
215	4.0000	1.1093	1.0998
216	4.0000	1.1093	1.0998
217	2.0000	0.5546	0.5499
218	3.0000	0.8319	0.8249
219	4.0000	1.1093	1.0998
220	3.0000	0.8319	0.8249
221	4.0000	1.1093	1.0998
222	3.0000	0.8319	0.8249
223	4.0000	1.1093	1.0998
224	4.0000	1.1093	1.0998
225	4.0000	1.1093	1.0998
226	3.0000	0.8319	0.8249
227	4.0000	1.1093	1.0998
228	4.0000	1.1093	1.0998
229	4.0000	1.1093	1.0998
230	3.0000	0.8319	0.8249
231	4.0000	1.1093	1.0998
232	4.0000	1.1093	1.0998
233	3.0000	0.8319	0.8249
234	4.0000	1.1093	1.0998
235	4.0000	1.1093	1.0998
236	4.0000	1.1093	1.0998
237	4.0000	1.1093	1.0998
238	2.0000	0.5546	0.5499
239	4.0000	1.1093	1.0998
240	4.0000	1.1093	1.0998
241	3.0000	0.8319	0.8249
242	3.0000	0.8319	0.8249
243	4.0000	1.1093	1.0998
244	3.0000	0.8319	0.8249
245	4.0000	1.1093	1.0998
246	4.0000	1.1093	1.0998
247	4.0000	1.1093	1.0998
248	3.0000	0.8319	0.8249
249	3.0000	0.8319	0.8249
250	3.0000	0.8319	0.8249
251	4.0000	1.1093	1.0998
252	4.0000	1.1093	1.0998
253	4.0000	1.1093	1.0998
254	3.0000	0.8319	0.8249
255	4.0000	1.1093	1.0998
256	3.0000	0.8319	0.8249
257	4.0000	1.1093	1.0998
258	4.0000	1.1093	1.0998
259	3.0000	0.8319	0.8249
260	3.0000	0.8319	0.8249
261	4.0000	1.1093	1.0998
262	4.0000	1.1093	1.0998
263	4.0000	1.1093	1.0998
264	3.0000	0.8319	0.8249
265	4.0000	1.1093	1.0998
266	4.0000	1.1093	1.0998
267	4.0000	1.1093	1.0998
268	2.0000	0.5546	0.5499
269	4.0000	1.1093	1.0998
270	2.0000	0.5546	0.5499
271	3.0000	0.8319	0.8249
272	3.0000	0.8319	0.8249
273	4.0000	1.1093	1.0998
274	4.0000	1.1093	1.0998
275	4.0000	1.1093	1.0998
276	3.0000	0.8319	0.8249
277	3.0000	0.8319	0.8249
278	4.0000	1.1093	1.0998
279	4.0000	1.1093	1.0998
280	3.0000	0.8319	0.8249
281	4.0000	1.1093	1.0998
282	4.0000	1.1093	1.0998
283	3.0000	0.8319	0.8249
284	3.0000	0.8319	0.8249
285	4.0000	1.1093	1.0998
286	4.0000	1.1093	1.0998
287	3.0000	0.8319	0.8249
288	4.0000	1.1093	1.0998
289	4.0000	1.1093	1.0998
290	4.0000	1.1093	1.0998
291	4.0000	1.1093	1.0998
292	4.0000	1.1093	1.0998
293	4.0000	1.1093	1.0998
294	4.0000	1.1093	1.0998
295	4.0000	1.1093	1.0998
296	2.0000	0.5546	0.5499
297	3.0000	0.8319	0.8249
298	4.0000	1.1093	1.0998
299	4.0000	1.1093	1.0998
300	4.0000	1.1093	1.0998
301	4.0000	1.1093	1.0998
302	4.0000	1.1093	1.0998
303	4.0000	1.1093	1.0998
304	3.0000	0.8319	0.8249
305	2.0000	0.5546	0.5499
306	4.0000	1.1093	1.0998
307	4.0000	1.1093	1.0998
308	3.0000	0.8319	0.8249
309	2.0000	0.5546	0.5499
310	4.0000	1.1093	1.0998
311	1.0000	0.2773	0.2750
312	4.0000	1.1093	1.0998
313	3.0000	0.8319	0.8249
314	4.0000	1.1093	1.0998
315	4.0000	1.1093	1.0998
316	4.0000	1.1093	1.0998
317	4.0000	1.1093	1.0998
318	4.0000	1.1093	1.0998
319	1.0000	0.2773	0.2750
320	4.0000	1.1093	1.0998
321	4.0000	1.1093	1.0998
322	4.0000	1.1093	1.0998
323	4.0000	1.1093	1.0998
324	4.0000	1.1093	1.0998
325	3.0000	0.8319	0.8249
326	3.0000	0.8319	0.8249
327	4.0000	1.1093	1.0998
328	4.0000	1.1093	1.0998
329	4.0000	1.1093	1.0998
330	4.0000	1.1093	1.0998
331	4.0000	1.1093	1.0998
332	4.0000	1.1093	1.0998
333	4.0000	1.1093	1.0998
334	2.0000	0.5546	0.5499
335	4.0000	1.1093	1.0998
336	3.0000	0.8319	0.8249
337	4.0000	1.1093	1.0998
338	4.0000	1.1093	1.0998
339	4.0000	1.1093	1.0998
340	4.0000	1.1093	1.0998
341	4.0000	1.1093	1.0998
342	4.0000	1.1093	1.0998
343	4.0000	1.1093	1.0998
344	4.0000	1.1093	1.0998
345	3.0000	0.8319	0.8249
346	4.0000	1.1093	1.0998
347	2.0000	0.5546	0.5499
348	4.0000	1.1093	1.0998
349	4.0000	1.1093	1.0998
350	2.0000	0.5546	0.5499
351	4.0000	1.1093	1.0998
352	3.0000	0.8319	0.8249
353	2.0000	0.5546	0.5499
354	3.0000	0.8319	0.8249
355	4.0000	1.1093	1.0998
356	4.0000	1.1093	1.0998
357	4.0000	1.1093	1.0998
358	4.0000	1.1093	1.0998
359	4.0000	1.1093	1.0998
360	4.0000	1.1093	1.0998
361	3.0000	0.8319	0.8249
362	4.0000	1.1093	1.0998
363	4.0000	1.1093	1.0998
364	3.0000	0.8319	0.8249
365	4.0000	1.1093	1.0998
366	4.0000	1.1093	1.0998
367	3.0000	0.8319	0.8249
368	3.0000	0.8319	0.8249
369	4.0000	1.1093	1.0998
370	4.0000	1.1093	1.0998
371	3.0000	0.8319	0.8249
372	3.0000	0.8319	0.8249
373	4.0000	1.1093	1.0998
374	4.0000	1.1093	1.0998
375	2.0000	0.5546	0.5499
376	4.0000	1.1093	1.0998
377	3.0000	0.8319	0.8249
378	3.0000	0.8319	0.8249
379	4.0000	1.1093	1.0998
380	4.0000	1.1093	1.0998
381	4.0000	1.1093	1.0998
382	2.0000	0.5546	0.5499
383	1.0000	0.2773	0.2750
384	4.0000	1.1093	1.0998
385	4.0000	1.1093	1.0998
386	4.0000	1.1093	1.0998
387	4.0000	1.1093	1.0998
388	3.0000	0.8319	0.8249
389	4.0000	1.1093	1.0998
390	2.0000	0.5546	0.5499
391	4.0000	1.1093	1.0998
392	3.0000	0.8319	0.8249
393	4.0000	1.1093	1.0998
394	4.0000	1.1093	1.0998
395	4.0000	1.1093	1.0998
396	4.0000	1.1093	1.0998
397	4.0000	1.1093	1.0998
398	4.0000	1.1093	1.0998
399	3.0000	0.8319	0.8249
400	4.0000	1.1093	1.0998
401	4.0000	1.1093	1.0998
402	4.0000	1.1093	1.0998
403	3.0000	0.8319	0.8249
404	4.0000	1.1093	1.0998
405	2.0000	0.5546	0.5499
406	4.0000	1.1093	1.0998
407	4.0000	1.1093	1.0998
408	4.0000	1.1093	1.0998
409	3.0000	0.8319	0.8249
410	3.0000	0.8319	0.8249
411	3.0000	0.8319	0.8249
412	4.0000	1.1093	1.0998
413	4.0000	1.1093	1.0998
414	4.0000	1.1093	1.0998
415	3.0000	0.8319	0.8249
416	4.0000	1.1093	1.0998
417	4.0000	1.1093	1.0998
418	4.0000	1.1093	1.0998
419	3.0000	0.8319	0.8249
420	3.0000	0.8319	0.8249
421	3.0000	0.8319	0.8249
422	4.0000	1.1093	1.0998
423	4.0000	1.1093	1.0998
424	4.0000	1.1093	1.0998
425	4.0000	1.1093	1.0998
426	4.0000	1.1093	1.0998
427	2.0000	0.5546	0.5499
428	3.0000	0.8319	0.8249
429	4.0000	1.1093	1.0998
430	4.0000	1.1093	1.0998
431	4.0000	1.1093	1.0998
432	4.0000	1.1093	1.0998
433	3.0000	0.8319	0.8249
434	4.0000	1.1093	1.0998
435	3.0000	0.8319	0.8249
436	4.0000	1.1093	1.0998
437	4.0000	1.1093	1.0998
438	4.0000	1.1093	1.0998
439	2.0000	0.5546	0.5499
440	4.0000	1.1093	1.0998
441	2.0000	0.5546	0.5499
442	3.0000	0.8319	0.8249
443	4.0000	1.1093	1.0998
444	4.0000	1.1093	1.0998
445	4.0000	1.1093	1.0998
446	4.0000	1.1093	1.0998
447	3.0000	0.8319	0.8249
448	4.0000	1.1093	1.0998
449	4.0000	1.1093	1.0998
450	4.0000	1.1093	1.0998
451	4.0000	1.1093	1.0998
452	4.0000	1.1093	1.0998
453	3.0000	0.8319	0.8249
454	4.0000	1.1093	1.0998
455	3.0000	0.8319	0.8249
456	4.0000	1.1093	1.0998
457	3.0000	0.8319	0.8249
458	3.0000	0.8319	0.8249
459	3.0000	0.8319	0.8249
460	4.0000	1.1093	1.0998
461	3.0000	0.8319	0.8249
462	3.0000	0.8319	0.8249
463	4.0000	1.1093	1.0998
464	4.0000	1.1093	1.0998
465	3.0000	0.8319	0.8249
466	4.0000	1.1093	1.0998
467	3.0000	0.8319	0.8249
468	4.0000	1.1093	1.0998
469	4.0000	1.1093	1.0998
470	4.0000	1.1093	1.0998
471	4.0000	1.1093	1.0998
472	4.0000	1.1093	1.0998
473	4.0000	1.1093	1.0998
474	4.0000	1.1093	1.0998
475	4.0000	1.1093	1.0998
476	3.0000	0.8319	0.8249
477	3.0000	0.8319	0.8249
478	3.0000	0.8319	0.8249
479	4.0000	1.1093	1.0998
480	1.0000	0.2773	0.2750
481	4.0000	1.1093	1.0998
482	3.0000	0.8319	0.8249
483	3.0000	0.8319	0.8249
484	4.0000	1.1093	1.0998
485	4.0000	1.1093	1.0998
486	4.0000	1.1093	1.0998
487	4.0000	1.1093	1.0998
488	4.0000	1.1093	1.0998
489	4.0000	1.1093	1.0998
490	4.0000	1.1093	1.0998
491	3.0000	0.8319	0.8249
492	3.0000	0.8319	0.8249
493	4.0000	1.1093	1.0998
494	4.0000	1.1093	1.0998
495	3.0000	0.8319	0.8249
496	4.0000	1.1093	1.0998
497	3.0000	0.8319	0.8249
498	4.0000	1.1093	1.0998
499	4.0000	1.1093	1.0998
500	4.0000	1.1093	1.0998
501	4.0000	1.1093	1.0998
502	4.0000	1.1093	1.0998
503	4.0000	1.1093	1.0998
504	4.0000	1.1093	1.0998
505	3.0000	0.8319	0.8249
506	4.0000	1.1093	1.0998
507	3.0000	0.8319	0.8249
508	4.0000	1.1093	1.0998
509	4.0000	1.1093	1.0998
510	4.0000	1.1093	1.0998
511	2.0000	0.5546	0.5499
512	3.0000	0.8319	0.8249
513	3.0000	0.8319	0.8249
514	4.0000	1.1093	1.0998
515	4.0000	1.1093	1.0998
516	4.0000	1.1093	1.0998
517	4.0000	1.1093	1.0998
518	2.0000	0.5546	0.5499
519	4.0000	1.1093	1.0998
520	4.0000	1.1093	1.0998
521	4.0000	1.1093	1.0998
522	3.0000	0.8319	0.8249
523	3.0000	0.8319	0.8249
524	4.0000	1.1093	1.0998
525	3.0000	0.8319	0.8249
526	4.0000	1.1093	1.0998
527	4.0000	1.1093	1.0998
528	4.0000	1.1093	1.0998
529	4.0000	1.1093	1.0998
530	3.0000	0.8319	0.8249
531	4.0000	1.1093	1.0998
532	3.0000	0.8319	0.8249
533	4.0000	1.1093	1.0998
534	3.0000	0.8319	0.8249
535	4.0000	1.1093	1.0998
536	4.0000	1.1093	1.0998
537	4.0000	1.1093	1.0998
538	4.0000	1.1093	1.0998
539	3.0000	0.8319	0.8249
540	3.0000	0.8319	0.8249
541	4.0000	1.1093	1.0998
542	4.0000	1.1093	1.0998
543	4.0000	1.1093	1.0998
544	4.0000	1.1093	1.0998
545	4.0000	1.1093	1.0998
546	1.0000	0.2773	0.2750
547	4.0000	1.1093	1.0998
548	3.0000	0.8319	0.8249
549	4.0000	1.1093	1.0998
550	4.0000	1.1093	1.0998
551	4.0000	1.1093	1.0998
552	4.0000	1.1093	1.0998
553	4.0000	1.1093	1.0998
554	3.0000	0.8319	0.8249
555	4.0000	1.1093	1.0998
556	4.0000	1.1093	1.0998
557	3.0000	0.8319	0.8249
558	4.0000	1.1093	1.0998
559	4.0000	1.1093	1.0998
560	3.0000	0.8319	0.8249
561	4.0000	1.1093	1.0998
562	3.0000	0.8319	0.8249
563	4.0000	1.1093	1.0998
564	4.0000	1.1093	1.0998
565	3.0000	0.8319	0.8249
566	4.0000	1.1093	1.0998
567	3.0000	0.8319	0.8249
568	2.0000	0.5546	0.5499
569	3.0000	0.8319	0.8249
570	3.0000	0.8319	0.8249
571	3.0000	0.8319	0.8249
572	4.0000	1.1093	1.0998
573	3.0000	0.8319	0.8249
574	4.0000	1.1093	1.0998
575	4.0000	1.1093	1.0998
576	3.0000	0.8319	0.8249
577	3.0000	0.8319	0.8249
578	2.0000	0.5546	0.5499
579	4.0000	1.1093	1.0998
580	4.0000	1.1093	1.0998
581	3.0000	0.8319	0.8249
582	3.0000	0.8319	0.8249
583	3.0000	0.8319	0.8249
584	4.0000	1.1093	1.0998
585	3.0000	0.8319	0.8249
586	3.0000	0.8319	0.8249
587	4.0000	1.1093	1.0998
588	4.0000	1.1093	1.0998
589	4.0000	1.1093	1.0998
590	4.0000	1.1093	1.0998
591	4.0000	1.1093	1.0998
592	4.0000	1.1093	1.0998
593	3.0000	0.8319	0.8249
594	4.0000	1.1093	1.0998
595	4.0000	1.1093	1.0998
596	3.0000	0.8319	0.8249
597	4.0000	1.1093	1.0998
598	3.0000	0.8319	0.8249
599	4.0000	1.1093	1.0998
600	3.0000	0.8319	0.8249
601	4.0000	1.1093	1.0998
602	4.0000	1.1093	1.0998
603	3.0000	0.8319	0.8249
604	4.0000	1.1093	1.0998
605	4.0000	1.1093	1.0998
606	4.0000	1.1093	1.0998
607	4.0000	1.1093	1.0998
608	3.0000	0.8319	0.8249
609	4.0000	1.1093	1.0998
610	4.0000	1.1093	1.0998
611	4.0000	1.1093	1.0998
612	4.0000	1.1093	1.0998
613	4.0000	1.1093	1.0998
614	3.0000	0.8319	0.8249
615	3.0000	0.8319	0.8249
616	4.0000	1.1093	1.0998
617	4.0000	1.1093	1.0998
618	4.0000	1.1093	1.0998
619	3.0000	0.8319	0.8249
620	3.0000	0.8319	0.8249
621	4.0000	1.1093	1.0998
622	4.0000	1.1093	1.0998
623	3.0000	0.8319	0.8249
624	4.0000	1.1093	1.0998
625	4.0000	1.1093	1.0998
626	4.0000	1.1093	1.0998
627	3.0000	0.8319	0.8249
628	4.0000	1.1093	1.0998
629	4.0000	1.1093	1.0998
630	3.0000	0.8319	0.8249
631	4.0000	1.1093	1.0998
632	3.0000	0.8319	0.8249
633	4.0000	1.1093	1.0998
634	3.0000	0.8319	0.8249
635	3.0000	0.8319	0.8249
636	4.0000	1.1093	1.0998
637	2.0000	0.5546	0.5499
638	4.0000	1.1093	1.0998
639	4.0000	1.1093	1.0998
640	4.0000	1.1093	1.0998
641	4.0000	1.1093	1.0998
642	4.0000	1.1093	1.0998
643	3.0000	0.8319	0.8249
644	3.0000	0.8319	0.8249
645	3.0000	0.8319	0.8249
646	4.0000	1.1093	1.0998
647	4.0000	1.1093	1.0998
648	4.0000	1.1093	1.0998
649	4.0000	1.1093	1.0998
650	4.0000	1.1093	1.0998
651	4.0000	1.1093	1.0998
652	4.0000	1.1093	1.0998
653	4.0000	1.1093	1.0998
654	3.0000	0.8319	0.8249
655	4.0000	1.1093	1.0998
656	4.0000	1.1093	1.0998
657	4.0000	1.1093	1.0998
658	4.0000	1.1093	1.0998
659	4.0000	1.1093	1.0998
660	2.0000	0.5546	0.5499
661	3.0000	0.8319	0.8249
662	4.0000	1.1093	1.0998
663	3.0000	0.8319	0.8249
664	4.0000	1.1093	1.0998
665	4.0000	1.1093	1.0998
666	4.0000	1.1093	1.0998
667	4.0000	1.1093	1.0998
668	3.0000	0.8319	0.8249
669	3.0000	0.8319	0.8249
670	4.0000	1.1093	1.0998
671	4.0000	1.1093	1.0998
672	4.0000	1.1093	1.0998
673	4.0000	1.1093	1.0998
674	4.0000	1.1093	1.0998
675	4.0000	1.1093	1.0998
676	4.0000	1.1093	1.0998
677	4.0000	1.1093	1.0998
678	4.0000	1.1093	1.0998
679	4.0000	1.1093	1.0998
680	4.0000	1.1093	1.0998
681	4.0000	1.1093	1.0998
682	4.0000	1.1093	1.0998
683	4.0000	1.1093	1.0998
684	3.0000	0.8319	0.8249
685	3.0000	0.8319	0.8249
686	3.0000	0.8319	0.8249
687	2.0000	0.5546	0.5499
688	4.0000	1.1093	1.0998
689	3.0000	0.8319	0.8249
690	4.0000	1.1093	1.0998
691	4.0000	1.1093	1.0998
692	4.0000	1.1093	1.0998
693	4.0000	1.1093	1.0998
694	4.0000	1.1093	1.0998
695	3.0000	0.8319	0.8249
696	3.0000	0.8319	0.8249
697	4.0000	1.1093	1.0998
698	4.0000	1.1093	1.0998
699	4.0000	1.1093	1.0998
700	4.0000	1.1093	1.0998
701	3.0000	0.8319	0.8249
702	3.0000	0.8319	0.8249
703	4.0000	1.1093	1.0998
704	4.0000	1.1093	1.0998
705	3.0000	0.8319	0.8249
706	4.0000	1.1093	1.0998
707	4.0000	1.1093	1.0998
708	4.0000	1.1093	1.0998
709	3.0000	0.8319	0.8249
710	4.0000	1.1093	1.0998
711	4.0000	1.1093	1.0998
712	4.0000	1.1093	1.0998
713	3.0000	0.8319	0.8249
714	4.0000	1.1093	1.0998
715	3.0000	0.8319	0.8249
716	3.0000	0.8319	0.8249
717	4.0000	1.1093	1.0998
718	4.0000	1.1093	1.0998
719	4.0000	1.1093	1.0998
720	4.0000	1.1093	1.0998
721	4.0000	1.1093	1.0998
722	4.0000	1.1093	1.0998
723	3.0000	0.8319	0.8249
724	4.0000	1.1093	1.0998
725	4.0000	1.1093	1.0998
726	4.0000	1.1093	1.0998
727	4.0000	1.1093	1.0998
728	4.0000	1.1093	1.0998
729	4.0000	1.1093	1.0998
730	4.0000	1.1093	1.0998
731	3.0000	0.8319	0.8249
732	4.0000	1.1093	1.0998
733	3.0000	0.8319	0.8249
734	4.0000	1.1093	1.0998
735	4.0000	1.1093	1.0998
736	4.0000	1.1093	1.0998
737	4.0000	1.1093	1.0998
738	3.0000	0.8319	0.8249
739	4.0000	1.1093	1.0998
740	4.0000	1.1093	1.0998
741	4.0000	1.1093	1.0998
742	4.0000	1.1093	1.0998
743	0.0000	0.0000	0.0000
744	4.0000	1.1093	1.0998
745	4.0000	1.1093	1.0998
746	2.0000	0.5546	0.5499
747	3.0000	0.8319	0.8249
748	4.0000	1.1093	1.0998
749	4.0000	1.1093	1.0998
750	4.0000	1.1093	1.0998
751	3.0000	0.8319	0.8249
752	4.0000	1.1093	1.0998
753	4.0000	1.1093	1.0998
754	4.0000	1.1093	1.0998
755	4.0000	1.1093	1.0998
756	4.0000	1.1093	1.0998
757	3.0000	0.8319	0.8249
758	4.0000	1.1093	1.0998
759	2.0000	0.5546	0.5499
760	4.0000	1.1093	1.0998
761	4.0000	1.1093	1.0998
762	3.0000	0.8319	0.8249
763	3.0000	0.8319	0.8249
764	4.0000	1.1093	1.0998
765	4.0000	1.1093	1.0998
766	2.0000	0.5546	0.5499
767	3.0000	0.8319	0.8249
768	3.0000	0.8319	0.8249
769	4.0000	1.1093	1.0998
770	4.0000	1.1093	1.0998
771	3.0000	0.8319	0.8249
772	4.0000	1.1093	1.0998
773	4.0000	1.1093	1.0998
774	3.0000	0.8319	0.8249
775	3.0000	0.8319	0.8249
776	4.0000	1.1093	1.0998
777	4.0000	1.1093	1.0998
778	4.0000	1.1093	1.0998
779	4.0000	1.1093	1.0998
780	4.0000	1.1093	1.0998
781	3.0000	0.8319	0.8249
782	2.0000	0.5546	0.5499
783	4.0000	1.1093	1.0998
784	2.0000	0.5546	0.5499
785	4.0000	1.1093	1.0998
786	4.0000	1.1093	1.0998
787	4.0000	1.1093	1.0998
788	3.0000	0.8319	0.8249
789	4.0000	1.1093	1.0998
790	1.0000	0.2773	0.2750
791	4.0000	1.1093	1.0998
792	4.0000	1.1093	1.0998
793	3.0000	0.8319	0.8249
794	3.0000	0.8319	0.8249
795	4.0000	1.1093	1.0998
796	3.0000	0.8319	0.8249
797	3.0000	0.8319	0.8249
798	4.0000	1.1093	1.0998
799	4.0000	1.1093	1.0998
800	3.0000	0.8319	0.8249
801	4.0000	1.1093	1.0998
802	3.0000	0.8319	0.8249
803	4.0000	1.1093	1.0998
804	2.0000	0.5546	0.5499
805	4.0000	1.1093	1.0998
806	4.0000	1.1093	1.0998
807	4.0000	1.1093	1.0998
808	0.0000	0.0000	0.0000
809	4.0000	1.1093	1.0998
810	3.0000	0.8319	0.8249
811	2.0000	0.5546	0.5499
812	4.0000	1.1093	1.0998
813	4.0000	1.1093	1.0998
814	4.0000	1.1093	1.0998
815	4.0000	1.1093	1.0998
816	3.0000	0.8319	0.8249
817	4.0000	1.1093	1.0998
818	4.0000	1.1093	1.0998
819	4.0000	1.1093	1.0998
