Tree	MatchingSplit	MatchingSplit_toYuleAvg	MatchingSplit_toUnifAvg
133	9.0000	1.2212	1.2013
134	9.0000	1.2212	1.2013
135	7.0000	0.9498	0.9343
136	9.0000	1.2212	1.2013
137	7.0000	0.9498	0.9343
138	7.0000	0.9498	0.9343
139	6.0000	0.8141	0.8009
140	9.0000	1.2212	1.2013
141	7.0000	0.9498	0.9343
142	6.0000	0.8141	0.8009
143	8.0000	1.0855	1.0678
144	9.0000	1.2212	1.2013
145	9.0000	1.2212	1.2013
146	5.0000	0.6784	0.6674
147	7.0000	0.9498	0.9343
148	5.0000	0.6784	0.6674
149	9.0000	1.2212	1.2013
150	8.0000	1.0855	1.0678
151	7.0000	0.9498	0.9343
152	7.0000	0.9498	0.9343
153	7.0000	0.9498	0.9343
154	7.0000	0.9498	0.9343
155	7.0000	0.9498	0.9343
156	6.0000	0.8141	0.8009
157	4.0000	0.5427	0.5339
158	8.0000	1.0855	1.0678
159	8.0000	1.0855	1.0678
160	3.0000	0.4071	0.4004
161	9.0000	1.2212	1.2013
162	4.0000	0.5427	0.5339
163	7.0000	0.9498	0.9343
164	4.0000	0.5427	0.5339
165	7.0000	0.9498	0.9343
166	9.0000	1.2212	1.2013
167	7.0000	0.9498	0.9343
168	4.0000	0.5427	0.5339
169	8.0000	1.0855	1.0678
170	6.0000	0.8141	0.8009
171	6.0000	0.8141	0.8009
172	8.0000	1.0855	1.0678
173	7.0000	0.9498	0.9343
174	6.0000	0.8141	0.8009
175	7.0000	0.9498	0.9343
176	9.0000	1.2212	1.2013
177	3.0000	0.4071	0.4004
178	10.0000	1.3569	1.3348
179	9.0000	1.2212	1.2013
180	4.0000	0.5427	0.5339
181	9.0000	1.2212	1.2013
182	7.0000	0.9498	0.9343
183	9.0000	1.2212	1.2013
184	8.0000	1.0855	1.0678
185	5.0000	0.6784	0.6674
186	8.0000	1.0855	1.0678
187	7.0000	0.9498	0.9343
188	9.0000	1.2212	1.2013
189	8.0000	1.0855	1.0678
190	6.0000	0.8141	0.8009
191	6.0000	0.8141	0.8009
192	6.0000	0.8141	0.8009
193	9.0000	1.2212	1.2013
194	8.0000	1.0855	1.0678
195	6.0000	0.8141	0.8009
196	8.0000	1.0855	1.0678
197	9.0000	1.2212	1.2013
198	5.0000	0.6784	0.6674
199	8.0000	1.0855	1.0678
200	8.0000	1.0855	1.0678
201	3.0000	0.4071	0.4004
202	6.0000	0.8141	0.8009
203	6.0000	0.8141	0.8009
204	4.0000	0.5427	0.5339
205	9.0000	1.2212	1.2013
206	6.0000	0.8141	0.8009
207	4.0000	0.5427	0.5339
208	6.0000	0.8141	0.8009
209	7.0000	0.9498	0.9343
210	7.0000	0.9498	0.9343
211	7.0000	0.9498	0.9343
212	6.0000	0.8141	0.8009
213	9.0000	1.2212	1.2013
214	10.0000	1.3569	1.3348
215	7.0000	0.9498	0.9343
216	9.0000	1.2212	1.2013
217	4.0000	0.5427	0.5339
218	4.0000	0.5427	0.5339
219	7.0000	0.9498	0.9343
220	4.0000	0.5427	0.5339
221	9.0000	1.2212	1.2013
222	7.0000	0.9498	0.9343
223	9.0000	1.2212	1.2013
224	8.0000	1.0855	1.0678
225	9.0000	1.2212	1.2013
226	7.0000	0.9498	0.9343
227	7.0000	0.9498	0.9343
228	9.0000	1.2212	1.2013
229	8.0000	1.0855	1.0678
230	9.0000	1.2212	1.2013
231	6.0000	0.8141	0.8009
232	8.0000	1.0855	1.0678
233	6.0000	0.8141	0.8009
234	8.0000	1.0855	1.0678
235	7.0000	0.9498	0.9343
236	8.0000	1.0855	1.0678
237	3.0000	0.4071	0.4004
238	6.0000	0.8141	0.8009
239	7.0000	0.9498	0.9343
240	5.0000	0.6784	0.6674
241	8.0000	1.0855	1.0678
242	8.0000	1.0855	1.0678
243	9.0000	1.2212	1.2013
244	8.0000	1.0855	1.0678
245	9.0000	1.2212	1.2013
246	7.0000	0.9498	0.9343
247	4.0000	0.5427	0.5339
248	9.0000	1.2212	1.2013
249	6.0000	0.8141	0.8009
250	8.0000	1.0855	1.0678
251	8.0000	1.0855	1.0678
252	8.0000	1.0855	1.0678
253	9.0000	1.2212	1.2013
254	7.0000	0.9498	0.9343
255	7.0000	0.9498	0.9343
256	8.0000	1.0855	1.0678
257	7.0000	0.9498	0.9343
258	3.0000	0.4071	0.4004
259	6.0000	0.8141	0.8009
260	6.0000	0.8141	0.8009
261	7.0000	0.9498	0.9343
262	3.0000	0.4071	0.4004
263	7.0000	0.9498	0.9343
264	8.0000	1.0855	1.0678
265	10.0000	1.3569	1.3348
266	7.0000	0.9498	0.9343
267	5.0000	0.6784	0.6674
268	9.0000	1.2212	1.2013
269	7.0000	0.9498	0.9343
270	6.0000	0.8141	0.8009
271	9.0000	1.2212	1.2013
272	7.0000	0.9498	0.9343
273	4.0000	0.5427	0.5339
274	8.0000	1.0855	1.0678
275	9.0000	1.2212	1.2013
276	7.0000	0.9498	0.9343
277	8.0000	1.0855	1.0678
278	7.0000	0.9498	0.9343
279	7.0000	0.9498	0.9343
280	10.0000	1.3569	1.3348
281	6.0000	0.8141	0.8009
282	9.0000	1.2212	1.2013
283	9.0000	1.2212	1.2013
284	5.0000	0.6784	0.6674
285	6.0000	0.8141	0.8009
286	5.0000	0.6784	0.6674
287	5.0000	0.6784	0.6674
288	5.0000	0.6784	0.6674
289	3.0000	0.4071	0.4004
290	7.0000	0.9498	0.9343
291	10.0000	1.3569	1.3348
292	9.0000	1.2212	1.2013
293	9.0000	1.2212	1.2013
294	8.0000	1.0855	1.0678
295	9.0000	1.2212	1.2013
296	10.0000	1.3569	1.3348
297	8.0000	1.0855	1.0678
298	7.0000	0.9498	0.9343
299	7.0000	0.9498	0.9343
300	7.0000	0.9498	0.9343
301	8.0000	1.0855	1.0678
302	8.0000	1.0855	1.0678
303	7.0000	0.9498	0.9343
304	6.0000	0.8141	0.8009
305	4.0000	0.5427	0.5339
306	8.0000	1.0855	1.0678
307	7.0000	0.9498	0.9343
308	7.0000	0.9498	0.9343
309	4.0000	0.5427	0.5339
310	6.0000	0.8141	0.8009
311	6.0000	0.8141	0.8009
312	8.0000	1.0855	1.0678
313	2.0000	0.2714	0.2670
314	5.0000	0.6784	0.6674
315	4.0000	0.5427	0.5339
316	7.0000	0.9498	0.9343
317	3.0000	0.4071	0.4004
318	5.0000	0.6784	0.6674
319	6.0000	0.8141	0.8009
320	7.0000	0.9498	0.9343
321	6.0000	0.8141	0.8009
322	7.0000	0.9498	0.9343
323	8.0000	1.0855	1.0678
324	7.0000	0.9498	0.9343
325	9.0000	1.2212	1.2013
326	4.0000	0.5427	0.5339
327	7.0000	0.9498	0.9343
328	6.0000	0.8141	0.8009
329	9.0000	1.2212	1.2013
330	9.0000	1.2212	1.2013
331	9.0000	1.2212	1.2013
332	8.0000	1.0855	1.0678
333	9.0000	1.2212	1.2013
334	6.0000	0.8141	0.8009
335	9.0000	1.2212	1.2013
336	9.0000	1.2212	1.2013
337	7.0000	0.9498	0.9343
338	7.0000	0.9498	0.9343
339	8.0000	1.0855	1.0678
340	6.0000	0.8141	0.8009
341	8.0000	1.0855	1.0678
342	9.0000	1.2212	1.2013
343	10.0000	1.3569	1.3348
344	7.0000	0.9498	0.9343
345	5.0000	0.6784	0.6674
346	7.0000	0.9498	0.9343
347	4.0000	0.5427	0.5339
348	4.0000	0.5427	0.5339
349	9.0000	1.2212	1.2013
350	4.0000	0.5427	0.5339
351	9.0000	1.2212	1.2013
352	3.0000	0.4071	0.4004
353	6.0000	0.8141	0.8009
354	7.0000	0.9498	0.9343
355	9.0000	1.2212	1.2013
356	9.0000	1.2212	1.2013
357	8.0000	1.0855	1.0678
358	7.0000	0.9498	0.9343
359	8.0000	1.0855	1.0678
360	10.0000	1.3569	1.3348
361	3.0000	0.4071	0.4004
362	6.0000	0.8141	0.8009
363	9.0000	1.2212	1.2013
364	3.0000	0.4071	0.4004
365	6.0000	0.8141	0.8009
366	6.0000	0.8141	0.8009
367	8.0000	1.0855	1.0678
368	6.0000	0.8141	0.8009
369	9.0000	1.2212	1.2013
370	5.0000	0.6784	0.6674
371	10.0000	1.3569	1.3348
372	9.0000	1.2212	1.2013
373	9.0000	1.2212	1.2013
374	6.0000	0.8141	0.8009
375	7.0000	0.9498	0.9343
376	7.0000	0.9498	0.9343
377	9.0000	1.2212	1.2013
378	7.0000	0.9498	0.9343
379	6.0000	0.8141	0.8009
380	9.0000	1.2212	1.2013
381	8.0000	1.0855	1.0678
382	8.0000	1.0855	1.0678
383	6.0000	0.8141	0.8009
384	7.0000	0.9498	0.9343
385	8.0000	1.0855	1.0678
386	9.0000	1.2212	1.2013
387	5.0000	0.6784	0.6674
388	10.0000	1.3569	1.3348
389	7.0000	0.9498	0.9343
390	9.0000	1.2212	1.2013
391	6.0000	0.8141	0.8009
392	6.0000	0.8141	0.8009
393	8.0000	1.0855	1.0678
394	4.0000	0.5427	0.5339
395	6.0000	0.8141	0.8009
396	9.0000	1.2212	1.2013
397	9.0000	1.2212	1.2013
398	7.0000	0.9498	0.9343
399	8.0000	1.0855	1.0678
400	9.0000	1.2212	1.2013
401	7.0000	0.9498	0.9343
402	7.0000	0.9498	0.9343
403	6.0000	0.8141	0.8009
404	10.0000	1.3569	1.3348
405	8.0000	1.0855	1.0678
406	7.0000	0.9498	0.9343
407	5.0000	0.6784	0.6674
408	7.0000	0.9498	0.9343
409	9.0000	1.2212	1.2013
410	8.0000	1.0855	1.0678
411	9.0000	1.2212	1.2013
412	6.0000	0.8141	0.8009
413	7.0000	0.9498	0.9343
414	3.0000	0.4071	0.4004
415	8.0000	1.0855	1.0678
416	9.0000	1.2212	1.2013
417	8.0000	1.0855	1.0678
418	6.0000	0.8141	0.8009
419	9.0000	1.2212	1.2013
420	8.0000	1.0855	1.0678
421	8.0000	1.0855	1.0678
422	9.0000	1.2212	1.2013
423	8.0000	1.0855	1.0678
424	7.0000	0.9498	0.9343
425	10.0000	1.3569	1.3348
426	10.0000	1.3569	1.3348
427	9.0000	1.2212	1.2013
428	6.0000	0.8141	0.8009
429	9.0000	1.2212	1.2013
430	7.0000	0.9498	0.9343
431	9.0000	1.2212	1.2013
432	7.0000	0.9498	0.9343
433	6.0000	0.8141	0.8009
434	6.0000	0.8141	0.8009
435	9.0000	1.2212	1.2013
436	6.0000	0.8141	0.8009
437	8.0000	1.0855	1.0678
438	7.0000	0.9498	0.9343
439	6.0000	0.8141	0.8009
440	9.0000	1.2212	1.2013
441	5.0000	0.6784	0.6674
442	6.0000	0.8141	0.8009
443	8.0000	1.0855	1.0678
444	6.0000	0.8141	0.8009
445	8.0000	1.0855	1.0678
446	7.0000	0.9498	0.9343
447	9.0000	1.2212	1.2013
448	5.0000	0.6784	0.6674
449	8.0000	1.0855	1.0678
450	6.0000	0.8141	0.8009
451	6.0000	0.8141	0.8009
452	9.0000	1.2212	1.2013
453	4.0000	0.5427	0.5339
454	9.0000	1.2212	1.2013
455	8.0000	1.0855	1.0678
456	8.0000	1.0855	1.0678
457	8.0000	1.0855	1.0678
458	6.0000	0.8141	0.8009
459	9.0000	1.2212	1.2013
460	10.0000	1.3569	1.3348
461	6.0000	0.8141	0.8009
462	7.0000	0.9498	0.9343
463	8.0000	1.0855	1.0678
464	8.0000	1.0855	1.0678
465	8.0000	1.0855	1.0678
466	7.0000	0.9498	0.9343
467	6.0000	0.8141	0.8009
468	6.0000	0.8141	0.8009
469	8.0000	1.0855	1.0678
470	9.0000	1.2212	1.2013
471	7.0000	0.9498	0.9343
472	8.0000	1.0855	1.0678
473	7.0000	0.9498	0.9343
474	9.0000	1.2212	1.2013
475	7.0000	0.9498	0.9343
476	9.0000	1.2212	1.2013
477	9.0000	1.2212	1.2013
478	9.0000	1.2212	1.2013
479	6.0000	0.8141	0.8009
480	6.0000	0.8141	0.8009
481	9.0000	1.2212	1.2013
482	8.0000	1.0855	1.0678
483	8.0000	1.0855	1.0678
484	5.0000	0.6784	0.6674
485	9.0000	1.2212	1.2013
486	7.0000	0.9498	0.9343
487	6.0000	0.8141	0.8009
488	9.0000	1.2212	1.2013
489	6.0000	0.8141	0.8009
490	9.0000	1.2212	1.2013
491	4.0000	0.5427	0.5339
492	7.0000	0.9498	0.9343
493	8.0000	1.0855	1.0678
494	7.0000	0.9498	0.9343
495	9.0000	1.2212	1.2013
496	8.0000	1.0855	1.0678
497	9.0000	1.2212	1.2013
498	8.0000	1.0855	1.0678
499	5.0000	0.6784	0.6674
500	7.0000	0.9498	0.9343
501	7.0000	0.9498	0.9343
502	5.0000	0.6784	0.6674
503	6.0000	0.8141	0.8009
504	7.0000	0.9498	0.9343
505	9.0000	1.2212	1.2013
506	8.0000	1.0855	1.0678
507	8.0000	1.0855	1.0678
508	8.0000	1.0855	1.0678
509	5.0000	0.6784	0.6674
510	9.0000	1.2212	1.2013
511	9.0000	1.2212	1.2013
512	8.0000	1.0855	1.0678
513	4.0000	0.5427	0.5339
514	8.0000	1.0855	1.0678
515	8.0000	1.0855	1.0678
516	7.0000	0.9498	0.9343
517	8.0000	1.0855	1.0678
518	6.0000	0.8141	0.8009
519	9.0000	1.2212	1.2013
520	7.0000	0.9498	0.9343
521	8.0000	1.0855	1.0678
522	9.0000	1.2212	1.2013
523	3.0000	0.4071	0.4004
524	9.0000	1.2212	1.2013
525	3.0000	0.4071	0.4004
526	9.0000	1.2212	1.2013
527	6.0000	0.8141	0.8009
528	8.0000	1.0855	1.0678
529	8.0000	1.0855	1.0678
530	9.0000	1.2212	1.2013
531	8.0000	1.0855	1.0678
532	7.0000	0.9498	0.9343
533	8.0000	1.0855	1.0678
534	7.0000	0.9498	0.9343
535	8.0000	1.0855	1.0678
536	7.0000	0.9498	0.9343
537	9.0000	1.2212	1.2013
538	7.0000	0.9498	0.9343
539	2.0000	0.2714	0.2670
540	7.0000	0.9498	0.9343
541	6.0000	0.8141	0.8009
542	6.0000	0.8141	0.8009
543	8.0000	1.0855	1.0678
544	9.0000	1.2212	1.2013
545	7.0000	0.9498	0.9343
546	6.0000	0.8141	0.8009
547	9.0000	1.2212	1.2013
548	8.0000	1.0855	1.0678
549	6.0000	0.8141	0.8009
550	4.0000	0.5427	0.5339
551	6.0000	0.8141	0.8009
552	9.0000	1.2212	1.2013
553	6.0000	0.8141	0.8009
554	7.0000	0.9498	0.9343
555	7.0000	0.9498	0.9343
556	8.0000	1.0855	1.0678
557	6.0000	0.8141	0.8009
558	6.0000	0.8141	0.8009
559	7.0000	0.9498	0.9343
560	7.0000	0.9498	0.9343
561	5.0000	0.6784	0.6674
562	9.0000	1.2212	1.2013
563	7.0000	0.9498	0.9343
564	7.0000	0.9498	0.9343
565	8.0000	1.0855	1.0678
566	9.0000	1.2212	1.2013
567	3.0000	0.4071	0.4004
568	7.0000	0.9498	0.9343
569	9.0000	1.2212	1.2013
570	8.0000	1.0855	1.0678
571	6.0000	0.8141	0.8009
572	7.0000	0.9498	0.9343
573	6.0000	0.8141	0.8009
574	9.0000	1.2212	1.2013
575	9.0000	1.2212	1.2013
576	9.0000	1.2212	1.2013
577	8.0000	1.0855	1.0678
578	9.0000	1.2212	1.2013
579	6.0000	0.8141	0.8009
580	9.0000	1.2212	1.2013
581	7.0000	0.9498	0.9343
582	3.0000	0.4071	0.4004
583	10.0000	1.3569	1.3348
584	9.0000	1.2212	1.2013
585	9.0000	1.2212	1.2013
586	4.0000	0.5427	0.5339
587	8.0000	1.0855	1.0678
588	8.0000	1.0855	1.0678
589	9.0000	1.2212	1.2013
590	9.0000	1.2212	1.2013
591	8.0000	1.0855	1.0678
592	6.0000	0.8141	0.8009
593	8.0000	1.0855	1.0678
594	8.0000	1.0855	1.0678
595	9.0000	1.2212	1.2013
596	10.0000	1.3569	1.3348
597	6.0000	0.8141	0.8009
598	9.0000	1.2212	1.2013
599	8.0000	1.0855	1.0678
600	8.0000	1.0855	1.0678
601	6.0000	0.8141	0.8009
602	8.0000	1.0855	1.0678
603	8.0000	1.0855	1.0678
604	9.0000	1.2212	1.2013
605	10.0000	1.3569	1.3348
606	6.0000	0.8141	0.8009
607	9.0000	1.2212	1.2013
608	7.0000	0.9498	0.9343
609	6.0000	0.8141	0.8009
610	8.0000	1.0855	1.0678
611	9.0000	1.2212	1.2013
612	9.0000	1.2212	1.2013
613	9.0000	1.2212	1.2013
614	4.0000	0.5427	0.5339
615	5.0000	0.6784	0.6674
616	9.0000	1.2212	1.2013
617	8.0000	1.0855	1.0678
618	6.0000	0.8141	0.8009
619	9.0000	1.2212	1.2013
620	8.0000	1.0855	1.0678
621	8.0000	1.0855	1.0678
622	8.0000	1.0855	1.0678
623	7.0000	0.9498	0.9343
624	9.0000	1.2212	1.2013
625	7.0000	0.9498	0.9343
626	6.0000	0.8141	0.8009
627	4.0000	0.5427	0.5339
628	7.0000	0.9498	0.9343
629	9.0000	1.2212	1.2013
630	9.0000	1.2212	1.2013
631	4.0000	0.5427	0.5339
632	8.0000	1.0855	1.0678
633	4.0000	0.5427	0.5339
634	9.0000	1.2212	1.2013
635	9.0000	1.2212	1.2013
636	8.0000	1.0855	1.0678
637	7.0000	0.9498	0.9343
638	7.0000	0.9498	0.9343
639	9.0000	1.2212	1.2013
640	6.0000	0.8141	0.8009
641	6.0000	0.8141	0.8009
642	9.0000	1.2212	1.2013
643	7.0000	0.9498	0.9343
644	9.0000	1.2212	1.2013
645	8.0000	1.0855	1.0678
646	8.0000	1.0855	1.0678
647	9.0000	1.2212	1.2013
648	7.0000	0.9498	0.9343
649	6.0000	0.8141	0.8009
650	6.0000	0.8141	0.8009
651	9.0000	1.2212	1.2013
652	10.0000	1.3569	1.3348
653	7.0000	0.9498	0.9343
654	9.0000	1.2212	1.2013
655	6.0000	0.8141	0.8009
656	7.0000	0.9498	0.9343
657	9.0000	1.2212	1.2013
658	10.0000	1.3569	1.3348
659	6.0000	0.8141	0.8009
660	6.0000	0.8141	0.8009
661	10.0000	1.3569	1.3348
662	6.0000	0.8141	0.8009
663	8.0000	1.0855	1.0678
664	8.0000	1.0855	1.0678
665	7.0000	0.9498	0.9343
666	6.0000	0.8141	0.8009
667	7.0000	0.9498	0.9343
668	8.0000	1.0855	1.0678
669	4.0000	0.5427	0.5339
670	6.0000	0.8141	0.8009
671	8.0000	1.0855	1.0678
672	9.0000	1.2212	1.2013
673	9.0000	1.2212	1.2013
674	9.0000	1.2212	1.2013
675	6.0000	0.8141	0.8009
676	8.0000	1.0855	1.0678
677	6.0000	0.8141	0.8009
678	5.0000	0.6784	0.6674
679	7.0000	0.9498	0.9343
680	9.0000	1.2212	1.2013
681	6.0000	0.8141	0.8009
682	7.0000	0.9498	0.9343
683	8.0000	1.0855	1.0678
684	4.0000	0.5427	0.5339
685	8.0000	1.0855	1.0678
686	5.0000	0.6784	0.6674
687	6.0000	0.8141	0.8009
688	8.0000	1.0855	1.0678
689	9.0000	1.2212	1.2013
690	3.0000	0.4071	0.4004
691	9.0000	1.2212	1.2013
692	7.0000	0.9498	0.9343
693	9.0000	1.2212	1.2013
694	9.0000	1.2212	1.2013
695	0.0000	0.0000	0.0000
696	6.0000	0.8141	0.8009
697	9.0000	1.2212	1.2013
698	6.0000	0.8141	0.8009
699	7.0000	0.9498	0.9343
700	4.0000	0.5427	0.5339
701	4.0000	0.5427	0.5339
702	6.0000	0.8141	0.8009
703	7.0000	0.9498	0.9343
704	9.0000	1.2212	1.2013
705	6.0000	0.8141	0.8009
706	9.0000	1.2212	1.2013
707	10.0000	1.3569	1.3348
708	9.0000	1.2212	1.2013
709	7.0000	0.9498	0.9343
710	10.0000	1.3569	1.3348
711	9.0000	1.2212	1.2013
712	8.0000	1.0855	1.0678
713	9.0000	1.2212	1.2013
714	8.0000	1.0855	1.0678
715	6.0000	0.8141	0.8009
716	8.0000	1.0855	1.0678
717	8.0000	1.0855	1.0678
718	5.0000	0.6784	0.6674
719	4.0000	0.5427	0.5339
720	4.0000	0.5427	0.5339
721	7.0000	0.9498	0.9343
722	9.0000	1.2212	1.2013
723	7.0000	0.9498	0.9343
724	9.0000	1.2212	1.2013
725	7.0000	0.9498	0.9343
726	7.0000	0.9498	0.9343
727	8.0000	1.0855	1.0678
728	7.0000	0.9498	0.9343
729	9.0000	1.2212	1.2013
730	6.0000	0.8141	0.8009
731	8.0000	1.0855	1.0678
732	8.0000	1.0855	1.0678
733	8.0000	1.0855	1.0678
734	7.0000	0.9498	0.9343
735	8.0000	1.0855	1.0678
736	7.0000	0.9498	0.9343
737	8.0000	1.0855	1.0678
738	9.0000	1.2212	1.2013
739	5.0000	0.6784	0.6674
740	8.0000	1.0855	1.0678
741	7.0000	0.9498	0.9343
742	7.0000	0.9498	0.9343
743	6.0000	0.8141	0.8009
744	6.0000	0.8141	0.8009
745	9.0000	1.2212	1.2013
746	6.0000	0.8141	0.8009
747	7.0000	0.9498	0.9343
748	8.0000	1.0855	1.0678
749	7.0000	0.9498	0.9343
750	9.0000	1.2212	1.2013
751	7.0000	0.9498	0.9343
752	6.0000	0.8141	0.8009
753	6.0000	0.8141	0.8009
754	6.0000	0.8141	0.8009
755	8.0000	1.0855	1.0678
756	7.0000	0.9498	0.9343
757	9.0000	1.2212	1.2013
758	9.0000	1.2212	1.2013
759	6.0000	0.8141	0.8009
760	8.0000	1.0855	1.0678
761	6.0000	0.8141	0.8009
762	7.0000	0.9498	0.9343
763	4.0000	0.5427	0.5339
764	8.0000	1.0855	1.0678
765	8.0000	1.0855	1.0678
766	8.0000	1.0855	1.0678
767	3.0000	0.4071	0.4004
768	7.0000	0.9498	0.9343
769	7.0000	0.9498	0.9343
770	3.0000	0.4071	0.4004
771	9.0000	1.2212	1.2013
772	6.0000	0.8141	0.8009
773	9.0000	1.2212	1.2013
774	5.0000	0.6784	0.6674
775	7.0000	0.9498	0.9343
776	8.0000	1.0855	1.0678
777	8.0000	1.0855	1.0678
778	4.0000	0.5427	0.5339
779	8.0000	1.0855	1.0678
780	6.0000	0.8141	0.8009
781	10.0000	1.3569	1.3348
782	6.0000	0.8141	0.8009
783	5.0000	0.6784	0.6674
784	8.0000	1.0855	1.0678
785	7.0000	0.9498	0.9343
786	7.0000	0.9498	0.9343
787	6.0000	0.8141	0.8009
788	4.0000	0.5427	0.5339
789	8.0000	1.0855	1.0678
790	9.0000	1.2212	1.2013
791	7.0000	0.9498	0.9343
792	8.0000	1.0855	1.0678
793	4.0000	0.5427	0.5339
794	8.0000	1.0855	1.0678
795	7.0000	0.9498	0.9343
796	9.0000	1.2212	1.2013
797	7.0000	0.9498	0.9343
798	6.0000	0.8141	0.8009
799	6.0000	0.8141	0.8009
800	9.0000	1.2212	1.2013
801	7.0000	0.9498	0.9343
802	6.0000	0.8141	0.8009
803	7.0000	0.9498	0.9343
804	8.0000	1.0855	1.0678
805	7.0000	0.9498	0.9343
806	6.0000	0.8141	0.8009
807	7.0000	0.9498	0.9343
808	6.0000	0.8141	0.8009
809	8.0000	1.0855	1.0678
810	2.0000	0.2714	0.2670
811	6.0000	0.8141	0.8009
812	7.0000	0.9498	0.9343
813	7.0000	0.9498	0.9343
814	4.0000	0.5427	0.5339
815	6.0000	0.8141	0.8009
816	8.0000	1.0855	1.0678
817	7.0000	0.9498	0.9343
818	9.0000	1.2212	1.2013
