Tree	MatchingCluster	MatchingCluster_toYuleAvg	MatchingCluster_toUnifAvg
93	14.0000	1.1095	1.1051
94	14.0000	1.1095	1.1051
95	8.0000	0.6340	0.6315
96	14.0000	1.1095	1.1051
97	10.0000	0.7925	0.7893
98	12.0000	0.9510	0.9472
99	8.0000	0.6340	0.6315
100	12.0000	0.9510	0.9472
101	9.0000	0.7133	0.7104
102	12.0000	0.9510	0.9472
103	12.0000	0.9510	0.9472
104	8.0000	0.6340	0.6315
105	12.0000	0.9510	0.9472
106	13.0000	1.0303	1.0261
107	16.0000	1.2680	1.2629
108	10.0000	0.7925	0.7893
109	12.0000	0.9510	0.9472
110	14.0000	1.1095	1.1051
111	12.0000	0.9510	0.9472
112	10.0000	0.7925	0.7893
113	13.0000	1.0303	1.0261
114	9.0000	0.7133	0.7104
115	12.0000	0.9510	0.9472
116	11.0000	0.8718	0.8683
117	10.0000	0.7925	0.7893
118	14.0000	1.1095	1.1051
119	14.0000	1.1095	1.1051
120	12.0000	0.9510	0.9472
121	14.0000	1.1095	1.1051
122	8.0000	0.6340	0.6315
123	11.0000	0.8718	0.8683
124	14.0000	1.1095	1.1051
125	12.0000	0.9510	0.9472
126	10.0000	0.7925	0.7893
127	11.0000	0.8718	0.8683
128	9.0000	0.7133	0.7104
129	10.0000	0.7925	0.7893
130	9.0000	0.7133	0.7104
131	8.0000	0.6340	0.6315
132	12.0000	0.9510	0.9472
133	12.0000	0.9510	0.9472
134	12.0000	0.9510	0.9472
135	10.0000	0.7925	0.7893
136	14.0000	1.1095	1.1051
137	12.0000	0.9510	0.9472
138	10.0000	0.7925	0.7893
139	8.0000	0.6340	0.6315
140	12.0000	0.9510	0.9472
141	12.0000	0.9510	0.9472
142	14.0000	1.1095	1.1051
143	12.0000	0.9510	0.9472
144	16.0000	1.2680	1.2629
145	12.0000	0.9510	0.9472
146	8.0000	0.6340	0.6315
147	14.0000	1.1095	1.1051
148	7.0000	0.5548	0.5525
149	12.0000	0.9510	0.9472
150	14.0000	1.1095	1.1051
151	8.0000	0.6340	0.6315
152	9.0000	0.7133	0.7104
153	10.0000	0.7925	0.7893
154	12.0000	0.9510	0.9472
155	11.0000	0.8718	0.8683
156	14.0000	1.1095	1.1051
157	10.0000	0.7925	0.7893
158	14.0000	1.1095	1.1051
159	12.0000	0.9510	0.9472
160	7.0000	0.5548	0.5525
161	16.0000	1.2680	1.2629
162	9.0000	0.7133	0.7104
163	10.0000	0.7925	0.7893
164	8.0000	0.6340	0.6315
165	14.0000	1.1095	1.1051
166	12.0000	0.9510	0.9472
167	12.0000	0.9510	0.9472
168	9.0000	0.7133	0.7104
169	14.0000	1.1095	1.1051
170	10.0000	0.7925	0.7893
171	12.0000	0.9510	0.9472
172	11.0000	0.8718	0.8683
173	12.0000	0.9510	0.9472
174	10.0000	0.7925	0.7893
175	10.0000	0.7925	0.7893
176	12.0000	0.9510	0.9472
177	12.0000	0.9510	0.9472
178	16.0000	1.2680	1.2629
179	11.0000	0.8718	0.8683
180	6.0000	0.4755	0.4736
181	12.0000	0.9510	0.9472
182	10.0000	0.7925	0.7893
183	14.0000	1.1095	1.1051
184	13.0000	1.0303	1.0261
185	6.0000	0.4755	0.4736
186	12.0000	0.9510	0.9472
187	14.0000	1.1095	1.1051
188	14.0000	1.1095	1.1051
189	12.0000	0.9510	0.9472
190	10.0000	0.7925	0.7893
191	10.0000	0.7925	0.7893
192	12.0000	0.9510	0.9472
193	11.0000	0.8718	0.8683
194	10.0000	0.7925	0.7893
195	12.0000	0.9510	0.9472
196	14.0000	1.1095	1.1051
197	13.0000	1.0303	1.0261
198	8.0000	0.6340	0.6315
199	12.0000	0.9510	0.9472
200	12.0000	0.9510	0.9472
201	6.0000	0.4755	0.4736
202	7.0000	0.5548	0.5525
203	9.0000	0.7133	0.7104
204	8.0000	0.6340	0.6315
205	12.0000	0.9510	0.9472
206	10.0000	0.7925	0.7893
207	10.0000	0.7925	0.7893
208	10.0000	0.7925	0.7893
209	10.0000	0.7925	0.7893
210	10.0000	0.7925	0.7893
211	11.0000	0.8718	0.8683
212	10.0000	0.7925	0.7893
213	12.0000	0.9510	0.9472
214	14.0000	1.1095	1.1051
215	12.0000	0.9510	0.9472
216	12.0000	0.9510	0.9472
217	6.0000	0.4755	0.4736
218	4.0000	0.3170	0.3157
219	12.0000	0.9510	0.9472
220	8.0000	0.6340	0.6315
221	14.0000	1.1095	1.1051
222	10.0000	0.7925	0.7893
223	14.0000	1.1095	1.1051
224	12.0000	0.9510	0.9472
225	12.0000	0.9510	0.9472
226	12.0000	0.9510	0.9472
227	10.0000	0.7925	0.7893
228	13.0000	1.0303	1.0261
229	12.0000	0.9510	0.9472
230	12.0000	0.9510	0.9472
231	8.0000	0.6340	0.6315
232	10.0000	0.7925	0.7893
233	8.0000	0.6340	0.6315
234	14.0000	1.1095	1.1051
235	11.0000	0.8718	0.8683
236	14.0000	1.1095	1.1051
237	12.0000	0.9510	0.9472
238	7.0000	0.5548	0.5525
239	10.0000	0.7925	0.7893
240	6.0000	0.4755	0.4736
241	11.0000	0.8718	0.8683
242	12.0000	0.9510	0.9472
243	12.0000	0.9510	0.9472
244	14.0000	1.1095	1.1051
245	12.0000	0.9510	0.9472
246	12.0000	0.9510	0.9472
247	8.0000	0.6340	0.6315
248	12.0000	0.9510	0.9472
249	10.0000	0.7925	0.7893
250	12.0000	0.9510	0.9472
251	11.0000	0.8718	0.8683
252	12.0000	0.9510	0.9472
253	14.0000	1.1095	1.1051
254	10.0000	0.7925	0.7893
255	12.0000	0.9510	0.9472
256	12.0000	0.9510	0.9472
257	8.0000	0.6340	0.6315
258	6.0000	0.4755	0.4736
259	9.0000	0.7133	0.7104
260	10.0000	0.7925	0.7893
261	10.0000	0.7925	0.7893
262	10.0000	0.7925	0.7893
263	8.0000	0.6340	0.6315
264	12.0000	0.9510	0.9472
265	14.0000	1.1095	1.1051
266	10.0000	0.7925	0.7893
267	10.0000	0.7925	0.7893
268	12.0000	0.9510	0.9472
269	10.0000	0.7925	0.7893
270	10.0000	0.7925	0.7893
271	12.0000	0.9510	0.9472
272	11.0000	0.8718	0.8683
273	9.0000	0.7133	0.7104
274	11.0000	0.8718	0.8683
275	13.0000	1.0303	1.0261
276	8.0000	0.6340	0.6315
277	12.0000	0.9510	0.9472
278	9.0000	0.7133	0.7104
279	12.0000	0.9510	0.9472
280	16.0000	1.2680	1.2629
281	10.0000	0.7925	0.7893
282	12.0000	0.9510	0.9472
283	12.0000	0.9510	0.9472
284	7.0000	0.5548	0.5525
285	9.0000	0.7133	0.7104
286	6.0000	0.4755	0.4736
287	12.0000	0.9510	0.9472
288	8.0000	0.6340	0.6315
289	6.0000	0.4755	0.4736
290	10.0000	0.7925	0.7893
291	12.0000	0.9510	0.9472
292	12.0000	0.9510	0.9472
293	10.0000	0.7925	0.7893
294	10.0000	0.7925	0.7893
295	14.0000	1.1095	1.1051
296	14.0000	1.1095	1.1051
297	12.0000	0.9510	0.9472
298	10.0000	0.7925	0.7893
299	10.0000	0.7925	0.7893
300	12.0000	0.9510	0.9472
301	14.0000	1.1095	1.1051
302	12.0000	0.9510	0.9472
303	12.0000	0.9510	0.9472
304	10.0000	0.7925	0.7893
305	10.0000	0.7925	0.7893
306	10.0000	0.7925	0.7893
307	12.0000	0.9510	0.9472
308	12.0000	0.9510	0.9472
309	6.0000	0.4755	0.4736
310	10.0000	0.7925	0.7893
311	10.0000	0.7925	0.7893
312	14.0000	1.1095	1.1051
313	8.0000	0.6340	0.6315
314	10.0000	0.7925	0.7893
315	12.0000	0.9510	0.9472
316	12.0000	0.9510	0.9472
317	6.0000	0.4755	0.4736
318	12.0000	0.9510	0.9472
319	12.0000	0.9510	0.9472
320	16.0000	1.2680	1.2629
321	14.0000	1.1095	1.1051
322	10.0000	0.7925	0.7893
323	12.0000	0.9510	0.9472
324	12.0000	0.9510	0.9472
325	13.0000	1.0303	1.0261
326	6.0000	0.4755	0.4736
327	11.0000	0.8718	0.8683
328	10.0000	0.7925	0.7893
329	12.0000	0.9510	0.9472
330	14.0000	1.1095	1.1051
331	14.0000	1.1095	1.1051
332	14.0000	1.1095	1.1051
333	12.0000	0.9510	0.9472
334	12.0000	0.9510	0.9472
335	14.0000	1.1095	1.1051
336	13.0000	1.0303	1.0261
337	14.0000	1.1095	1.1051
338	9.0000	0.7133	0.7104
339	12.0000	0.9510	0.9472
340	9.0000	0.7133	0.7104
341	12.0000	0.9510	0.9472
342	11.0000	0.8718	0.8683
343	14.0000	1.1095	1.1051
344	11.0000	0.8718	0.8683
345	6.0000	0.4755	0.4736
346	12.0000	0.9510	0.9472
347	12.0000	0.9510	0.9472
348	9.0000	0.7133	0.7104
349	12.0000	0.9510	0.9472
350	9.0000	0.7133	0.7104
351	12.0000	0.9510	0.9472
352	4.0000	0.3170	0.3157
353	7.0000	0.5548	0.5525
354	8.0000	0.6340	0.6315
355	14.0000	1.1095	1.1051
356	12.0000	0.9510	0.9472
357	14.0000	1.1095	1.1051
358	10.0000	0.7925	0.7893
359	12.0000	0.9510	0.9472
360	12.0000	0.9510	0.9472
361	6.0000	0.4755	0.4736
362	8.0000	0.6340	0.6315
363	13.0000	1.0303	1.0261
364	4.0000	0.3170	0.3157
365	14.0000	1.1095	1.1051
366	9.0000	0.7133	0.7104
367	11.0000	0.8718	0.8683
368	10.0000	0.7925	0.7893
369	14.0000	1.1095	1.1051
370	9.0000	0.7133	0.7104
371	12.0000	0.9510	0.9472
372	12.0000	0.9510	0.9472
373	13.0000	1.0303	1.0261
374	12.0000	0.9510	0.9472
375	9.0000	0.7133	0.7104
376	10.0000	0.7925	0.7893
377	12.0000	0.9510	0.9472
378	12.0000	0.9510	0.9472
379	12.0000	0.9510	0.9472
380	12.0000	0.9510	0.9472
381	12.0000	0.9510	0.9472
382	10.0000	0.7925	0.7893
383	12.0000	0.9510	0.9472
384	12.0000	0.9510	0.9472
385	11.0000	0.8718	0.8683
386	12.0000	0.9510	0.9472
387	10.0000	0.7925	0.7893
388	14.0000	1.1095	1.1051
389	10.0000	0.7925	0.7893
390	12.0000	0.9510	0.9472
391	10.0000	0.7925	0.7893
392	8.0000	0.6340	0.6315
393	13.0000	1.0303	1.0261
394	6.0000	0.4755	0.4736
395	10.0000	0.7925	0.7893
396	14.0000	1.1095	1.1051
397	14.0000	1.1095	1.1051
398	14.0000	1.1095	1.1051
399	10.0000	0.7925	0.7893
400	12.0000	0.9510	0.9472
401	8.0000	0.6340	0.6315
402	12.0000	0.9510	0.9472
403	10.0000	0.7925	0.7893
404	16.0000	1.2680	1.2629
405	10.0000	0.7925	0.7893
406	8.0000	0.6340	0.6315
407	10.0000	0.7925	0.7893
408	10.0000	0.7925	0.7893
409	13.0000	1.0303	1.0261
410	11.0000	0.8718	0.8683
411	11.0000	0.8718	0.8683
412	8.0000	0.6340	0.6315
413	12.0000	0.9510	0.9472
414	14.0000	1.1095	1.1051
415	14.0000	1.1095	1.1051
416	12.0000	0.9510	0.9472
417	10.0000	0.7925	0.7893
418	9.0000	0.7133	0.7104
419	13.0000	1.0303	1.0261
420	12.0000	0.9510	0.9472
421	12.0000	0.9510	0.9472
422	11.0000	0.8718	0.8683
423	10.0000	0.7925	0.7893
424	10.0000	0.7925	0.7893
425	14.0000	1.1095	1.1051
426	12.0000	0.9510	0.9472
427	14.0000	1.1095	1.1051
428	8.0000	0.6340	0.6315
429	14.0000	1.1095	1.1051
430	11.0000	0.8718	0.8683
431	14.0000	1.1095	1.1051
432	10.0000	0.7925	0.7893
433	9.0000	0.7133	0.7104
434	7.0000	0.5548	0.5525
435	12.0000	0.9510	0.9472
436	14.0000	1.1095	1.1051
437	10.0000	0.7925	0.7893
438	12.0000	0.9510	0.9472
439	10.0000	0.7925	0.7893
440	12.0000	0.9510	0.9472
441	7.0000	0.5548	0.5525
442	8.0000	0.6340	0.6315
443	13.0000	1.0303	1.0261
444	12.0000	0.9510	0.9472
445	11.0000	0.8718	0.8683
446	10.0000	0.7925	0.7893
447	12.0000	0.9510	0.9472
448	9.0000	0.7133	0.7104
449	10.0000	0.7925	0.7893
450	14.0000	1.1095	1.1051
451	7.0000	0.5548	0.5525
452	13.0000	1.0303	1.0261
453	4.0000	0.3170	0.3157
454	13.0000	1.0303	1.0261
455	12.0000	0.9510	0.9472
456	11.0000	0.8718	0.8683
457	11.0000	0.8718	0.8683
458	14.0000	1.1095	1.1051
459	12.0000	0.9510	0.9472
460	12.0000	0.9510	0.9472
461	12.0000	0.9510	0.9472
462	9.0000	0.7133	0.7104
463	12.0000	0.9510	0.9472
464	11.0000	0.8718	0.8683
465	12.0000	0.9510	0.9472
466	10.0000	0.7925	0.7893
467	8.0000	0.6340	0.6315
468	12.0000	0.9510	0.9472
469	10.0000	0.7925	0.7893
470	16.0000	1.2680	1.2629
471	10.0000	0.7925	0.7893
472	10.0000	0.7925	0.7893
473	12.0000	0.9510	0.9472
474	12.0000	0.9510	0.9472
475	8.0000	0.6340	0.6315
476	14.0000	1.1095	1.1051
477	12.0000	0.9510	0.9472
478	12.0000	0.9510	0.9472
479	7.0000	0.5548	0.5525
480	12.0000	0.9510	0.9472
481	12.0000	0.9510	0.9472
482	11.0000	0.8718	0.8683
483	12.0000	0.9510	0.9472
484	8.0000	0.6340	0.6315
485	13.0000	1.0303	1.0261
486	9.0000	0.7133	0.7104
487	10.0000	0.7925	0.7893
488	12.0000	0.9510	0.9472
489	8.0000	0.6340	0.6315
490	10.0000	0.7925	0.7893
491	8.0000	0.6340	0.6315
492	10.0000	0.7925	0.7893
493	10.0000	0.7925	0.7893
494	10.0000	0.7925	0.7893
495	12.0000	0.9510	0.9472
496	11.0000	0.8718	0.8683
497	12.0000	0.9510	0.9472
498	10.0000	0.7925	0.7893
499	8.0000	0.6340	0.6315
500	10.0000	0.7925	0.7893
501	10.0000	0.7925	0.7893
502	8.0000	0.6340	0.6315
503	10.0000	0.7925	0.7893
504	10.0000	0.7925	0.7893
505	12.0000	0.9510	0.9472
506	13.0000	1.0303	1.0261
507	14.0000	1.1095	1.1051
508	12.0000	0.9510	0.9472
509	10.0000	0.7925	0.7893
510	13.0000	1.0303	1.0261
511	12.0000	0.9510	0.9472
512	12.0000	0.9510	0.9472
513	9.0000	0.7133	0.7104
514	10.0000	0.7925	0.7893
515	12.0000	0.9510	0.9472
516	14.0000	1.1095	1.1051
517	12.0000	0.9510	0.9472
518	10.0000	0.7925	0.7893
519	13.0000	1.0303	1.0261
520	10.0000	0.7925	0.7893
521	14.0000	1.1095	1.1051
522	13.0000	1.0303	1.0261
523	6.0000	0.4755	0.4736
524	14.0000	1.1095	1.1051
525	6.0000	0.4755	0.4736
526	12.0000	0.9510	0.9472
527	9.0000	0.7133	0.7104
528	10.0000	0.7925	0.7893
529	10.0000	0.7925	0.7893
530	14.0000	1.1095	1.1051
531	14.0000	1.1095	1.1051
532	12.0000	0.9510	0.9472
533	11.0000	0.8718	0.8683
534	12.0000	0.9510	0.9472
535	11.0000	0.8718	0.8683
536	9.0000	0.7133	0.7104
537	13.0000	1.0303	1.0261
538	12.0000	0.9510	0.9472
539	8.0000	0.6340	0.6315
540	11.0000	0.8718	0.8683
541	12.0000	0.9510	0.9472
542	16.0000	1.2680	1.2629
543	12.0000	0.9510	0.9472
544	12.0000	0.9510	0.9472
545	10.0000	0.7925	0.7893
546	9.0000	0.7133	0.7104
547	12.0000	0.9510	0.9472
548	12.0000	0.9510	0.9472
549	7.0000	0.5548	0.5525
550	12.0000	0.9510	0.9472
551	9.0000	0.7133	0.7104
552	12.0000	0.9510	0.9472
553	10.0000	0.7925	0.7893
554	10.0000	0.7925	0.7893
555	10.0000	0.7925	0.7893
556	10.0000	0.7925	0.7893
557	10.0000	0.7925	0.7893
558	10.0000	0.7925	0.7893
559	14.0000	1.1095	1.1051
560	11.0000	0.8718	0.8683
561	6.0000	0.4755	0.4736
562	13.0000	1.0303	1.0261
563	14.0000	1.1095	1.1051
564	10.0000	0.7925	0.7893
565	10.0000	0.7925	0.7893
566	12.0000	0.9510	0.9472
567	6.0000	0.4755	0.4736
568	10.0000	0.7925	0.7893
569	12.0000	0.9510	0.9472
570	12.0000	0.9510	0.9472
571	10.0000	0.7925	0.7893
572	12.0000	0.9510	0.9472
573	10.0000	0.7925	0.7893
574	13.0000	1.0303	1.0261
575	13.0000	1.0303	1.0261
576	13.0000	1.0303	1.0261
577	12.0000	0.9510	0.9472
578	12.0000	0.9510	0.9472
579	14.0000	1.1095	1.1051
580	12.0000	0.9510	0.9472
581	10.0000	0.7925	0.7893
582	4.0000	0.3170	0.3157
583	14.0000	1.1095	1.1051
584	13.0000	1.0303	1.0261
585	12.0000	0.9510	0.9472
586	7.0000	0.5548	0.5525
587	12.0000	0.9510	0.9472
588	11.0000	0.8718	0.8683
589	14.0000	1.1095	1.1051
590	11.0000	0.8718	0.8683
591	10.0000	0.7925	0.7893
592	10.0000	0.7925	0.7893
593	11.0000	0.8718	0.8683
594	11.0000	0.8718	0.8683
595	14.0000	1.1095	1.1051
596	14.0000	1.1095	1.1051
597	10.0000	0.7925	0.7893
598	12.0000	0.9510	0.9472
599	12.0000	0.9510	0.9472
600	11.0000	0.8718	0.8683
601	8.0000	0.6340	0.6315
602	12.0000	0.9510	0.9472
603	11.0000	0.8718	0.8683
604	14.0000	1.1095	1.1051
605	14.0000	1.1095	1.1051
606	9.0000	0.7133	0.7104
607	13.0000	1.0303	1.0261
608	10.0000	0.7925	0.7893
609	10.0000	0.7925	0.7893
610	11.0000	0.8718	0.8683
611	13.0000	1.0303	1.0261
612	14.0000	1.1095	1.1051
613	13.0000	1.0303	1.0261
614	8.0000	0.6340	0.6315
615	8.0000	0.6340	0.6315
616	12.0000	0.9510	0.9472
617	13.0000	1.0303	1.0261
618	12.0000	0.9510	0.9472
619	14.0000	1.1095	1.1051
620	10.0000	0.7925	0.7893
621	10.0000	0.7925	0.7893
622	10.0000	0.7925	0.7893
623	11.0000	0.8718	0.8683
624	16.0000	1.2680	1.2629
625	12.0000	0.9510	0.9472
626	8.0000	0.6340	0.6315
627	4.0000	0.3170	0.3157
628	10.0000	0.7925	0.7893
629	16.0000	1.2680	1.2629
630	11.0000	0.8718	0.8683
631	12.0000	0.9510	0.9472
632	10.0000	0.7925	0.7893
633	7.0000	0.5548	0.5525
634	12.0000	0.9510	0.9472
635	13.0000	1.0303	1.0261
636	10.0000	0.7925	0.7893
637	10.0000	0.7925	0.7893
638	10.0000	0.7925	0.7893
639	12.0000	0.9510	0.9472
640	10.0000	0.7925	0.7893
641	8.0000	0.6340	0.6315
642	12.0000	0.9510	0.9472
643	12.0000	0.9510	0.9472
644	14.0000	1.1095	1.1051
645	12.0000	0.9510	0.9472
646	12.0000	0.9510	0.9472
647	12.0000	0.9510	0.9472
648	12.0000	0.9510	0.9472
649	9.0000	0.7133	0.7104
650	10.0000	0.7925	0.7893
651	12.0000	0.9510	0.9472
652	14.0000	1.1095	1.1051
653	12.0000	0.9510	0.9472
654	12.0000	0.9510	0.9472
655	12.0000	0.9510	0.9472
656	10.0000	0.7925	0.7893
657	14.0000	1.1095	1.1051
658	14.0000	1.1095	1.1051
659	7.0000	0.5548	0.5525
660	16.0000	1.2680	1.2629
661	14.0000	1.1095	1.1051
662	8.0000	0.6340	0.6315
663	11.0000	0.8718	0.8683
664	10.0000	0.7925	0.7893
665	12.0000	0.9510	0.9472
666	14.0000	1.1095	1.1051
667	12.0000	0.9510	0.9472
668	12.0000	0.9510	0.9472
669	10.0000	0.7925	0.7893
670	10.0000	0.7925	0.7893
671	12.0000	0.9510	0.9472
672	12.0000	0.9510	0.9472
673	13.0000	1.0303	1.0261
674	12.0000	0.9510	0.9472
675	9.0000	0.7133	0.7104
676	12.0000	0.9510	0.9472
677	8.0000	0.6340	0.6315
678	8.0000	0.6340	0.6315
679	12.0000	0.9510	0.9472
680	14.0000	1.1095	1.1051
681	10.0000	0.7925	0.7893
682	12.0000	0.9510	0.9472
683	11.0000	0.8718	0.8683
684	6.0000	0.4755	0.4736
685	11.0000	0.8718	0.8683
686	8.0000	0.6340	0.6315
687	10.0000	0.7925	0.7893
688	12.0000	0.9510	0.9472
689	12.0000	0.9510	0.9472
690	6.0000	0.4755	0.4736
691	11.0000	0.8718	0.8683
692	12.0000	0.9510	0.9472
693	12.0000	0.9510	0.9472
694	12.0000	0.9510	0.9472
695	8.0000	0.6340	0.6315
696	10.0000	0.7925	0.7893
697	13.0000	1.0303	1.0261
698	8.0000	0.6340	0.6315
699	12.0000	0.9510	0.9472
700	10.0000	0.7925	0.7893
701	6.0000	0.4755	0.4736
702	10.0000	0.7925	0.7893
703	8.0000	0.6340	0.6315
704	12.0000	0.9510	0.9472
705	10.0000	0.7925	0.7893
706	14.0000	1.1095	1.1051
707	14.0000	1.1095	1.1051
708	12.0000	0.9510	0.9472
709	9.0000	0.7133	0.7104
710	14.0000	1.1095	1.1051
711	12.0000	0.9510	0.9472
712	11.0000	0.8718	0.8683
713	12.0000	0.9510	0.9472
714	12.0000	0.9510	0.9472
715	10.0000	0.7925	0.7893
716	12.0000	0.9510	0.9472
717	12.0000	0.9510	0.9472
718	6.0000	0.4755	0.4736
719	9.0000	0.7133	0.7104
720	8.0000	0.6340	0.6315
721	9.0000	0.7133	0.7104
722	12.0000	0.9510	0.9472
723	10.0000	0.7925	0.7893
724	14.0000	1.1095	1.1051
725	10.0000	0.7925	0.7893
726	11.0000	0.8718	0.8683
727	11.0000	0.8718	0.8683
728	10.0000	0.7925	0.7893
729	12.0000	0.9510	0.9472
730	12.0000	0.9510	0.9472
731	12.0000	0.9510	0.9472
732	14.0000	1.1095	1.1051
733	12.0000	0.9510	0.9472
734	12.0000	0.9510	0.9472
735	14.0000	1.1095	1.1051
736	12.0000	0.9510	0.9472
737	11.0000	0.8718	0.8683
738	12.0000	0.9510	0.9472
739	9.0000	0.7133	0.7104
740	13.0000	1.0303	1.0261
741	8.0000	0.6340	0.6315
742	12.0000	0.9510	0.9472
743	9.0000	0.7133	0.7104
744	12.0000	0.9510	0.9472
745	14.0000	1.1095	1.1051
746	14.0000	1.1095	1.1051
747	10.0000	0.7925	0.7893
748	12.0000	0.9510	0.9472
749	11.0000	0.8718	0.8683
750	13.0000	1.0303	1.0261
751	10.0000	0.7925	0.7893
752	9.0000	0.7133	0.7104
753	8.0000	0.6340	0.6315
754	10.0000	0.7925	0.7893
755	14.0000	1.1095	1.1051
756	12.0000	0.9510	0.9472
757	14.0000	1.1095	1.1051
758	12.0000	0.9510	0.9472
759	9.0000	0.7133	0.7104
760	14.0000	1.1095	1.1051
761	7.0000	0.5548	0.5525
762	12.0000	0.9510	0.9472
763	8.0000	0.6340	0.6315
764	14.0000	1.1095	1.1051
765	14.0000	1.1095	1.1051
766	11.0000	0.8718	0.8683
767	8.0000	0.6340	0.6315
768	9.0000	0.7133	0.7104
769	12.0000	0.9510	0.9472
770	6.0000	0.4755	0.4736
771	13.0000	1.0303	1.0261
772	12.0000	0.9510	0.9472
773	12.0000	0.9510	0.9472
774	8.0000	0.6340	0.6315
775	10.0000	0.7925	0.7893
776	10.0000	0.7925	0.7893
777	13.0000	1.0303	1.0261
778	6.0000	0.4755	0.4736
779	10.0000	0.7925	0.7893
780	12.0000	0.9510	0.9472
781	14.0000	1.1095	1.1051
782	8.0000	0.6340	0.6315
783	8.0000	0.6340	0.6315
784	12.0000	0.9510	0.9472
785	10.0000	0.7925	0.7893
786	12.0000	0.9510	0.9472
787	9.0000	0.7133	0.7104
788	10.0000	0.7925	0.7893
789	11.0000	0.8718	0.8683
790	16.0000	1.2680	1.2629
791	8.0000	0.6340	0.6315
792	12.0000	0.9510	0.9472
793	10.0000	0.7925	0.7893
794	10.0000	0.7925	0.7893
795	9.0000	0.7133	0.7104
796	11.0000	0.8718	0.8683
797	12.0000	0.9510	0.9472
798	12.0000	0.9510	0.9472
799	10.0000	0.7925	0.7893
800	12.0000	0.9510	0.9472
801	10.0000	0.7925	0.7893
802	8.0000	0.6340	0.6315
803	12.0000	0.9510	0.9472
804	12.0000	0.9510	0.9472
805	11.0000	0.8718	0.8683
806	10.0000	0.7925	0.7893
807	12.0000	0.9510	0.9472
808	9.0000	0.7133	0.7104
809	13.0000	1.0303	1.0261
810	3.0000	0.2378	0.2368
811	12.0000	0.9510	0.9472
812	12.0000	0.9510	0.9472
813	12.0000	0.9510	0.9472
814	7.0000	0.5548	0.5525
815	10.0000	0.7925	0.7893
816	14.0000	1.1095	1.1051
817	8.0000	0.6340	0.6315
818	14.0000	1.1095	1.1051
