Tree	R-F	R-F_toYuleAvg	R-F_toUnifAvg
208	4.0000	1.1093	1.0998
209	4.0000	1.1093	1.0998
210	4.0000	1.1093	1.0998
211	4.0000	1.1093	1.0998
212	4.0000	1.1093	1.0998
213	4.0000	1.1093	1.0998
214	3.0000	0.8319	0.8249
215	4.0000	1.1093	1.0998
216	3.0000	0.8319	0.8249
217	4.0000	1.1093	1.0998
218	4.0000	1.1093	1.0998
219	4.0000	1.1093	1.0998
220	4.0000	1.1093	1.0998
221	4.0000	1.1093	1.0998
222	3.0000	0.8319	0.8249
223	4.0000	1.1093	1.0998
224	4.0000	1.1093	1.0998
225	2.0000	0.5546	0.5499
226	4.0000	1.1093	1.0998
227	4.0000	1.1093	1.0998
228	0.0000	0.0000	0.0000
229	4.0000	1.1093	1.0998
230	4.0000	1.1093	1.0998
231	4.0000	1.1093	1.0998
232	4.0000	1.1093	1.0998
233	4.0000	1.1093	1.0998
234	4.0000	1.1093	1.0998
235	4.0000	1.1093	1.0998
236	4.0000	1.1093	1.0998
237	4.0000	1.1093	1.0998
238	4.0000	1.1093	1.0998
239	4.0000	1.1093	1.0998
240	4.0000	1.1093	1.0998
241	4.0000	1.1093	1.0998
242	3.0000	0.8319	0.8249
243	4.0000	1.1093	1.0998
244	4.0000	1.1093	1.0998
245	3.0000	0.8319	0.8249
246	4.0000	1.1093	1.0998
247	4.0000	1.1093	1.0998
248	4.0000	1.1093	1.0998
249	4.0000	1.1093	1.0998
250	2.0000	0.5546	0.5499
251	3.0000	0.8319	0.8249
252	3.0000	0.8319	0.8249
253	4.0000	1.1093	1.0998
254	4.0000	1.1093	1.0998
255	3.0000	0.8319	0.8249
256	2.0000	0.5546	0.5499
257	3.0000	0.8319	0.8249
258	4.0000	1.1093	1.0998
259	3.0000	0.8319	0.8249
260	4.0000	1.1093	1.0998
261	4.0000	1.1093	1.0998
262	4.0000	1.1093	1.0998
263	4.0000	1.1093	1.0998
264	4.0000	1.1093	1.0998
265	3.0000	0.8319	0.8249
266	3.0000	0.8319	0.8249
267	4.0000	1.1093	1.0998
268	4.0000	1.1093	1.0998
269	4.0000	1.1093	1.0998
270	4.0000	1.1093	1.0998
271	4.0000	1.1093	1.0998
272	4.0000	1.1093	1.0998
273	4.0000	1.1093	1.0998
274	3.0000	0.8319	0.8249
275	4.0000	1.1093	1.0998
276	4.0000	1.1093	1.0998
277	4.0000	1.1093	1.0998
278	2.0000	0.5546	0.5499
279	3.0000	0.8319	0.8249
280	4.0000	1.1093	1.0998
281	3.0000	0.8319	0.8249
282	4.0000	1.1093	1.0998
283	4.0000	1.1093	1.0998
284	3.0000	0.8319	0.8249
285	4.0000	1.1093	1.0998
286	4.0000	1.1093	1.0998
287	4.0000	1.1093	1.0998
288	4.0000	1.1093	1.0998
289	4.0000	1.1093	1.0998
290	4.0000	1.1093	1.0998
291	2.0000	0.5546	0.5499
292	4.0000	1.1093	1.0998
293	2.0000	0.5546	0.5499
294	4.0000	1.1093	1.0998
295	3.0000	0.8319	0.8249
296	4.0000	1.1093	1.0998
297	4.0000	1.1093	1.0998
298	4.0000	1.1093	1.0998
299	3.0000	0.8319	0.8249
300	3.0000	0.8319	0.8249
301	4.0000	1.1093	1.0998
302	4.0000	1.1093	1.0998
303	3.0000	0.8319	0.8249
304	3.0000	0.8319	0.8249
305	4.0000	1.1093	1.0998
306	4.0000	1.1093	1.0998
307	4.0000	1.1093	1.0998
308	4.0000	1.1093	1.0998
309	4.0000	1.1093	1.0998
310	4.0000	1.1093	1.0998
311	4.0000	1.1093	1.0998
312	3.0000	0.8319	0.8249
313	4.0000	1.1093	1.0998
314	4.0000	1.1093	1.0998
315	3.0000	0.8319	0.8249
316	4.0000	1.1093	1.0998
317	4.0000	1.1093	1.0998
318	4.0000	1.1093	1.0998
319	4.0000	1.1093	1.0998
320	3.0000	0.8319	0.8249
321	4.0000	1.1093	1.0998
322	3.0000	0.8319	0.8249
323	4.0000	1.1093	1.0998
324	4.0000	1.1093	1.0998
325	4.0000	1.1093	1.0998
326	4.0000	1.1093	1.0998
327	4.0000	1.1093	1.0998
328	4.0000	1.1093	1.0998
329	4.0000	1.1093	1.0998
330	3.0000	0.8319	0.8249
331	4.0000	1.1093	1.0998
332	2.0000	0.5546	0.5499
333	4.0000	1.1093	1.0998
334	4.0000	1.1093	1.0998
335	3.0000	0.8319	0.8249
336	4.0000	1.1093	1.0998
337	4.0000	1.1093	1.0998
338	3.0000	0.8319	0.8249
339	4.0000	1.1093	1.0998
340	3.0000	0.8319	0.8249
341	3.0000	0.8319	0.8249
342	1.0000	0.2773	0.2750
343	4.0000	1.1093	1.0998
344	4.0000	1.1093	1.0998
345	4.0000	1.1093	1.0998
346	3.0000	0.8319	0.8249
347	4.0000	1.1093	1.0998
348	4.0000	1.1093	1.0998
349	4.0000	1.1093	1.0998
350	4.0000	1.1093	1.0998
351	4.0000	1.1093	1.0998
352	4.0000	1.1093	1.0998
353	4.0000	1.1093	1.0998
354	3.0000	0.8319	0.8249
355	4.0000	1.1093	1.0998
356	4.0000	1.1093	1.0998
357	4.0000	1.1093	1.0998
358	4.0000	1.1093	1.0998
359	4.0000	1.1093	1.0998
360	4.0000	1.1093	1.0998
361	3.0000	0.8319	0.8249
362	4.0000	1.1093	1.0998
363	0.0000	0.0000	0.0000
364	4.0000	1.1093	1.0998
365	4.0000	1.1093	1.0998
366	4.0000	1.1093	1.0998
367	4.0000	1.1093	1.0998
368	3.0000	0.8319	0.8249
369	3.0000	0.8319	0.8249
370	4.0000	1.1093	1.0998
371	3.0000	0.8319	0.8249
372	3.0000	0.8319	0.8249
373	0.0000	0.0000	0.0000
374	4.0000	1.1093	1.0998
375	4.0000	1.1093	1.0998
376	4.0000	1.1093	1.0998
377	4.0000	1.1093	1.0998
378	4.0000	1.1093	1.0998
379	4.0000	1.1093	1.0998
380	4.0000	1.1093	1.0998
381	3.0000	0.8319	0.8249
382	4.0000	1.1093	1.0998
383	4.0000	1.1093	1.0998
384	4.0000	1.1093	1.0998
385	3.0000	0.8319	0.8249
386	4.0000	1.1093	1.0998
387	4.0000	1.1093	1.0998
388	4.0000	1.1093	1.0998
389	4.0000	1.1093	1.0998
390	4.0000	1.1093	1.0998
391	4.0000	1.1093	1.0998
392	4.0000	1.1093	1.0998
393	4.0000	1.1093	1.0998
394	4.0000	1.1093	1.0998
395	4.0000	1.1093	1.0998
396	3.0000	0.8319	0.8249
397	4.0000	1.1093	1.0998
398	4.0000	1.1093	1.0998
399	4.0000	1.1093	1.0998
400	3.0000	0.8319	0.8249
401	4.0000	1.1093	1.0998
402	3.0000	0.8319	0.8249
403	4.0000	1.1093	1.0998
404	3.0000	0.8319	0.8249
405	4.0000	1.1093	1.0998
406	3.0000	0.8319	0.8249
407	4.0000	1.1093	1.0998
408	3.0000	0.8319	0.8249
409	4.0000	1.1093	1.0998
410	4.0000	1.1093	1.0998
411	3.0000	0.8319	0.8249
412	3.0000	0.8319	0.8249
413	4.0000	1.1093	1.0998
414	4.0000	1.1093	1.0998
415	4.0000	1.1093	1.0998
416	3.0000	0.8319	0.8249
417	4.0000	1.1093	1.0998
418	3.0000	0.8319	0.8249
419	4.0000	1.1093	1.0998
420	4.0000	1.1093	1.0998
421	4.0000	1.1093	1.0998
422	4.0000	1.1093	1.0998
423	3.0000	0.8319	0.8249
424	3.0000	0.8319	0.8249
425	2.0000	0.5546	0.5499
426	4.0000	1.1093	1.0998
427	3.0000	0.8319	0.8249
428	4.0000	1.1093	1.0998
429	4.0000	1.1093	1.0998
430	4.0000	1.1093	1.0998
431	3.0000	0.8319	0.8249
432	3.0000	0.8319	0.8249
433	4.0000	1.1093	1.0998
434	4.0000	1.1093	1.0998
435	4.0000	1.1093	1.0998
436	4.0000	1.1093	1.0998
437	3.0000	0.8319	0.8249
438	2.0000	0.5546	0.5499
439	4.0000	1.1093	1.0998
440	4.0000	1.1093	1.0998
441	4.0000	1.1093	1.0998
442	3.0000	0.8319	0.8249
443	4.0000	1.1093	1.0998
444	4.0000	1.1093	1.0998
445	4.0000	1.1093	1.0998
446	4.0000	1.1093	1.0998
447	3.0000	0.8319	0.8249
448	3.0000	0.8319	0.8249
449	3.0000	0.8319	0.8249
450	4.0000	1.1093	1.0998
451	4.0000	1.1093	1.0998
452	3.0000	0.8319	0.8249
453	3.0000	0.8319	0.8249
454	3.0000	0.8319	0.8249
455	4.0000	1.1093	1.0998
456	2.0000	0.5546	0.5499
457	4.0000	1.1093	1.0998
458	4.0000	1.1093	1.0998
459	3.0000	0.8319	0.8249
460	4.0000	1.1093	1.0998
461	4.0000	1.1093	1.0998
462	2.0000	0.5546	0.5499
463	3.0000	0.8319	0.8249
464	2.0000	0.5546	0.5499
465	4.0000	1.1093	1.0998
466	2.0000	0.5546	0.5499
467	2.0000	0.5546	0.5499
468	4.0000	1.1093	1.0998
469	3.0000	0.8319	0.8249
470	4.0000	1.1093	1.0998
471	4.0000	1.1093	1.0998
472	3.0000	0.8319	0.8249
473	4.0000	1.1093	1.0998
474	0.0000	0.0000	0.0000
475	3.0000	0.8319	0.8249
476	4.0000	1.1093	1.0998
477	4.0000	1.1093	1.0998
478	4.0000	1.1093	1.0998
479	4.0000	1.1093	1.0998
480	3.0000	0.8319	0.8249
481	2.0000	0.5546	0.5499
482	4.0000	1.1093	1.0998
483	4.0000	1.1093	1.0998
484	4.0000	1.1093	1.0998
485	4.0000	1.1093	1.0998
486	3.0000	0.8319	0.8249
487	4.0000	1.1093	1.0998
488	3.0000	0.8319	0.8249
489	4.0000	1.1093	1.0998
490	4.0000	1.1093	1.0998
491	4.0000	1.1093	1.0998
492	4.0000	1.1093	1.0998
493	3.0000	0.8319	0.8249
494	4.0000	1.1093	1.0998
495	4.0000	1.1093	1.0998
496	4.0000	1.1093	1.0998
497	4.0000	1.1093	1.0998
498	4.0000	1.1093	1.0998
499	4.0000	1.1093	1.0998
500	4.0000	1.1093	1.0998
501	3.0000	0.8319	0.8249
502	4.0000	1.1093	1.0998
503	4.0000	1.1093	1.0998
504	4.0000	1.1093	1.0998
505	4.0000	1.1093	1.0998
506	4.0000	1.1093	1.0998
507	3.0000	0.8319	0.8249
508	4.0000	1.1093	1.0998
509	4.0000	1.1093	1.0998
510	3.0000	0.8319	0.8249
511	4.0000	1.1093	1.0998
512	4.0000	1.1093	1.0998
513	4.0000	1.1093	1.0998
514	4.0000	1.1093	1.0998
515	4.0000	1.1093	1.0998
516	4.0000	1.1093	1.0998
517	4.0000	1.1093	1.0998
518	4.0000	1.1093	1.0998
519	4.0000	1.1093	1.0998
520	3.0000	0.8319	0.8249
521	4.0000	1.1093	1.0998
522	4.0000	1.1093	1.0998
523	3.0000	0.8319	0.8249
524	3.0000	0.8319	0.8249
525	4.0000	1.1093	1.0998
526	4.0000	1.1093	1.0998
527	4.0000	1.1093	1.0998
528	3.0000	0.8319	0.8249
529	4.0000	1.1093	1.0998
530	3.0000	0.8319	0.8249
531	4.0000	1.1093	1.0998
532	4.0000	1.1093	1.0998
533	2.0000	0.5546	0.5499
534	4.0000	1.1093	1.0998
535	1.0000	0.2773	0.2750
536	4.0000	1.1093	1.0998
537	4.0000	1.1093	1.0998
538	4.0000	1.1093	1.0998
539	4.0000	1.1093	1.0998
540	4.0000	1.1093	1.0998
541	4.0000	1.1093	1.0998
542	4.0000	1.1093	1.0998
543	4.0000	1.1093	1.0998
544	4.0000	1.1093	1.0998
545	4.0000	1.1093	1.0998
546	4.0000	1.1093	1.0998
547	3.0000	0.8319	0.8249
548	4.0000	1.1093	1.0998
549	4.0000	1.1093	1.0998
550	4.0000	1.1093	1.0998
551	4.0000	1.1093	1.0998
552	3.0000	0.8319	0.8249
553	3.0000	0.8319	0.8249
554	4.0000	1.1093	1.0998
555	4.0000	1.1093	1.0998
556	4.0000	1.1093	1.0998
557	4.0000	1.1093	1.0998
558	3.0000	0.8319	0.8249
559	4.0000	1.1093	1.0998
560	4.0000	1.1093	1.0998
561	4.0000	1.1093	1.0998
562	3.0000	0.8319	0.8249
563	4.0000	1.1093	1.0998
564	4.0000	1.1093	1.0998
565	4.0000	1.1093	1.0998
566	4.0000	1.1093	1.0998
567	4.0000	1.1093	1.0998
568	3.0000	0.8319	0.8249
569	4.0000	1.1093	1.0998
570	3.0000	0.8319	0.8249
571	3.0000	0.8319	0.8249
572	4.0000	1.1093	1.0998
573	4.0000	1.1093	1.0998
574	3.0000	0.8319	0.8249
575	3.0000	0.8319	0.8249
576	4.0000	1.1093	1.0998
577	4.0000	1.1093	1.0998
578	4.0000	1.1093	1.0998
579	4.0000	1.1093	1.0998
580	4.0000	1.1093	1.0998
581	4.0000	1.1093	1.0998
582	4.0000	1.1093	1.0998
583	4.0000	1.1093	1.0998
584	4.0000	1.1093	1.0998
585	4.0000	1.1093	1.0998
586	3.0000	0.8319	0.8249
587	3.0000	0.8319	0.8249
588	3.0000	0.8319	0.8249
589	4.0000	1.1093	1.0998
590	4.0000	1.1093	1.0998
591	4.0000	1.1093	1.0998
592	4.0000	1.1093	1.0998
593	4.0000	1.1093	1.0998
594	3.0000	0.8319	0.8249
595	4.0000	1.1093	1.0998
596	3.0000	0.8319	0.8249
597	4.0000	1.1093	1.0998
598	3.0000	0.8319	0.8249
599	3.0000	0.8319	0.8249
600	3.0000	0.8319	0.8249
601	3.0000	0.8319	0.8249
602	4.0000	1.1093	1.0998
603	4.0000	1.1093	1.0998
604	4.0000	1.1093	1.0998
605	2.0000	0.5546	0.5499
606	3.0000	0.8319	0.8249
607	4.0000	1.1093	1.0998
608	2.0000	0.5546	0.5499
609	3.0000	0.8319	0.8249
610	2.0000	0.5546	0.5499
611	3.0000	0.8319	0.8249
612	4.0000	1.1093	1.0998
613	3.0000	0.8319	0.8249
614	4.0000	1.1093	1.0998
615	4.0000	1.1093	1.0998
616	4.0000	1.1093	1.0998
617	4.0000	1.1093	1.0998
618	4.0000	1.1093	1.0998
619	3.0000	0.8319	0.8249
620	4.0000	1.1093	1.0998
621	4.0000	1.1093	1.0998
622	4.0000	1.1093	1.0998
623	4.0000	1.1093	1.0998
624	4.0000	1.1093	1.0998
625	3.0000	0.8319	0.8249
626	4.0000	1.1093	1.0998
627	4.0000	1.1093	1.0998
628	3.0000	0.8319	0.8249
629	3.0000	0.8319	0.8249
630	3.0000	0.8319	0.8249
631	4.0000	1.1093	1.0998
632	3.0000	0.8319	0.8249
633	4.0000	1.1093	1.0998
634	4.0000	1.1093	1.0998
635	4.0000	1.1093	1.0998
636	4.0000	1.1093	1.0998
637	4.0000	1.1093	1.0998
638	4.0000	1.1093	1.0998
639	3.0000	0.8319	0.8249
640	4.0000	1.1093	1.0998
641	4.0000	1.1093	1.0998
642	3.0000	0.8319	0.8249
643	3.0000	0.8319	0.8249
644	3.0000	0.8319	0.8249
645	4.0000	1.1093	1.0998
646	4.0000	1.1093	1.0998
647	3.0000	0.8319	0.8249
648	4.0000	1.1093	1.0998
649	4.0000	1.1093	1.0998
650	4.0000	1.1093	1.0998
651	3.0000	0.8319	0.8249
652	2.0000	0.5546	0.5499
653	3.0000	0.8319	0.8249
654	3.0000	0.8319	0.8249
655	4.0000	1.1093	1.0998
656	4.0000	1.1093	1.0998
657	2.0000	0.5546	0.5499
658	4.0000	1.1093	1.0998
659	4.0000	1.1093	1.0998
660	4.0000	1.1093	1.0998
661	3.0000	0.8319	0.8249
662	4.0000	1.1093	1.0998
663	3.0000	0.8319	0.8249
664	3.0000	0.8319	0.8249
665	4.0000	1.1093	1.0998
666	4.0000	1.1093	1.0998
667	4.0000	1.1093	1.0998
668	2.0000	0.5546	0.5499
669	3.0000	0.8319	0.8249
670	4.0000	1.1093	1.0998
671	4.0000	1.1093	1.0998
672	4.0000	1.1093	1.0998
673	3.0000	0.8319	0.8249
674	3.0000	0.8319	0.8249
675	4.0000	1.1093	1.0998
676	3.0000	0.8319	0.8249
677	3.0000	0.8319	0.8249
678	4.0000	1.1093	1.0998
679	3.0000	0.8319	0.8249
680	2.0000	0.5546	0.5499
681	4.0000	1.1093	1.0998
682	4.0000	1.1093	1.0998
683	3.0000	0.8319	0.8249
684	4.0000	1.1093	1.0998
685	3.0000	0.8319	0.8249
686	4.0000	1.1093	1.0998
687	3.0000	0.8319	0.8249
688	3.0000	0.8319	0.8249
689	3.0000	0.8319	0.8249
690	4.0000	1.1093	1.0998
691	3.0000	0.8319	0.8249
692	4.0000	1.1093	1.0998
693	4.0000	1.1093	1.0998
694	2.0000	0.5546	0.5499
695	4.0000	1.1093	1.0998
696	3.0000	0.8319	0.8249
697	2.0000	0.5546	0.5499
698	3.0000	0.8319	0.8249
699	4.0000	1.1093	1.0998
700	4.0000	1.1093	1.0998
701	4.0000	1.1093	1.0998
702	3.0000	0.8319	0.8249
703	3.0000	0.8319	0.8249
704	3.0000	0.8319	0.8249
705	4.0000	1.1093	1.0998
706	2.0000	0.5546	0.5499
707	3.0000	0.8319	0.8249
708	2.0000	0.5546	0.5499
709	4.0000	1.1093	1.0998
710	4.0000	1.1093	1.0998
711	4.0000	1.1093	1.0998
712	2.0000	0.5546	0.5499
713	4.0000	1.1093	1.0998
714	4.0000	1.1093	1.0998
715	3.0000	0.8319	0.8249
716	4.0000	1.1093	1.0998
717	4.0000	1.1093	1.0998
718	4.0000	1.1093	1.0998
719	4.0000	1.1093	1.0998
720	4.0000	1.1093	1.0998
721	3.0000	0.8319	0.8249
722	2.0000	0.5546	0.5499
723	3.0000	0.8319	0.8249
724	2.0000	0.5546	0.5499
725	3.0000	0.8319	0.8249
726	3.0000	0.8319	0.8249
727	4.0000	1.1093	1.0998
728	4.0000	1.1093	1.0998
729	3.0000	0.8319	0.8249
730	4.0000	1.1093	1.0998
731	3.0000	0.8319	0.8249
732	3.0000	0.8319	0.8249
733	4.0000	1.1093	1.0998
734	4.0000	1.1093	1.0998
735	4.0000	1.1093	1.0998
736	4.0000	1.1093	1.0998
737	3.0000	0.8319	0.8249
738	4.0000	1.1093	1.0998
739	4.0000	1.1093	1.0998
740	3.0000	0.8319	0.8249
741	4.0000	1.1093	1.0998
742	4.0000	1.1093	1.0998
743	4.0000	1.1093	1.0998
744	4.0000	1.1093	1.0998
745	3.0000	0.8319	0.8249
746	4.0000	1.1093	1.0998
747	4.0000	1.1093	1.0998
748	3.0000	0.8319	0.8249
749	4.0000	1.1093	1.0998
750	3.0000	0.8319	0.8249
751	4.0000	1.1093	1.0998
752	4.0000	1.1093	1.0998
753	4.0000	1.1093	1.0998
754	4.0000	1.1093	1.0998
755	4.0000	1.1093	1.0998
756	4.0000	1.1093	1.0998
757	4.0000	1.1093	1.0998
758	3.0000	0.8319	0.8249
759	4.0000	1.1093	1.0998
760	4.0000	1.1093	1.0998
761	4.0000	1.1093	1.0998
762	4.0000	1.1093	1.0998
763	4.0000	1.1093	1.0998
764	4.0000	1.1093	1.0998
765	4.0000	1.1093	1.0998
766	4.0000	1.1093	1.0998
767	4.0000	1.1093	1.0998
768	3.0000	0.8319	0.8249
769	4.0000	1.1093	1.0998
770	4.0000	1.1093	1.0998
771	3.0000	0.8319	0.8249
772	3.0000	0.8319	0.8249
773	4.0000	1.1093	1.0998
774	4.0000	1.1093	1.0998
775	4.0000	1.1093	1.0998
776	4.0000	1.1093	1.0998
777	4.0000	1.1093	1.0998
778	4.0000	1.1093	1.0998
779	4.0000	1.1093	1.0998
780	4.0000	1.1093	1.0998
781	4.0000	1.1093	1.0998
782	3.0000	0.8319	0.8249
783	4.0000	1.1093	1.0998
784	4.0000	1.1093	1.0998
785	4.0000	1.1093	1.0998
786	4.0000	1.1093	1.0998
787	3.0000	0.8319	0.8249
788	4.0000	1.1093	1.0998
789	4.0000	1.1093	1.0998
790	4.0000	1.1093	1.0998
791	3.0000	0.8319	0.8249
792	4.0000	1.1093	1.0998
793	4.0000	1.1093	1.0998
794	4.0000	1.1093	1.0998
795	3.0000	0.8319	0.8249
796	4.0000	1.1093	1.0998
797	4.0000	1.1093	1.0998
798	4.0000	1.1093	1.0998
799	4.0000	1.1093	1.0998
800	4.0000	1.1093	1.0998
801	4.0000	1.1093	1.0998
802	4.0000	1.1093	1.0998
803	4.0000	1.1093	1.0998
804	3.0000	0.8319	0.8249
805	4.0000	1.1093	1.0998
806	4.0000	1.1093	1.0998
807	4.0000	1.1093	1.0998
808	4.0000	1.1093	1.0998
809	4.0000	1.1093	1.0998
810	4.0000	1.1093	1.0998
811	4.0000	1.1093	1.0998
812	3.0000	0.8319	0.8249
813	3.0000	0.8319	0.8249
814	4.0000	1.1093	1.0998
815	4.0000	1.1093	1.0998
816	4.0000	1.1093	1.0998
817	4.0000	1.1093	1.0998
818	4.0000	1.1093	1.0998
819	4.0000	1.1093	1.0998
