Tree	R-F_Cluster	R-F_Cluster_toYuleAvg	R-F_Cluster_toUnifAvg
440	4.5000	0.9579	0.9611
441	3.5000	0.7450	0.7475
442	3.5000	0.7450	0.7475
443	4.5000	0.9579	0.9611
444	3.5000	0.7450	0.7475
445	4.5000	0.9579	0.9611
446	3.5000	0.7450	0.7475
447	4.5000	0.9579	0.9611
448	3.5000	0.7450	0.7475
449	4.5000	0.9579	0.9611
450	3.5000	0.7450	0.7475
451	3.5000	0.7450	0.7475
452	4.5000	0.9579	0.9611
453	2.5000	0.5321	0.5340
454	4.5000	0.9579	0.9611
455	4.5000	0.9579	0.9611
456	4.5000	0.9579	0.9611
457	4.5000	0.9579	0.9611
458	4.5000	0.9579	0.9611
459	4.5000	0.9579	0.9611
460	4.5000	0.9579	0.9611
461	3.5000	0.7450	0.7475
462	3.5000	0.7450	0.7475
463	4.5000	0.9579	0.9611
464	4.5000	0.9579	0.9611
465	4.5000	0.9579	0.9611
466	4.5000	0.9579	0.9611
467	3.5000	0.7450	0.7475
468	3.5000	0.7450	0.7475
469	4.5000	0.9579	0.9611
470	4.5000	0.9579	0.9611
471	3.5000	0.7450	0.7475
472	4.5000	0.9579	0.9611
473	3.5000	0.7450	0.7475
474	4.5000	0.9579	0.9611
475	3.5000	0.7450	0.7475
476	4.5000	0.9579	0.9611
477	4.5000	0.9579	0.9611
478	4.5000	0.9579	0.9611
479	3.5000	0.7450	0.7475
480	3.5000	0.7450	0.7475
481	4.5000	0.9579	0.9611
482	4.5000	0.9579	0.9611
483	4.5000	0.9579	0.9611
484	3.5000	0.7450	0.7475
485	4.5000	0.9579	0.9611
486	4.5000	0.9579	0.9611
487	4.5000	0.9579	0.9611
488	4.5000	0.9579	0.9611
489	3.5000	0.7450	0.7475
490	4.5000	0.9579	0.9611
491	2.5000	0.5321	0.5340
492	4.5000	0.9579	0.9611
493	4.5000	0.9579	0.9611
494	3.5000	0.7450	0.7475
495	4.5000	0.9579	0.9611
496	4.5000	0.9579	0.9611
497	4.5000	0.9579	0.9611
498	4.5000	0.9579	0.9611
499	2.5000	0.5321	0.5340
500	4.5000	0.9579	0.9611
501	4.5000	0.9579	0.9611
502	3.5000	0.7450	0.7475
503	3.5000	0.7450	0.7475
504	4.5000	0.9579	0.9611
505	4.5000	0.9579	0.9611
506	4.5000	0.9579	0.9611
507	4.5000	0.9579	0.9611
508	4.5000	0.9579	0.9611
509	4.5000	0.9579	0.9611
510	4.5000	0.9579	0.9611
511	4.5000	0.9579	0.9611
512	4.5000	0.9579	0.9611
513	3.5000	0.7450	0.7475
514	4.5000	0.9579	0.9611
515	4.5000	0.9579	0.9611
516	4.5000	0.9579	0.9611
517	4.5000	0.9579	0.9611
518	3.5000	0.7450	0.7475
519	4.5000	0.9579	0.9611
520	4.5000	0.9579	0.9611
521	4.5000	0.9579	0.9611
522	4.5000	0.9579	0.9611
523	2.5000	0.5321	0.5340
524	4.5000	0.9579	0.9611
525	1.5000	0.3193	0.3204
526	4.5000	0.9579	0.9611
527	4.5000	0.9579	0.9611
528	4.5000	0.9579	0.9611
529	4.5000	0.9579	0.9611
530	4.5000	0.9579	0.9611
531	4.5000	0.9579	0.9611
532	4.5000	0.9579	0.9611
533	4.5000	0.9579	0.9611
534	4.5000	0.9579	0.9611
535	4.5000	0.9579	0.9611
536	4.5000	0.9579	0.9611
537	4.5000	0.9579	0.9611
538	4.5000	0.9579	0.9611
539	2.5000	0.5321	0.5340
540	4.5000	0.9579	0.9611
541	3.5000	0.7450	0.7475
542	4.5000	0.9579	0.9611
543	4.5000	0.9579	0.9611
544	4.5000	0.9579	0.9611
545	3.5000	0.7450	0.7475
546	3.5000	0.7450	0.7475
547	4.5000	0.9579	0.9611
548	4.5000	0.9579	0.9611
549	3.5000	0.7450	0.7475
550	3.5000	0.7450	0.7475
551	3.5000	0.7450	0.7475
552	4.5000	0.9579	0.9611
553	3.5000	0.7450	0.7475
554	4.5000	0.9579	0.9611
555	4.5000	0.9579	0.9611
556	4.5000	0.9579	0.9611
557	2.5000	0.5321	0.5340
558	4.5000	0.9579	0.9611
559	4.5000	0.9579	0.9611
560	4.5000	0.9579	0.9611
561	3.5000	0.7450	0.7475
562	4.5000	0.9579	0.9611
563	4.5000	0.9579	0.9611
564	3.5000	0.7450	0.7475
565	4.5000	0.9579	0.9611
566	4.5000	0.9579	0.9611
567	2.5000	0.5321	0.5340
568	3.5000	0.7450	0.7475
569	4.5000	0.9579	0.9611
570	4.5000	0.9579	0.9611
571	3.5000	0.7450	0.7475
572	3.5000	0.7450	0.7475
573	4.5000	0.9579	0.9611
574	4.5000	0.9579	0.9611
575	4.5000	0.9579	0.9611
576	4.5000	0.9579	0.9611
577	4.5000	0.9579	0.9611
578	4.5000	0.9579	0.9611
579	4.5000	0.9579	0.9611
580	4.5000	0.9579	0.9611
581	4.5000	0.9579	0.9611
582	1.5000	0.3193	0.3204
583	4.5000	0.9579	0.9611
584	4.5000	0.9579	0.9611
585	4.5000	0.9579	0.9611
586	2.5000	0.5321	0.5340
587	4.5000	0.9579	0.9611
588	4.5000	0.9579	0.9611
589	4.5000	0.9579	0.9611
590	4.5000	0.9579	0.9611
591	4.5000	0.9579	0.9611
592	3.5000	0.7450	0.7475
593	4.5000	0.9579	0.9611
594	4.5000	0.9579	0.9611
595	4.5000	0.9579	0.9611
596	4.5000	0.9579	0.9611
597	4.5000	0.9579	0.9611
598	4.5000	0.9579	0.9611
599	4.5000	0.9579	0.9611
600	4.5000	0.9579	0.9611
601	4.5000	0.9579	0.9611
602	4.5000	0.9579	0.9611
603	4.5000	0.9579	0.9611
604	4.5000	0.9579	0.9611
605	4.5000	0.9579	0.9611
606	4.5000	0.9579	0.9611
607	4.5000	0.9579	0.9611
608	3.5000	0.7450	0.7475
609	4.5000	0.9579	0.9611
610	4.5000	0.9579	0.9611
611	4.5000	0.9579	0.9611
612	4.5000	0.9579	0.9611
613	4.5000	0.9579	0.9611
614	3.5000	0.7450	0.7475
615	3.5000	0.7450	0.7475
616	4.5000	0.9579	0.9611
617	4.5000	0.9579	0.9611
618	3.5000	0.7450	0.7475
619	4.5000	0.9579	0.9611
620	4.5000	0.9579	0.9611
621	4.5000	0.9579	0.9611
622	4.5000	0.9579	0.9611
623	4.5000	0.9579	0.9611
624	4.5000	0.9579	0.9611
625	4.5000	0.9579	0.9611
626	3.5000	0.7450	0.7475
627	2.5000	0.5321	0.5340
628	3.5000	0.7450	0.7475
629	4.5000	0.9579	0.9611
630	4.5000	0.9579	0.9611
631	3.5000	0.7450	0.7475
632	4.5000	0.9579	0.9611
633	2.5000	0.5321	0.5340
634	4.5000	0.9579	0.9611
635	4.5000	0.9579	0.9611
636	4.5000	0.9579	0.9611
637	4.5000	0.9579	0.9611
638	4.5000	0.9579	0.9611
639	4.5000	0.9579	0.9611
640	3.5000	0.7450	0.7475
641	3.5000	0.7450	0.7475
642	4.5000	0.9579	0.9611
643	4.5000	0.9579	0.9611
644	4.5000	0.9579	0.9611
645	4.5000	0.9579	0.9611
646	4.5000	0.9579	0.9611
647	4.5000	0.9579	0.9611
648	3.5000	0.7450	0.7475
649	3.5000	0.7450	0.7475
650	3.5000	0.7450	0.7475
651	4.5000	0.9579	0.9611
652	4.5000	0.9579	0.9611
653	4.5000	0.9579	0.9611
654	4.5000	0.9579	0.9611
655	4.5000	0.9579	0.9611
656	3.5000	0.7450	0.7475
657	4.5000	0.9579	0.9611
658	4.5000	0.9579	0.9611
659	3.5000	0.7450	0.7475
660	4.5000	0.9579	0.9611
661	4.5000	0.9579	0.9611
662	4.5000	0.9579	0.9611
663	4.5000	0.9579	0.9611
664	4.5000	0.9579	0.9611
665	4.5000	0.9579	0.9611
666	3.5000	0.7450	0.7475
667	4.5000	0.9579	0.9611
668	4.5000	0.9579	0.9611
669	3.5000	0.7450	0.7475
670	4.5000	0.9579	0.9611
671	4.5000	0.9579	0.9611
672	4.5000	0.9579	0.9611
673	4.5000	0.9579	0.9611
674	4.5000	0.9579	0.9611
675	4.5000	0.9579	0.9611
676	4.5000	0.9579	0.9611
677	3.5000	0.7450	0.7475
678	2.5000	0.5321	0.5340
679	4.5000	0.9579	0.9611
680	4.5000	0.9579	0.9611
681	3.5000	0.7450	0.7475
682	4.5000	0.9579	0.9611
683	4.5000	0.9579	0.9611
684	3.5000	0.7450	0.7475
685	4.5000	0.9579	0.9611
686	3.5000	0.7450	0.7475
687	3.5000	0.7450	0.7475
688	4.5000	0.9579	0.9611
689	4.5000	0.9579	0.9611
690	1.5000	0.3193	0.3204
691	4.5000	0.9579	0.9611
692	3.5000	0.7450	0.7475
693	4.5000	0.9579	0.9611
694	4.5000	0.9579	0.9611
695	1.5000	0.3193	0.3204
696	3.5000	0.7450	0.7475
697	4.5000	0.9579	0.9611
698	3.5000	0.7450	0.7475
699	3.5000	0.7450	0.7475
700	3.5000	0.7450	0.7475
701	2.5000	0.5321	0.5340
702	3.5000	0.7450	0.7475
703	3.5000	0.7450	0.7475
704	4.5000	0.9579	0.9611
705	2.5000	0.5321	0.5340
706	4.5000	0.9579	0.9611
707	4.5000	0.9579	0.9611
708	4.5000	0.9579	0.9611
709	3.5000	0.7450	0.7475
710	4.5000	0.9579	0.9611
711	4.5000	0.9579	0.9611
712	4.5000	0.9579	0.9611
713	4.5000	0.9579	0.9611
714	4.5000	0.9579	0.9611
715	3.5000	0.7450	0.7475
716	4.5000	0.9579	0.9611
717	4.5000	0.9579	0.9611
718	3.5000	0.7450	0.7475
719	3.5000	0.7450	0.7475
720	2.5000	0.5321	0.5340
721	3.5000	0.7450	0.7475
722	4.5000	0.9579	0.9611
723	4.5000	0.9579	0.9611
724	4.5000	0.9579	0.9611
725	4.5000	0.9579	0.9611
726	4.5000	0.9579	0.9611
727	4.5000	0.9579	0.9611
728	4.5000	0.9579	0.9611
729	4.5000	0.9579	0.9611
730	4.5000	0.9579	0.9611
731	4.5000	0.9579	0.9611
732	4.5000	0.9579	0.9611
733	4.5000	0.9579	0.9611
734	4.5000	0.9579	0.9611
735	4.5000	0.9579	0.9611
736	4.5000	0.9579	0.9611
737	4.5000	0.9579	0.9611
738	4.5000	0.9579	0.9611
739	3.5000	0.7450	0.7475
740	4.5000	0.9579	0.9611
741	3.5000	0.7450	0.7475
742	3.5000	0.7450	0.7475
743	3.5000	0.7450	0.7475
744	3.5000	0.7450	0.7475
745	4.5000	0.9579	0.9611
746	3.5000	0.7450	0.7475
747	4.5000	0.9579	0.9611
748	4.5000	0.9579	0.9611
749	4.5000	0.9579	0.9611
750	4.5000	0.9579	0.9611
751	3.5000	0.7450	0.7475
752	3.5000	0.7450	0.7475
753	3.5000	0.7450	0.7475
754	3.5000	0.7450	0.7475
755	4.5000	0.9579	0.9611
756	4.5000	0.9579	0.9611
757	4.5000	0.9579	0.9611
758	4.5000	0.9579	0.9611
759	3.5000	0.7450	0.7475
760	4.5000	0.9579	0.9611
761	3.5000	0.7450	0.7475
762	4.5000	0.9579	0.9611
763	2.5000	0.5321	0.5340
764	4.5000	0.9579	0.9611
765	4.5000	0.9579	0.9611
766	4.5000	0.9579	0.9611
767	1.5000	0.3193	0.3204
768	3.5000	0.7450	0.7475
769	3.5000	0.7450	0.7475
770	1.5000	0.3193	0.3204
771	4.5000	0.9579	0.9611
772	3.5000	0.7450	0.7475
773	4.5000	0.9579	0.9611
774	3.5000	0.7450	0.7475
775	4.5000	0.9579	0.9611
776	4.5000	0.9579	0.9611
777	4.5000	0.9579	0.9611
778	3.5000	0.7450	0.7475
779	4.5000	0.9579	0.9611
780	4.5000	0.9579	0.9611
781	4.5000	0.9579	0.9611
782	3.5000	0.7450	0.7475
783	3.5000	0.7450	0.7475
784	4.5000	0.9579	0.9611
785	3.5000	0.7450	0.7475
786	4.5000	0.9579	0.9611
787	3.5000	0.7450	0.7475
788	3.5000	0.7450	0.7475
789	4.5000	0.9579	0.9611
790	4.5000	0.9579	0.9611
791	3.5000	0.7450	0.7475
792	4.5000	0.9579	0.9611
793	3.5000	0.7450	0.7475
794	4.5000	0.9579	0.9611
795	4.5000	0.9579	0.9611
796	4.5000	0.9579	0.9611
797	4.5000	0.9579	0.9611
798	4.5000	0.9579	0.9611
799	3.5000	0.7450	0.7475
800	4.5000	0.9579	0.9611
801	4.5000	0.9579	0.9611
802	4.5000	0.9579	0.9611
803	4.5000	0.9579	0.9611
804	4.5000	0.9579	0.9611
805	3.5000	0.7450	0.7475
806	4.5000	0.9579	0.9611
807	4.5000	0.9579	0.9611
808	3.5000	0.7450	0.7475
809	4.5000	0.9579	0.9611
810	1.5000	0.3193	0.3204
811	3.5000	0.7450	0.7475
812	4.5000	0.9579	0.9611
813	4.5000	0.9579	0.9611
814	2.5000	0.5321	0.5340
815	4.5000	0.9579	0.9611
816	4.5000	0.9579	0.9611
817	3.5000	0.7450	0.7475
818	4.5000	0.9579	0.9611
