Tree	MatchingCluster	MatchingCluster_toYuleAvg	MatchingCluster_toUnifAvg
177	12.0000	0.9510	0.9472
178	14.0000	1.1095	1.1051
179	9.0000	0.7133	0.7104
180	12.0000	0.9510	0.9472
181	10.0000	0.7925	0.7893
182	8.0000	0.6340	0.6315
183	12.0000	0.9510	0.9472
184	7.0000	0.5548	0.5525
185	10.0000	0.7925	0.7893
186	14.0000	1.1095	1.1051
187	14.0000	1.1095	1.1051
188	10.0000	0.7925	0.7893
189	8.0000	0.6340	0.6315
190	12.0000	0.9510	0.9472
191	10.0000	0.7925	0.7893
192	6.0000	0.4755	0.4736
193	13.0000	1.0303	1.0261
194	10.0000	0.7925	0.7893
195	10.0000	0.7925	0.7893
196	10.0000	0.7925	0.7893
197	9.0000	0.7133	0.7104
198	12.0000	0.9510	0.9472
199	4.0000	0.3170	0.3157
200	12.0000	0.9510	0.9472
201	10.0000	0.7925	0.7893
202	9.0000	0.7133	0.7104
203	9.0000	0.7133	0.7104
204	12.0000	0.9510	0.9472
205	14.0000	1.1095	1.1051
206	12.0000	0.9510	0.9472
207	12.0000	0.9510	0.9472
208	14.0000	1.1095	1.1051
209	10.0000	0.7925	0.7893
210	12.0000	0.9510	0.9472
211	11.0000	0.8718	0.8683
212	10.0000	0.7925	0.7893
213	10.0000	0.7925	0.7893
214	10.0000	0.7925	0.7893
215	14.0000	1.1095	1.1051
216	8.0000	0.6340	0.6315
217	10.0000	0.7925	0.7893
218	12.0000	0.9510	0.9472
219	14.0000	1.1095	1.1051
220	8.0000	0.6340	0.6315
221	12.0000	0.9510	0.9472
222	8.0000	0.6340	0.6315
223	12.0000	0.9510	0.9472
224	12.0000	0.9510	0.9472
225	12.0000	0.9510	0.9472
226	10.0000	0.7925	0.7893
227	12.0000	0.9510	0.9472
228	7.0000	0.5548	0.5525
229	12.0000	0.9510	0.9472
230	12.0000	0.9510	0.9472
231	12.0000	0.9510	0.9472
232	12.0000	0.9510	0.9472
233	10.0000	0.7925	0.7893
234	8.0000	0.6340	0.6315
235	13.0000	1.0303	1.0261
236	12.0000	0.9510	0.9472
237	16.0000	1.2680	1.2629
238	13.0000	1.0303	1.0261
239	12.0000	0.9510	0.9472
240	12.0000	0.9510	0.9472
241	9.0000	0.7133	0.7104
242	12.0000	0.9510	0.9472
243	12.0000	0.9510	0.9472
244	12.0000	0.9510	0.9472
245	10.0000	0.7925	0.7893
246	12.0000	0.9510	0.9472
247	12.0000	0.9510	0.9472
248	12.0000	0.9510	0.9472
249	10.0000	0.7925	0.7893
250	12.0000	0.9510	0.9472
251	7.0000	0.5548	0.5525
252	10.0000	0.7925	0.7893
253	12.0000	0.9510	0.9472
254	12.0000	0.9510	0.9472
255	14.0000	1.1095	1.1051
256	12.0000	0.9510	0.9472
257	12.0000	0.9510	0.9472
258	10.0000	0.7925	0.7893
259	9.0000	0.7133	0.7104
260	14.0000	1.1095	1.1051
261	8.0000	0.6340	0.6315
262	10.0000	0.7925	0.7893
263	12.0000	0.9510	0.9472
264	8.0000	0.6340	0.6315
265	8.0000	0.6340	0.6315
266	14.0000	1.1095	1.1051
267	10.0000	0.7925	0.7893
268	12.0000	0.9510	0.9472
269	12.0000	0.9510	0.9472
270	14.0000	1.1095	1.1051
271	10.0000	0.7925	0.7893
272	7.0000	0.5548	0.5525
273	9.0000	0.7133	0.7104
274	11.0000	0.8718	0.8683
275	11.0000	0.8718	0.8683
276	14.0000	1.1095	1.1051
277	10.0000	0.7925	0.7893
278	13.0000	1.0303	1.0261
279	14.0000	1.1095	1.1051
280	14.0000	1.1095	1.1051
281	12.0000	0.9510	0.9472
282	10.0000	0.7925	0.7893
283	14.0000	1.1095	1.1051
284	7.0000	0.5548	0.5525
285	9.0000	0.7133	0.7104
286	10.0000	0.7925	0.7893
287	10.0000	0.7925	0.7893
288	10.0000	0.7925	0.7893
289	10.0000	0.7925	0.7893
290	12.0000	0.9510	0.9472
291	12.0000	0.9510	0.9472
292	10.0000	0.7925	0.7893
293	8.0000	0.6340	0.6315
294	8.0000	0.6340	0.6315
295	6.0000	0.4755	0.4736
296	12.0000	0.9510	0.9472
297	16.0000	1.2680	1.2629
298	10.0000	0.7925	0.7893
299	10.0000	0.7925	0.7893
300	14.0000	1.1095	1.1051
301	14.0000	1.1095	1.1051
302	6.0000	0.4755	0.4736
303	8.0000	0.6340	0.6315
304	12.0000	0.9510	0.9472
305	8.0000	0.6340	0.6315
306	10.0000	0.7925	0.7893
307	14.0000	1.1095	1.1051
308	14.0000	1.1095	1.1051
309	10.0000	0.7925	0.7893
310	8.0000	0.6340	0.6315
311	14.0000	1.1095	1.1051
312	8.0000	0.6340	0.6315
313	10.0000	0.7925	0.7893
314	16.0000	1.2680	1.2629
315	14.0000	1.1095	1.1051
316	12.0000	0.9510	0.9472
317	12.0000	0.9510	0.9472
318	14.0000	1.1095	1.1051
319	12.0000	0.9510	0.9472
320	16.0000	1.2680	1.2629
321	12.0000	0.9510	0.9472
322	10.0000	0.7925	0.7893
323	8.0000	0.6340	0.6315
324	14.0000	1.1095	1.1051
325	11.0000	0.8718	0.8683
326	12.0000	0.9510	0.9472
327	9.0000	0.7133	0.7104
328	12.0000	0.9510	0.9472
329	10.0000	0.7925	0.7893
330	14.0000	1.1095	1.1051
331	12.0000	0.9510	0.9472
332	6.0000	0.4755	0.4736
333	14.0000	1.1095	1.1051
334	12.0000	0.9510	0.9472
335	10.0000	0.7925	0.7893
336	9.0000	0.7133	0.7104
337	14.0000	1.1095	1.1051
338	11.0000	0.8718	0.8683
339	12.0000	0.9510	0.9472
340	11.0000	0.8718	0.8683
341	10.0000	0.7925	0.7893
342	11.0000	0.8718	0.8683
343	14.0000	1.1095	1.1051
344	9.0000	0.7133	0.7104
345	10.0000	0.7925	0.7893
346	12.0000	0.9510	0.9472
347	12.0000	0.9510	0.9472
348	11.0000	0.8718	0.8683
349	10.0000	0.7925	0.7893
350	7.0000	0.5548	0.5525
351	12.0000	0.9510	0.9472
352	12.0000	0.9510	0.9472
353	13.0000	1.0303	1.0261
354	14.0000	1.1095	1.1051
355	12.0000	0.9510	0.9472
356	12.0000	0.9510	0.9472
357	10.0000	0.7925	0.7893
358	8.0000	0.6340	0.6315
359	12.0000	0.9510	0.9472
360	14.0000	1.1095	1.1051
361	12.0000	0.9510	0.9472
362	10.0000	0.7925	0.7893
363	7.0000	0.5548	0.5525
364	12.0000	0.9510	0.9472
365	12.0000	0.9510	0.9472
366	9.0000	0.7133	0.7104
367	9.0000	0.7133	0.7104
368	12.0000	0.9510	0.9472
369	10.0000	0.7925	0.7893
370	11.0000	0.8718	0.8683
371	14.0000	1.1095	1.1051
372	12.0000	0.9510	0.9472
373	7.0000	0.5548	0.5525
374	10.0000	0.7925	0.7893
375	11.0000	0.8718	0.8683
376	12.0000	0.9510	0.9472
377	10.0000	0.7925	0.7893
378	10.0000	0.7925	0.7893
379	10.0000	0.7925	0.7893
380	10.0000	0.7925	0.7893
381	8.0000	0.6340	0.6315
382	12.0000	0.9510	0.9472
383	10.0000	0.7925	0.7893
384	14.0000	1.1095	1.1051
385	9.0000	0.7133	0.7104
386	12.0000	0.9510	0.9472
387	10.0000	0.7925	0.7893
388	10.0000	0.7925	0.7893
389	14.0000	1.1095	1.1051
390	10.0000	0.7925	0.7893
391	8.0000	0.6340	0.6315
392	14.0000	1.1095	1.1051
393	11.0000	0.8718	0.8683
394	12.0000	0.9510	0.9472
395	14.0000	1.1095	1.1051
396	12.0000	0.9510	0.9472
397	14.0000	1.1095	1.1051
398	10.0000	0.7925	0.7893
399	12.0000	0.9510	0.9472
400	10.0000	0.7925	0.7893
401	12.0000	0.9510	0.9472
402	14.0000	1.1095	1.1051
403	10.0000	0.7925	0.7893
404	12.0000	0.9510	0.9472
405	14.0000	1.1095	1.1051
406	10.0000	0.7925	0.7893
407	10.0000	0.7925	0.7893
408	10.0000	0.7925	0.7893
409	11.0000	0.8718	0.8683
410	11.0000	0.8718	0.8683
411	11.0000	0.8718	0.8683
412	8.0000	0.6340	0.6315
413	10.0000	0.7925	0.7893
414	10.0000	0.7925	0.7893
415	12.0000	0.9510	0.9472
416	12.0000	0.9510	0.9472
417	10.0000	0.7925	0.7893
418	13.0000	1.0303	1.0261
419	11.0000	0.8718	0.8683
420	10.0000	0.7925	0.7893
421	16.0000	1.2680	1.2629
422	13.0000	1.0303	1.0261
423	12.0000	0.9510	0.9472
424	10.0000	0.7925	0.7893
425	10.0000	0.7925	0.7893
426	12.0000	0.9510	0.9472
427	16.0000	1.2680	1.2629
428	12.0000	0.9510	0.9472
429	14.0000	1.1095	1.1051
430	11.0000	0.8718	0.8683
431	8.0000	0.6340	0.6315
432	10.0000	0.7925	0.7893
433	9.0000	0.7133	0.7104
434	9.0000	0.7133	0.7104
435	12.0000	0.9510	0.9472
436	12.0000	0.9510	0.9472
437	14.0000	1.1095	1.1051
438	14.0000	1.1095	1.1051
439	12.0000	0.9510	0.9472
440	12.0000	0.9510	0.9472
441	11.0000	0.8718	0.8683
442	10.0000	0.7925	0.7893
443	7.0000	0.5548	0.5525
444	12.0000	0.9510	0.9472
445	11.0000	0.8718	0.8683
446	12.0000	0.9510	0.9472
447	12.0000	0.9510	0.9472
448	11.0000	0.8718	0.8683
449	8.0000	0.6340	0.6315
450	12.0000	0.9510	0.9472
451	13.0000	1.0303	1.0261
452	7.0000	0.5548	0.5525
453	12.0000	0.9510	0.9472
454	9.0000	0.7133	0.7104
455	10.0000	0.7925	0.7893
456	9.0000	0.7133	0.7104
457	9.0000	0.7133	0.7104
458	10.0000	0.7925	0.7893
459	8.0000	0.6340	0.6315
460	10.0000	0.7925	0.7893
461	10.0000	0.7925	0.7893
462	11.0000	0.8718	0.8683
463	8.0000	0.6340	0.6315
464	11.0000	0.8718	0.8683
465	10.0000	0.7925	0.7893
466	12.0000	0.9510	0.9472
467	12.0000	0.9510	0.9472
468	10.0000	0.7925	0.7893
469	12.0000	0.9510	0.9472
470	16.0000	1.2680	1.2629
471	10.0000	0.7925	0.7893
472	10.0000	0.7925	0.7893
473	12.0000	0.9510	0.9472
474	12.0000	0.9510	0.9472
475	12.0000	0.9510	0.9472
476	14.0000	1.1095	1.1051
477	12.0000	0.9510	0.9472
478	14.0000	1.1095	1.1051
479	9.0000	0.7133	0.7104
480	12.0000	0.9510	0.9472
481	8.0000	0.6340	0.6315
482	9.0000	0.7133	0.7104
483	12.0000	0.9510	0.9472
484	12.0000	0.9510	0.9472
485	11.0000	0.8718	0.8683
486	13.0000	1.0303	1.0261
487	12.0000	0.9510	0.9472
488	6.0000	0.4755	0.4736
489	12.0000	0.9510	0.9472
490	12.0000	0.9510	0.9472
491	12.0000	0.9510	0.9472
492	12.0000	0.9510	0.9472
493	10.0000	0.7925	0.7893
494	10.0000	0.7925	0.7893
495	12.0000	0.9510	0.9472
496	13.0000	1.0303	1.0261
497	10.0000	0.7925	0.7893
498	12.0000	0.9510	0.9472
499	12.0000	0.9510	0.9472
500	10.0000	0.7925	0.7893
501	12.0000	0.9510	0.9472
502	10.0000	0.7925	0.7893
503	10.0000	0.7925	0.7893
504	10.0000	0.7925	0.7893
505	12.0000	0.9510	0.9472
506	7.0000	0.5548	0.5525
507	14.0000	1.1095	1.1051
508	12.0000	0.9510	0.9472
509	10.0000	0.7925	0.7893
510	11.0000	0.8718	0.8683
511	12.0000	0.9510	0.9472
512	12.0000	0.9510	0.9472
513	13.0000	1.0303	1.0261
514	10.0000	0.7925	0.7893
515	12.0000	0.9510	0.9472
516	12.0000	0.9510	0.9472
517	12.0000	0.9510	0.9472
518	14.0000	1.1095	1.1051
519	9.0000	0.7133	0.7104
520	12.0000	0.9510	0.9472
521	10.0000	0.7925	0.7893
522	11.0000	0.8718	0.8683
523	12.0000	0.9510	0.9472
524	12.0000	0.9510	0.9472
525	12.0000	0.9510	0.9472
526	14.0000	1.1095	1.1051
527	11.0000	0.8718	0.8683
528	8.0000	0.6340	0.6315
529	12.0000	0.9510	0.9472
530	12.0000	0.9510	0.9472
531	10.0000	0.7925	0.7893
532	14.0000	1.1095	1.1051
533	9.0000	0.7133	0.7104
534	8.0000	0.6340	0.6315
535	11.0000	0.8718	0.8683
536	13.0000	1.0303	1.0261
537	9.0000	0.7133	0.7104
538	10.0000	0.7925	0.7893
539	10.0000	0.7925	0.7893
540	9.0000	0.7133	0.7104
541	10.0000	0.7925	0.7893
542	14.0000	1.1095	1.1051
543	10.0000	0.7925	0.7893
544	12.0000	0.9510	0.9472
545	12.0000	0.9510	0.9472
546	13.0000	1.0303	1.0261
547	10.0000	0.7925	0.7893
548	12.0000	0.9510	0.9472
549	9.0000	0.7133	0.7104
550	6.0000	0.4755	0.4736
551	13.0000	1.0303	1.0261
552	8.0000	0.6340	0.6315
553	8.0000	0.6340	0.6315
554	14.0000	1.1095	1.1051
555	12.0000	0.9510	0.9472
556	12.0000	0.9510	0.9472
557	14.0000	1.1095	1.1051
558	12.0000	0.9510	0.9472
559	14.0000	1.1095	1.1051
560	13.0000	1.0303	1.0261
561	10.0000	0.7925	0.7893
562	13.0000	1.0303	1.0261
563	12.0000	0.9510	0.9472
564	10.0000	0.7925	0.7893
565	12.0000	0.9510	0.9472
566	12.0000	0.9510	0.9472
567	10.0000	0.7925	0.7893
568	12.0000	0.9510	0.9472
569	12.0000	0.9510	0.9472
570	10.0000	0.7925	0.7893
571	10.0000	0.7925	0.7893
572	12.0000	0.9510	0.9472
573	10.0000	0.7925	0.7893
574	9.0000	0.7133	0.7104
575	11.0000	0.8718	0.8683
576	11.0000	0.8718	0.8683
577	6.0000	0.4755	0.4736
578	14.0000	1.1095	1.1051
579	14.0000	1.1095	1.1051
580	14.0000	1.1095	1.1051
581	12.0000	0.9510	0.9472
582	12.0000	0.9510	0.9472
583	10.0000	0.7925	0.7893
584	11.0000	0.8718	0.8683
585	12.0000	0.9510	0.9472
586	13.0000	1.0303	1.0261
587	10.0000	0.7925	0.7893
588	11.0000	0.8718	0.8683
589	8.0000	0.6340	0.6315
590	13.0000	1.0303	1.0261
591	14.0000	1.1095	1.1051
592	12.0000	0.9510	0.9472
593	13.0000	1.0303	1.0261
594	7.0000	0.5548	0.5525
595	14.0000	1.1095	1.1051
596	12.0000	0.9510	0.9472
597	6.0000	0.4755	0.4736
598	16.0000	1.2680	1.2629
599	8.0000	0.6340	0.6315
600	9.0000	0.7133	0.7104
601	12.0000	0.9510	0.9472
602	8.0000	0.6340	0.6315
603	9.0000	0.7133	0.7104
604	12.0000	0.9510	0.9472
605	8.0000	0.6340	0.6315
606	7.0000	0.5548	0.5525
607	9.0000	0.7133	0.7104
608	8.0000	0.6340	0.6315
609	12.0000	0.9510	0.9472
610	9.0000	0.7133	0.7104
611	11.0000	0.8718	0.8683
612	12.0000	0.9510	0.9472
613	7.0000	0.5548	0.5525
614	14.0000	1.1095	1.1051
615	10.0000	0.7925	0.7893
616	10.0000	0.7925	0.7893
617	9.0000	0.7133	0.7104
618	10.0000	0.7925	0.7893
619	14.0000	1.1095	1.1051
620	12.0000	0.9510	0.9472
621	12.0000	0.9510	0.9472
622	10.0000	0.7925	0.7893
623	9.0000	0.7133	0.7104
624	14.0000	1.1095	1.1051
625	8.0000	0.6340	0.6315
626	12.0000	0.9510	0.9472
627	12.0000	0.9510	0.9472
628	8.0000	0.6340	0.6315
629	12.0000	0.9510	0.9472
630	11.0000	0.8718	0.8683
631	6.0000	0.4755	0.4736
632	14.0000	1.1095	1.1051
633	11.0000	0.8718	0.8683
634	12.0000	0.9510	0.9472
635	11.0000	0.8718	0.8683
636	8.0000	0.6340	0.6315
637	12.0000	0.9510	0.9472
638	14.0000	1.1095	1.1051
639	12.0000	0.9510	0.9472
640	14.0000	1.1095	1.1051
641	12.0000	0.9510	0.9472
642	6.0000	0.4755	0.4736
643	12.0000	0.9510	0.9472
644	16.0000	1.2680	1.2629
645	12.0000	0.9510	0.9472
646	14.0000	1.1095	1.1051
647	8.0000	0.6340	0.6315
648	12.0000	0.9510	0.9472
649	9.0000	0.7133	0.7104
650	14.0000	1.1095	1.1051
651	8.0000	0.6340	0.6315
652	12.0000	0.9510	0.9472
653	10.0000	0.7925	0.7893
654	12.0000	0.9510	0.9472
655	10.0000	0.7925	0.7893
656	12.0000	0.9510	0.9472
657	6.0000	0.4755	0.4736
658	12.0000	0.9510	0.9472
659	11.0000	0.8718	0.8683
660	14.0000	1.1095	1.1051
661	14.0000	1.1095	1.1051
662	10.0000	0.7925	0.7893
663	9.0000	0.7133	0.7104
664	8.0000	0.6340	0.6315
665	8.0000	0.6340	0.6315
666	16.0000	1.2680	1.2629
667	10.0000	0.7925	0.7893
668	10.0000	0.7925	0.7893
669	8.0000	0.6340	0.6315
670	12.0000	0.9510	0.9472
671	14.0000	1.1095	1.1051
672	12.0000	0.9510	0.9472
673	11.0000	0.8718	0.8683
674	10.0000	0.7925	0.7893
675	9.0000	0.7133	0.7104
676	8.0000	0.6340	0.6315
677	10.0000	0.7925	0.7893
678	12.0000	0.9510	0.9472
679	10.0000	0.7925	0.7893
680	10.0000	0.7925	0.7893
681	12.0000	0.9510	0.9472
682	10.0000	0.7925	0.7893
683	7.0000	0.5548	0.5525
684	12.0000	0.9510	0.9472
685	11.0000	0.8718	0.8683
686	8.0000	0.6340	0.6315
687	10.0000	0.7925	0.7893
688	10.0000	0.7925	0.7893
689	12.0000	0.9510	0.9472
690	12.0000	0.9510	0.9472
691	9.0000	0.7133	0.7104
692	14.0000	1.1095	1.1051
693	10.0000	0.7925	0.7893
694	14.0000	1.1095	1.1051
695	10.0000	0.7925	0.7893
696	12.0000	0.9510	0.9472
697	9.0000	0.7133	0.7104
698	14.0000	1.1095	1.1051
699	8.0000	0.6340	0.6315
700	10.0000	0.7925	0.7893
701	12.0000	0.9510	0.9472
702	12.0000	0.9510	0.9472
703	12.0000	0.9510	0.9472
704	12.0000	0.9510	0.9472
705	14.0000	1.1095	1.1051
706	8.0000	0.6340	0.6315
707	14.0000	1.1095	1.1051
708	12.0000	0.9510	0.9472
709	11.0000	0.8718	0.8683
710	12.0000	0.9510	0.9472
711	8.0000	0.6340	0.6315
712	9.0000	0.7133	0.7104
713	12.0000	0.9510	0.9472
714	12.0000	0.9510	0.9472
715	12.0000	0.9510	0.9472
716	12.0000	0.9510	0.9472
717	14.0000	1.1095	1.1051
718	10.0000	0.7925	0.7893
719	11.0000	0.8718	0.8683
720	12.0000	0.9510	0.9472
721	9.0000	0.7133	0.7104
722	12.0000	0.9510	0.9472
723	10.0000	0.7925	0.7893
724	8.0000	0.6340	0.6315
725	14.0000	1.1095	1.1051
726	9.0000	0.7133	0.7104
727	9.0000	0.7133	0.7104
728	8.0000	0.6340	0.6315
729	10.0000	0.7925	0.7893
730	14.0000	1.1095	1.1051
731	12.0000	0.9510	0.9472
732	8.0000	0.6340	0.6315
733	8.0000	0.6340	0.6315
734	8.0000	0.6340	0.6315
735	8.0000	0.6340	0.6315
736	8.0000	0.6340	0.6315
737	7.0000	0.5548	0.5525
738	12.0000	0.9510	0.9472
739	9.0000	0.7133	0.7104
740	3.0000	0.2378	0.2368
741	12.0000	0.9510	0.9472
742	12.0000	0.9510	0.9472
743	13.0000	1.0303	1.0261
744	14.0000	1.1095	1.1051
745	14.0000	1.1095	1.1051
746	14.0000	1.1095	1.1051
747	12.0000	0.9510	0.9472
748	8.0000	0.6340	0.6315
749	9.0000	0.7133	0.7104
750	7.0000	0.5548	0.5525
751	14.0000	1.1095	1.1051
752	9.0000	0.7133	0.7104
753	10.0000	0.7925	0.7893
754	12.0000	0.9510	0.9472
755	10.0000	0.7925	0.7893
756	10.0000	0.7925	0.7893
757	12.0000	0.9510	0.9472
758	10.0000	0.7925	0.7893
759	11.0000	0.8718	0.8683
760	8.0000	0.6340	0.6315
761	9.0000	0.7133	0.7104
762	12.0000	0.9510	0.9472
763	12.0000	0.9510	0.9472
764	10.0000	0.7925	0.7893
765	10.0000	0.7925	0.7893
766	13.0000	1.0303	1.0261
767	12.0000	0.9510	0.9472
768	11.0000	0.8718	0.8683
769	14.0000	1.1095	1.1051
770	12.0000	0.9510	0.9472
771	11.0000	0.8718	0.8683
772	12.0000	0.9510	0.9472
773	10.0000	0.7925	0.7893
774	10.0000	0.7925	0.7893
775	12.0000	0.9510	0.9472
776	14.0000	1.1095	1.1051
777	9.0000	0.7133	0.7104
778	12.0000	0.9510	0.9472
779	12.0000	0.9510	0.9472
780	8.0000	0.6340	0.6315
781	12.0000	0.9510	0.9472
782	12.0000	0.9510	0.9472
783	12.0000	0.9510	0.9472
784	12.0000	0.9510	0.9472
785	10.0000	0.7925	0.7893
786	6.0000	0.4755	0.4736
787	11.0000	0.8718	0.8683
788	12.0000	0.9510	0.9472
789	13.0000	1.0303	1.0261
790	14.0000	1.1095	1.1051
791	12.0000	0.9510	0.9472
792	14.0000	1.1095	1.1051
793	12.0000	0.9510	0.9472
794	12.0000	0.9510	0.9472
795	13.0000	1.0303	1.0261
796	11.0000	0.8718	0.8683
797	12.0000	0.9510	0.9472
798	8.0000	0.6340	0.6315
799	14.0000	1.1095	1.1051
800	12.0000	0.9510	0.9472
801	12.0000	0.9510	0.9472
802	10.0000	0.7925	0.7893
803	10.0000	0.7925	0.7893
804	10.0000	0.7925	0.7893
805	9.0000	0.7133	0.7104
806	6.0000	0.4755	0.4736
807	12.0000	0.9510	0.9472
808	13.0000	1.0303	1.0261
809	7.0000	0.5548	0.5525
810	9.0000	0.7133	0.7104
811	14.0000	1.1095	1.1051
812	12.0000	0.9510	0.9472
813	10.0000	0.7925	0.7893
814	11.0000	0.8718	0.8683
815	6.0000	0.4755	0.4736
816	10.0000	0.7925	0.7893
817	14.0000	1.1095	1.1051
818	12.0000	0.9510	0.9472
