Tree	MatchingSplit	MatchingSplit_toYuleAvg	MatchingSplit_toUnifAvg
257	7.0000	0.9498	0.9343
258	9.0000	1.2212	1.2013
259	6.0000	0.8141	0.8009
260	6.0000	0.8141	0.8009
261	7.0000	0.9498	0.9343
262	7.0000	0.9498	0.9343
263	7.0000	0.9498	0.9343
264	7.0000	0.9498	0.9343
265	10.0000	1.3569	1.3348
266	7.0000	0.9498	0.9343
267	7.0000	0.9498	0.9343
268	3.0000	0.4071	0.4004
269	8.0000	1.0855	1.0678
270	5.0000	0.6784	0.6674
271	6.0000	0.8141	0.8009
272	7.0000	0.9498	0.9343
273	8.0000	1.0855	1.0678
274	8.0000	1.0855	1.0678
275	9.0000	1.2212	1.2013
276	7.0000	0.9498	0.9343
277	7.0000	0.9498	0.9343
278	8.0000	1.0855	1.0678
279	9.0000	1.2212	1.2013
280	4.0000	0.5427	0.5339
281	8.0000	1.0855	1.0678
282	9.0000	1.2212	1.2013
283	7.0000	0.9498	0.9343
284	7.0000	0.9498	0.9343
285	9.0000	1.2212	1.2013
286	8.0000	1.0855	1.0678
287	6.0000	0.8141	0.8009
288	9.0000	1.2212	1.2013
289	7.0000	0.9498	0.9343
290	7.0000	0.9498	0.9343
291	8.0000	1.0855	1.0678
292	9.0000	1.2212	1.2013
293	7.0000	0.9498	0.9343
294	7.0000	0.9498	0.9343
295	10.0000	1.3569	1.3348
296	4.0000	0.5427	0.5339
297	6.0000	0.8141	0.8009
298	7.0000	0.9498	0.9343
299	9.0000	1.2212	1.2013
300	7.0000	0.9498	0.9343
301	8.0000	1.0855	1.0678
302	7.0000	0.9498	0.9343
303	7.0000	0.9498	0.9343
304	6.0000	0.8141	0.8009
305	4.0000	0.5427	0.5339
306	9.0000	1.2212	1.2013
307	9.0000	1.2212	1.2013
308	7.0000	0.9498	0.9343
309	4.0000	0.5427	0.5339
310	9.0000	1.2212	1.2013
311	3.0000	0.4071	0.4004
312	9.0000	1.2212	1.2013
313	6.0000	0.8141	0.8009
314	7.0000	0.9498	0.9343
315	10.0000	1.3569	1.3348
316	7.0000	0.9498	0.9343
317	9.0000	1.2212	1.2013
318	8.0000	1.0855	1.0678
319	3.0000	0.4071	0.4004
320	7.0000	0.9498	0.9343
321	10.0000	1.3569	1.3348
322	7.0000	0.9498	0.9343
323	9.0000	1.2212	1.2013
324	7.0000	0.9498	0.9343
325	6.0000	0.8141	0.8009
326	4.0000	0.5427	0.5339
327	8.0000	1.0855	1.0678
328	8.0000	1.0855	1.0678
329	9.0000	1.2212	1.2013
330	9.0000	1.2212	1.2013
331	9.0000	1.2212	1.2013
332	9.0000	1.2212	1.2013
333	8.0000	1.0855	1.0678
334	4.0000	0.5427	0.5339
335	7.0000	0.9498	0.9343
336	6.0000	0.8141	0.8009
337	9.0000	1.2212	1.2013
338	8.0000	1.0855	1.0678
339	8.0000	1.0855	1.0678
340	8.0000	1.0855	1.0678
341	8.0000	1.0855	1.0678
342	7.0000	0.9498	0.9343
343	6.0000	0.8141	0.8009
344	8.0000	1.0855	1.0678
345	6.0000	0.8141	0.8009
346	8.0000	1.0855	1.0678
347	4.0000	0.5427	0.5339
348	6.0000	0.8141	0.8009
349	7.0000	0.9498	0.9343
350	4.0000	0.5427	0.5339
351	9.0000	1.2212	1.2013
352	7.0000	0.9498	0.9343
353	4.0000	0.5427	0.5339
354	6.0000	0.8141	0.8009
355	8.0000	1.0855	1.0678
356	10.0000	1.3569	1.3348
357	9.0000	1.2212	1.2013
358	7.0000	0.9498	0.9343
359	6.0000	0.8141	0.8009
360	10.0000	1.3569	1.3348
361	5.0000	0.6784	0.6674
362	9.0000	1.2212	1.2013
363	8.0000	1.0855	1.0678
364	7.0000	0.9498	0.9343
365	10.0000	1.3569	1.3348
366	8.0000	1.0855	1.0678
367	6.0000	0.8141	0.8009
368	6.0000	0.8141	0.8009
369	9.0000	1.2212	1.2013
370	9.0000	1.2212	1.2013
371	6.0000	0.8141	0.8009
372	6.0000	0.8141	0.8009
373	8.0000	1.0855	1.0678
374	9.0000	1.2212	1.2013
375	3.0000	0.4071	0.4004
376	7.0000	0.9498	0.9343
377	6.0000	0.8141	0.8009
378	7.0000	0.9498	0.9343
379	8.0000	1.0855	1.0678
380	7.0000	0.9498	0.9343
381	8.0000	1.0855	1.0678
382	4.0000	0.5427	0.5339
383	3.0000	0.4071	0.4004
384	7.0000	0.9498	0.9343
385	7.0000	0.9498	0.9343
386	9.0000	1.2212	1.2013
387	8.0000	1.0855	1.0678
388	5.0000	0.6784	0.6674
389	9.0000	1.2212	1.2013
390	4.0000	0.5427	0.5339
391	8.0000	1.0855	1.0678
392	5.0000	0.6784	0.6674
393	8.0000	1.0855	1.0678
394	8.0000	1.0855	1.0678
395	9.0000	1.2212	1.2013
396	8.0000	1.0855	1.0678
397	9.0000	1.2212	1.2013
398	9.0000	1.2212	1.2013
399	5.0000	0.6784	0.6674
400	9.0000	1.2212	1.2013
401	10.0000	1.3569	1.3348
402	9.0000	1.2212	1.2013
403	6.0000	0.8141	0.8009
404	6.0000	0.8141	0.8009
405	5.0000	0.6784	0.6674
406	7.0000	0.9498	0.9343
407	8.0000	1.0855	1.0678
408	7.0000	0.9498	0.9343
409	5.0000	0.6784	0.6674
410	7.0000	0.9498	0.9343
411	7.0000	0.9498	0.9343
412	8.0000	1.0855	1.0678
413	7.0000	0.9498	0.9343
414	9.0000	1.2212	1.2013
415	6.0000	0.8141	0.8009
416	9.0000	1.2212	1.2013
417	9.0000	1.2212	1.2013
418	8.0000	1.0855	1.0678
419	5.0000	0.6784	0.6674
420	7.0000	0.9498	0.9343
421	7.0000	0.9498	0.9343
422	9.0000	1.2212	1.2013
423	9.0000	1.2212	1.2013
424	7.0000	0.9498	0.9343
425	8.0000	1.0855	1.0678
426	9.0000	1.2212	1.2013
427	5.0000	0.6784	0.6674
428	6.0000	0.8141	0.8009
429	9.0000	1.2212	1.2013
430	8.0000	1.0855	1.0678
431	9.0000	1.2212	1.2013
432	8.0000	1.0855	1.0678
433	6.0000	0.8141	0.8009
434	8.0000	1.0855	1.0678
435	6.0000	0.8141	0.8009
436	10.0000	1.3569	1.3348
437	8.0000	1.0855	1.0678
438	8.0000	1.0855	1.0678
439	5.0000	0.6784	0.6674
440	9.0000	1.2212	1.2013
441	4.0000	0.5427	0.5339
442	6.0000	0.8141	0.8009
443	9.0000	1.2212	1.2013
444	8.0000	1.0855	1.0678
445	8.0000	1.0855	1.0678
446	9.0000	1.2212	1.2013
447	6.0000	0.8141	0.8009
448	6.0000	0.8141	0.8009
449	9.0000	1.2212	1.2013
450	7.0000	0.9498	0.9343
451	9.0000	1.2212	1.2013
452	9.0000	1.2212	1.2013
453	6.0000	0.8141	0.8009
454	9.0000	1.2212	1.2013
455	7.0000	0.9498	0.9343
456	7.0000	0.9498	0.9343
457	6.0000	0.8141	0.8009
458	6.0000	0.8141	0.8009
459	6.0000	0.8141	0.8009
460	8.0000	1.0855	1.0678
461	7.0000	0.9498	0.9343
462	5.0000	0.6784	0.6674
463	8.0000	1.0855	1.0678
464	6.0000	0.8141	0.8009
465	7.0000	0.9498	0.9343
466	8.0000	1.0855	1.0678
467	4.0000	0.5427	0.5339
468	9.0000	1.2212	1.2013
469	9.0000	1.2212	1.2013
470	7.0000	0.9498	0.9343
471	7.0000	0.9498	0.9343
472	9.0000	1.2212	1.2013
473	9.0000	1.2212	1.2013
474	8.0000	1.0855	1.0678
475	8.0000	1.0855	1.0678
476	6.0000	0.8141	0.8009
477	5.0000	0.6784	0.6674
478	7.0000	0.9498	0.9343
479	7.0000	0.9498	0.9343
480	2.0000	0.2714	0.2670
481	7.0000	0.9498	0.9343
482	6.0000	0.8141	0.8009
483	6.0000	0.8141	0.8009
484	10.0000	1.3569	1.3348
485	9.0000	1.2212	1.2013
486	8.0000	1.0855	1.0678
487	6.0000	0.8141	0.8009
488	8.0000	1.0855	1.0678
489	9.0000	1.2212	1.2013
490	9.0000	1.2212	1.2013
491	6.0000	0.8141	0.8009
492	6.0000	0.8141	0.8009
493	7.0000	0.9498	0.9343
494	8.0000	1.0855	1.0678
495	6.0000	0.8141	0.8009
496	8.0000	1.0855	1.0678
497	6.0000	0.8141	0.8009
498	8.0000	1.0855	1.0678
499	9.0000	1.2212	1.2013
500	7.0000	0.9498	0.9343
501	9.0000	1.2212	1.2013
502	8.0000	1.0855	1.0678
503	9.0000	1.2212	1.2013
504	8.0000	1.0855	1.0678
505	7.0000	0.9498	0.9343
506	9.0000	1.2212	1.2013
507	5.0000	0.6784	0.6674
508	8.0000	1.0855	1.0678
509	9.0000	1.2212	1.2013
510	7.0000	0.9498	0.9343
511	4.0000	0.5427	0.5339
512	5.0000	0.6784	0.6674
513	4.0000	0.5427	0.5339
514	6.0000	0.8141	0.8009
515	8.0000	1.0855	1.0678
516	8.0000	1.0855	1.0678
517	8.0000	1.0855	1.0678
518	6.0000	0.8141	0.8009
519	7.0000	0.9498	0.9343
520	8.0000	1.0855	1.0678
521	8.0000	1.0855	1.0678
522	6.0000	0.8141	0.8009
523	5.0000	0.6784	0.6674
524	8.0000	1.0855	1.0678
525	6.0000	0.8141	0.8009
526	9.0000	1.2212	1.2013
527	6.0000	0.8141	0.8009
528	8.0000	1.0855	1.0678
529	8.0000	1.0855	1.0678
530	5.0000	0.6784	0.6674
531	8.0000	1.0855	1.0678
532	6.0000	0.8141	0.8009
533	8.0000	1.0855	1.0678
534	7.0000	0.9498	0.9343
535	6.0000	0.8141	0.8009
536	7.0000	0.9498	0.9343
537	9.0000	1.2212	1.2013
538	7.0000	0.9498	0.9343
539	6.0000	0.8141	0.8009
540	6.0000	0.8141	0.8009
541	8.0000	1.0855	1.0678
542	9.0000	1.2212	1.2013
543	7.0000	0.9498	0.9343
544	9.0000	1.2212	1.2013
545	8.0000	1.0855	1.0678
546	2.0000	0.2714	0.2670
547	8.0000	1.0855	1.0678
548	6.0000	0.8141	0.8009
549	8.0000	1.0855	1.0678
550	8.0000	1.0855	1.0678
551	7.0000	0.9498	0.9343
552	9.0000	1.2212	1.2013
553	8.0000	1.0855	1.0678
554	6.0000	0.8141	0.8009
555	8.0000	1.0855	1.0678
556	9.0000	1.2212	1.2013
557	6.0000	0.8141	0.8009
558	10.0000	1.3569	1.3348
559	9.0000	1.2212	1.2013
560	6.0000	0.8141	0.8009
561	8.0000	1.0855	1.0678
562	5.0000	0.6784	0.6674
563	9.0000	1.2212	1.2013
564	8.0000	1.0855	1.0678
565	5.0000	0.6784	0.6674
566	9.0000	1.2212	1.2013
567	7.0000	0.9498	0.9343
568	4.0000	0.5427	0.5339
569	6.0000	0.8141	0.8009
570	7.0000	0.9498	0.9343
571	6.0000	0.8141	0.8009
572	9.0000	1.2212	1.2013
573	4.0000	0.5427	0.5339
574	9.0000	1.2212	1.2013
575	9.0000	1.2212	1.2013
576	6.0000	0.8141	0.8009
577	7.0000	0.9498	0.9343
578	3.0000	0.4071	0.4004
579	7.0000	0.9498	0.9343
580	8.0000	1.0855	1.0678
581	6.0000	0.8141	0.8009
582	6.0000	0.8141	0.8009
583	4.0000	0.5427	0.5339
584	9.0000	1.2212	1.2013
585	7.0000	0.9498	0.9343
586	6.0000	0.8141	0.8009
587	8.0000	1.0855	1.0678
588	8.0000	1.0855	1.0678
589	9.0000	1.2212	1.2013
590	9.0000	1.2212	1.2013
591	9.0000	1.2212	1.2013
592	7.0000	0.9498	0.9343
593	7.0000	0.9498	0.9343
594	8.0000	1.0855	1.0678
595	8.0000	1.0855	1.0678
596	6.0000	0.8141	0.8009
597	9.0000	1.2212	1.2013
598	5.0000	0.6784	0.6674
599	9.0000	1.2212	1.2013
600	7.0000	0.9498	0.9343
601	8.0000	1.0855	1.0678
602	9.0000	1.2212	1.2013
603	6.0000	0.8141	0.8009
604	9.0000	1.2212	1.2013
605	10.0000	1.3569	1.3348
606	8.0000	1.0855	1.0678
607	9.0000	1.2212	1.2013
608	5.0000	0.6784	0.6674
609	10.0000	1.3569	1.3348
610	7.0000	0.9498	0.9343
611	7.0000	0.9498	0.9343
612	9.0000	1.2212	1.2013
613	9.0000	1.2212	1.2013
614	4.0000	0.5427	0.5339
615	6.0000	0.8141	0.8009
616	9.0000	1.2212	1.2013
617	7.0000	0.9498	0.9343
618	8.0000	1.0855	1.0678
619	5.0000	0.6784	0.6674
620	6.0000	0.8141	0.8009
621	8.0000	1.0855	1.0678
622	6.0000	0.8141	0.8009
623	7.0000	0.9498	0.9343
624	9.0000	1.2212	1.2013
625	7.0000	0.9498	0.9343
626	9.0000	1.2212	1.2013
627	6.0000	0.8141	0.8009
628	7.0000	0.9498	0.9343
629	9.0000	1.2212	1.2013
630	6.0000	0.8141	0.8009
631	8.0000	1.0855	1.0678
632	5.0000	0.6784	0.6674
633	8.0000	1.0855	1.0678
634	5.0000	0.6784	0.6674
635	5.0000	0.6784	0.6674
636	7.0000	0.9498	0.9343
637	3.0000	0.4071	0.4004
638	9.0000	1.2212	1.2013
639	9.0000	1.2212	1.2013
640	7.0000	0.9498	0.9343
641	9.0000	1.2212	1.2013
642	9.0000	1.2212	1.2013
643	6.0000	0.8141	0.8009
644	6.0000	0.8141	0.8009
645	6.0000	0.8141	0.8009
646	8.0000	1.0855	1.0678
647	9.0000	1.2212	1.2013
648	8.0000	1.0855	1.0678
649	9.0000	1.2212	1.2013
650	9.0000	1.2212	1.2013
651	9.0000	1.2212	1.2013
652	10.0000	1.3569	1.3348
653	8.0000	1.0855	1.0678
654	5.0000	0.6784	0.6674
655	10.0000	1.3569	1.3348
656	7.0000	0.9498	0.9343
657	9.0000	1.2212	1.2013
658	9.0000	1.2212	1.2013
659	9.0000	1.2212	1.2013
660	5.0000	0.6784	0.6674
661	6.0000	0.8141	0.8009
662	8.0000	1.0855	1.0678
663	7.0000	0.9498	0.9343
664	7.0000	0.9498	0.9343
665	8.0000	1.0855	1.0678
666	7.0000	0.9498	0.9343
667	7.0000	0.9498	0.9343
668	6.0000	0.8141	0.8009
669	6.0000	0.8141	0.8009
670	6.0000	0.8141	0.8009
671	7.0000	0.9498	0.9343
672	9.0000	1.2212	1.2013
673	6.0000	0.8141	0.8009
674	7.0000	0.9498	0.9343
675	8.0000	1.0855	1.0678
676	9.0000	1.2212	1.2013
677	9.0000	1.2212	1.2013
678	9.0000	1.2212	1.2013
679	7.0000	0.9498	0.9343
680	9.0000	1.2212	1.2013
681	9.0000	1.2212	1.2013
682	7.0000	0.9498	0.9343
683	8.0000	1.0855	1.0678
684	4.0000	0.5427	0.5339
685	4.0000	0.5427	0.5339
686	7.0000	0.9498	0.9343
687	4.0000	0.5427	0.5339
688	7.0000	0.9498	0.9343
689	6.0000	0.8141	0.8009
690	9.0000	1.2212	1.2013
691	8.0000	1.0855	1.0678
692	7.0000	0.9498	0.9343
693	7.0000	0.9498	0.9343
694	8.0000	1.0855	1.0678
695	6.0000	0.8141	0.8009
696	6.0000	0.8141	0.8009
697	8.0000	1.0855	1.0678
698	7.0000	0.9498	0.9343
699	7.0000	0.9498	0.9343
700	8.0000	1.0855	1.0678
701	4.0000	0.5427	0.5339
702	6.0000	0.8141	0.8009
703	7.0000	0.9498	0.9343
704	9.0000	1.2212	1.2013
705	6.0000	0.8141	0.8009
706	9.0000	1.2212	1.2013
707	10.0000	1.3569	1.3348
708	7.0000	0.9498	0.9343
709	7.0000	0.9498	0.9343
710	10.0000	1.3569	1.3348
711	9.0000	1.2212	1.2013
712	8.0000	1.0855	1.0678
713	6.0000	0.8141	0.8009
714	8.0000	1.0855	1.0678
715	6.0000	0.8141	0.8009
716	6.0000	0.8141	0.8009
717	8.0000	1.0855	1.0678
718	7.0000	0.9498	0.9343
719	6.0000	0.8141	0.8009
720	9.0000	1.2212	1.2013
721	7.0000	0.9498	0.9343
722	9.0000	1.2212	1.2013
723	7.0000	0.9498	0.9343
724	8.0000	1.0855	1.0678
725	8.0000	1.0855	1.0678
726	7.0000	0.9498	0.9343
727	8.0000	1.0855	1.0678
728	9.0000	1.2212	1.2013
729	7.0000	0.9498	0.9343
730	6.0000	0.8141	0.8009
731	6.0000	0.8141	0.8009
732	9.0000	1.2212	1.2013
733	7.0000	0.9498	0.9343
734	7.0000	0.9498	0.9343
735	9.0000	1.2212	1.2013
736	8.0000	1.0855	1.0678
737	8.0000	1.0855	1.0678
738	5.0000	0.6784	0.6674
739	8.0000	1.0855	1.0678
740	9.0000	1.2212	1.2013
741	10.0000	1.3569	1.3348
742	7.0000	0.9498	0.9343
743	0.0000	0.0000	0.0000
744	7.0000	0.9498	0.9343
745	7.0000	0.9498	0.9343
746	4.0000	0.5427	0.5339
747	6.0000	0.8141	0.8009
748	9.0000	1.2212	1.2013
749	8.0000	1.0855	1.0678
750	9.0000	1.2212	1.2013
751	6.0000	0.8141	0.8009
752	9.0000	1.2212	1.2013
753	10.0000	1.3569	1.3348
754	6.0000	0.8141	0.8009
755	8.0000	1.0855	1.0678
756	7.0000	0.9498	0.9343
757	7.0000	0.9498	0.9343
758	10.0000	1.3569	1.3348
759	4.0000	0.5427	0.5339
760	9.0000	1.2212	1.2013
761	8.0000	1.0855	1.0678
762	6.0000	0.8141	0.8009
763	4.0000	0.5427	0.5339
764	9.0000	1.2212	1.2013
765	9.0000	1.2212	1.2013
766	4.0000	0.5427	0.5339
767	7.0000	0.9498	0.9343
768	7.0000	0.9498	0.9343
769	8.0000	1.0855	1.0678
770	9.0000	1.2212	1.2013
771	6.0000	0.8141	0.8009
772	8.0000	1.0855	1.0678
773	9.0000	1.2212	1.2013
774	6.0000	0.8141	0.8009
775	6.0000	0.8141	0.8009
776	9.0000	1.2212	1.2013
777	7.0000	0.9498	0.9343
778	8.0000	1.0855	1.0678
779	9.0000	1.2212	1.2013
780	8.0000	1.0855	1.0678
781	4.0000	0.5427	0.5339
782	4.0000	0.5427	0.5339
783	9.0000	1.2212	1.2013
784	4.0000	0.5427	0.5339
785	7.0000	0.9498	0.9343
786	8.0000	1.0855	1.0678
787	8.0000	1.0855	1.0678
788	4.0000	0.5427	0.5339
789	8.0000	1.0855	1.0678
790	3.0000	0.4071	0.4004
791	7.0000	0.9498	0.9343
792	8.0000	1.0855	1.0678
793	4.0000	0.5427	0.5339
794	7.0000	0.9498	0.9343
795	8.0000	1.0855	1.0678
796	6.0000	0.8141	0.8009
797	7.0000	0.9498	0.9343
798	8.0000	1.0855	1.0678
799	9.0000	1.2212	1.2013
800	5.0000	0.6784	0.6674
801	7.0000	0.9498	0.9343
802	4.0000	0.5427	0.5339
803	7.0000	0.9498	0.9343
804	4.0000	0.5427	0.5339
805	8.0000	1.0855	1.0678
806	9.0000	1.2212	1.2013
807	9.0000	1.2212	1.2013
808	0.0000	0.0000	0.0000
809	9.0000	1.2212	1.2013
810	6.0000	0.8141	0.8009
811	4.0000	0.5427	0.5339
812	9.0000	1.2212	1.2013
813	8.0000	1.0855	1.0678
814	8.0000	1.0855	1.0678
815	9.0000	1.2212	1.2013
816	6.0000	0.8141	0.8009
817	9.0000	1.2212	1.2013
818	8.0000	1.0855	1.0678
