Tree	MatchingSplit	MatchingSplit_toYuleAvg	MatchingSplit_toUnifAvg
301	6.0000	0.8141	0.8009
302	8.0000	1.0855	1.0678
303	5.0000	0.6784	0.6674
304	6.0000	0.8141	0.8009
305	7.0000	0.9498	0.9343
306	9.0000	1.2212	1.2013
307	9.0000	1.2212	1.2013
308	10.0000	1.3569	1.3348
309	7.0000	0.9498	0.9343
310	6.0000	0.8141	0.8009
311	7.0000	0.9498	0.9343
312	5.0000	0.6784	0.6674
313	9.0000	1.2212	1.2013
314	8.0000	1.0855	1.0678
315	6.0000	0.8141	0.8009
316	7.0000	0.9498	0.9343
317	8.0000	1.0855	1.0678
318	9.0000	1.2212	1.2013
319	7.0000	0.9498	0.9343
320	7.0000	0.9498	0.9343
321	8.0000	1.0855	1.0678
322	7.0000	0.9498	0.9343
323	7.0000	0.9498	0.9343
324	10.0000	1.3569	1.3348
325	7.0000	0.9498	0.9343
326	9.0000	1.2212	1.2013
327	6.0000	0.8141	0.8009
328	9.0000	1.2212	1.2013
329	7.0000	0.9498	0.9343
330	5.0000	0.6784	0.6674
331	9.0000	1.2212	1.2013
332	3.0000	0.4071	0.4004
333	8.0000	1.0855	1.0678
334	7.0000	0.9498	0.9343
335	6.0000	0.8141	0.8009
336	9.0000	1.2212	1.2013
337	9.0000	1.2212	1.2013
338	6.0000	0.8141	0.8009
339	8.0000	1.0855	1.0678
340	6.0000	0.8141	0.8009
341	6.0000	0.8141	0.8009
342	3.0000	0.4071	0.4004
343	9.0000	1.2212	1.2013
344	8.0000	1.0855	1.0678
345	9.0000	1.2212	1.2013
346	6.0000	0.8141	0.8009
347	9.0000	1.2212	1.2013
348	8.0000	1.0855	1.0678
349	9.0000	1.2212	1.2013
350	7.0000	0.9498	0.9343
351	8.0000	1.0855	1.0678
352	9.0000	1.2212	1.2013
353	9.0000	1.2212	1.2013
354	7.0000	0.9498	0.9343
355	9.0000	1.2212	1.2013
356	7.0000	0.9498	0.9343
357	8.0000	1.0855	1.0678
358	7.0000	0.9498	0.9343
359	7.0000	0.9498	0.9343
360	9.0000	1.2212	1.2013
361	6.0000	0.8141	0.8009
362	8.0000	1.0855	1.0678
363	0.0000	0.0000	0.0000
364	9.0000	1.2212	1.2013
365	7.0000	0.9498	0.9343
366	7.0000	0.9498	0.9343
367	7.0000	0.9498	0.9343
368	6.0000	0.8141	0.8009
369	6.0000	0.8141	0.8009
370	7.0000	0.9498	0.9343
371	6.0000	0.8141	0.8009
372	6.0000	0.8141	0.8009
373	0.0000	0.0000	0.0000
374	9.0000	1.2212	1.2013
375	8.0000	1.0855	1.0678
376	9.0000	1.2212	1.2013
377	9.0000	1.2212	1.2013
378	7.0000	0.9498	0.9343
379	9.0000	1.2212	1.2013
380	9.0000	1.2212	1.2013
381	7.0000	0.9498	0.9343
382	9.0000	1.2212	1.2013
383	9.0000	1.2212	1.2013
384	6.0000	0.8141	0.8009
385	5.0000	0.6784	0.6674
386	7.0000	0.9498	0.9343
387	9.0000	1.2212	1.2013
388	8.0000	1.0855	1.0678
389	7.0000	0.9498	0.9343
390	10.0000	1.3569	1.3348
391	7.0000	0.9498	0.9343
392	8.0000	1.0855	1.0678
393	8.0000	1.0855	1.0678
394	7.0000	0.9498	0.9343
395	7.0000	0.9498	0.9343
396	4.0000	0.5427	0.5339
397	9.0000	1.2212	1.2013
398	9.0000	1.2212	1.2013
399	8.0000	1.0855	1.0678
400	6.0000	0.8141	0.8009
401	9.0000	1.2212	1.2013
402	6.0000	0.8141	0.8009
403	8.0000	1.0855	1.0678
404	6.0000	0.8141	0.8009
405	7.0000	0.9498	0.9343
406	5.0000	0.6784	0.6674
407	10.0000	1.3569	1.3348
408	7.0000	0.9498	0.9343
409	8.0000	1.0855	1.0678
410	9.0000	1.2212	1.2013
411	6.0000	0.8141	0.8009
412	7.0000	0.9498	0.9343
413	7.0000	0.9498	0.9343
414	10.0000	1.3569	1.3348
415	6.0000	0.8141	0.8009
416	7.0000	0.9498	0.9343
417	7.0000	0.9498	0.9343
418	4.0000	0.5427	0.5339
419	7.0000	0.9498	0.9343
420	9.0000	1.2212	1.2013
421	7.0000	0.9498	0.9343
422	8.0000	1.0855	1.0678
423	5.0000	0.6784	0.6674
424	6.0000	0.8141	0.8009
425	4.0000	0.5427	0.5339
426	7.0000	0.9498	0.9343
427	6.0000	0.8141	0.8009
428	9.0000	1.2212	1.2013
429	9.0000	1.2212	1.2013
430	8.0000	1.0855	1.0678
431	7.0000	0.9498	0.9343
432	7.0000	0.9498	0.9343
433	7.0000	0.9498	0.9343
434	9.0000	1.2212	1.2013
435	10.0000	1.3569	1.3348
436	7.0000	0.9498	0.9343
437	6.0000	0.8141	0.8009
438	6.0000	0.8141	0.8009
439	7.0000	0.9498	0.9343
440	7.0000	0.9498	0.9343
441	9.0000	1.2212	1.2013
442	7.0000	0.9498	0.9343
443	7.0000	0.9498	0.9343
444	9.0000	1.2212	1.2013
445	8.0000	1.0855	1.0678
446	9.0000	1.2212	1.2013
447	7.0000	0.9498	0.9343
448	6.0000	0.8141	0.8009
449	6.0000	0.8141	0.8009
450	7.0000	0.9498	0.9343
451	8.0000	1.0855	1.0678
452	6.0000	0.8141	0.8009
453	7.0000	0.9498	0.9343
454	5.0000	0.6784	0.6674
455	9.0000	1.2212	1.2013
456	4.0000	0.5427	0.5339
457	7.0000	0.9498	0.9343
458	8.0000	1.0855	1.0678
459	5.0000	0.6784	0.6674
460	8.0000	1.0855	1.0678
461	9.0000	1.2212	1.2013
462	4.0000	0.5427	0.5339
463	6.0000	0.8141	0.8009
464	4.0000	0.5427	0.5339
465	9.0000	1.2212	1.2013
466	4.0000	0.5427	0.5339
467	4.0000	0.5427	0.5339
468	8.0000	1.0855	1.0678
469	5.0000	0.6784	0.6674
470	7.0000	0.9498	0.9343
471	7.0000	0.9498	0.9343
472	6.0000	0.8141	0.8009
473	8.0000	1.0855	1.0678
474	0.0000	0.0000	0.0000
475	6.0000	0.8141	0.8009
476	7.0000	0.9498	0.9343
477	8.0000	1.0855	1.0678
478	7.0000	0.9498	0.9343
479	8.0000	1.0855	1.0678
480	7.0000	0.9498	0.9343
481	3.0000	0.4071	0.4004
482	7.0000	0.9498	0.9343
483	9.0000	1.2212	1.2013
484	9.0000	1.2212	1.2013
485	9.0000	1.2212	1.2013
486	4.0000	0.5427	0.5339
487	8.0000	1.0855	1.0678
488	5.0000	0.6784	0.6674
489	7.0000	0.9498	0.9343
490	9.0000	1.2212	1.2013
491	9.0000	1.2212	1.2013
492	8.0000	1.0855	1.0678
493	6.0000	0.8141	0.8009
494	9.0000	1.2212	1.2013
495	7.0000	0.9498	0.9343
496	8.0000	1.0855	1.0678
497	9.0000	1.2212	1.2013
498	8.0000	1.0855	1.0678
499	9.0000	1.2212	1.2013
500	7.0000	0.9498	0.9343
501	7.0000	0.9498	0.9343
502	8.0000	1.0855	1.0678
503	8.0000	1.0855	1.0678
504	9.0000	1.2212	1.2013
505	9.0000	1.2212	1.2013
506	7.0000	0.9498	0.9343
507	6.0000	0.8141	0.8009
508	7.0000	0.9498	0.9343
509	10.0000	1.3569	1.3348
510	6.0000	0.8141	0.8009
511	9.0000	1.2212	1.2013
512	8.0000	1.0855	1.0678
513	9.0000	1.2212	1.2013
514	7.0000	0.9498	0.9343
515	9.0000	1.2212	1.2013
516	7.0000	0.9498	0.9343
517	7.0000	0.9498	0.9343
518	9.0000	1.2212	1.2013
519	9.0000	1.2212	1.2013
520	6.0000	0.8141	0.8009
521	8.0000	1.0855	1.0678
522	9.0000	1.2212	1.2013
523	6.0000	0.8141	0.8009
524	4.0000	0.5427	0.5339
525	9.0000	1.2212	1.2013
526	9.0000	1.2212	1.2013
527	7.0000	0.9498	0.9343
528	7.0000	0.9498	0.9343
529	8.0000	1.0855	1.0678
530	7.0000	0.9498	0.9343
531	9.0000	1.2212	1.2013
532	9.0000	1.2212	1.2013
533	3.0000	0.4071	0.4004
534	8.0000	1.0855	1.0678
535	3.0000	0.4071	0.4004
536	8.0000	1.0855	1.0678
537	7.0000	0.9498	0.9343
538	8.0000	1.0855	1.0678
539	9.0000	1.2212	1.2013
540	8.0000	1.0855	1.0678
541	7.0000	0.9498	0.9343
542	7.0000	0.9498	0.9343
543	8.0000	1.0855	1.0678
544	8.0000	1.0855	1.0678
545	8.0000	1.0855	1.0678
546	8.0000	1.0855	1.0678
547	6.0000	0.8141	0.8009
548	7.0000	0.9498	0.9343
549	9.0000	1.2212	1.2013
550	8.0000	1.0855	1.0678
551	9.0000	1.2212	1.2013
552	7.0000	0.9498	0.9343
553	5.0000	0.6784	0.6674
554	8.0000	1.0855	1.0678
555	7.0000	0.9498	0.9343
556	6.0000	0.8141	0.8009
557	9.0000	1.2212	1.2013
558	7.0000	0.9498	0.9343
559	9.0000	1.2212	1.2013
560	8.0000	1.0855	1.0678
561	8.0000	1.0855	1.0678
562	7.0000	0.9498	0.9343
563	8.0000	1.0855	1.0678
564	9.0000	1.2212	1.2013
565	8.0000	1.0855	1.0678
566	8.0000	1.0855	1.0678
567	9.0000	1.2212	1.2013
568	6.0000	0.8141	0.8009
569	9.0000	1.2212	1.2013
570	5.0000	0.6784	0.6674
571	7.0000	0.9498	0.9343
572	7.0000	0.9498	0.9343
573	8.0000	1.0855	1.0678
574	5.0000	0.6784	0.6674
575	7.0000	0.9498	0.9343
576	9.0000	1.2212	1.2013
577	8.0000	1.0855	1.0678
578	7.0000	0.9498	0.9343
579	9.0000	1.2212	1.2013
580	9.0000	1.2212	1.2013
581	8.0000	1.0855	1.0678
582	8.0000	1.0855	1.0678
583	7.0000	0.9498	0.9343
584	8.0000	1.0855	1.0678
585	9.0000	1.2212	1.2013
586	7.0000	0.9498	0.9343
587	6.0000	0.8141	0.8009
588	7.0000	0.9498	0.9343
589	8.0000	1.0855	1.0678
590	8.0000	1.0855	1.0678
591	9.0000	1.2212	1.2013
592	8.0000	1.0855	1.0678
593	9.0000	1.2212	1.2013
594	6.0000	0.8141	0.8009
595	7.0000	0.9498	0.9343
596	6.0000	0.8141	0.8009
597	8.0000	1.0855	1.0678
598	7.0000	0.9498	0.9343
599	6.0000	0.8141	0.8009
600	5.0000	0.6784	0.6674
601	6.0000	0.8141	0.8009
602	7.0000	0.9498	0.9343
603	7.0000	0.9498	0.9343
604	9.0000	1.2212	1.2013
605	5.0000	0.6784	0.6674
606	7.0000	0.9498	0.9343
607	7.0000	0.9498	0.9343
608	4.0000	0.5427	0.5339
609	7.0000	0.9498	0.9343
610	4.0000	0.5427	0.5339
611	6.0000	0.8141	0.8009
612	8.0000	1.0855	1.0678
613	6.0000	0.8141	0.8009
614	9.0000	1.2212	1.2013
615	9.0000	1.2212	1.2013
616	8.0000	1.0855	1.0678
617	7.0000	0.9498	0.9343
618	7.0000	0.9498	0.9343
619	6.0000	0.8141	0.8009
620	8.0000	1.0855	1.0678
621	6.0000	0.8141	0.8009
622	7.0000	0.9498	0.9343
623	8.0000	1.0855	1.0678
624	9.0000	1.2212	1.2013
625	7.0000	0.9498	0.9343
626	7.0000	0.9498	0.9343
627	8.0000	1.0855	1.0678
628	4.0000	0.5427	0.5339
629	6.0000	0.8141	0.8009
630	7.0000	0.9498	0.9343
631	8.0000	1.0855	1.0678
632	6.0000	0.8141	0.8009
633	9.0000	1.2212	1.2013
634	8.0000	1.0855	1.0678
635	8.0000	1.0855	1.0678
636	9.0000	1.2212	1.2013
637	7.0000	0.9498	0.9343
638	7.0000	0.9498	0.9343
639	7.0000	0.9498	0.9343
640	10.0000	1.3569	1.3348
641	9.0000	1.2212	1.2013
642	5.0000	0.6784	0.6674
643	4.0000	0.5427	0.5339
644	6.0000	0.8141	0.8009
645	8.0000	1.0855	1.0678
646	10.0000	1.3569	1.3348
647	7.0000	0.9498	0.9343
648	8.0000	1.0855	1.0678
649	8.0000	1.0855	1.0678
650	9.0000	1.2212	1.2013
651	4.0000	0.5427	0.5339
652	3.0000	0.4071	0.4004
653	6.0000	0.8141	0.8009
654	7.0000	0.9498	0.9343
655	9.0000	1.2212	1.2013
656	7.0000	0.9498	0.9343
657	3.0000	0.4071	0.4004
658	9.0000	1.2212	1.2013
659	7.0000	0.9498	0.9343
660	7.0000	0.9498	0.9343
661	6.0000	0.8141	0.8009
662	9.0000	1.2212	1.2013
663	5.0000	0.6784	0.6674
664	5.0000	0.6784	0.6674
665	8.0000	1.0855	1.0678
666	9.0000	1.2212	1.2013
667	8.0000	1.0855	1.0678
668	4.0000	0.5427	0.5339
669	6.0000	0.8141	0.8009
670	7.0000	0.9498	0.9343
671	9.0000	1.2212	1.2013
672	9.0000	1.2212	1.2013
673	6.0000	0.8141	0.8009
674	6.0000	0.8141	0.8009
675	9.0000	1.2212	1.2013
676	5.0000	0.6784	0.6674
677	6.0000	0.8141	0.8009
678	9.0000	1.2212	1.2013
679	6.0000	0.8141	0.8009
680	4.0000	0.5427	0.5339
681	8.0000	1.0855	1.0678
682	7.0000	0.9498	0.9343
683	6.0000	0.8141	0.8009
684	9.0000	1.2212	1.2013
685	6.0000	0.8141	0.8009
686	9.0000	1.2212	1.2013
687	6.0000	0.8141	0.8009
688	5.0000	0.6784	0.6674
689	7.0000	0.9498	0.9343
690	9.0000	1.2212	1.2013
691	5.0000	0.6784	0.6674
692	6.0000	0.8141	0.8009
693	9.0000	1.2212	1.2013
694	5.0000	0.6784	0.6674
695	9.0000	1.2212	1.2013
696	6.0000	0.8141	0.8009
697	4.0000	0.5427	0.5339
698	6.0000	0.8141	0.8009
699	6.0000	0.8141	0.8009
700	8.0000	1.0855	1.0678
701	9.0000	1.2212	1.2013
702	6.0000	0.8141	0.8009
703	7.0000	0.9498	0.9343
704	6.0000	0.8141	0.8009
705	9.0000	1.2212	1.2013
706	5.0000	0.6784	0.6674
707	5.0000	0.6784	0.6674
708	4.0000	0.5427	0.5339
709	8.0000	1.0855	1.0678
710	8.0000	1.0855	1.0678
711	6.0000	0.8141	0.8009
712	4.0000	0.5427	0.5339
713	9.0000	1.2212	1.2013
714	8.0000	1.0855	1.0678
715	7.0000	0.9498	0.9343
716	8.0000	1.0855	1.0678
717	9.0000	1.2212	1.2013
718	9.0000	1.2212	1.2013
719	8.0000	1.0855	1.0678
720	7.0000	0.9498	0.9343
721	6.0000	0.8141	0.8009
722	4.0000	0.5427	0.5339
723	4.0000	0.5427	0.5339
724	5.0000	0.6784	0.6674
725	6.0000	0.8141	0.8009
726	6.0000	0.8141	0.8009
727	6.0000	0.8141	0.8009
728	9.0000	1.2212	1.2013
729	6.0000	0.8141	0.8009
730	8.0000	1.0855	1.0678
731	7.0000	0.9498	0.9343
732	5.0000	0.6784	0.6674
733	7.0000	0.9498	0.9343
734	7.0000	0.9498	0.9343
735	6.0000	0.8141	0.8009
736	6.0000	0.8141	0.8009
737	7.0000	0.9498	0.9343
738	7.0000	0.9498	0.9343
739	8.0000	1.0855	1.0678
740	6.0000	0.8141	0.8009
741	9.0000	1.2212	1.2013
742	7.0000	0.9498	0.9343
743	8.0000	1.0855	1.0678
744	8.0000	1.0855	1.0678
745	7.0000	0.9498	0.9343
746	8.0000	1.0855	1.0678
747	9.0000	1.2212	1.2013
748	6.0000	0.8141	0.8009
749	9.0000	1.2212	1.2013
750	6.0000	0.8141	0.8009
751	7.0000	0.9498	0.9343
752	8.0000	1.0855	1.0678
753	9.0000	1.2212	1.2013
754	7.0000	0.9498	0.9343
755	7.0000	0.9498	0.9343
756	7.0000	0.9498	0.9343
757	10.0000	1.3569	1.3348
758	5.0000	0.6784	0.6674
759	9.0000	1.2212	1.2013
760	8.0000	1.0855	1.0678
761	8.0000	1.0855	1.0678
762	8.0000	1.0855	1.0678
763	9.0000	1.2212	1.2013
764	7.0000	0.9498	0.9343
765	8.0000	1.0855	1.0678
766	8.0000	1.0855	1.0678
767	9.0000	1.2212	1.2013
768	7.0000	0.9498	0.9343
769	10.0000	1.3569	1.3348
770	9.0000	1.2212	1.2013
771	6.0000	0.8141	0.8009
772	6.0000	0.8141	0.8009
773	7.0000	0.9498	0.9343
774	9.0000	1.2212	1.2013
775	10.0000	1.3569	1.3348
776	7.0000	0.9498	0.9343
777	8.0000	1.0855	1.0678
778	8.0000	1.0855	1.0678
779	8.0000	1.0855	1.0678
780	8.0000	1.0855	1.0678
781	7.0000	0.9498	0.9343
782	6.0000	0.8141	0.8009
783	8.0000	1.0855	1.0678
784	8.0000	1.0855	1.0678
785	8.0000	1.0855	1.0678
786	8.0000	1.0855	1.0678
787	6.0000	0.8141	0.8009
788	9.0000	1.2212	1.2013
789	8.0000	1.0855	1.0678
790	7.0000	0.9498	0.9343
791	7.0000	0.9498	0.9343
792	9.0000	1.2212	1.2013
793	9.0000	1.2212	1.2013
794	8.0000	1.0855	1.0678
795	4.0000	0.5427	0.5339
796	8.0000	1.0855	1.0678
797	8.0000	1.0855	1.0678
798	8.0000	1.0855	1.0678
799	7.0000	0.9498	0.9343
800	7.0000	0.9498	0.9343
801	9.0000	1.2212	1.2013
802	8.0000	1.0855	1.0678
803	8.0000	1.0855	1.0678
804	4.0000	0.5427	0.5339
805	6.0000	0.8141	0.8009
806	8.0000	1.0855	1.0678
807	8.0000	1.0855	1.0678
808	8.0000	1.0855	1.0678
809	7.0000	0.9498	0.9343
810	9.0000	1.2212	1.2013
811	9.0000	1.2212	1.2013
812	7.0000	0.9498	0.9343
813	4.0000	0.5427	0.5339
814	9.0000	1.2212	1.2013
815	8.0000	1.0855	1.0678
816	10.0000	1.3569	1.3348
817	9.0000	1.2212	1.2013
818	9.0000	1.2212	1.2013
