Tree	R-F	R-F_toYuleAvg	R-F_toUnifAvg
82	3.0000	0.8319	0.8249
83	4.0000	1.1093	1.0998
84	2.0000	0.5546	0.5499
85	4.0000	1.1093	1.0998
86	3.0000	0.8319	0.8249
87	3.0000	0.8319	0.8249
88	4.0000	1.1093	1.0998
89	1.0000	0.2773	0.2750
90	4.0000	1.1093	1.0998
91	4.0000	1.1093	1.0998
92	4.0000	1.1093	1.0998
93	4.0000	1.1093	1.0998
94	3.0000	0.8319	0.8249
95	3.0000	0.8319	0.8249
96	4.0000	1.1093	1.0998
97	2.0000	0.5546	0.5499
98	4.0000	1.1093	1.0998
99	3.0000	0.8319	0.8249
100	4.0000	1.1093	1.0998
101	3.0000	0.8319	0.8249
102	4.0000	1.1093	1.0998
103	4.0000	1.1093	1.0998
104	3.0000	0.8319	0.8249
105	4.0000	1.1093	1.0998
106	4.0000	1.1093	1.0998
107	4.0000	1.1093	1.0998
108	4.0000	1.1093	1.0998
109	4.0000	1.1093	1.0998
110	4.0000	1.1093	1.0998
111	4.0000	1.1093	1.0998
112	4.0000	1.1093	1.0998
113	4.0000	1.1093	1.0998
114	4.0000	1.1093	1.0998
115	4.0000	1.1093	1.0998
116	4.0000	1.1093	1.0998
117	4.0000	1.1093	1.0998
118	4.0000	1.1093	1.0998
119	4.0000	1.1093	1.0998
120	3.0000	0.8319	0.8249
121	4.0000	1.1093	1.0998
122	4.0000	1.1093	1.0998
123	4.0000	1.1093	1.0998
124	4.0000	1.1093	1.0998
125	4.0000	1.1093	1.0998
126	4.0000	1.1093	1.0998
127	4.0000	1.1093	1.0998
128	4.0000	1.1093	1.0998
129	4.0000	1.1093	1.0998
130	3.0000	0.8319	0.8249
131	3.0000	0.8319	0.8249
132	4.0000	1.1093	1.0998
133	4.0000	1.1093	1.0998
134	4.0000	1.1093	1.0998
135	4.0000	1.1093	1.0998
136	4.0000	1.1093	1.0998
137	4.0000	1.1093	1.0998
138	4.0000	1.1093	1.0998
139	3.0000	0.8319	0.8249
140	4.0000	1.1093	1.0998
141	4.0000	1.1093	1.0998
142	3.0000	0.8319	0.8249
143	4.0000	1.1093	1.0998
144	4.0000	1.1093	1.0998
145	4.0000	1.1093	1.0998
146	3.0000	0.8319	0.8249
147	3.0000	0.8319	0.8249
148	3.0000	0.8319	0.8249
149	4.0000	1.1093	1.0998
150	4.0000	1.1093	1.0998
151	4.0000	1.1093	1.0998
152	3.0000	0.8319	0.8249
153	4.0000	1.1093	1.0998
154	4.0000	1.1093	1.0998
155	4.0000	1.1093	1.0998
156	4.0000	1.1093	1.0998
157	3.0000	0.8319	0.8249
158	4.0000	1.1093	1.0998
159	4.0000	1.1093	1.0998
160	1.0000	0.2773	0.2750
161	4.0000	1.1093	1.0998
162	3.0000	0.8319	0.8249
163	4.0000	1.1093	1.0998
164	3.0000	0.8319	0.8249
165	4.0000	1.1093	1.0998
166	4.0000	1.1093	1.0998
167	4.0000	1.1093	1.0998
168	2.0000	0.5546	0.5499
169	4.0000	1.1093	1.0998
170	3.0000	0.8319	0.8249
171	3.0000	0.8319	0.8249
172	4.0000	1.1093	1.0998
173	4.0000	1.1093	1.0998
174	4.0000	1.1093	1.0998
175	4.0000	1.1093	1.0998
176	4.0000	1.1093	1.0998
177	1.0000	0.2773	0.2750
178	4.0000	1.1093	1.0998
179	4.0000	1.1093	1.0998
180	3.0000	0.8319	0.8249
181	4.0000	1.1093	1.0998
182	4.0000	1.1093	1.0998
183	4.0000	1.1093	1.0998
184	4.0000	1.1093	1.0998
185	3.0000	0.8319	0.8249
186	4.0000	1.1093	1.0998
187	4.0000	1.1093	1.0998
188	4.0000	1.1093	1.0998
189	4.0000	1.1093	1.0998
190	3.0000	0.8319	0.8249
191	3.0000	0.8319	0.8249
192	3.0000	0.8319	0.8249
193	4.0000	1.1093	1.0998
194	4.0000	1.1093	1.0998
195	3.0000	0.8319	0.8249
196	4.0000	1.1093	1.0998
197	4.0000	1.1093	1.0998
198	3.0000	0.8319	0.8249
199	4.0000	1.1093	1.0998
200	4.0000	1.1093	1.0998
201	2.0000	0.5546	0.5499
202	3.0000	0.8319	0.8249
203	3.0000	0.8319	0.8249
204	2.0000	0.5546	0.5499
205	4.0000	1.1093	1.0998
206	2.0000	0.5546	0.5499
207	3.0000	0.8319	0.8249
208	3.0000	0.8319	0.8249
209	4.0000	1.1093	1.0998
210	3.0000	0.8319	0.8249
211	3.0000	0.8319	0.8249
212	4.0000	1.1093	1.0998
213	4.0000	1.1093	1.0998
214	4.0000	1.1093	1.0998
215	3.0000	0.8319	0.8249
216	4.0000	1.1093	1.0998
217	3.0000	0.8319	0.8249
218	2.0000	0.5546	0.5499
219	4.0000	1.1093	1.0998
220	2.0000	0.5546	0.5499
221	4.0000	1.1093	1.0998
222	3.0000	0.8319	0.8249
223	4.0000	1.1093	1.0998
224	4.0000	1.1093	1.0998
225	4.0000	1.1093	1.0998
226	4.0000	1.1093	1.0998
227	4.0000	1.1093	1.0998
228	4.0000	1.1093	1.0998
229	4.0000	1.1093	1.0998
230	4.0000	1.1093	1.0998
231	3.0000	0.8319	0.8249
232	4.0000	1.1093	1.0998
233	4.0000	1.1093	1.0998
234	4.0000	1.1093	1.0998
235	3.0000	0.8319	0.8249
236	4.0000	1.1093	1.0998
237	1.0000	0.2773	0.2750
238	3.0000	0.8319	0.8249
239	4.0000	1.1093	1.0998
240	3.0000	0.8319	0.8249
241	4.0000	1.1093	1.0998
242	4.0000	1.1093	1.0998
243	4.0000	1.1093	1.0998
244	4.0000	1.1093	1.0998
245	4.0000	1.1093	1.0998
246	3.0000	0.8319	0.8249
247	2.0000	0.5546	0.5499
248	4.0000	1.1093	1.0998
249	4.0000	1.1093	1.0998
250	4.0000	1.1093	1.0998
251	4.0000	1.1093	1.0998
252	4.0000	1.1093	1.0998
253	4.0000	1.1093	1.0998
254	4.0000	1.1093	1.0998
255	4.0000	1.1093	1.0998
256	4.0000	1.1093	1.0998
257	3.0000	0.8319	0.8249
258	1.0000	0.2773	0.2750
259	3.0000	0.8319	0.8249
260	2.0000	0.5546	0.5499
261	4.0000	1.1093	1.0998
262	2.0000	0.5546	0.5499
263	3.0000	0.8319	0.8249
264	4.0000	1.1093	1.0998
265	4.0000	1.1093	1.0998
266	4.0000	1.1093	1.0998
267	3.0000	0.8319	0.8249
268	4.0000	1.1093	1.0998
269	3.0000	0.8319	0.8249
270	3.0000	0.8319	0.8249
271	4.0000	1.1093	1.0998
272	4.0000	1.1093	1.0998
273	3.0000	0.8319	0.8249
274	4.0000	1.1093	1.0998
275	4.0000	1.1093	1.0998
276	3.0000	0.8319	0.8249
277	4.0000	1.1093	1.0998
278	4.0000	1.1093	1.0998
279	4.0000	1.1093	1.0998
280	4.0000	1.1093	1.0998
281	3.0000	0.8319	0.8249
282	4.0000	1.1093	1.0998
283	4.0000	1.1093	1.0998
284	3.0000	0.8319	0.8249
285	4.0000	1.1093	1.0998
286	3.0000	0.8319	0.8249
287	2.0000	0.5546	0.5499
288	3.0000	0.8319	0.8249
289	2.0000	0.5546	0.5499
290	4.0000	1.1093	1.0998
291	4.0000	1.1093	1.0998
292	4.0000	1.1093	1.0998
293	4.0000	1.1093	1.0998
294	4.0000	1.1093	1.0998
295	4.0000	1.1093	1.0998
296	4.0000	1.1093	1.0998
297	4.0000	1.1093	1.0998
298	4.0000	1.1093	1.0998
299	4.0000	1.1093	1.0998
300	3.0000	0.8319	0.8249
301	4.0000	1.1093	1.0998
302	4.0000	1.1093	1.0998
303	3.0000	0.8319	0.8249
304	3.0000	0.8319	0.8249
305	3.0000	0.8319	0.8249
306	4.0000	1.1093	1.0998
307	3.0000	0.8319	0.8249
308	4.0000	1.1093	1.0998
309	3.0000	0.8319	0.8249
310	3.0000	0.8319	0.8249
311	3.0000	0.8319	0.8249
312	4.0000	1.1093	1.0998
313	1.0000	0.2773	0.2750
314	3.0000	0.8319	0.8249
315	3.0000	0.8319	0.8249
316	4.0000	1.1093	1.0998
317	2.0000	0.5546	0.5499
318	3.0000	0.8319	0.8249
319	3.0000	0.8319	0.8249
320	4.0000	1.1093	1.0998
321	4.0000	1.1093	1.0998
322	4.0000	1.1093	1.0998
323	4.0000	1.1093	1.0998
324	4.0000	1.1093	1.0998
325	4.0000	1.1093	1.0998
326	3.0000	0.8319	0.8249
327	3.0000	0.8319	0.8249
328	3.0000	0.8319	0.8249
329	4.0000	1.1093	1.0998
330	4.0000	1.1093	1.0998
331	4.0000	1.1093	1.0998
332	4.0000	1.1093	1.0998
333	4.0000	1.1093	1.0998
334	3.0000	0.8319	0.8249
335	4.0000	1.1093	1.0998
336	4.0000	1.1093	1.0998
337	3.0000	0.8319	0.8249
338	4.0000	1.1093	1.0998
339	4.0000	1.1093	1.0998
340	3.0000	0.8319	0.8249
341	4.0000	1.1093	1.0998
342	4.0000	1.1093	1.0998
343	4.0000	1.1093	1.0998
344	4.0000	1.1093	1.0998
345	2.0000	0.5546	0.5499
346	4.0000	1.1093	1.0998
347	3.0000	0.8319	0.8249
348	3.0000	0.8319	0.8249
349	4.0000	1.1093	1.0998
350	3.0000	0.8319	0.8249
351	4.0000	1.1093	1.0998
352	1.0000	0.2773	0.2750
353	3.0000	0.8319	0.8249
354	3.0000	0.8319	0.8249
355	4.0000	1.1093	1.0998
356	4.0000	1.1093	1.0998
357	4.0000	1.1093	1.0998
358	4.0000	1.1093	1.0998
359	4.0000	1.1093	1.0998
360	4.0000	1.1093	1.0998
361	2.0000	0.5546	0.5499
362	4.0000	1.1093	1.0998
363	4.0000	1.1093	1.0998
364	1.0000	0.2773	0.2750
365	4.0000	1.1093	1.0998
366	3.0000	0.8319	0.8249
367	4.0000	1.1093	1.0998
368	3.0000	0.8319	0.8249
369	4.0000	1.1093	1.0998
370	3.0000	0.8319	0.8249
371	4.0000	1.1093	1.0998
372	4.0000	1.1093	1.0998
373	4.0000	1.1093	1.0998
374	3.0000	0.8319	0.8249
375	3.0000	0.8319	0.8249
376	4.0000	1.1093	1.0998
377	4.0000	1.1093	1.0998
378	4.0000	1.1093	1.0998
379	3.0000	0.8319	0.8249
380	4.0000	1.1093	1.0998
381	4.0000	1.1093	1.0998
382	4.0000	1.1093	1.0998
383	3.0000	0.8319	0.8249
384	3.0000	0.8319	0.8249
385	4.0000	1.1093	1.0998
386	4.0000	1.1093	1.0998
387	3.0000	0.8319	0.8249
388	4.0000	1.1093	1.0998
389	4.0000	1.1093	1.0998
390	4.0000	1.1093	1.0998
391	3.0000	0.8319	0.8249
392	4.0000	1.1093	1.0998
393	4.0000	1.1093	1.0998
394	3.0000	0.8319	0.8249
395	3.0000	0.8319	0.8249
396	4.0000	1.1093	1.0998
397	4.0000	1.1093	1.0998
398	4.0000	1.1093	1.0998
399	4.0000	1.1093	1.0998
400	4.0000	1.1093	1.0998
401	3.0000	0.8319	0.8249
402	4.0000	1.1093	1.0998
403	3.0000	0.8319	0.8249
404	4.0000	1.1093	1.0998
405	4.0000	1.1093	1.0998
406	3.0000	0.8319	0.8249
407	3.0000	0.8319	0.8249
408	4.0000	1.1093	1.0998
409	4.0000	1.1093	1.0998
410	4.0000	1.1093	1.0998
411	4.0000	1.1093	1.0998
412	4.0000	1.1093	1.0998
413	4.0000	1.1093	1.0998
414	2.0000	0.5546	0.5499
415	4.0000	1.1093	1.0998
416	4.0000	1.1093	1.0998
417	4.0000	1.1093	1.0998
418	3.0000	0.8319	0.8249
419	4.0000	1.1093	1.0998
420	4.0000	1.1093	1.0998
421	4.0000	1.1093	1.0998
422	4.0000	1.1093	1.0998
423	4.0000	1.1093	1.0998
424	4.0000	1.1093	1.0998
425	4.0000	1.1093	1.0998
426	4.0000	1.1093	1.0998
427	4.0000	1.1093	1.0998
428	3.0000	0.8319	0.8249
429	4.0000	1.1093	1.0998
430	3.0000	0.8319	0.8249
431	4.0000	1.1093	1.0998
432	4.0000	1.1093	1.0998
433	3.0000	0.8319	0.8249
434	3.0000	0.8319	0.8249
435	4.0000	1.1093	1.0998
436	4.0000	1.1093	1.0998
437	4.0000	1.1093	1.0998
438	4.0000	1.1093	1.0998
439	3.0000	0.8319	0.8249
440	4.0000	1.1093	1.0998
441	3.0000	0.8319	0.8249
442	3.0000	0.8319	0.8249
443	4.0000	1.1093	1.0998
444	3.0000	0.8319	0.8249
445	4.0000	1.1093	1.0998
446	3.0000	0.8319	0.8249
447	4.0000	1.1093	1.0998
448	3.0000	0.8319	0.8249
449	4.0000	1.1093	1.0998
450	3.0000	0.8319	0.8249
451	3.0000	0.8319	0.8249
452	4.0000	1.1093	1.0998
453	2.0000	0.5546	0.5499
454	4.0000	1.1093	1.0998
455	4.0000	1.1093	1.0998
456	4.0000	1.1093	1.0998
457	4.0000	1.1093	1.0998
458	4.0000	1.1093	1.0998
459	4.0000	1.1093	1.0998
460	4.0000	1.1093	1.0998
461	3.0000	0.8319	0.8249
462	3.0000	0.8319	0.8249
463	4.0000	1.1093	1.0998
464	4.0000	1.1093	1.0998
465	4.0000	1.1093	1.0998
466	4.0000	1.1093	1.0998
467	3.0000	0.8319	0.8249
468	3.0000	0.8319	0.8249
469	4.0000	1.1093	1.0998
470	4.0000	1.1093	1.0998
471	3.0000	0.8319	0.8249
472	4.0000	1.1093	1.0998
473	3.0000	0.8319	0.8249
474	4.0000	1.1093	1.0998
475	3.0000	0.8319	0.8249
476	4.0000	1.1093	1.0998
477	4.0000	1.1093	1.0998
478	4.0000	1.1093	1.0998
479	3.0000	0.8319	0.8249
480	3.0000	0.8319	0.8249
481	4.0000	1.1093	1.0998
482	4.0000	1.1093	1.0998
483	4.0000	1.1093	1.0998
484	3.0000	0.8319	0.8249
485	4.0000	1.1093	1.0998
486	4.0000	1.1093	1.0998
487	4.0000	1.1093	1.0998
488	4.0000	1.1093	1.0998
489	3.0000	0.8319	0.8249
490	4.0000	1.1093	1.0998
491	2.0000	0.5546	0.5499
492	4.0000	1.1093	1.0998
493	4.0000	1.1093	1.0998
494	3.0000	0.8319	0.8249
495	4.0000	1.1093	1.0998
496	4.0000	1.1093	1.0998
497	4.0000	1.1093	1.0998
498	4.0000	1.1093	1.0998
499	2.0000	0.5546	0.5499
500	4.0000	1.1093	1.0998
501	4.0000	1.1093	1.0998
502	3.0000	0.8319	0.8249
503	3.0000	0.8319	0.8249
504	4.0000	1.1093	1.0998
505	4.0000	1.1093	1.0998
506	4.0000	1.1093	1.0998
507	4.0000	1.1093	1.0998
508	4.0000	1.1093	1.0998
509	3.0000	0.8319	0.8249
510	4.0000	1.1093	1.0998
511	4.0000	1.1093	1.0998
512	4.0000	1.1093	1.0998
513	3.0000	0.8319	0.8249
514	4.0000	1.1093	1.0998
515	4.0000	1.1093	1.0998
516	4.0000	1.1093	1.0998
517	4.0000	1.1093	1.0998
518	3.0000	0.8319	0.8249
519	4.0000	1.1093	1.0998
520	4.0000	1.1093	1.0998
521	4.0000	1.1093	1.0998
522	4.0000	1.1093	1.0998
523	2.0000	0.5546	0.5499
524	4.0000	1.1093	1.0998
525	1.0000	0.2773	0.2750
526	4.0000	1.1093	1.0998
527	4.0000	1.1093	1.0998
528	4.0000	1.1093	1.0998
529	4.0000	1.1093	1.0998
530	4.0000	1.1093	1.0998
531	4.0000	1.1093	1.0998
532	4.0000	1.1093	1.0998
533	4.0000	1.1093	1.0998
534	4.0000	1.1093	1.0998
535	4.0000	1.1093	1.0998
536	4.0000	1.1093	1.0998
537	4.0000	1.1093	1.0998
538	4.0000	1.1093	1.0998
539	1.0000	0.2773	0.2750
540	4.0000	1.1093	1.0998
541	3.0000	0.8319	0.8249
542	3.0000	0.8319	0.8249
543	4.0000	1.1093	1.0998
544	4.0000	1.1093	1.0998
545	3.0000	0.8319	0.8249
546	3.0000	0.8319	0.8249
547	4.0000	1.1093	1.0998
548	4.0000	1.1093	1.0998
549	3.0000	0.8319	0.8249
550	2.0000	0.5546	0.5499
551	3.0000	0.8319	0.8249
552	4.0000	1.1093	1.0998
553	3.0000	0.8319	0.8249
554	4.0000	1.1093	1.0998
555	4.0000	1.1093	1.0998
556	4.0000	1.1093	1.0998
557	2.0000	0.5546	0.5499
558	4.0000	1.1093	1.0998
559	4.0000	1.1093	1.0998
560	4.0000	1.1093	1.0998
561	3.0000	0.8319	0.8249
562	4.0000	1.1093	1.0998
563	4.0000	1.1093	1.0998
564	3.0000	0.8319	0.8249
565	4.0000	1.1093	1.0998
566	4.0000	1.1093	1.0998
567	2.0000	0.5546	0.5499
568	3.0000	0.8319	0.8249
569	4.0000	1.1093	1.0998
570	4.0000	1.1093	1.0998
571	3.0000	0.8319	0.8249
572	3.0000	0.8319	0.8249
573	4.0000	1.1093	1.0998
574	4.0000	1.1093	1.0998
575	4.0000	1.1093	1.0998
576	4.0000	1.1093	1.0998
577	4.0000	1.1093	1.0998
578	4.0000	1.1093	1.0998
579	3.0000	0.8319	0.8249
580	4.0000	1.1093	1.0998
581	4.0000	1.1093	1.0998
582	1.0000	0.2773	0.2750
583	4.0000	1.1093	1.0998
584	4.0000	1.1093	1.0998
585	4.0000	1.1093	1.0998
586	2.0000	0.5546	0.5499
587	4.0000	1.1093	1.0998
588	4.0000	1.1093	1.0998
589	4.0000	1.1093	1.0998
590	4.0000	1.1093	1.0998
591	4.0000	1.1093	1.0998
592	3.0000	0.8319	0.8249
593	4.0000	1.1093	1.0998
594	4.0000	1.1093	1.0998
595	4.0000	1.1093	1.0998
596	4.0000	1.1093	1.0998
597	4.0000	1.1093	1.0998
598	4.0000	1.1093	1.0998
599	4.0000	1.1093	1.0998
600	4.0000	1.1093	1.0998
601	4.0000	1.1093	1.0998
602	4.0000	1.1093	1.0998
603	4.0000	1.1093	1.0998
604	4.0000	1.1093	1.0998
605	4.0000	1.1093	1.0998
606	4.0000	1.1093	1.0998
607	4.0000	1.1093	1.0998
608	3.0000	0.8319	0.8249
609	4.0000	1.1093	1.0998
610	4.0000	1.1093	1.0998
611	4.0000	1.1093	1.0998
612	4.0000	1.1093	1.0998
613	4.0000	1.1093	1.0998
614	3.0000	0.8319	0.8249
615	2.0000	0.5546	0.5499
616	4.0000	1.1093	1.0998
617	4.0000	1.1093	1.0998
618	3.0000	0.8319	0.8249
619	4.0000	1.1093	1.0998
620	4.0000	1.1093	1.0998
621	4.0000	1.1093	1.0998
622	4.0000	1.1093	1.0998
623	4.0000	1.1093	1.0998
624	4.0000	1.1093	1.0998
625	4.0000	1.1093	1.0998
626	3.0000	0.8319	0.8249
627	2.0000	0.5546	0.5499
628	3.0000	0.8319	0.8249
629	4.0000	1.1093	1.0998
630	4.0000	1.1093	1.0998
631	2.0000	0.5546	0.5499
632	4.0000	1.1093	1.0998
633	2.0000	0.5546	0.5499
634	4.0000	1.1093	1.0998
635	4.0000	1.1093	1.0998
636	4.0000	1.1093	1.0998
637	4.0000	1.1093	1.0998
638	4.0000	1.1093	1.0998
639	4.0000	1.1093	1.0998
640	3.0000	0.8319	0.8249
641	3.0000	0.8319	0.8249
642	4.0000	1.1093	1.0998
643	4.0000	1.1093	1.0998
644	4.0000	1.1093	1.0998
645	4.0000	1.1093	1.0998
646	4.0000	1.1093	1.0998
647	4.0000	1.1093	1.0998
648	3.0000	0.8319	0.8249
649	3.0000	0.8319	0.8249
650	3.0000	0.8319	0.8249
651	4.0000	1.1093	1.0998
652	4.0000	1.1093	1.0998
653	4.0000	1.1093	1.0998
654	4.0000	1.1093	1.0998
655	4.0000	1.1093	1.0998
656	3.0000	0.8319	0.8249
657	4.0000	1.1093	1.0998
658	4.0000	1.1093	1.0998
659	3.0000	0.8319	0.8249
660	3.0000	0.8319	0.8249
661	4.0000	1.1093	1.0998
662	4.0000	1.1093	1.0998
663	4.0000	1.1093	1.0998
664	4.0000	1.1093	1.0998
665	4.0000	1.1093	1.0998
666	3.0000	0.8319	0.8249
667	4.0000	1.1093	1.0998
668	4.0000	1.1093	1.0998
669	3.0000	0.8319	0.8249
670	4.0000	1.1093	1.0998
671	4.0000	1.1093	1.0998
672	4.0000	1.1093	1.0998
673	4.0000	1.1093	1.0998
674	4.0000	1.1093	1.0998
675	4.0000	1.1093	1.0998
676	4.0000	1.1093	1.0998
677	3.0000	0.8319	0.8249
678	2.0000	0.5546	0.5499
679	4.0000	1.1093	1.0998
680	4.0000	1.1093	1.0998
681	3.0000	0.8319	0.8249
682	4.0000	1.1093	1.0998
683	4.0000	1.1093	1.0998
684	3.0000	0.8319	0.8249
685	4.0000	1.1093	1.0998
686	2.0000	0.5546	0.5499
687	3.0000	0.8319	0.8249
688	4.0000	1.1093	1.0998
689	4.0000	1.1093	1.0998
690	1.0000	0.2773	0.2750
691	4.0000	1.1093	1.0998
692	3.0000	0.8319	0.8249
693	4.0000	1.1093	1.0998
694	4.0000	1.1093	1.0998
695	0.0000	0.0000	0.0000
696	3.0000	0.8319	0.8249
697	4.0000	1.1093	1.0998
698	3.0000	0.8319	0.8249
699	3.0000	0.8319	0.8249
700	3.0000	0.8319	0.8249
701	2.0000	0.5546	0.5499
702	3.0000	0.8319	0.8249
703	3.0000	0.8319	0.8249
704	4.0000	1.1093	1.0998
705	2.0000	0.5546	0.5499
706	4.0000	1.1093	1.0998
707	4.0000	1.1093	1.0998
708	4.0000	1.1093	1.0998
709	3.0000	0.8319	0.8249
710	4.0000	1.1093	1.0998
711	4.0000	1.1093	1.0998
712	4.0000	1.1093	1.0998
713	4.0000	1.1093	1.0998
714	4.0000	1.1093	1.0998
715	3.0000	0.8319	0.8249
716	4.0000	1.1093	1.0998
717	4.0000	1.1093	1.0998
718	3.0000	0.8319	0.8249
719	3.0000	0.8319	0.8249
720	2.0000	0.5546	0.5499
721	3.0000	0.8319	0.8249
722	4.0000	1.1093	1.0998
723	4.0000	1.1093	1.0998
724	4.0000	1.1093	1.0998
725	4.0000	1.1093	1.0998
726	4.0000	1.1093	1.0998
727	4.0000	1.1093	1.0998
728	4.0000	1.1093	1.0998
729	4.0000	1.1093	1.0998
730	4.0000	1.1093	1.0998
731	4.0000	1.1093	1.0998
732	4.0000	1.1093	1.0998
733	4.0000	1.1093	1.0998
734	4.0000	1.1093	1.0998
735	4.0000	1.1093	1.0998
736	4.0000	1.1093	1.0998
737	4.0000	1.1093	1.0998
738	4.0000	1.1093	1.0998
739	3.0000	0.8319	0.8249
740	4.0000	1.1093	1.0998
741	3.0000	0.8319	0.8249
742	3.0000	0.8319	0.8249
743	3.0000	0.8319	0.8249
744	3.0000	0.8319	0.8249
745	4.0000	1.1093	1.0998
746	3.0000	0.8319	0.8249
747	4.0000	1.1093	1.0998
748	4.0000	1.1093	1.0998
749	4.0000	1.1093	1.0998
750	4.0000	1.1093	1.0998
751	3.0000	0.8319	0.8249
752	3.0000	0.8319	0.8249
753	3.0000	0.8319	0.8249
754	3.0000	0.8319	0.8249
755	4.0000	1.1093	1.0998
756	4.0000	1.1093	1.0998
757	4.0000	1.1093	1.0998
758	4.0000	1.1093	1.0998
759	3.0000	0.8319	0.8249
760	4.0000	1.1093	1.0998
761	3.0000	0.8319	0.8249
762	4.0000	1.1093	1.0998
763	2.0000	0.5546	0.5499
764	4.0000	1.1093	1.0998
765	4.0000	1.1093	1.0998
766	4.0000	1.1093	1.0998
767	1.0000	0.2773	0.2750
768	3.0000	0.8319	0.8249
769	3.0000	0.8319	0.8249
770	1.0000	0.2773	0.2750
771	4.0000	1.1093	1.0998
772	3.0000	0.8319	0.8249
773	4.0000	1.1093	1.0998
774	2.0000	0.5546	0.5499
775	4.0000	1.1093	1.0998
776	4.0000	1.1093	1.0998
777	4.0000	1.1093	1.0998
778	3.0000	0.8319	0.8249
779	4.0000	1.1093	1.0998
780	3.0000	0.8319	0.8249
781	4.0000	1.1093	1.0998
782	3.0000	0.8319	0.8249
783	3.0000	0.8319	0.8249
784	4.0000	1.1093	1.0998
785	3.0000	0.8319	0.8249
786	4.0000	1.1093	1.0998
787	3.0000	0.8319	0.8249
788	3.0000	0.8319	0.8249
789	4.0000	1.1093	1.0998
790	4.0000	1.1093	1.0998
791	3.0000	0.8319	0.8249
792	4.0000	1.1093	1.0998
793	3.0000	0.8319	0.8249
794	4.0000	1.1093	1.0998
795	4.0000	1.1093	1.0998
796	4.0000	1.1093	1.0998
797	4.0000	1.1093	1.0998
798	3.0000	0.8319	0.8249
799	3.0000	0.8319	0.8249
800	4.0000	1.1093	1.0998
801	4.0000	1.1093	1.0998
802	4.0000	1.1093	1.0998
803	4.0000	1.1093	1.0998
804	4.0000	1.1093	1.0998
805	3.0000	0.8319	0.8249
806	4.0000	1.1093	1.0998
807	4.0000	1.1093	1.0998
808	3.0000	0.8319	0.8249
809	4.0000	1.1093	1.0998
810	1.0000	0.2773	0.2750
811	3.0000	0.8319	0.8249
812	4.0000	1.1093	1.0998
813	4.0000	1.1093	1.0998
814	2.0000	0.5546	0.5499
815	4.0000	1.1093	1.0998
816	4.0000	1.1093	1.0998
817	3.0000	0.8319	0.8249
818	4.0000	1.1093	1.0998
819	4.0000	1.1093	1.0998
