Tree	R-F_Cluster	R-F_Cluster_toYuleAvg	R-F_Cluster_toUnifAvg
166	2.5000	0.5321	0.5340
167	4.5000	0.9579	0.9611
168	4.5000	0.9579	0.9611
169	4.5000	0.9579	0.9611
170	4.5000	0.9579	0.9611
171	4.5000	0.9579	0.9611
172	4.5000	0.9579	0.9611
173	4.5000	0.9579	0.9611
174	2.5000	0.5321	0.5340
175	4.5000	0.9579	0.9611
176	4.5000	0.9579	0.9611
177	4.5000	0.9579	0.9611
178	4.5000	0.9579	0.9611
179	4.5000	0.9579	0.9611
180	4.5000	0.9579	0.9611
181	4.5000	0.9579	0.9611
182	3.5000	0.7450	0.7475
183	4.5000	0.9579	0.9611
184	3.5000	0.7450	0.7475
185	4.5000	0.9579	0.9611
186	4.5000	0.9579	0.9611
187	3.5000	0.7450	0.7475
188	4.5000	0.9579	0.9611
189	3.5000	0.7450	0.7475
190	4.5000	0.9579	0.9611
191	4.5000	0.9579	0.9611
192	2.5000	0.5321	0.5340
193	4.5000	0.9579	0.9611
194	4.5000	0.9579	0.9611
195	4.5000	0.9579	0.9611
196	4.5000	0.9579	0.9611
197	3.5000	0.7450	0.7475
198	4.5000	0.9579	0.9611
199	2.5000	0.5321	0.5340
200	4.5000	0.9579	0.9611
201	4.5000	0.9579	0.9611
202	3.5000	0.7450	0.7475
203	3.5000	0.7450	0.7475
204	4.5000	0.9579	0.9611
205	4.5000	0.9579	0.9611
206	4.5000	0.9579	0.9611
207	4.5000	0.9579	0.9611
208	4.5000	0.9579	0.9611
209	2.5000	0.5321	0.5340
210	4.5000	0.9579	0.9611
211	4.5000	0.9579	0.9611
212	3.5000	0.7450	0.7475
213	4.5000	0.9579	0.9611
214	4.5000	0.9579	0.9611
215	4.5000	0.9579	0.9611
216	3.5000	0.7450	0.7475
217	3.5000	0.7450	0.7475
218	4.5000	0.9579	0.9611
219	4.5000	0.9579	0.9611
220	3.5000	0.7450	0.7475
221	4.5000	0.9579	0.9611
222	3.5000	0.7450	0.7475
223	4.5000	0.9579	0.9611
224	4.5000	0.9579	0.9611
225	3.5000	0.7450	0.7475
226	3.5000	0.7450	0.7475
227	4.5000	0.9579	0.9611
228	2.5000	0.5321	0.5340
229	4.5000	0.9579	0.9611
230	4.5000	0.9579	0.9611
231	4.5000	0.9579	0.9611
232	4.5000	0.9579	0.9611
233	4.5000	0.9579	0.9611
234	3.5000	0.7450	0.7475
235	4.5000	0.9579	0.9611
236	4.5000	0.9579	0.9611
237	4.5000	0.9579	0.9611
238	4.5000	0.9579	0.9611
239	4.5000	0.9579	0.9611
240	4.5000	0.9579	0.9611
241	3.5000	0.7450	0.7475
242	4.5000	0.9579	0.9611
243	4.5000	0.9579	0.9611
244	4.5000	0.9579	0.9611
245	4.5000	0.9579	0.9611
246	4.5000	0.9579	0.9611
247	4.5000	0.9579	0.9611
248	4.5000	0.9579	0.9611
249	4.5000	0.9579	0.9611
250	4.5000	0.9579	0.9611
251	2.5000	0.5321	0.5340
252	4.5000	0.9579	0.9611
253	4.5000	0.9579	0.9611
254	4.5000	0.9579	0.9611
255	4.5000	0.9579	0.9611
256	4.5000	0.9579	0.9611
257	4.5000	0.9579	0.9611
258	4.5000	0.9579	0.9611
259	3.5000	0.7450	0.7475
260	4.5000	0.9579	0.9611
261	2.5000	0.5321	0.5340
262	4.5000	0.9579	0.9611
263	4.5000	0.9579	0.9611
264	4.5000	0.9579	0.9611
265	3.5000	0.7450	0.7475
266	4.5000	0.9579	0.9611
267	4.5000	0.9579	0.9611
268	4.5000	0.9579	0.9611
269	4.5000	0.9579	0.9611
270	4.5000	0.9579	0.9611
271	4.5000	0.9579	0.9611
272	3.5000	0.7450	0.7475
273	3.5000	0.7450	0.7475
274	3.5000	0.7450	0.7475
275	4.5000	0.9579	0.9611
276	4.5000	0.9579	0.9611
277	4.5000	0.9579	0.9611
278	4.5000	0.9579	0.9611
279	4.5000	0.9579	0.9611
280	4.5000	0.9579	0.9611
281	4.5000	0.9579	0.9611
282	3.5000	0.7450	0.7475
283	4.5000	0.9579	0.9611
284	2.5000	0.5321	0.5340
285	2.5000	0.5321	0.5340
286	3.5000	0.7450	0.7475
287	3.5000	0.7450	0.7475
288	4.5000	0.9579	0.9611
289	3.5000	0.7450	0.7475
290	4.5000	0.9579	0.9611
291	3.5000	0.7450	0.7475
292	4.5000	0.9579	0.9611
293	3.5000	0.7450	0.7475
294	4.5000	0.9579	0.9611
295	3.5000	0.7450	0.7475
296	4.5000	0.9579	0.9611
297	4.5000	0.9579	0.9611
298	4.5000	0.9579	0.9611
299	4.5000	0.9579	0.9611
300	4.5000	0.9579	0.9611
301	4.5000	0.9579	0.9611
302	3.5000	0.7450	0.7475
303	4.5000	0.9579	0.9611
304	3.5000	0.7450	0.7475
305	3.5000	0.7450	0.7475
306	3.5000	0.7450	0.7475
307	4.5000	0.9579	0.9611
308	4.5000	0.9579	0.9611
309	3.5000	0.7450	0.7475
310	4.5000	0.9579	0.9611
311	4.5000	0.9579	0.9611
312	2.5000	0.5321	0.5340
313	4.5000	0.9579	0.9611
314	4.5000	0.9579	0.9611
315	4.5000	0.9579	0.9611
316	4.5000	0.9579	0.9611
317	4.5000	0.9579	0.9611
318	4.5000	0.9579	0.9611
319	4.5000	0.9579	0.9611
320	3.5000	0.7450	0.7475
321	4.5000	0.9579	0.9611
322	3.5000	0.7450	0.7475
323	3.5000	0.7450	0.7475
324	4.5000	0.9579	0.9611
325	4.5000	0.9579	0.9611
326	4.5000	0.9579	0.9611
327	4.5000	0.9579	0.9611
328	4.5000	0.9579	0.9611
329	4.5000	0.9579	0.9611
330	3.5000	0.7450	0.7475
331	4.5000	0.9579	0.9611
332	1.5000	0.3193	0.3204
333	4.5000	0.9579	0.9611
334	4.5000	0.9579	0.9611
335	4.5000	0.9579	0.9611
336	3.5000	0.7450	0.7475
337	4.5000	0.9579	0.9611
338	4.5000	0.9579	0.9611
339	4.5000	0.9579	0.9611
340	4.5000	0.9579	0.9611
341	4.5000	0.9579	0.9611
342	3.5000	0.7450	0.7475
343	4.5000	0.9579	0.9611
344	2.5000	0.5321	0.5340
345	4.5000	0.9579	0.9611
346	4.5000	0.9579	0.9611
347	4.5000	0.9579	0.9611
348	4.5000	0.9579	0.9611
349	4.5000	0.9579	0.9611
350	3.5000	0.7450	0.7475
351	4.5000	0.9579	0.9611
352	4.5000	0.9579	0.9611
353	4.5000	0.9579	0.9611
354	4.5000	0.9579	0.9611
355	4.5000	0.9579	0.9611
356	4.5000	0.9579	0.9611
357	4.5000	0.9579	0.9611
358	3.5000	0.7450	0.7475
359	3.5000	0.7450	0.7475
360	4.5000	0.9579	0.9611
361	4.5000	0.9579	0.9611
362	3.5000	0.7450	0.7475
363	2.5000	0.5321	0.5340
364	4.5000	0.9579	0.9611
365	4.5000	0.9579	0.9611
366	4.5000	0.9579	0.9611
367	3.5000	0.7450	0.7475
368	3.5000	0.7450	0.7475
369	4.5000	0.9579	0.9611
370	4.5000	0.9579	0.9611
371	4.5000	0.9579	0.9611
372	4.5000	0.9579	0.9611
373	2.5000	0.5321	0.5340
374	4.5000	0.9579	0.9611
375	4.5000	0.9579	0.9611
376	4.5000	0.9579	0.9611
377	4.5000	0.9579	0.9611
378	3.5000	0.7450	0.7475
379	4.5000	0.9579	0.9611
380	4.5000	0.9579	0.9611
381	2.5000	0.5321	0.5340
382	4.5000	0.9579	0.9611
383	4.5000	0.9579	0.9611
384	4.5000	0.9579	0.9611
385	4.5000	0.9579	0.9611
386	4.5000	0.9579	0.9611
387	4.5000	0.9579	0.9611
388	4.5000	0.9579	0.9611
389	4.5000	0.9579	0.9611
390	4.5000	0.9579	0.9611
391	3.5000	0.7450	0.7475
392	4.5000	0.9579	0.9611
393	4.5000	0.9579	0.9611
394	3.5000	0.7450	0.7475
395	4.5000	0.9579	0.9611
396	4.5000	0.9579	0.9611
397	4.5000	0.9579	0.9611
398	3.5000	0.7450	0.7475
399	4.5000	0.9579	0.9611
400	3.5000	0.7450	0.7475
401	4.5000	0.9579	0.9611
402	4.5000	0.9579	0.9611
403	4.5000	0.9579	0.9611
404	4.5000	0.9579	0.9611
405	4.5000	0.9579	0.9611
406	4.5000	0.9579	0.9611
407	3.5000	0.7450	0.7475
408	3.5000	0.7450	0.7475
409	4.5000	0.9579	0.9611
410	4.5000	0.9579	0.9611
411	4.5000	0.9579	0.9611
412	1.5000	0.3193	0.3204
413	3.5000	0.7450	0.7475
414	3.5000	0.7450	0.7475
415	3.5000	0.7450	0.7475
416	3.5000	0.7450	0.7475
417	3.5000	0.7450	0.7475
418	4.5000	0.9579	0.9611
419	4.5000	0.9579	0.9611
420	4.5000	0.9579	0.9611
421	4.5000	0.9579	0.9611
422	4.5000	0.9579	0.9611
423	3.5000	0.7450	0.7475
424	4.5000	0.9579	0.9611
425	3.5000	0.7450	0.7475
426	4.5000	0.9579	0.9611
427	4.5000	0.9579	0.9611
428	4.5000	0.9579	0.9611
429	4.5000	0.9579	0.9611
430	4.5000	0.9579	0.9611
431	3.5000	0.7450	0.7475
432	3.5000	0.7450	0.7475
433	4.5000	0.9579	0.9611
434	3.5000	0.7450	0.7475
435	4.5000	0.9579	0.9611
436	4.5000	0.9579	0.9611
437	4.5000	0.9579	0.9611
438	4.5000	0.9579	0.9611
439	4.5000	0.9579	0.9611
440	4.5000	0.9579	0.9611
441	4.5000	0.9579	0.9611
442	3.5000	0.7450	0.7475
443	3.5000	0.7450	0.7475
444	4.5000	0.9579	0.9611
445	4.5000	0.9579	0.9611
446	4.5000	0.9579	0.9611
447	4.5000	0.9579	0.9611
448	4.5000	0.9579	0.9611
449	2.5000	0.5321	0.5340
450	4.5000	0.9579	0.9611
451	4.5000	0.9579	0.9611
452	3.5000	0.7450	0.7475
453	4.5000	0.9579	0.9611
454	4.5000	0.9579	0.9611
455	4.5000	0.9579	0.9611
456	3.5000	0.7450	0.7475
457	4.5000	0.9579	0.9611
458	4.5000	0.9579	0.9611
459	4.5000	0.9579	0.9611
460	4.5000	0.9579	0.9611
461	3.5000	0.7450	0.7475
462	3.5000	0.7450	0.7475
463	2.5000	0.5321	0.5340
464	3.5000	0.7450	0.7475
465	4.5000	0.9579	0.9611
466	4.5000	0.9579	0.9611
467	3.5000	0.7450	0.7475
468	3.5000	0.7450	0.7475
469	3.5000	0.7450	0.7475
470	4.5000	0.9579	0.9611
471	4.5000	0.9579	0.9611
472	2.5000	0.5321	0.5340
473	3.5000	0.7450	0.7475
474	3.5000	0.7450	0.7475
475	4.5000	0.9579	0.9611
476	4.5000	0.9579	0.9611
477	4.5000	0.9579	0.9611
478	4.5000	0.9579	0.9611
479	3.5000	0.7450	0.7475
480	4.5000	0.9579	0.9611
481	3.5000	0.7450	0.7475
482	3.5000	0.7450	0.7475
483	4.5000	0.9579	0.9611
484	4.5000	0.9579	0.9611
485	4.5000	0.9579	0.9611
486	4.5000	0.9579	0.9611
487	4.5000	0.9579	0.9611
488	3.5000	0.7450	0.7475
489	4.5000	0.9579	0.9611
490	4.5000	0.9579	0.9611
491	4.5000	0.9579	0.9611
492	4.5000	0.9579	0.9611
493	3.5000	0.7450	0.7475
494	4.5000	0.9579	0.9611
495	4.5000	0.9579	0.9611
496	4.5000	0.9579	0.9611
497	3.5000	0.7450	0.7475
498	4.5000	0.9579	0.9611
499	3.5000	0.7450	0.7475
500	4.5000	0.9579	0.9611
501	4.5000	0.9579	0.9611
502	3.5000	0.7450	0.7475
503	3.5000	0.7450	0.7475
504	3.5000	0.7450	0.7475
505	4.5000	0.9579	0.9611
506	3.5000	0.7450	0.7475
507	4.5000	0.9579	0.9611
508	4.5000	0.9579	0.9611
509	2.5000	0.5321	0.5340
510	4.5000	0.9579	0.9611
511	4.5000	0.9579	0.9611
512	3.5000	0.7450	0.7475
513	4.5000	0.9579	0.9611
514	3.5000	0.7450	0.7475
515	4.5000	0.9579	0.9611
516	3.5000	0.7450	0.7475
517	4.5000	0.9579	0.9611
518	4.5000	0.9579	0.9611
519	3.5000	0.7450	0.7475
520	3.5000	0.7450	0.7475
521	3.5000	0.7450	0.7475
522	4.5000	0.9579	0.9611
523	4.5000	0.9579	0.9611
524	4.5000	0.9579	0.9611
525	4.5000	0.9579	0.9611
526	4.5000	0.9579	0.9611
527	4.5000	0.9579	0.9611
528	3.5000	0.7450	0.7475
529	4.5000	0.9579	0.9611
530	4.5000	0.9579	0.9611
531	3.5000	0.7450	0.7475
532	4.5000	0.9579	0.9611
533	3.5000	0.7450	0.7475
534	4.5000	0.9579	0.9611
535	3.5000	0.7450	0.7475
536	4.5000	0.9579	0.9611
537	4.5000	0.9579	0.9611
538	4.5000	0.9579	0.9611
539	3.5000	0.7450	0.7475
540	3.5000	0.7450	0.7475
541	4.5000	0.9579	0.9611
542	4.5000	0.9579	0.9611
543	3.5000	0.7450	0.7475
544	4.5000	0.9579	0.9611
545	4.5000	0.9579	0.9611
546	4.5000	0.9579	0.9611
547	4.5000	0.9579	0.9611
548	4.5000	0.9579	0.9611
549	3.5000	0.7450	0.7475
550	3.5000	0.7450	0.7475
551	4.5000	0.9579	0.9611
552	3.5000	0.7450	0.7475
553	4.5000	0.9579	0.9611
554	4.5000	0.9579	0.9611
555	4.5000	0.9579	0.9611
556	3.5000	0.7450	0.7475
557	4.5000	0.9579	0.9611
558	4.5000	0.9579	0.9611
559	4.5000	0.9579	0.9611
560	4.5000	0.9579	0.9611
561	3.5000	0.7450	0.7475
562	4.5000	0.9579	0.9611
563	4.5000	0.9579	0.9611
564	4.5000	0.9579	0.9611
565	4.5000	0.9579	0.9611
566	4.5000	0.9579	0.9611
567	4.5000	0.9579	0.9611
568	4.5000	0.9579	0.9611
569	4.5000	0.9579	0.9611
570	4.5000	0.9579	0.9611
571	3.5000	0.7450	0.7475
572	4.5000	0.9579	0.9611
573	3.5000	0.7450	0.7475
574	4.5000	0.9579	0.9611
575	3.5000	0.7450	0.7475
576	4.5000	0.9579	0.9611
577	3.5000	0.7450	0.7475
578	4.5000	0.9579	0.9611
579	4.5000	0.9579	0.9611
580	4.5000	0.9579	0.9611
581	4.5000	0.9579	0.9611
582	4.5000	0.9579	0.9611
583	4.5000	0.9579	0.9611
584	4.5000	0.9579	0.9611
585	4.5000	0.9579	0.9611
586	4.5000	0.9579	0.9611
587	4.5000	0.9579	0.9611
588	3.5000	0.7450	0.7475
589	4.5000	0.9579	0.9611
590	4.5000	0.9579	0.9611
591	4.5000	0.9579	0.9611
592	4.5000	0.9579	0.9611
593	4.5000	0.9579	0.9611
594	2.5000	0.5321	0.5340
595	4.5000	0.9579	0.9611
596	4.5000	0.9579	0.9611
597	3.5000	0.7450	0.7475
598	4.5000	0.9579	0.9611
599	2.5000	0.5321	0.5340
600	4.5000	0.9579	0.9611
601	4.5000	0.9579	0.9611
602	3.5000	0.7450	0.7475
603	3.5000	0.7450	0.7475
604	4.5000	0.9579	0.9611
605	3.5000	0.7450	0.7475
606	2.5000	0.5321	0.5340
607	4.5000	0.9579	0.9611
608	3.5000	0.7450	0.7475
609	4.5000	0.9579	0.9611
610	3.5000	0.7450	0.7475
611	4.5000	0.9579	0.9611
612	3.5000	0.7450	0.7475
613	3.5000	0.7450	0.7475
614	4.5000	0.9579	0.9611
615	4.5000	0.9579	0.9611
616	4.5000	0.9579	0.9611
617	3.5000	0.7450	0.7475
618	3.5000	0.7450	0.7475
619	4.5000	0.9579	0.9611
620	3.5000	0.7450	0.7475
621	4.5000	0.9579	0.9611
622	3.5000	0.7450	0.7475
623	3.5000	0.7450	0.7475
624	4.5000	0.9579	0.9611
625	3.5000	0.7450	0.7475
626	4.5000	0.9579	0.9611
627	4.5000	0.9579	0.9611
628	4.5000	0.9579	0.9611
629	4.5000	0.9579	0.9611
630	4.5000	0.9579	0.9611
631	3.5000	0.7450	0.7475
632	4.5000	0.9579	0.9611
633	4.5000	0.9579	0.9611
634	4.5000	0.9579	0.9611
635	4.5000	0.9579	0.9611
636	3.5000	0.7450	0.7475
637	4.5000	0.9579	0.9611
638	4.5000	0.9579	0.9611
639	3.5000	0.7450	0.7475
640	4.5000	0.9579	0.9611
641	4.5000	0.9579	0.9611
642	3.5000	0.7450	0.7475
643	4.5000	0.9579	0.9611
644	4.5000	0.9579	0.9611
645	3.5000	0.7450	0.7475
646	4.5000	0.9579	0.9611
647	3.5000	0.7450	0.7475
648	4.5000	0.9579	0.9611
649	3.5000	0.7450	0.7475
650	4.5000	0.9579	0.9611
651	4.5000	0.9579	0.9611
652	3.5000	0.7450	0.7475
653	3.5000	0.7450	0.7475
654	4.5000	0.9579	0.9611
655	3.5000	0.7450	0.7475
656	4.5000	0.9579	0.9611
657	1.5000	0.3193	0.3204
658	4.5000	0.9579	0.9611
659	4.5000	0.9579	0.9611
660	4.5000	0.9579	0.9611
661	4.5000	0.9579	0.9611
662	4.5000	0.9579	0.9611
663	4.5000	0.9579	0.9611
664	3.5000	0.7450	0.7475
665	2.5000	0.5321	0.5340
666	4.5000	0.9579	0.9611
667	4.5000	0.9579	0.9611
668	4.5000	0.9579	0.9611
669	2.5000	0.5321	0.5340
670	4.5000	0.9579	0.9611
671	4.5000	0.9579	0.9611
672	4.5000	0.9579	0.9611
673	4.5000	0.9579	0.9611
674	4.5000	0.9579	0.9611
675	3.5000	0.7450	0.7475
676	3.5000	0.7450	0.7475
677	4.5000	0.9579	0.9611
678	3.5000	0.7450	0.7475
679	4.5000	0.9579	0.9611
680	3.5000	0.7450	0.7475
681	4.5000	0.9579	0.9611
682	3.5000	0.7450	0.7475
683	2.5000	0.5321	0.5340
684	4.5000	0.9579	0.9611
685	4.5000	0.9579	0.9611
686	3.5000	0.7450	0.7475
687	4.5000	0.9579	0.9611
688	4.5000	0.9579	0.9611
689	4.5000	0.9579	0.9611
690	4.5000	0.9579	0.9611
691	3.5000	0.7450	0.7475
692	4.5000	0.9579	0.9611
693	3.5000	0.7450	0.7475
694	4.5000	0.9579	0.9611
695	4.5000	0.9579	0.9611
696	3.5000	0.7450	0.7475
697	3.5000	0.7450	0.7475
698	4.5000	0.9579	0.9611
699	3.5000	0.7450	0.7475
700	3.5000	0.7450	0.7475
701	4.5000	0.9579	0.9611
702	3.5000	0.7450	0.7475
703	4.5000	0.9579	0.9611
704	4.5000	0.9579	0.9611
705	4.5000	0.9579	0.9611
706	3.5000	0.7450	0.7475
707	4.5000	0.9579	0.9611
708	3.5000	0.7450	0.7475
709	4.5000	0.9579	0.9611
710	4.5000	0.9579	0.9611
711	4.5000	0.9579	0.9611
712	3.5000	0.7450	0.7475
713	4.5000	0.9579	0.9611
714	4.5000	0.9579	0.9611
715	3.5000	0.7450	0.7475
716	4.5000	0.9579	0.9611
717	4.5000	0.9579	0.9611
718	3.5000	0.7450	0.7475
719	4.5000	0.9579	0.9611
720	4.5000	0.9579	0.9611
721	4.5000	0.9579	0.9611
722	3.5000	0.7450	0.7475
723	4.5000	0.9579	0.9611
724	3.5000	0.7450	0.7475
725	4.5000	0.9579	0.9611
726	4.5000	0.9579	0.9611
727	4.5000	0.9579	0.9611
728	2.5000	0.5321	0.5340
729	4.5000	0.9579	0.9611
730	4.5000	0.9579	0.9611
731	4.5000	0.9579	0.9611
732	2.5000	0.5321	0.5340
733	3.5000	0.7450	0.7475
734	3.5000	0.7450	0.7475
735	3.5000	0.7450	0.7475
736	3.5000	0.7450	0.7475
737	2.5000	0.5321	0.5340
738	4.5000	0.9579	0.9611
739	3.5000	0.7450	0.7475
740	1.5000	0.3193	0.3204
741	4.5000	0.9579	0.9611
742	4.5000	0.9579	0.9611
743	4.5000	0.9579	0.9611
744	4.5000	0.9579	0.9611
745	4.5000	0.9579	0.9611
746	4.5000	0.9579	0.9611
747	4.5000	0.9579	0.9611
748	2.5000	0.5321	0.5340
749	3.5000	0.7450	0.7475
750	3.5000	0.7450	0.7475
751	4.5000	0.9579	0.9611
752	3.5000	0.7450	0.7475
753	3.5000	0.7450	0.7475
754	4.5000	0.9579	0.9611
755	3.5000	0.7450	0.7475
756	4.5000	0.9579	0.9611
757	4.5000	0.9579	0.9611
758	4.5000	0.9579	0.9611
759	4.5000	0.9579	0.9611
760	3.5000	0.7450	0.7475
761	2.5000	0.5321	0.5340
762	3.5000	0.7450	0.7475
763	4.5000	0.9579	0.9611
764	4.5000	0.9579	0.9611
765	4.5000	0.9579	0.9611
766	4.5000	0.9579	0.9611
767	4.5000	0.9579	0.9611
768	3.5000	0.7450	0.7475
769	4.5000	0.9579	0.9611
770	4.5000	0.9579	0.9611
771	4.5000	0.9579	0.9611
772	4.5000	0.9579	0.9611
773	4.5000	0.9579	0.9611
774	3.5000	0.7450	0.7475
775	4.5000	0.9579	0.9611
776	4.5000	0.9579	0.9611
777	3.5000	0.7450	0.7475
778	3.5000	0.7450	0.7475
779	4.5000	0.9579	0.9611
780	2.5000	0.5321	0.5340
781	4.5000	0.9579	0.9611
782	4.5000	0.9579	0.9611
783	3.5000	0.7450	0.7475
784	4.5000	0.9579	0.9611
785	4.5000	0.9579	0.9611
786	2.5000	0.5321	0.5340
787	4.5000	0.9579	0.9611
788	4.5000	0.9579	0.9611
789	4.5000	0.9579	0.9611
790	4.5000	0.9579	0.9611
791	4.5000	0.9579	0.9611
792	4.5000	0.9579	0.9611
793	4.5000	0.9579	0.9611
794	4.5000	0.9579	0.9611
795	4.5000	0.9579	0.9611
796	4.5000	0.9579	0.9611
797	4.5000	0.9579	0.9611
798	2.5000	0.5321	0.5340
799	4.5000	0.9579	0.9611
800	4.5000	0.9579	0.9611
801	4.5000	0.9579	0.9611
802	3.5000	0.7450	0.7475
803	3.5000	0.7450	0.7475
804	4.5000	0.9579	0.9611
805	4.5000	0.9579	0.9611
806	3.5000	0.7450	0.7475
807	4.5000	0.9579	0.9611
808	4.5000	0.9579	0.9611
809	3.5000	0.7450	0.7475
810	3.5000	0.7450	0.7475
811	4.5000	0.9579	0.9611
812	4.5000	0.9579	0.9611
813	4.5000	0.9579	0.9611
814	4.5000	0.9579	0.9611
815	2.5000	0.5321	0.5340
816	3.5000	0.7450	0.7475
817	4.5000	0.9579	0.9611
818	4.5000	0.9579	0.9611
